Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
ATIC,Stem-cell-iPSC,PTSD,Wald ratio,1,0.93,8.03E-04,NA,NA,NA,0.68166334
KIAA1211,Stem-cell-iPSC,PTSD,Wald ratio,1,0.923,1.24E-03,NA,NA,NA,0.580472831
SELENBP1,Stem-cell-iPSC,PTSD,Wald ratio,1,0.876,3.10E-03,NA,NA,NA,0.304278883
NUDT2,Stem-cell-iPSC,PTSD,Wald ratio,1,0.922,3.20E-03,NA,NA,NA,0.435660347
GALNT3,Stem-cell-iPSC,PTSD,Wald ratio,1,1.068,5.05E-03,NA,NA,NA,0.269137426
CCBL2,Stem-cell-iPSC,PTSD,Wald ratio,1,1.05,5.84E-03,NA,NA,NA,0.24419351
OXSR1,Stem-cell-iPSC,PTSD,Wald ratio,1,1.118,7.07E-03,NA,NA,NA,0.108720569
MCOLN2,Stem-cell-iPSC,PTSD,Wald ratio,1,0.946,8.68E-03,NA,NA,NA,0.000693779
CUL4A,Stem-cell-iPSC,PTSD,Wald ratio,1,1.082,1.17E-02,NA,NA,NA,0.069411905
FBXL18,Stem-cell-iPSC,PTSD,Wald ratio,1,0.913,1.23E-02,NA,NA,NA,0.066415433
AACS,Stem-cell-iPSC,PTSD,Wald ratio,1,1.131,1.27E-02,NA,NA,NA,0.040888335
KHK,Stem-cell-iPSC,PTSD,Wald ratio,1,0.938,1.34E-02,NA,NA,NA,0.101119466
COIL,Stem-cell-iPSC,PTSD,Wald ratio,1,1.116,1.56E-02,NA,NA,NA,0.021709249
KIAA1524,Stem-cell-iPSC,PTSD,Wald ratio,1,0.898,1.61E-02,NA,NA,NA,0.010665511
IWS1,Stem-cell-iPSC,PTSD,Wald ratio,1,1.106,1.92E-02,NA,NA,NA,0.001504238
COA1,Stem-cell-iPSC,PTSD,Wald ratio,1,0.925,2.30E-02,NA,NA,NA,0.088360497
TP53I3,Stem-cell-iPSC,PTSD,Wald ratio,1,1.09,2.35E-02,NA,NA,NA,0.026050634
