Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
POLE,Oligodendrocytes,PTSD,Wald ratio,1,0.692,5.59E-07,NA,NA,NA,0.141993913
LINC02367,OPCs / COPs,PTSD,Wald ratio,1,1.139,2.49E-05,NA,NA,NA,0.032964006
NETO1,Excitatory neurons,PTSD,Wald ratio,1,1.559,3.98E-05,NA,NA,NA,0.007250591
LINC01899,Astrocytes,PTSD,Wald ratio,1,0.699,3.98E-05,NA,NA,NA,0.005496081
CALR,Astrocytes,PTSD,Wald ratio,1,1.396,4.49E-05,NA,NA,NA,0.005114823
WDR83OS,P_FPP_D11,PTSD,Wald ratio,1,1.648,4.49E-05,NA,NA,NA,0.979292564
WDR83OS,FPP_D11,PTSD,Wald ratio,1,1.469,4.49E-05,NA,NA,NA,0.980138697
SLC29A3,FPP_D11,PTSD,Wald ratio,1,0.763,4.55E-05,NA,NA,NA,0.902361564
RNF26,Excitatory neurons,PTSD,Wald ratio,1,1.776,5.11E-05,NA,NA,NA,0.002812569
DEK,OPCs / COPs,PTSD,Wald ratio,1,0.795,5.39E-05,NA,NA,NA,0.002819692
KDM1B,OPCs / COPs,PTSD,Wald ratio,1,0.752,7.68E-05,NA,NA,NA,0.003487242
ZSWIM6,Oligodendrocytes,PTSD,Wald ratio,1,1.511,9.28E-05,NA,NA,NA,0.004464517
SULF2,Sert_D52_ROT,PTSD,Wald ratio,1,0.86,9.34E-05,NA,NA,NA,0.848181665
MCC,Pericytes,PTSD,Wald ratio,1,1.146,1.03E-04,NA,NA,NA,0.001973038
NEURL1,Inhibitory neurons,PTSD,Wald ratio,1,1.41,1.05E-04,NA,NA,NA,0.002487012
FALEC,Oligodendrocytes,PTSD,Wald ratio,1,1.45,1.18E-04,NA,NA,NA,0.001814626
VPS45,OPCs / COPs,PTSD,Wald ratio,1,0.785,1.18E-04,NA,NA,NA,0.001597008
CDC42SE1,OPCs / COPs,PTSD,Wald ratio,1,1.347,1.18E-04,NA,NA,NA,0.001590786
NDUFS4,OPCs / COPs,PTSD,Wald ratio,1,0.844,1.26E-04,NA,NA,NA,0.001349092
