Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
PHF2,Stem-cell-iPSC,PTSD,Wald ratio,1,0.875,3.07E-02,NA,NA,NA,0.001092692
RPL7,Stem-cell-iPSC,PTSD,Wald ratio,1,1.114,3.10E-02,NA,NA,NA,0.007495196
TCERG1L,Stem-cell-iPSC,PTSD,Wald ratio,1,1.182,3.38E-02,NA,NA,NA,0.017168437
TRPM3,Stem-cell-iPSC,PTSD,Wald ratio,1,0.951,3.49E-02,NA,NA,NA,0.027736013
ANK3,Stem-cell-iPSC,PTSD,Wald ratio,1,1.079,3.75E-02,NA,NA,NA,7.55E-05
SHROOM3,Stem-cell-iPSC,PTSD,Wald ratio,1,0.95,3.76E-02,NA,NA,NA,0.000455091
ELP3,Stem-cell-iPSC,PTSD,Wald ratio,1,0.887,3.80E-02,NA,NA,NA,0.059034318
PREX1,Stem-cell-iPSC,PTSD,Wald ratio,1,0.932,3.83E-02,NA,NA,NA,5.19E-05
GACAT1,Stem-cell-iPSC,PTSD,Wald ratio,1,0.813,3.84E-02,NA,NA,NA,0.064285879
WDYHV1,Stem-cell-iPSC,PTSD,Wald ratio,1,1.052,3.84E-02,NA,NA,NA,0.001205801
TPP2,Stem-cell-iPSC,PTSD,Wald ratio,1,1.046,3.86E-02,NA,NA,NA,2.61E-05
ANXA2,Stem-cell-iPSC,PTSD,Wald ratio,1,0.938,3.87E-02,NA,NA,NA,0.009674137
ARG2,Stem-cell-iPSC,PTSD,Wald ratio,1,0.918,4.00E-02,NA,NA,NA,7.24E-05
GNPDA2,Stem-cell-iPSC,PTSD,Wald ratio,1,0.896,4.00E-02,NA,NA,NA,0.055333958
LINC01104,Stem-cell-iPSC,PTSD,Wald ratio,1,0.961,4.01E-02,NA,NA,NA,0.00189366
LINC01354,Stem-cell-iPSC,PTSD,Wald ratio,1,0.918,4.11E-02,NA,NA,NA,6.40E-05
ENPP7P9,Stem-cell-iPSC,PTSD,Wald ratio,1,1.085,4.11E-02,NA,NA,NA,0.000305308
SCD5,Stem-cell-iPSC,PTSD,Wald ratio,1,1.085,4.13E-02,NA,NA,NA,0.007940706
NLRP14,Stem-cell-iPSC,PTSD,Wald ratio,1,1.325,4.29E-02,NA,NA,NA,0.000213297
ABCC13,Stem-cell-iPSC,PTSD,Wald ratio,1,0.866,4.32E-02,NA,NA,NA,0.065240489
RPL19P11,Stem-cell-iPSC,PTSD,Wald ratio,1,1.092,4.35E-02,NA,NA,NA,0.000556875
RBM43,Stem-cell-iPSC,PTSD,Wald ratio,1,0.926,4.48E-02,NA,NA,NA,0.013906641
INTS7,Stem-cell-iPSC,PTSD,Wald ratio,1,0.953,4.48E-02,NA,NA,NA,1.32E-05
RNU6-356P,Stem-cell-iPSC,PTSD,Wald ratio,1,0.944,4.55E-02,NA,NA,NA,6.48E-05
OXNAD1,Stem-cell-iPSC,PTSD,Wald ratio,1,0.883,4.55E-02,NA,NA,NA,0.051495155
LINC00698,Stem-cell-iPSC,PTSD,Wald ratio,1,1.04,4.55E-02,NA,NA,NA,0.000383047
SLC30A10,Stem-cell-iPSC,PTSD,Wald ratio,1,0.96,4.70E-02,NA,NA,NA,0.00098431
SEPT2P1,Stem-cell-iPSC,PTSD,Wald ratio,1,0.959,4.76E-02,NA,NA,NA,0.006502164
RUNX1,Stem-cell-iPSC,PTSD,Wald ratio,1,1.046,4.76E-02,NA,NA,NA,2.47E-05
RN7SL201P,Stem-cell-iPSC,PTSD,Wald ratio,1,0.913,4.83E-02,NA,NA,NA,0.001029904
CECR5-AS1,Stem-cell-iPSC,PTSD,Wald ratio,1,0.888,4.83E-02,NA,NA,NA,0.000736398
VGLL3,Stem-cell-iPSC,PTSD,Wald ratio,1,1.135,4.84E-02,NA,NA,NA,0.050052434
TRPS1,Stem-cell-iPSC,PTSD,Wald ratio,1,1.099,4.85E-02,NA,NA,NA,0.000200066
FECH,Stem-cell-iPSC,PTSD,Wald ratio,1,0.931,4.92E-02,NA,NA,NA,0.00013747
C8orf34,Stem-cell-iPSC,PTSD,Wald ratio,1,0.92,5.01E-02,NA,NA,NA,8.29E-05
CDH13,Stem-cell-iPSC,PTSD,Weighted median,3,1.031,5.09E-02,0.303577261,0.588441736,0.971386562,0.000573342
ALB,Stem-cell-iPSC,PTSD,Wald ratio,1,1.096,5.24E-02,NA,NA,NA,0.008036398
MFAP3L,Stem-cell-iPSC,PTSD,Wald ratio,1,1.05,5.25E-02,NA,NA,NA,0.00011795
TENM4,Stem-cell-iPSC,PTSD,Inverse variance weighted,3,1.031,5.29E-02,0.878689708,0.865614784,0.697185753,0.000270895
FOXF2,Stem-cell-iPSC,PTSD,Wald ratio,1,0.963,5.37E-02,NA,NA,NA,0.046521113
DSC1,Stem-cell-iPSC,PTSD,Wald ratio,1,0.786,5.49E-02,NA,NA,NA,0.043712742
ESRRG,Stem-cell-iPSC,PTSD,Inverse variance weighted,2,0.972,5.52E-02,NA,0.392155267,NA,0.010739304
RPS20P25,Stem-cell-iPSC,PTSD,Wald ratio,1,0.954,5.60E-02,NA,NA,NA,2.73E-05
LINGO2,Stem-cell-iPSC,PTSD,Wald ratio,1,1.046,5.66E-02,NA,NA,NA,0.000118735
SH3GL2,Stem-cell-iPSC,PTSD,Wald ratio,1,0.841,5.68E-02,NA,NA,NA,0.042638674
KIAA2012,Stem-cell-iPSC,PTSD,Wald ratio,1,0.919,5.76E-02,NA,NA,NA,0.042682068
UGGT1,Stem-cell-iPSC,PTSD,Wald ratio,1,0.962,5.76E-02,NA,NA,NA,0.001408285
EMC8,Stem-cell-iPSC,PTSD,Wald ratio,1,1.047,5.84E-02,NA,NA,NA,0.048686725
LINC01019,Stem-cell-iPSC,PTSD,Wald ratio,1,0.93,5.86E-02,NA,NA,NA,0.000188308
APP,Stem-cell-iPSC,PTSD,Wald ratio,1,0.918,5.87E-02,NA,NA,NA,0.002176809
ARL15,Stem-cell-iPSC,PTSD,Wald ratio,1,0.955,5.89E-02,NA,NA,NA,0.011424474
MED6P1,Stem-cell-iPSC,PTSD,Wald ratio,1,0.955,5.90E-02,NA,NA,NA,3.00E-05
POM121L13P,Stem-cell-iPSC,PTSD,Wald ratio,1,1.04,5.93E-02,NA,NA,NA,8.03E-05
PTPN14,Stem-cell-iPSC,PTSD,Wald ratio,1,1.072,5.99E-02,NA,NA,NA,3.75E-05
PDP1,Stem-cell-iPSC,PTSD,Wald ratio,1,0.956,6.10E-02,NA,NA,NA,0.003533339
TFEC,Stem-cell-iPSC,PTSD,Wald ratio,1,0.907,6.13E-02,NA,NA,NA,7.11E-05
EDAR,Stem-cell-iPSC,PTSD,Wald ratio,1,0.917,6.28E-02,NA,NA,NA,0.018263505
DOK2,Stem-cell-iPSC,PTSD,Wald ratio,1,1.048,6.32E-02,NA,NA,NA,0.005772761
KCNMA1-AS1,Stem-cell-iPSC,PTSD,Wald ratio,1,0.928,6.51E-02,NA,NA,NA,9.03E-05
LINC00583,Stem-cell-iPSC,PTSD,Wald ratio,1,1.088,6.55E-02,NA,NA,NA,0.001109829
MC5R,Stem-cell-iPSC,PTSD,Wald ratio,1,0.948,6.62E-02,NA,NA,NA,7.29E-05
LRRC15,Stem-cell-iPSC,PTSD,Wald ratio,1,0.796,6.68E-02,NA,NA,NA,0.001532886
TBX20,Stem-cell-iPSC,PTSD,Wald ratio,1,0.887,6.76E-02,NA,NA,NA,0.023931684
STIM2,Stem-cell-iPSC,PTSD,Wald ratio,1,0.956,6.82E-02,NA,NA,NA,0.006238915
FABP6,Stem-cell-iPSC,PTSD,Wald ratio,1,1.077,6.89E-02,NA,NA,NA,0.026702421
OAT,Stem-cell-iPSC,PTSD,Wald ratio,1,0.938,6.92E-02,NA,NA,NA,1.54E-05
UBE2WP1,Stem-cell-iPSC,PTSD,Wald ratio,1,0.928,6.93E-02,NA,NA,NA,0.00140414
PREX2,Stem-cell-iPSC,PTSD,Wald ratio,1,1.04,7.02E-02,NA,NA,NA,6.66E-05
OR1I1,Stem-cell-iPSC,PTSD,Wald ratio,1,0.911,7.12E-02,NA,NA,NA,0.00010278
DAB2,Stem-cell-iPSC,PTSD,Inverse variance weighted,2,0.971,7.19E-02,NA,0.820023882,NA,8.30E-05
RGS7BP,Stem-cell-iPSC,PTSD,Wald ratio,1,0.956,7.31E-02,NA,NA,NA,3.65E-05
ABCC9,Stem-cell-iPSC,PTSD,Wald ratio,1,0.964,7.31E-02,NA,NA,NA,0.000383638
CDH11,Stem-cell-iPSC,PTSD,Wald ratio,1,1.129,7.32E-02,NA,NA,NA,0.000105907
FNDC3B,Stem-cell-iPSC,PTSD,Wald ratio,1,1.046,7.33E-02,NA,NA,NA,7.79E-05
SLC25A21,Stem-cell-iPSC,PTSD,Wald ratio,1,0.93,7.39E-02,NA,NA,NA,1.44E-05
PKN2-AS1,Stem-cell-iPSC,PTSD,Wald ratio,1,0.925,7.42E-02,NA,NA,NA,0.003714785
GSTA2,Stem-cell-iPSC,PTSD,Wald ratio,1,0.925,7.48E-02,NA,NA,NA,0.030207559
AGAP1,Stem-cell-iPSC,PTSD,Wald ratio,1,1.046,7.49E-02,NA,NA,NA,2.30E-05
BCAR1,Stem-cell-iPSC,PTSD,Wald ratio,1,1.096,7.64E-02,NA,NA,NA,0.000235882
WFS1,Stem-cell-iPSC,PTSD,Wald ratio,1,1.278,7.70E-02,NA,NA,NA,0.014749672
HMCN1,Stem-cell-iPSC,PTSD,Wald ratio,1,1.043,7.82E-02,NA,NA,NA,5.31E-05
TP63,Stem-cell-iPSC,PTSD,Wald ratio,1,0.914,7.96E-02,NA,NA,NA,0.008778548
FGF20,Stem-cell-iPSC,PTSD,Wald ratio,1,0.961,7.98E-02,NA,NA,NA,4.14E-05
CDH13,Stem-cell-iPSC,PTSD,Inverse variance weighted,3,1.023,8.04E-02,0.303577261,0.588441736,0.971386562,0.000573342
KCNIP1,Stem-cell-iPSC,PTSD,Wald ratio,1,0.94,8.05E-02,NA,NA,NA,8.50E-05
ALDH18A1,Stem-cell-iPSC,PTSD,Wald ratio,1,1.056,8.12E-02,NA,NA,NA,7.67E-05
TG,Stem-cell-iPSC,PTSD,Wald ratio,1,1.084,8.13E-02,NA,NA,NA,0.011251716
PDIA5,Stem-cell-iPSC,PTSD,Wald ratio,1,1.049,8.18E-02,NA,NA,NA,0.000246754
GHRL,Stem-cell-iPSC,PTSD,Wald ratio,1,0.901,8.25E-02,NA,NA,NA,0.031959953
MMP26,Stem-cell-iPSC,PTSD,Wald ratio,1,0.961,8.31E-02,NA,NA,NA,0.00024751
HTR4,Stem-cell-iPSC,PTSD,Wald ratio,1,1.08,8.47E-02,NA,NA,NA,2.77E-05
PPP3CA,Stem-cell-iPSC,PTSD,Wald ratio,1,1.097,8.54E-02,NA,NA,NA,0.000114361
ATG2B,Stem-cell-iPSC,PTSD,Wald ratio,1,1.047,8.63E-02,NA,NA,NA,0.000408325
SLC24A3,Stem-cell-iPSC,PTSD,Inverse variance weighted,2,0.974,8.69E-02,NA,0.81834465,NA,5.86E-06
TRPC4,Stem-cell-iPSC,PTSD,Wald ratio,1,0.951,8.71E-02,NA,NA,NA,6.69E-05
UFD1L,Stem-cell-iPSC,PTSD,Wald ratio,1,0.953,8.77E-02,NA,NA,NA,4.00E-05
NME7,Stem-cell-iPSC,PTSD,Wald ratio,1,1.031,9.00E-02,NA,NA,NA,8.78E-05
OSTN,Stem-cell-iPSC,PTSD,Wald ratio,1,0.962,9.08E-02,NA,NA,NA,0.000274884
GUCY2GP,Stem-cell-iPSC,PTSD,Wald ratio,1,1.106,9.08E-02,NA,NA,NA,0.002126124
MTO1,Stem-cell-iPSC,PTSD,Wald ratio,1,1.044,9.12E-02,NA,NA,NA,6.22E-05
RN7SL97P,Stem-cell-iPSC,PTSD,Wald ratio,1,0.963,9.29E-02,NA,NA,NA,0.00115156
S100A10,Stem-cell-iPSC,PTSD,Wald ratio,1,0.93,9.31E-02,NA,NA,NA,6.66E-05
LINC00534,Stem-cell-iPSC,PTSD,Wald ratio,1,0.957,9.32E-02,NA,NA,NA,1.43E-05
SNTG1,Stem-cell-iPSC,PTSD,Wald ratio,1,1.054,9.42E-02,NA,NA,NA,4.05E-05
LHFP,Stem-cell-iPSC,PTSD,Wald ratio,1,1.065,9.51E-02,NA,NA,NA,0.026048718
GNLY,Stem-cell-iPSC,PTSD,Wald ratio,1,0.918,9.56E-02,NA,NA,NA,0.00041115
DIO2,Stem-cell-iPSC,PTSD,Wald ratio,1,0.957,9.67E-02,NA,NA,NA,5.16E-05
RIMS2,Stem-cell-iPSC,PTSD,Wald ratio,1,0.963,9.69E-02,NA,NA,NA,0.000622159
PLCL2,Stem-cell-iPSC,PTSD,Wald ratio,1,1.06,9.79E-02,NA,NA,NA,3.04E-05
LRRC4C,Stem-cell-iPSC,PTSD,Inverse variance weighted,2,1.036,9.96E-02,NA,0.461085516,NA,0.000227218
LEP,Stem-cell-iPSC,PTSD,Wald ratio,1,1.062,1.00E-01,NA,NA,NA,0.000196249
ARHGAP22,Stem-cell-iPSC,PTSD,Wald ratio,1,0.867,1.01E-01,NA,NA,NA,0.029067056
LDHAP3,Stem-cell-iPSC,PTSD,Wald ratio,1,0.96,1.01E-01,NA,NA,NA,7.64E-05
CATSPERB,Stem-cell-iPSC,PTSD,Wald ratio,1,0.92,1.02E-01,NA,NA,NA,0.000116441
XYLT1,Stem-cell-iPSC,PTSD,Wald ratio,1,1.041,1.03E-01,NA,NA,NA,3.30E-05
TEC,Stem-cell-iPSC,PTSD,Wald ratio,1,0.882,1.03E-01,NA,NA,NA,0.027948658
USP13,Stem-cell-iPSC,PTSD,Wald ratio,1,1.045,1.03E-01,NA,NA,NA,0.035936584
FAM216B,Stem-cell-iPSC,PTSD,Wald ratio,1,1.086,1.03E-01,NA,NA,NA,0.026843384
FAM160A1,Stem-cell-iPSC,PTSD,Wald ratio,1,0.931,1.04E-01,NA,NA,NA,5.54E-05
PCA3,Stem-cell-iPSC,PTSD,Wald ratio,1,0.967,1.05E-01,NA,NA,NA,0.001073362
PRICKLE2,Stem-cell-iPSC,PTSD,Wald ratio,1,0.957,1.07E-01,NA,NA,NA,0.000201603
SBF2,Stem-cell-iPSC,PTSD,Wald ratio,1,1.043,1.08E-01,NA,NA,NA,0.005718537
ZDHHC14,Stem-cell-iPSC,PTSD,Wald ratio,1,1.053,1.09E-01,NA,NA,NA,4.29E-05
ARPC3P5,Stem-cell-iPSC,PTSD,Wald ratio,1,0.876,1.09E-01,NA,NA,NA,0.031075639
BICD2,Stem-cell-iPSC,PTSD,Wald ratio,1,0.925,1.10E-01,NA,NA,NA,6.19E-05
NOL10,Stem-cell-iPSC,PTSD,Wald ratio,1,0.902,1.11E-01,NA,NA,NA,0.026008384
LINC00941,Stem-cell-iPSC,PTSD,Wald ratio,1,1.045,1.11E-01,NA,NA,NA,0.000157692
MOB3B,Stem-cell-iPSC,PTSD,Wald ratio,1,1.039,1.11E-01,NA,NA,NA,1.86E-05
CEACAM22P,Stem-cell-iPSC,PTSD,Wald ratio,1,1.036,1.11E-01,NA,NA,NA,2.36E-05
LINC00871,Stem-cell-iPSC,PTSD,Wald ratio,1,1.077,1.13E-01,NA,NA,NA,5.25E-05
LRP2,Stem-cell-iPSC,PTSD,Wald ratio,1,0.963,1.14E-01,NA,NA,NA,2.89E-05
B4GALT5,Stem-cell-iPSC,PTSD,Wald ratio,1,0.867,1.14E-01,NA,NA,NA,0.001705157
MAGI1,Stem-cell-iPSC,PTSD,Wald ratio,1,0.965,1.15E-01,NA,NA,NA,1.49E-05
OPCML,Stem-cell-iPSC,PTSD,Wald ratio,1,0.948,1.15E-01,NA,NA,NA,4.41E-05
PDLIM5,Stem-cell-iPSC,PTSD,Wald ratio,1,0.964,1.16E-01,NA,NA,NA,6.54E-05
LCP1,Stem-cell-iPSC,PTSD,Wald ratio,1,1.033,1.16E-01,NA,NA,NA,1.44E-05
PNMAL1,Stem-cell-iPSC,PTSD,Wald ratio,1,1.068,1.16E-01,NA,NA,NA,0.026912633
FAM179A,Stem-cell-iPSC,PTSD,Wald ratio,1,0.964,1.17E-01,NA,NA,NA,3.51E-05
RBFOX1,Stem-cell-iPSC,PTSD,Wald ratio,1,1.041,1.17E-01,NA,NA,NA,2.47E-05
RAMP1,Stem-cell-iPSC,PTSD,Wald ratio,1,1.083,1.17E-01,NA,NA,NA,0.000135205
RPSAP74,Stem-cell-iPSC,PTSD,Wald ratio,1,0.969,1.18E-01,NA,NA,NA,0.025254481
RPL10L,Stem-cell-iPSC,PTSD,Wald ratio,1,1.103,1.19E-01,NA,NA,NA,0.001131667
EPB41L3,Stem-cell-iPSC,PTSD,Wald ratio,1,0.923,1.19E-01,NA,NA,NA,0.001885718
TENM4,Stem-cell-iPSC,PTSD,Weighted median,3,1.029,1.21E-01,0.878689708,0.865614784,0.697185753,0.000270895
