Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
KIF13A,Lymphocyte,PTSD,Wald ratio,1,0.905,3.94E-04,NA,NA,NA,0.801884844
COLEC11,Lymphocyte,PTSD,Wald ratio,1,1.095,3.96E-04,NA,NA,NA,0.850153567
LOC80154,Lymphocyte,PTSD,Wald ratio,1,0.919,8.34E-04,NA,NA,NA,0.680188295
SLC2A8,Lymphocyte,PTSD,Wald ratio,1,1.069,1.50E-03,NA,NA,NA,0.588127031
SMAD3,Lymphocyte,PTSD,Wald ratio,1,0.946,1.83E-03,NA,NA,NA,0.490989025
CDK6,Lymphocyte,PTSD,Wald ratio,1,0.901,2.17E-03,NA,NA,NA,0.553207759
FOXF1,Lymphocyte,PTSD,Wald ratio,1,1.48,2.17E-03,NA,NA,NA,0.490404942
TFCP2L1,Lymphocyte,PTSD,Wald ratio,1,1.113,2.60E-03,NA,NA,NA,0.448254386
PARP14,Lymphocyte,PTSD,Wald ratio,1,0.761,2.61E-03,NA,NA,NA,0.451805055
PLCG1,Lymphocyte,PTSD,Wald ratio,1,0.903,2.61E-03,NA,NA,NA,0.462163282
C5orf13,Lymphocyte,PTSD,Wald ratio,1,0.927,2.88E-03,NA,NA,NA,0.382000065
SLC44A2,Lymphocyte,PTSD,Inverse variance weighted,2,1.038,3.33E-03,NA,0.564918352,NA,0.036032924
MATN3,Lymphocyte,PTSD,Wald ratio,1,0.923,3.81E-03,NA,NA,NA,0.33827494
ATP6V0E2,Lymphocyte,PTSD,Wald ratio,1,0.924,4.29E-03,NA,NA,NA,0.305649053
TTC24,Lymphocyte,PTSD,Wald ratio,1,1.051,4.61E-03,NA,NA,NA,0.31057235
SOBP,Lymphocyte,PTSD,Wald ratio,1,0.913,4.93E-03,NA,NA,NA,0.415609305
TTBK1,Lymphocyte,PTSD,Wald ratio,1,1.135,5.29E-03,NA,NA,NA,0.382541383
METTL13,Lymphocyte,PTSD,Wald ratio,1,0.932,5.48E-03,NA,NA,NA,0.295562587
MEF2D,Lymphocyte,PTSD,Wald ratio,1,0.827,5.64E-03,NA,NA,NA,0.258133545
ECHDC3,Lymphocyte,PTSD,Wald ratio,1,0.401,5.91E-03,NA,NA,NA,0.262817594
TRPV1,Lymphocyte,PTSD,Wald ratio,1,1.051,6.44E-03,NA,NA,NA,0.249151023
TSHR,Lymphocyte,PTSD,Wald ratio,1,0.906,6.81E-03,NA,NA,NA,0.225077714
AIM2,Lymphocyte,PTSD,Wald ratio,1,0.896,7.01E-03,NA,NA,NA,0.362440401
FBXO31,Lymphocyte,PTSD,Inverse variance weighted,2,0.951,7.08E-03,NA,0.863547075,NA,0.069127222
EHF,Lymphocyte,PTSD,Inverse variance weighted,2,1.05,7.32E-03,NA,0.339289277,NA,0.310782754
SORBS2,Lymphocyte,PTSD,Wald ratio,1,1.044,7.42E-03,NA,NA,NA,0.217131506
PREX1,Lymphocyte,PTSD,Wald ratio,1,0.895,7.55E-03,NA,NA,NA,0.252424738
TREM1,Lymphocyte,PTSD,Wald ratio,1,0.084,7.66E-03,NA,NA,NA,0.322608568
C6orf105,Lymphocyte,PTSD,Wald ratio,1,1.042,8.08E-03,NA,NA,NA,0.194634065
ZNF507,Lymphocyte,PTSD,Wald ratio,1,1.923,8.30E-03,NA,NA,NA,0.203668424
KCNS3,Lymphocyte,PTSD,Wald ratio,1,0.897,8.68E-03,NA,NA,NA,0.29205393
CCDC40,Lymphocyte,PTSD,Wald ratio,1,1.045,8.75E-03,NA,NA,NA,0.183733137
