Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
ERBB4,Brain Prefrontal cortex,DEP,Wald ratio,1,0.974,8.92E-06,NA,NA,NA,0.976292845
MAD1L1,Brain Prefrontal cortex,DEP,Wald ratio,1,0.96,3.04E-05,NA,NA,NA,0.933196827
PTPRN2,Brain Prefrontal cortex,DEP,Inverse variance weighted,3,0.986,6.77E-05,0.373010863,0.638972605,0.803037689,0.003671793
EPHB2,Brain Prefrontal cortex,DEP,Wald ratio,1,1.039,1.28E-04,NA,NA,NA,0.781735572
NEK4,Brain Prefrontal cortex,DEP,Wald ratio,1,1.038,1.34E-04,NA,NA,NA,0.760882071
HLA-DQB1,Brain Prefrontal cortex,DEP,Wald ratio,1,1.024,1.70E-04,NA,NA,NA,0.745079124
SLC41A1,Brain Prefrontal cortex,DEP,Wald ratio,1,0.982,2.12E-04,NA,NA,NA,0.676770393
TEC,Brain Prefrontal cortex,DEP,Wald ratio,1,0.977,4.85E-04,NA,NA,NA,0.496503844
ARHGEF7,Brain Prefrontal cortex,DEP,Wald ratio,1,1.026,5.07E-04,NA,NA,NA,0.480821474
VPS41,Brain Prefrontal cortex,DEP,Wald ratio,1,1.034,6.85E-04,NA,NA,NA,0.388911994
TRPS1,Brain Prefrontal cortex,DEP,Wald ratio,1,1.031,7.46E-04,NA,NA,NA,0.38705687
FOXP1,Brain Prefrontal cortex,DEP,Wald ratio,1,1.029,9.74E-04,NA,NA,NA,0.350091624
MYT1L,Brain Prefrontal cortex,DEP,Wald ratio,1,1.031,1.34E-03,NA,NA,NA,0.253548396
FREM1,Brain Prefrontal cortex,DEP,Wald ratio,1,1.027,1.35E-03,NA,NA,NA,0.271412485
ANKRD36B,Brain Prefrontal cortex,DEP,Wald ratio,1,1.017,1.60E-03,NA,NA,NA,0.245857004
