Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
SPAG1,Brain Prefrontal cortex,PTSD,Wald ratio,1,0.899,1.63E-03,NA,NA,NA,0.51433222
SH3RF3,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.087,2.12E-03,NA,NA,NA,0.451301991
MAD1L1,Brain Prefrontal cortex,PTSD,Wald ratio,1,0.911,4.94E-03,NA,NA,NA,0.286685885
TBX19,Brain Prefrontal cortex,PTSD,Wald ratio,1,0.908,7.69E-03,NA,NA,NA,0.311886428
HFM1,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.132,8.43E-03,NA,NA,NA,0.285094883
MUC12,Brain Prefrontal cortex,PTSD,Wald ratio,1,0.939,9.08E-03,NA,NA,NA,0.186358058
ABCA1,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.129,9.14E-03,NA,NA,NA,0.239696634
THBS2,Brain Prefrontal cortex,PTSD,Wald ratio,1,0.922,9.32E-03,NA,NA,NA,0.186493023
KCNMB2,Brain Prefrontal cortex,PTSD,Wald ratio,1,0.89,1.04E-02,NA,NA,NA,0.170708155
ANKRD36B,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.048,1.05E-02,NA,NA,NA,0.167196196
WDR37,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.08,1.23E-02,NA,NA,NA,0.19489462
TSNARE1,Brain Prefrontal cortex,PTSD,Wald ratio,1,0.944,1.24E-02,NA,NA,NA,0.14166685
BCAR1,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.092,1.27E-02,NA,NA,NA,0.139652554
CHAF1A,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.081,1.38E-02,NA,NA,NA,0.131701495
DLGAP2,Brain Prefrontal cortex,PTSD,Inverse variance weighted,6,1.021,2.14E-02,0.600467379,0.486004541,0.261754922,0.009241313
TBC1D1,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.05,3.09E-02,NA,NA,NA,0.078858509
COL5A2,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.083,3.12E-02,NA,NA,NA,0.084568579
NPM1,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.075,3.25E-02,NA,NA,NA,0.068479625
C19orf12,Brain Prefrontal cortex,PTSD,Wald ratio,1,0.91,3.35E-02,NA,NA,NA,0.075807502
THAP4,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.049,3.38E-02,NA,NA,NA,0.089112996
ARHGEF18,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.07,3.48E-02,NA,NA,NA,0.072207148
SCG3,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.069,3.51E-02,NA,NA,NA,0.063230152
TTC13,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.083,3.73E-02,NA,NA,NA,0.080607037
RHEX,Brain Prefrontal cortex,PTSD,Wald ratio,1,0.927,3.79E-02,NA,NA,NA,0.06712109
KIF1A,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.045,4.32E-02,NA,NA,NA,0.065626795
TRPS1,Brain Prefrontal cortex,PTSD,Wald ratio,1,0.939,4.34E-02,NA,NA,NA,0.05351238
UCN3,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.066,4.36E-02,NA,NA,NA,0.058510928
PKD1,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.072,4.50E-02,NA,NA,NA,0.07688609
RPH3AL,Brain Prefrontal cortex,PTSD,Weighted median,4,0.957,4.54E-02,0.011938732,0.013985381,0.592688638,0.085228893
FOXP1,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.063,4.55E-02,NA,NA,NA,0.055920037
SLC5A8,Brain Prefrontal cortex,PTSD,Wald ratio,1,0.942,4.67E-02,NA,NA,NA,0.060555711
CHST9,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.07,5.17E-02,NA,NA,NA,0.046273323
COL22A1,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.075,5.32E-02,NA,NA,NA,0.056983294
NRXN1,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.091,5.41E-02,NA,NA,NA,0.044560462
F13A1,Brain Prefrontal cortex,PTSD,Wald ratio,1,0.953,5.55E-02,NA,NA,NA,0.077697912
CACNA1C,Brain Prefrontal cortex,PTSD,Weighted median,3,1.037,5.64E-02,0.078048685,0.105653344,0.624596324,0.191481199
NFATC1,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.065,6.50E-02,NA,NA,NA,0.041726787
KIF26A,Brain Prefrontal cortex,PTSD,Wald ratio,1,0.953,6.70E-02,NA,NA,NA,0.047477436
ZNF385B,Brain Prefrontal cortex,PTSD,Wald ratio,1,0.954,6.72E-02,NA,NA,NA,0.081030669
CCDC6,Brain Prefrontal cortex,PTSD,Wald ratio,1,0.966,6.88E-02,NA,NA,NA,0.037374115
KCNG2,Brain Prefrontal cortex,PTSD,Wald ratio,1,0.966,7.09E-02,NA,NA,NA,0.052382085
SNTG2,Brain Prefrontal cortex,PTSD,Inverse variance weighted,3,0.975,7.17E-02,0.619491169,0.837229082,0.79722544,0.013790183
DNAJC15,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.072,7.20E-02,NA,NA,NA,0.041389771
STAC,Brain Prefrontal cortex,PTSD,Wald ratio,1,1.069,7.55E-02,NA,NA,NA,0.039935376
GHRL,Brain Prefrontal cortex,PTSD,Wald ratio,1,0.951,7.78E-02,NA,NA,NA,0.033468407
