Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
DEFB1,Meta 10 Brain Regions,PTSD,Wald ratio,1,0.844,8.57E-05,NA,NA,NA,0.943195999
USP44,Brain Spinal cord cervical,PTSD,Wald ratio,1,0.895,9.41E-05,NA,NA,NA,0.282146948
PHACTR2,Brain Cerebellar Hemisphere,PTSD,Wald ratio,1,0.857,9.42E-05,NA,NA,NA,0.038312685
ECM1,Brain Cerebellum,PTSD,Wald ratio,1,0.862,1.18E-04,NA,NA,NA,0.943039329
NDUFA9,Brain Cerebellar Hemisphere,PTSD,Wald ratio,1,1.2,1.31E-04,NA,NA,NA,0.014448708
DEFB1,Brain Cerebellar Hemisphere,PTSD,Wald ratio,1,1.139,1.68E-04,NA,NA,NA,0.9008909
NLRP1,Brain Nucleus accumbens basal ganglia,PTSD,Wald ratio,1,0.71,1.70E-04,NA,NA,NA,0.179189749
TENM2,Brain Caudate basal ganglia,PTSD,Wald ratio,1,0.695,2.02E-04,NA,NA,NA,0.64946198
DEFB1,Brain Prefrontal Cortex PsychENCODE,PTSD,Wald ratio,1,1.204,2.71E-04,NA,NA,NA,0.867746987
ZNF717,Brain Cortex SMR,PTSD,Wald ratio,1,0.949,3.31E-04,NA,NA,NA,0.82455744
LINC00960,Brain Cortex SMR,PTSD,Wald ratio,1,0.91,3.31E-04,NA,NA,NA,0.82455744
PLEKHM2,Brain Hippocampus,PTSD,Wald ratio,1,0.806,3.77E-04,NA,NA,NA,0.811736425
KIF13A,Brain Nucleus accumbens basal ganglia,PTSD,Wald ratio,1,0.652,3.98E-04,NA,NA,NA,0.547685758
CAMSAP1-DT,Brain Frontal Cortex,PTSD,Wald ratio,1,0.896,4.21E-04,NA,NA,NA,0.290183438
GOLGA6L9,Brain Putamen basal ganglia,PTSD,Wald ratio,1,1.169,4.25E-04,NA,NA,NA,0.252808823
TMPRSS9,Brain Cerebellum,PTSD,Inverse variance weighted,2,0.931,4.60E-04,NA,0.454330736,NA,0.034826243
KCNAB3,Brain Cerebellar Hemisphere,PTSD,Wald ratio,1,1.081,4.83E-04,NA,NA,NA,0.75782236
ANTXR1,Brain Cortex SMR,PTSD,Inverse variance weighted,3,0.889,4.89E-04,0.621892638,0.872275765,0.890669635,0.03740966
GOLGA6L9,Brain Cerebellar Hemisphere,PTSD,Wald ratio,1,1.138,4.99E-04,NA,NA,NA,0.790953602
GOLGA6L10,Brain Cerebellar Hemisphere,PTSD,Wald ratio,1,0.863,4.99E-04,NA,NA,NA,0.036941918
ADAMTS7P1,Brain Cerebellar Hemisphere,PTSD,Wald ratio,1,0.923,4.99E-04,NA,NA,NA,0.792490043
KCNAB3,Brain Nucleus accumbens basal ganglia,PTSD,Wald ratio,1,1.193,5.09E-04,NA,NA,NA,0.723979984
PDE3A,Brain Prefrontal Cortex PsychENCODE,PTSD,Wald ratio,1,0.549,5.27E-04,NA,NA,NA,0.437448742
PGA3,Brain Prefrontal Cortex PsychENCODE,PTSD,Wald ratio,1,0.782,5.96E-04,NA,NA,NA,0.780285592
OR7E87P,Brain Cerebellum,PTSD,Wald ratio,1,1.113,6.21E-04,NA,NA,NA,0.147598121
KCNAB3,Brain Cerebellum,PTSD,Wald ratio,1,1.06,6.29E-04,NA,NA,NA,0.711610757
RNF227,Brain Cerebellum,PTSD,Wald ratio,1,1.136,6.29E-04,NA,NA,NA,0.673481016
CNTROB,Brain Cerebellum,PTSD,Wald ratio,1,1.161,6.29E-04,NA,NA,NA,0.687207451
KCNAB3,Brain Putamen basal ganglia,PTSD,Wald ratio,1,1.196,6.29E-04,NA,NA,NA,0.404881468
ZNF717,Brain Caudate basal ganglia,PTSD,Wald ratio,1,0.904,6.40E-04,NA,NA,NA,0.689269422
RARRES2P1,Brain Caudate basal ganglia,PTSD,Wald ratio,1,0.876,6.40E-04,NA,NA,NA,0.171810037
ZNF717,Brain Putamen basal ganglia,PTSD,Wald ratio,1,0.921,6.40E-04,NA,NA,NA,0.712299826
RARRES2P1,Brain Putamen basal ganglia,PTSD,Wald ratio,1,0.91,6.40E-04,NA,NA,NA,0.71923458
LINC01750,Brain Hypothalamus,PTSD,Wald ratio,1,0.855,6.70E-04,NA,NA,NA,0.794129382
ZBTB47-AS1,Brain Amygdala,PTSD,Wald ratio,1,1.081,7.22E-04,NA,NA,NA,0.754637792
SEC22C,Brain Amygdala,PTSD,Wald ratio,1,1.147,7.22E-04,NA,NA,NA,0.09096165
POLR2E,Brain Cerebellar Hemisphere,PTSD,Wald ratio,1,0.817,7.40E-04,NA,NA,NA,0.689885265
ARHGAP45,Brain Cerebellar Hemisphere,PTSD,Wald ratio,1,0.848,7.40E-04,NA,NA,NA,0.229887624
ADAMTSL3,Brain Caudate basal ganglia,PTSD,Wald ratio,1,1.306,7.41E-04,NA,NA,NA,0.011107359
EMC2,Brain Cerebellum,PTSD,Inverse variance weighted,2,0.896,7.91E-04,NA,0.376553128,NA,0.010632227
ZNF514,Brain Putamen basal ganglia,PTSD,Wald ratio,1,0.862,8.21E-04,NA,NA,NA,0.010242967
UNC93B3,Brain Anterior cingulate cortex,PTSD,Wald ratio,1,0.895,8.23E-04,NA,NA,NA,0.522079996
RPL23AP49,Brain Anterior cingulate cortex,PTSD,Wald ratio,1,0.917,8.23E-04,NA,NA,NA,0.690882567
RARRES2P1,Brain Anterior cingulate cortex,PTSD,Wald ratio,1,0.891,8.23E-04,NA,NA,NA,0.529934946
ZNF717,Brain Anterior cingulate cortex,PTSD,Wald ratio,1,0.9,8.23E-04,NA,NA,NA,0.463556515
LINC00960,Brain Cortex,PTSD,Wald ratio,1,0.871,8.23E-04,NA,NA,NA,0.051040314
RPL23AP49,Brain Cortex,PTSD,Wald ratio,1,0.919,8.23E-04,NA,NA,NA,0.690883537
GOLGA6L9,Brain Anterior cingulate cortex,PTSD,Wald ratio,1,1.096,8.34E-04,NA,NA,NA,0.680019651
DUSP18,Brain Hypothalamus,PTSD,Wald ratio,1,0.83,8.86E-04,NA,NA,NA,0.191096221
NWD2,Brain Frontal Cortex,PTSD,Wald ratio,1,0.818,9.08E-04,NA,NA,NA,0.574989221
CFAP92,Brain Cortex SMR,PTSD,Wald ratio,1,0.73,9.11E-04,NA,NA,NA,0.759373986
FAM162A,Brain Amygdala,PTSD,Wald ratio,1,0.913,9.36E-04,NA,NA,NA,0.002341027
PGK1P2,Meta 10 Brain Regions,PTSD,Wald ratio,1,1.091,9.46E-04,NA,NA,NA,0.645508026
PGK1P2,Brain Amygdala,PTSD,Wald ratio,1,0.921,9.46E-04,NA,NA,NA,0.638841025
PGK1P2,Brain Caudate basal ganglia,PTSD,Wald ratio,1,0.927,9.46E-04,NA,NA,NA,0.6455076
PGK1P2,Brain Cerebellum,PTSD,Wald ratio,1,0.93,9.46E-04,NA,NA,NA,0.645508016
PGK1P2,Brain Cortex,PTSD,Wald ratio,1,0.932,9.46E-04,NA,NA,NA,0.645498625
PGK1P2,Brain Cerebellar Hemisphere,PTSD,Wald ratio,1,0.937,9.67E-04,NA,NA,NA,0.64079149
SFTA1P,Brain Spinal cord cervical,PTSD,Wald ratio,1,0.902,9.86E-04,NA,NA,NA,0.068910927
PGK1P2,Brain Anterior cingulate cortex,PTSD,Wald ratio,1,0.92,9.89E-04,NA,NA,NA,0.603028709
PGK1P2,Brain Hippocampus,PTSD,Wald ratio,1,0.909,9.89E-04,NA,NA,NA,0.59779051
PGK1P2,Brain Hypothalamus,PTSD,Wald ratio,1,0.914,9.89E-04,NA,NA,NA,0.632401197
PGK1P2,Brain Spinal cord cervical,PTSD,Wald ratio,1,0.919,9.89E-04,NA,NA,NA,0.59386908
LINC02926,Brain Spinal cord cervical,PTSD,Wald ratio,1,0.923,9.89E-04,NA,NA,NA,0.623707632
PGK1P2,Brain Frontal Cortex,PTSD,Wald ratio,1,0.923,1.01E-03,NA,NA,NA,0.62942315
CPEB3,Brain Cerebellar Hemisphere,PTSD,Wald ratio,1,0.813,1.04E-03,NA,NA,NA,0.333945038
CTSW,Brain Prefrontal Cortex PsychENCODE,PTSD,Wald ratio,1,1.257,1.05E-03,NA,NA,NA,0.653148122
EFEMP2,Brain Prefrontal Cortex PsychENCODE,PTSD,Wald ratio,1,0.382,1.05E-03,NA,NA,NA,0.01141723
ATP2C2-AS1,Brain Cerebellum,PTSD,Inverse variance weighted,2,0.947,1.09E-03,NA,0.990050998,NA,0.061628896
AMIGO2,Brain Cerebellum,PTSD,Wald ratio,1,0.864,1.10E-03,NA,NA,NA,0.110340635
ATP2C2-AS1,Brain Cortex,PTSD,Inverse variance weighted,2,0.934,1.16E-03,NA,0.733296983,NA,0.066990859
PLCH1,Brain Cortex SMR,PTSD,Inverse variance weighted,2,0.904,1.27E-03,NA,0.575831083,NA,0.056960904
PRADC1,Brain Prefrontal Cortex PsychENCODE,PTSD,Wald ratio,1,1.467,1.29E-03,NA,NA,NA,0.558214458
KCNAB3,Meta 10 Brain Regions,PTSD,Wald ratio,1,0.909,1.30E-03,NA,NA,NA,0.558388867
CLHC1,Brain Frontal Cortex,PTSD,Inverse variance weighted,2,0.921,1.41E-03,NA,0.443468527,NA,0.01122326
ZBTB47-AS1,Brain Hippocampus,PTSD,Wald ratio,1,1.078,1.41E-03,NA,NA,NA,0.629558584
SEC22C,Brain Hippocampus,PTSD,Wald ratio,1,1.219,1.41E-03,NA,NA,NA,0.22886401
AC017028.1,Brain Cortex SMR,PTSD,Wald ratio,1,1.31,1.44E-03,NA,NA,NA,0.561365211
ZBTB47-AS1,Brain Anterior cingulate cortex,PTSD,Wald ratio,1,1.1,1.47E-03,NA,NA,NA,0.619551263
