Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
GOLGA8A,Brain,PTSD,Wald ratio,1,0.793,1.82E-02,NA,NA,NA,0.196953867
MED16,Brain,PTSD,Wald ratio,1,1.121,2.11E-02,NA,NA,NA,0.119590902
MICAL3,Brain,PTSD,Wald ratio,1,0.849,2.16E-02,NA,NA,NA,0.117031877
MOV10L1,Brain,PTSD,Wald ratio,1,0.896,2.16E-02,NA,NA,NA,0.105070054
LINC02210-CRHR1,Brain,PTSD,Wald ratio,1,0.817,2.20E-02,NA,NA,NA,0.207943435
NARF,Brain,PTSD,Wald ratio,1,1.132,2.20E-02,NA,NA,NA,0.09483575
TUBG2,Brain,PTSD,Wald ratio,1,1.136,2.20E-02,NA,NA,NA,0.102142819
CKMT2-AS1,Brain,PTSD,Wald ratio,1,1.173,2.37E-02,NA,NA,NA,0.132830616
TRPS1,Brain,PTSD,Wald ratio,1,0.92,2.50E-02,NA,NA,NA,0.082881454
DNAAF5,Brain,PTSD,Wald ratio,1,1.095,2.69E-02,NA,NA,NA,0.078743114
SIRT5,Brain,PTSD,Wald ratio,1,0.916,3.00E-02,NA,NA,NA,0.075946322
TRMT9B,Brain,PTSD,Inverse variance weighted,2,0.865,3.02E-02,NA,0.531827681,NA,0.075206616
TMOD3,Brain,PTSD,Wald ratio,1,1.13,3.06E-02,NA,NA,NA,0.070140775
DOCK2,Brain,PTSD,Wald ratio,1,0.887,3.12E-02,NA,NA,NA,0.077400749
CNMD,Brain,PTSD,Wald ratio,1,0.816,3.12E-02,NA,NA,NA,0.14988498
SLC25A10,Brain,PTSD,Wald ratio,1,0.908,3.16E-02,NA,NA,NA,0.084524863
ROBO2,Brain,PTSD,Wald ratio,1,1.163,3.30E-02,NA,NA,NA,0.082154961
CNTN3,Brain,PTSD,Wald ratio,1,1.269,3.45E-02,NA,NA,NA,0.140422344
IFFO2,Brain,PTSD,Wald ratio,1,0.902,3.46E-02,NA,NA,NA,0.075043625
MATN3,Brain,PTSD,Wald ratio,1,1.13,3.54E-02,NA,NA,NA,0.06480196
PPM1F,Brain,PTSD,Wald ratio,1,1.077,3.74E-02,NA,NA,NA,0.059791102
HFM1,Brain,PTSD,Wald ratio,1,1.113,3.87E-02,NA,NA,NA,0.102169905
ENSG00000234698,Brain,PTSD,Wald ratio,1,1.119,3.97E-02,NA,NA,NA,0.060567343
PFN4,Brain,PTSD,Wald ratio,1,0.854,4.04E-02,NA,NA,NA,0.074076282
MBP,Brain,PTSD,Wald ratio,1,0.907,4.15E-02,NA,NA,NA,0.06580915
PSD3,Brain,PTSD,Wald ratio,1,0.927,4.23E-02,NA,NA,NA,0.059228416
PLPP2,Brain,PTSD,Wald ratio,1,0.907,4.26E-02,NA,NA,NA,0.052921425
TMCO3,Brain,PTSD,Wald ratio,1,0.918,4.29E-02,NA,NA,NA,0.058259495
GFOD1,Brain,PTSD,Wald ratio,1,0.896,4.29E-02,NA,NA,NA,0.058566234
VINAC1P,Brain,PTSD,Wald ratio,1,0.95,4.34E-02,NA,NA,NA,0.053791288
UMODL1,Brain,PTSD,Wald ratio,1,1.107,4.36E-02,NA,NA,NA,0.060678679
ATF7IP,Brain,PTSD,Wald ratio,1,0.913,4.41E-02,NA,NA,NA,0.052514329
ENSG00000125695,Brain,PTSD,Wald ratio,1,0.94,4.41E-02,NA,NA,NA,0.054707678
AHNAK2,Brain,PTSD,Wald ratio,1,0.906,4.55E-02,NA,NA,NA,0.06514154
RARRES1,Brain,PTSD,Wald ratio,1,1.126,4.69E-02,NA,NA,NA,0.054312226
ENSG00000257943,Brain,PTSD,Wald ratio,1,0.904,4.77E-02,NA,NA,NA,0.050216576
LINC02930,Brain,PTSD,Wald ratio,1,1.105,4.80E-02,NA,NA,NA,0.057467051
ANKEF1,Brain,PTSD,Wald ratio,1,0.885,4.88E-02,NA,NA,NA,0.054086548
HLA-C,Brain,PTSD,Wald ratio,1,0.897,5.12E-02,NA,NA,NA,0.049467063
TFRC,Brain,PTSD,Wald ratio,1,1.094,5.16E-02,NA,NA,NA,0.052050959
CYBRD1,Brain,PTSD,Wald ratio,1,0.938,5.33E-02,NA,NA,NA,0.045130666
MIR99AHG,Brain,PTSD,Wald ratio,1,0.831,5.36E-02,NA,NA,NA,0.080992401
MADCAM1,Brain,PTSD,Wald ratio,1,1.131,5.42E-02,NA,NA,NA,0.051409415
CHRDL2,Brain,PTSD,Wald ratio,1,0.854,5.47E-02,NA,NA,NA,0.099737698
ITGB3,Brain,PTSD,Wald ratio,1,0.954,5.50E-02,NA,NA,NA,0.044030515
ARID1B,Brain,PTSD,Wald ratio,1,1.146,5.54E-02,NA,NA,NA,0.067060483
ZNF584,Brain,PTSD,Wald ratio,1,1.103,5.85E-02,NA,NA,NA,0.051519392
TRMT61A,Brain,PTSD,Wald ratio,1,0.899,5.88E-02,NA,NA,NA,0.043337231
ARMH1,Brain,PTSD,Wald ratio,1,1.142,6.04E-02,NA,NA,NA,0.050970109
MOBP,Brain,PTSD,Wald ratio,1,0.908,6.13E-02,NA,NA,NA,0.050195462
ENSG00000228793,Brain,PTSD,Inverse variance weighted,2,0.959,6.21E-02,NA,0.510049418,NA,0.026287161
AGPAT3,Brain,PTSD,Wald ratio,1,0.787,6.57E-02,NA,NA,NA,0.095258426
ENSG00000290548,Brain,PTSD,Wald ratio,1,0.95,6.57E-02,NA,NA,NA,0.041863578
ASAP3,Brain,PTSD,Wald ratio,1,0.928,6.66E-02,NA,NA,NA,0.03999656
ECE1,Brain,PTSD,Wald ratio,1,0.919,6.96E-02,NA,NA,NA,0.037258172
LINC01500,Brain,PTSD,Wald ratio,1,1.056,7.00E-02,NA,NA,NA,0.03663973
ZNF569,Brain,PTSD,Wald ratio,1,1.07,7.04E-02,NA,NA,NA,0.038275319
ICE2,Brain,PTSD,Wald ratio,1,0.902,7.07E-02,NA,NA,NA,0.039085824
RMI2,Brain,PTSD,Wald ratio,1,0.944,7.23E-02,NA,NA,NA,0.035478507
SIRPA,Brain,PTSD,Wald ratio,1,0.933,7.27E-02,NA,NA,NA,0.037126911
DNAJC15,Brain,PTSD,Wald ratio,1,1.052,7.32E-02,NA,NA,NA,0.040682446
NECTIN3-AS1,Brain,PTSD,Wald ratio,1,1.234,7.41E-02,NA,NA,NA,0.072446697
ENSG00000258982,Brain,PTSD,Wald ratio,1,0.92,7.45E-02,NA,NA,NA,0.03466734
SORBS2,Brain,PTSD,Wald ratio,1,0.851,7.46E-02,NA,NA,NA,0.064683914
XCR1,Brain,PTSD,Wald ratio,1,0.879,7.57E-02,NA,NA,NA,0.047352146
CDC42BPA,Brain,PTSD,Wald ratio,1,0.892,7.62E-02,NA,NA,NA,0.046483512
ENSG00000259420,Brain,PTSD,Wald ratio,1,1.07,7.87E-02,NA,NA,NA,0.03424307
GSTP1,Brain,PTSD,Wald ratio,1,1.058,7.99E-02,NA,NA,NA,0.033022126
ENSG00000275674,Brain,PTSD,Wald ratio,1,1.066,8.03E-02,NA,NA,NA,0.041461388
EEF1D,Brain,PTSD,Wald ratio,1,0.87,8.13E-02,NA,NA,NA,0.066184337
SRD5A3,Brain,PTSD,Wald ratio,1,1.133,8.30E-02,NA,NA,NA,0.044105238
RPL13,Brain,PTSD,Wald ratio,1,1.063,8.51E-02,NA,NA,NA,0.038887362
LIMS1,Brain,PTSD,Wald ratio,1,1.053,8.54E-02,NA,NA,NA,0.031531356
PIP4P2,Brain,PTSD,Wald ratio,1,1.08,8.58E-02,NA,NA,NA,0.032611927
ENSG00000291222,Brain,PTSD,Wald ratio,1,0.903,8.61E-02,NA,NA,NA,0.069166467
TSPAN5,Brain,PTSD,Wald ratio,1,1.098,8.66E-02,NA,NA,NA,0.032579302
CIPC,Brain,PTSD,Wald ratio,1,0.911,9.08E-02,NA,NA,NA,0.03235736
RIMKLA,Brain,PTSD,Wald ratio,1,1.071,9.25E-02,NA,NA,NA,0.029819452
TSPAN14,Brain,PTSD,Wald ratio,1,0.754,9.32E-02,NA,NA,NA,0.080002218
FARS2,Brain,PTSD,Wald ratio,1,1.106,9.48E-02,NA,NA,NA,0.034898877
CASP8,Brain,PTSD,Wald ratio,1,1.081,9.72E-02,NA,NA,NA,0.030501294
ENSG00000257239,Brain,PTSD,Wald ratio,1,0.93,9.78E-02,NA,NA,NA,0.028573834
ENSG00000289207,Brain,PTSD,Wald ratio,1,1.088,9.95E-02,NA,NA,NA,0.029091072
FARP2,Brain,PTSD,Wald ratio,1,1.129,1.01E-01,NA,NA,NA,0.042516371
ACLY,Brain,PTSD,Wald ratio,1,1.147,1.02E-01,NA,NA,NA,0.046760188
ARHGEF3,Brain,PTSD,Wald ratio,1,0.917,1.03E-01,NA,NA,NA,0.026846058
CNIH3,Brain,PTSD,Wald ratio,1,1.074,1.04E-01,NA,NA,NA,0.032017565
LDHC,Brain,PTSD,Wald ratio,1,0.953,1.05E-01,NA,NA,NA,0.040143968
LARS2,Brain,PTSD,Wald ratio,1,0.863,1.08E-01,NA,NA,NA,0.05793513
FOXN2,Brain,PTSD,Wald ratio,1,1.059,1.10E-01,NA,NA,NA,0.025739717
DUSP14,Brain,PTSD,Wald ratio,1,0.902,1.11E-01,NA,NA,NA,0.038060747
TM2D3,Brain,PTSD,Wald ratio,1,0.937,1.11E-01,NA,NA,NA,0.025465496
PIEZO2,Brain,PTSD,Wald ratio,1,0.922,1.11E-01,NA,NA,NA,0.028220045
KNTC1,Brain,PTSD,Wald ratio,1,1.044,1.14E-01,NA,NA,NA,0.027975478
ENSG00000230863,Brain,PTSD,Wald ratio,1,0.918,1.16E-01,NA,NA,NA,0.024965565
SOX30,Brain,PTSD,Wald ratio,1,1.045,1.16E-01,NA,NA,NA,0.025253735
PRODH,Brain,PTSD,Wald ratio,1,0.911,1.16E-01,NA,NA,NA,0.026353055
HEXB,Brain,PTSD,Wald ratio,1,1.085,1.17E-01,NA,NA,NA,0.024433497
R3HCC1,Brain,PTSD,Wald ratio,1,0.917,1.17E-01,NA,NA,NA,0.026928515
ATP9B,Brain,PTSD,Wald ratio,1,0.929,1.18E-01,NA,NA,NA,0.026120377
PTPRO,Brain,PTSD,Wald ratio,1,0.942,1.18E-01,NA,NA,NA,0.029953359
ZNF577,Brain,PTSD,Wald ratio,1,0.881,1.18E-01,NA,NA,NA,0.036360313
SEMA3C,Brain,PTSD,Wald ratio,1,0.945,1.19E-01,NA,NA,NA,0.024199525
HELB,Brain,PTSD,Wald ratio,1,0.936,1.25E-01,NA,NA,NA,0.023221157
PRIMA1,Brain,PTSD,Wald ratio,1,1.08,1.25E-01,NA,NA,NA,0.038650075
CNDP2,Brain,PTSD,Wald ratio,1,1.088,1.28E-01,NA,NA,NA,0.023588559
APBA2,Brain,PTSD,Wald ratio,1,0.735,1.28E-01,NA,NA,NA,0.081548444
LINC02306,Brain,PTSD,Wald ratio,1,1.083,1.31E-01,NA,NA,NA,0.025127219
MVK,Brain,PTSD,Wald ratio,1,0.956,1.33E-01,NA,NA,NA,0.028004482
AKAP12,Brain,PTSD,Wald ratio,1,0.922,1.34E-01,NA,NA,NA,0.022390231
C20orf96,Brain,PTSD,Wald ratio,1,0.919,1.34E-01,NA,NA,NA,0.022986375
GCK,Brain,PTSD,Wald ratio,1,1.152,1.34E-01,NA,NA,NA,0.042219851
PIDD1,Brain,PTSD,Wald ratio,1,1.065,1.35E-01,NA,NA,NA,0.023306092
FAM174B,Brain,PTSD,Wald ratio,1,1.043,1.36E-01,NA,NA,NA,0.025328947
YJU2,Brain,PTSD,Wald ratio,1,1.041,1.36E-01,NA,NA,NA,0.023912438
GMDS-DT,Brain,PTSD,Wald ratio,1,1.056,1.37E-01,NA,NA,NA,0.021664497
SNF8,Brain,PTSD,Wald ratio,1,1.059,1.38E-01,NA,NA,NA,0.023703018
ATAD3A,Brain,PTSD,Wald ratio,1,0.833,1.38E-01,NA,NA,NA,0.080090751
ZNF639,Brain,PTSD,Wald ratio,1,0.902,1.38E-01,NA,NA,NA,0.028830772
GSDME,Brain,PTSD,Wald ratio,1,1.061,1.39E-01,NA,NA,NA,0.021453894
OBSL1,Brain,PTSD,Wald ratio,1,1.103,1.41E-01,NA,NA,NA,0.025872249
JRK,Brain,PTSD,Wald ratio,1,1.053,1.44E-01,NA,NA,NA,0.022557248
PFKP,Brain,PTSD,Wald ratio,1,1.089,1.44E-01,NA,NA,NA,0.021981785
ALG6,Brain,PTSD,Wald ratio,1,1.131,1.44E-01,NA,NA,NA,0.03501382
ENSG00000258603,Brain,PTSD,Wald ratio,1,0.829,1.44E-01,NA,NA,NA,0.049894942
MYO15A,Brain,PTSD,Wald ratio,1,1.08,1.45E-01,NA,NA,NA,0.020830639
SUZ12,Brain,PTSD,Wald ratio,1,1.124,1.47E-01,NA,NA,NA,0.028817874
ENSG00000260850,Brain,PTSD,Wald ratio,1,0.924,1.47E-01,NA,NA,NA,0.025406699
ADCY1,Brain,PTSD,Wald ratio,1,0.923,1.48E-01,NA,NA,NA,0.021305161
ATXN2,Brain,PTSD,Wald ratio,1,1.098,1.49E-01,NA,NA,NA,0.024653185
FGFR2,Brain,PTSD,Wald ratio,1,0.944,1.50E-01,NA,NA,NA,0.022012823
RSPO2,Brain,PTSD,Wald ratio,1,1.057,1.51E-01,NA,NA,NA,0.023621097
MIR100HG,Brain,PTSD,Wald ratio,1,1.08,1.52E-01,NA,NA,NA,0.020061832
BOC,Brain,PTSD,Wald ratio,1,1.081,1.53E-01,NA,NA,NA,0.02101774
PHGDH,Brain,PTSD,Wald ratio,1,0.964,1.54E-01,NA,NA,NA,0.020497634
ENSG00000242880,Brain,PTSD,Wald ratio,1,0.919,1.55E-01,NA,NA,NA,0.032072773
ENSG00000260071,Brain,PTSD,Wald ratio,1,0.926,1.58E-01,NA,NA,NA,0.021988872
PPFIBP1,Brain,PTSD,Wald ratio,1,1.058,1.59E-01,NA,NA,NA,0.020526392
GSTO2,Brain,PTSD,Wald ratio,1,0.966,1.60E-01,NA,NA,NA,0.020234632
SCPEP1,Brain,PTSD,Wald ratio,1,1.076,1.60E-01,NA,NA,NA,0.026039714
ZFP2,Brain,PTSD,Wald ratio,1,0.921,1.60E-01,NA,NA,NA,0.029019648
TTN,Brain,PTSD,Wald ratio,1,0.899,1.61E-01,NA,NA,NA,0.027013409
KLHDC1,Brain,PTSD,Wald ratio,1,1.089,1.62E-01,NA,NA,NA,0.021011251
ENSG00000269758,Brain,PTSD,Wald ratio,1,0.947,1.64E-01,NA,NA,NA,0.02269415
CAPRIN2,Brain,PTSD,Wald ratio,1,1.078,1.65E-01,NA,NA,NA,0.019653638
STK32C,Brain,PTSD,Wald ratio,1,0.935,1.65E-01,NA,NA,NA,0.022191721
NTNG2,Brain,PTSD,Wald ratio,1,1.069,1.66E-01,NA,NA,NA,0.01879926
ESPN,Brain,PTSD,Wald ratio,1,0.876,1.68E-01,NA,NA,NA,0.046239829
SMG5,Brain,PTSD,Wald ratio,1,0.935,1.68E-01,NA,NA,NA,0.018628706
MUCL3,Brain,PTSD,Wald ratio,1,1.043,1.71E-01,NA,NA,NA,0.01913798
LIG1,Brain,PTSD,Wald ratio,1,1.065,1.71E-01,NA,NA,NA,0.018865307
CDKL1,Brain,PTSD,Wald ratio,1,0.922,1.71E-01,NA,NA,NA,0.02016525
ANKUB1,Brain,PTSD,Wald ratio,1,0.926,1.72E-01,NA,NA,NA,0.018231799
BCL2L1,Brain,PTSD,Wald ratio,1,1.098,1.73E-01,NA,NA,NA,0.021911939
GALNT17,Brain,PTSD,Wald ratio,1,1.076,1.73E-01,NA,NA,NA,0.01835857
RNF212,Brain,PTSD,Wald ratio,1,0.945,1.74E-01,NA,NA,NA,0.019432332
SLC2A9,Brain,PTSD,Wald ratio,1,1.048,1.79E-01,NA,NA,NA,0.017812148
SPOCD1,Brain,PTSD,Wald ratio,1,1.072,1.80E-01,NA,NA,NA,0.018216097
P4HA2,Brain,PTSD,Wald ratio,1,0.946,1.80E-01,NA,NA,NA,0.018559274
ENSG00000226824,Brain,PTSD,Wald ratio,1,1.067,1.80E-01,NA,NA,NA,0.019243043
VLDLR,Brain,PTSD,Wald ratio,1,1.041,1.80E-01,NA,NA,NA,0.017930274
SMAD9,Brain,PTSD,Wald ratio,1,0.93,1.81E-01,NA,NA,NA,0.021338922
ITGAD,Brain,PTSD,Wald ratio,1,0.881,1.84E-01,NA,NA,NA,0.034762352
DRAXIN,Brain,PTSD,Inverse variance weighted,2,1.053,1.85E-01,NA,0.529183051,NA,0.008825684
ENSG00000288162,Brain,PTSD,Wald ratio,1,0.956,1.85E-01,NA,NA,NA,0.018725306
NOL10,Brain,PTSD,Wald ratio,1,1.064,1.86E-01,NA,NA,NA,0.019125
ENSG00000258702,Brain,PTSD,Wald ratio,1,1.121,1.87E-01,NA,NA,NA,0.025748068
KIF5C,Brain,PTSD,Wald ratio,1,1.139,1.87E-01,NA,NA,NA,0.02981545
LINC01992,Brain,PTSD,Wald ratio,1,0.951,1.88E-01,NA,NA,NA,0.017193859
C5orf64,Brain,PTSD,Wald ratio,1,0.91,1.88E-01,NA,NA,NA,0.034764647
LNX2,Brain,PTSD,Wald ratio,1,0.937,1.90E-01,NA,NA,NA,0.017048109
CDC20B,Brain,PTSD,Wald ratio,1,0.9,1.90E-01,NA,NA,NA,0.027543373
COLEC11,Brain,PTSD,Wald ratio,1,0.951,1.91E-01,NA,NA,NA,0.018556924
ENSG00000251357,Brain,PTSD,Wald ratio,1,1.048,1.91E-01,NA,NA,NA,0.018962692
VSTM2B-DT,Brain,PTSD,Wald ratio,1,1.074,1.91E-01,NA,NA,NA,0.017173768
CD6,Brain,PTSD,Wald ratio,1,1.056,1.92E-01,NA,NA,NA,0.01758835
CCDC163,Brain,PTSD,Wald ratio,1,1.051,1.92E-01,NA,NA,NA,0.01766146
PPFIA2,Brain,PTSD,Wald ratio,1,1.07,1.94E-01,NA,NA,NA,0.019286195
CCDC188BP,Brain,PTSD,Wald ratio,1,1.115,1.95E-01,NA,NA,NA,0.024764955
