Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
XPO2,BannerBBDP,PTSD,Wald ratio,1,11.799,9.31E-06,NA,NA,NA,0.945516928
STAU1,BannerBBDP,PTSD,Wald ratio,1,648.847,9.31E-06,NA,NA,NA,0.000931901
BIG2,BannerBBDP,PTSD,Wald ratio,1,0,9.31E-06,NA,NA,NA,0.000308667
XPO2,ROSMAP,PTSD,Wald ratio,1,19.69,1.12E-05,NA,NA,NA,0.993158174
STAU1,ROSMAP,PTSD,Wald ratio,1,66486.79,1.12E-05,NA,NA,NA,0.007140016
BIG2,ROSMAP,PTSD,Wald ratio,1,0,1.12E-05,NA,NA,NA,0.00230872
EIF3E,BannerBBDP,PTSD,Wald ratio,1,1745.493,7.63E-05,NA,NA,NA,6.12E-08
TNIP1,BannerBBDP,PTSD,Inverse variance weighted,5,0.391,9.02E-05,0.506323342,0.626806131,0.640672064,3.60E-07
TNR21,BannerBBDP,PTSD,Inverse variance weighted,4,10.095,4.59E-04,0.430752053,0.46786823,0.452335336,2.57E-06
CCZ1B,ROSMAP,PTSD,Inverse variance weighted,7,7.078,5.11E-04,0.87121924,0.694851618,0.213653396,0.000190156
ITA2,ROSMAP,PTSD,Inverse variance weighted,4,0.219,5.20E-04,0.888733176,0.962577087,0.843185166,1.25E-06
EFNB2,ROSMAP,PTSD,Inverse variance weighted,6,0.092,8.12E-04,0.265962691,0.374030578,0.758819997,2.41E-07
CMIP,ROSMAP,PTSD,Inverse variance weighted,8,0.277,8.63E-04,0.780605866,0.846829318,0.69628276,1.37E-05
PI16,BannerBBDP,PTSD,Inverse variance weighted,4,1.388,8.67E-04,0.723304945,0.873789312,0.8443423,3.97E-07
HDGR2,ROSMAP,PTSD,Inverse variance weighted,3,522.535,9.10E-04,0.73389099,0.712855733,0.590637985,2.20E-07
NDUF7,ROSMAP,PTSD,Wald ratio,1,4.71E+152,1.00E-03,NA,NA,NA,0.000249407
CEBOS,ROSMAP,PTSD,Wald ratio,1,0.145,1.00E-03,NA,NA,NA,2.10E-05
