Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
PTPRF,Fetal Brain,ADHD,Wald ratio,1,0.087,8.98E-10,NA,NA,NA,0.999998446
LSM6,Fetal Brain,ADHD,Wald ratio,1,10.186,1.51E-08,NA,NA,NA,0.999976988
LSM6,Brain Meta Analysis,ADHD,Wald ratio,1,0.897,1.91E-08,NA,NA,NA,0.999971147
ARTN,Fetal Brain,ADHD,Wald ratio,1,0.163,1.33E-07,NA,NA,NA,0.99982913
SZT2,Brain Meta Analysis,ADHD,Wald ratio,1,0.887,1.99E-07,NA,NA,NA,0.999707742
SLC38A3,Brain Meta Analysis,ADHD,Wald ratio,1,1.077,3.75E-07,NA,NA,NA,0.999458143
PNPLA2,Brain Meta Analysis,ADHD,Wald ratio,1,0.904,8.92E-07,NA,NA,NA,0.99897542
XRN2,Brain Meta Analysis,ADHD,Wald ratio,1,0.964,1.06E-06,NA,NA,NA,0.998703161
WDR12,Brain Meta Analysis,ADHD,Wald ratio,1,0.889,2.24E-06,NA,NA,NA,0.997812054
MAD1L1,Fetal Brain,ADHD,Wald ratio,1,3.423,6.15E-06,NA,NA,NA,0.992287627
ANTXR2,Fetal Brain,ADHD,Wald ratio,1,2.82,8.12E-06,NA,NA,NA,0.989660258
RAPGEF4,Brain Meta Analysis,ADHD,Wald ratio,1,1.1,8.69E-06,NA,NA,NA,0.989300814
BDNF,Brain Cortex,ADHD,Wald ratio,1,0.894,1.38E-05,NA,NA,NA,0.983784164
TM6SF2,Brain Meta Analysis,ADHD,Wald ratio,1,0.906,2.37E-05,NA,NA,NA,0.972890093
OGFOD2,Brain Cortex,ADHD,Wald ratio,1,0.852,2.52E-05,NA,NA,NA,0.01008482
DCHS1,Fetal Brain,ADHD,Wald ratio,1,0.212,2.84E-05,NA,NA,NA,0.975350344
ABCB9,Fetal Brain,ADHD,Wald ratio,1,4.345,4.19E-05,NA,NA,NA,0.956891136
ARL6IP4,Fetal Brain,ADHD,Wald ratio,1,0.226,4.19E-05,NA,NA,NA,0.956856925
TRAF3,Brain Meta Analysis,ADHD,Wald ratio,1,0.92,4.94E-05,NA,NA,NA,0.956104929
PRTFDC1,Brain Cortex,ADHD,Wald ratio,1,1.058,5.07E-05,NA,NA,NA,0.945418924
IGF1R,Brain Cortex,ADHD,Wald ratio,1,0.898,5.79E-05,NA,NA,NA,0.005742152
PCLO,Brain Meta Analysis,ADHD,Wald ratio,1,1.031,7.56E-05,NA,NA,NA,0.920826327
SLC24A4,Brain Cortex,ADHD,Wald ratio,1,1.102,8.81E-05,NA,NA,NA,0.041751346
MED27,Brain Cortex,ADHD,Wald ratio,1,0.905,9.70E-05,NA,NA,NA,0.008931888
RSPH9,Brain Meta Analysis,ADHD,Wald ratio,1,0.936,1.10E-04,NA,NA,NA,0.90179057
LMF1,Fetal Brain,ADHD,Wald ratio,1,0.299,1.32E-04,NA,NA,NA,0.05228629
TMEM132B,Brain Cortex,ADHD,Wald ratio,1,1.1,1.41E-04,NA,NA,NA,0.006309474
KIF16B,Fetal Brain,ADHD,Wald ratio,1,3.956,1.44E-04,NA,NA,NA,0.864406873
DENND1B,Brain Meta Analysis,ADHD,Wald ratio,1,0.921,1.52E-04,NA,NA,NA,0.87798443
CPQ,Brain Meta Analysis,ADHD,Inverse variance weighted,2,1.027,1.63E-04,NA,0.684604827,NA,0.009771214
ANKRD7,Brain Meta Analysis,ADHD,Wald ratio,1,1.033,2.67E-04,NA,NA,NA,0.778432734
ANTXR2,Brain Meta Analysis,ADHD,Wald ratio,1,0.969,2.70E-04,NA,NA,NA,0.785471222
RFLNA,Brain Cortex,ADHD,Wald ratio,1,0.945,2.75E-04,NA,NA,NA,0.010135831
EPS8L1,Fetal Brain,ADHD,Wald ratio,1,3.009,2.76E-04,NA,NA,NA,0.783565727
CACNB2,Brain Meta Analysis,ADHD,Inverse variance weighted,3,1.045,2.94E-04,0.223065581,0.43559747,0.788042491,0.674903588
CUX1,Brain Meta Analysis,ADHD,Wald ratio,1,0.943,3.08E-04,NA,NA,NA,0.797406038
ENSG00000257735,Brain Cortex,ADHD,Wald ratio,1,1.094,3.16E-04,NA,NA,NA,0.759864151
RAPGEF1,Brain Meta Analysis,ADHD,Wald ratio,1,1.082,3.33E-04,NA,NA,NA,0.825359665
PACRG,Fetal Brain,ADHD,Wald ratio,1,4.098,3.34E-04,NA,NA,NA,0.776007187
WDR37,Fetal Brain,ADHD,Wald ratio,1,29.732,3.38E-04,NA,NA,NA,0.795659877
NR2E3,Brain Cortex,ADHD,Wald ratio,1,0.64,3.54E-04,NA,NA,NA,0.010680209
TANGO6,Brain Meta Analysis,ADHD,Wald ratio,1,0.919,3.76E-04,NA,NA,NA,0.860431356
CBY1,Brain Meta Analysis,ADHD,Wald ratio,1,0.896,3.92E-04,NA,NA,NA,0.72307115
NOP14,Brain Meta Analysis,ADHD,Wald ratio,1,1.032,4.39E-04,NA,NA,NA,0.693023747
DHCR7,Brain Cortex,ADHD,Wald ratio,1,1.111,4.40E-04,NA,NA,NA,0.701180074
GPR19,Brain Meta Analysis,ADHD,Wald ratio,1,1.081,4.56E-04,NA,NA,NA,0.705852229
CACNB2,Brain Cortex,ADHD,Wald ratio,1,1.068,4.65E-04,NA,NA,NA,0.674903588
SEMA6D,Brain Cortex,ADHD,Wald ratio,1,0.944,5.05E-04,NA,NA,NA,0.700899246
SLC12A5,Brain Cortex,ADHD,Wald ratio,1,1.075,5.17E-04,NA,NA,NA,0.68300931
SECISBP2,Brain Cortex,ADHD,Wald ratio,1,1.238,5.17E-04,NA,NA,NA,0.025878349
VWA5B1,Brain Meta Analysis,ADHD,Wald ratio,1,1.027,5.30E-04,NA,NA,NA,0.693027647
ATP6V0A2,Fetal Brain,ADHD,Wald ratio,1,1.731,5.67E-04,NA,NA,NA,0.637757583
SLC9B2,Brain Meta Analysis,ADHD,Wald ratio,1,0.974,5.79E-04,NA,NA,NA,0.630860723
MICAL2,Brain Meta Analysis,ADHD,Weighted median,3,1.024,5.89E-04,0.436528516,0.737489532,0.961764739,0.009540144
ADGRB1,Brain Meta Analysis,ADHD,Wald ratio,1,1.067,5.89E-04,NA,NA,NA,0.692529439
NXPH4,Brain Cortex,ADHD,Wald ratio,1,0.933,6.11E-04,NA,NA,NA,0.626431494
KDF1,Brain Meta Analysis,ADHD,Wald ratio,1,1.091,6.15E-04,NA,NA,NA,0.646070647
RBM5,Fetal Brain,ADHD,Wald ratio,1,2.27,7.07E-04,NA,NA,NA,0.586953032
RBM6,Fetal Brain,ADHD,Wald ratio,1,2.628,7.07E-04,NA,NA,NA,0.586952411
KLHDC8B,Fetal Brain,ADHD,Wald ratio,1,0,7.59E-04,NA,NA,NA,0.583227006
WDR6,Fetal Brain,ADHD,Wald ratio,1,0.235,7.59E-04,NA,NA,NA,0.583227016
AMT,Fetal Brain,ADHD,Wald ratio,1,3.415,7.59E-04,NA,NA,NA,0.582529229
OPRK1,Brain Meta Analysis,ADHD,Wald ratio,1,1.074,8.00E-04,NA,NA,NA,0.580809509
E2F7,Brain Meta Analysis,ADHD,Wald ratio,1,1.031,9.25E-04,NA,NA,NA,0.533334082
SMG6,Brain Meta Analysis,ADHD,Wald ratio,1,0.89,9.48E-04,NA,NA,NA,0.636527859
SMAD6,Brain Meta Analysis,ADHD,Wald ratio,1,0.972,9.72E-04,NA,NA,NA,0.582793581
ARPC5L,Fetal Brain,ADHD,Wald ratio,1,0.262,9.76E-04,NA,NA,NA,0.515767173
ENSG00000286608,Brain Cortex,ADHD,Wald ratio,1,0.905,9.88E-04,NA,NA,NA,0.626644422
FAM83B,Brain Meta Analysis,ADHD,Wald ratio,1,1.079,1.04E-03,NA,NA,NA,0.61688283
COL5A2,Fetal Brain,ADHD,Inverse variance weighted,2,2.968,1.07E-03,NA,0.64807257,NA,0.017171237
NOS1,Brain Cortex,ADHD,Inverse variance weighted,2,1.08,1.09E-03,NA,0.38758696,NA,0.335001031
IL21,Fetal Brain,ADHD,Wald ratio,1,0.768,1.11E-03,NA,NA,NA,0.499607853
ENSG00000264449,Brain Cortex,ADHD,Wald ratio,1,0.891,1.12E-03,NA,NA,NA,0.499877266
LHFPL3,Brain Meta Analysis,ADHD,Wald ratio,1,1.073,1.19E-03,NA,NA,NA,0.473352645
APBA1,Brain Meta Analysis,ADHD,Wald ratio,1,0.952,1.21E-03,NA,NA,NA,0.463863827
RERE,Brain Meta Analysis,ADHD,Wald ratio,1,1.073,1.30E-03,NA,NA,NA,0.480672077
SVIL-AS1,Brain Cortex,ADHD,Wald ratio,1,1.121,1.39E-03,NA,NA,NA,0.608868565
KCTD16,Fetal Brain,ADHD,Wald ratio,1,0.455,1.42E-03,NA,NA,NA,0.431856014
HEG1,Brain Meta Analysis,ADHD,Inverse variance weighted,3,0.952,1.44E-03,0.463538298,0.654300359,0.676124073,0.01346047
DMRTA1,Brain Meta Analysis,ADHD,Wald ratio,1,0.935,1.49E-03,NA,NA,NA,0.438277088
ALDH1A2,Brain Meta Analysis,ADHD,Wald ratio,1,1.073,1.52E-03,NA,NA,NA,0.414171768
CREB5,Brain Meta Analysis,ADHD,Weighted median,5,0.979,1.53E-03,0.087365827,0.017934696,0.215254205,0.004993385
GRAMD4,Fetal Brain,ADHD,Wald ratio,1,0.19,1.58E-03,NA,NA,NA,0.436271358
