Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
PTPRF,BannerBBDP,ADHD,Inverse variance weighted,2,36.034,4.53E-13,NA,0.698229913,NA,0.001711911
NKX22,BannerBBDP,ADHD,Wald ratio,1,1.48,2.34E-06,NA,NA,NA,0.613136052
ICA1L,ROSMAP,ADHD,Wald ratio,1,3.314,2.67E-06,NA,NA,NA,0.997551451
WDR12,ROSMAP,ADHD,Wald ratio,1,0.022,2.67E-06,NA,NA,NA,0.005841736
CAZA2,BannerBBDP,ADHD,Inverse variance weighted,2,0.001,3.07E-06,NA,0.375218784,NA,0.006542222
ANO10,ROSMAP,ADHD,Wald ratio,1,0,5.17E-06,NA,NA,NA,0.000614726
NU160,BannerBBDP,ADHD,Wald ratio,1,80.312,6.80E-06,NA,NA,NA,0.006634683
MTCH2,BannerBBDP,ADHD,Wald ratio,1,0,6.80E-06,NA,NA,NA,0.00260263
ELOV1,BannerBBDP,ADHD,Wald ratio,1,0.275,1.07E-05,NA,NA,NA,0.004060846
HYI,BannerBBDP,ADHD,Wald ratio,1,0.382,1.07E-05,NA,NA,NA,0.851537956
HYI,ROSMAP,ADHD,Wald ratio,1,0.571,1.07E-05,NA,NA,NA,0.987058886
CISD2,BannerBBDP,ADHD,Wald ratio,1,0.303,1.70E-05,NA,NA,NA,0.972374207
UB2D3,ROSMAP,ADHD,Wald ratio,1,283.765,1.87E-05,NA,NA,NA,0.000518082
CISD2,ROSMAP,ADHD,Wald ratio,1,0.274,1.87E-05,NA,NA,NA,0.977341709
TPR,BannerBBDP,ADHD,Wald ratio,1,0.001,3.24E-05,NA,NA,NA,0.000208813
VP37B,BannerBBDP,ADHD,Wald ratio,1,0,3.24E-05,NA,NA,NA,0.000199792
OGFD2,BannerBBDP,ADHD,Wald ratio,1,1.822,3.24E-05,NA,NA,NA,0.062854855
ABCB9,BannerBBDP,ADHD,Wald ratio,1,6.205,3.24E-05,NA,NA,NA,0.001689677
ALG2,ROSMAP,ADHD,Inverse variance weighted,3,6.843,4.57E-05,0.217778594,0.349002367,0.646064522,7.19E-08
RIT2,BannerBBDP,ADHD,Inverse variance weighted,3,0.475,4.86E-05,0.689020753,0.896305552,0.848550757,8.90E-06
C9JZR2,BannerBBDP,ADHD,Wald ratio,1,3.917,5.32E-05,NA,NA,NA,0.928829089
TPR,BannerBBDP,ADHD,Inverse variance weighted,8,15.747,5.39E-05,0.50245323,0.434122394,0.249979035,1.61E-08
MYCT,BannerBBDP,ADHD,Inverse variance weighted,5,2.194,6.70E-05,0.921281607,0.910141019,0.527203075,9.56E-08
PLS1,ROSMAP,ADHD,Inverse variance weighted,2,0.557,6.91E-05,NA,0.774627141,NA,0.049213358
RIT2,ROSMAP,ADHD,Inverse variance weighted,4,0.308,7.13E-05,0.909639011,0.706117512,0.38634056,2.16E-07
DHCR7,ROSMAP,ADHD,Inverse variance weighted,3,0.637,9.39E-05,0.953877907,0.673461651,0.537970226,8.70E-08
HMGN2,ROSMAP,ADHD,Wald ratio,1,23.307,9.79E-05,NA,NA,NA,0.000188296
KS6A1,ROSMAP,ADHD,Wald ratio,1,3.321,9.79E-05,NA,NA,NA,0.154842942
NEO1,BannerBBDP,ADHD,Wald ratio,1,19.792,1.05E-04,NA,NA,NA,0.000572988
RAB34,BannerBBDP,ADHD,Wald ratio,1,73.261,1.22E-04,NA,NA,NA,0.000127678
RL23A,BannerBBDP,ADHD,Wald ratio,1,0.016,1.22E-04,NA,NA,NA,0.000309994
PSMA8,ROSMAP,ADHD,Inverse variance weighted,2,5.489,1.43E-04,NA,0.940353424,NA,6.75E-06
RNF31,ROSMAP,ADHD,Inverse variance weighted,3,0.004,2.10E-04,0.447877695,0.343536258,0.429711717,1.66E-07
RMD1,BannerBBDP,ADHD,Inverse variance weighted,2,1.671,2.13E-04,NA,0.464846629,NA,0.717362795
AT2L1,ROSMAP,ADHD,Inverse variance weighted,3,0.573,2.16E-04,0.120159264,0.273145292,0.830223301,6.08E-08
TMX2,ROSMAP,ADHD,Wald ratio,1,306.957,2.24E-04,NA,NA,NA,3.13E-05
SELH,ROSMAP,ADHD,Wald ratio,1,0,2.24E-04,NA,NA,NA,2.64E-05
CTND1,ROSMAP,ADHD,Wald ratio,1,4.198,2.24E-04,NA,NA,NA,0.438977168
GLRX1,BannerBBDP,ADHD,Inverse variance weighted,4,2.441,2.49E-04,0.618384747,0.806887929,0.912535337,9.04E-07
NGEF,BannerBBDP,ADHD,Inverse variance weighted,2,2.436,2.91E-04,NA,0.454461557,NA,1.84E-07
GFRP,ROSMAP,ADHD,Wald ratio,1,215.255,3.05E-04,NA,NA,NA,9.88E-05
RMD3,ROSMAP,ADHD,Wald ratio,1,0.449,3.05E-04,NA,NA,NA,0.811624784
DJC17,ROSMAP,ADHD,Wald ratio,1,18.327,3.05E-04,NA,NA,NA,7.77E-05
MARK4,ROSMAP,ADHD,Wald ratio,1,4.75E+29,3.09E-04,NA,NA,NA,8.35E-06
DJC17,BannerBBDP,ADHD,Wald ratio,1,0.149,3.58E-04,NA,NA,NA,0.000107443
RMD3,BannerBBDP,ADHD,Wald ratio,1,0.492,3.58E-04,NA,NA,NA,0.786503422
GFRP,BannerBBDP,ADHD,Wald ratio,1,1222548000,3.58E-04,NA,NA,NA,4.52E-05
HMGN2,BannerBBDP,ADHD,Wald ratio,1,251384.1,3.64E-04,NA,NA,NA,6.02E-05
HM20A,BannerBBDP,ADHD,Wald ratio,1,135.737,3.71E-04,NA,NA,NA,2.53E-05
PEAK1,BannerBBDP,ADHD,Wald ratio,1,0.417,3.71E-04,NA,NA,NA,0.073074605
HM20A,ROSMAP,ADHD,Wald ratio,1,0.006,3.76E-04,NA,NA,NA,2.16E-05
PEAK1,ROSMAP,ADHD,Wald ratio,1,0.298,3.76E-04,NA,NA,NA,0.000770001
GLPK2,ROSMAP,ADHD,Inverse variance weighted,2,0.262,3.92E-04,NA,0.62229649,NA,9.30E-05
TMCC2,BannerBBDP,ADHD,Inverse variance weighted,2,0.345,4.06E-04,NA,0.454321178,NA,1.08E-06
TM199,ROSMAP,ADHD,Inverse variance weighted,2,0,4.43E-04,NA,0.962578902,NA,3.26E-06
MAON,ROSMAP,ADHD,Inverse variance weighted,3,2.691,4.47E-04,0.394044517,0.352849688,0.451601157,2.82E-05
TOM22,ROSMAP,ADHD,Wald ratio,1,0.001,5.30E-04,NA,NA,NA,1.21E-05
GTPB1,ROSMAP,ADHD,Wald ratio,1,1.10E+35,5.30E-04,NA,NA,NA,6.86E-06
JOS1,ROSMAP,ADHD,Wald ratio,1,0.083,5.30E-04,NA,NA,NA,3.09E-05
SUN2,ROSMAP,ADHD,Wald ratio,1,4.631,5.30E-04,NA,NA,NA,0.000466271
DNAL4,ROSMAP,ADHD,Wald ratio,1,19.839,5.30E-04,NA,NA,NA,2.59E-05
IF2P,BannerBBDP,ADHD,Wald ratio,1,3.507,5.33E-04,NA,NA,NA,0.652523331
TXND9,BannerBBDP,ADHD,Wald ratio,1,15.574,5.33E-04,NA,NA,NA,3.54E-05
AGAP1,ROSMAP,ADHD,Inverse variance weighted,8,6.463,5.69E-04,0.759893615,0.847686411,0.975352809,2.93E-06
CMPK2,BannerBBDP,ADHD,Inverse variance weighted,8,2.898,6.15E-04,0.473494365,0.553942657,0.596177299,3.51E-08
DGLB,ROSMAP,ADHD,Inverse variance weighted,2,2.854,6.23E-04,NA,0.335952284,NA,0.000329881
TP4A2,BannerBBDP,ADHD,Wald ratio,1,5.653,6.48E-04,NA,NA,NA,0.000202897
NCK1,BannerBBDP,ADHD,Wald ratio,1,0.266,6.56E-04,NA,NA,NA,0.038820889
NCK1,ROSMAP,ADHD,Wald ratio,1,0.159,6.56E-04,NA,NA,NA,0.011180973
ISCA2,BannerBBDP,ADHD,Wald ratio,1,25.935,6.66E-04,NA,NA,NA,4.46E-05
SAA2,BannerBBDP,ADHD,Inverse variance weighted,3,0.827,7.20E-04,0.2545009,0.521287302,0.962641063,0.026033049
CTNB1,BannerBBDP,ADHD,Wald ratio,1,35.549,7.66E-04,NA,NA,NA,3.23E-05
SPD2A,BannerBBDP,ADHD,Inverse variance weighted,2,82411.88,7.76E-04,NA,0.342871801,NA,8.33E-08
RED1,BannerBBDP,ADHD,Wald ratio,1,2.935,7.89E-04,NA,NA,NA,0.000181578
LAMC1,BannerBBDP,ADHD,Inverse variance weighted,2,1.759,8.16E-04,NA,0.796438013,NA,0.541887033
XYLK,ROSMAP,ADHD,Inverse variance weighted,3,0.051,8.21E-04,0.308052519,0.549722977,0.763513619,1.05E-05
MTMRA,ROSMAP,ADHD,Inverse variance weighted,3,0.155,8.33E-04,0.472819661,0.760734851,0.888067805,3.98E-07
NAA11,ROSMAP,ADHD,Wald ratio,1,0.079,8.37E-04,NA,NA,NA,3.03E-05
ABCD2,BannerBBDP,ADHD,Wald ratio,1,41.373,8.51E-04,NA,NA,NA,2.00E-05
SNRK,ROSMAP,ADHD,Inverse variance weighted,2,0.02,8.60E-04,NA,0.171149426,NA,0.006370118
MARH5,BannerBBDP,ADHD,Wald ratio,1,11.248,8.67E-04,NA,NA,NA,2.08E-05
GLYM,BannerBBDP,ADHD,Wald ratio,1,0.014,8.92E-04,NA,NA,NA,1.06E-05
NUA4L,BannerBBDP,ADHD,Wald ratio,1,0.007,8.92E-04,NA,NA,NA,1.73E-05
GLRX1,ROSMAP,ADHD,Inverse variance weighted,3,2.921,9.28E-04,0.73437451,0.941718748,0.955218604,3.11E-08
AEBP1,ROSMAP,ADHD,Inverse variance weighted,4,2.336,9.29E-04,0.804967841,0.88162272,0.678750048,2.45E-07
EPN4,ROSMAP,ADHD,Inverse variance weighted,3,1099.471,9.61E-04,0.507299767,0.260530489,0.374305487,3.84E-07
ERIC3,BannerBBDP,ADHD,Wald ratio,1,1.7,9.62E-04,NA,NA,NA,0.481832272
VWC2L,ROSMAP,ADHD,Inverse variance weighted,4,2.877,1.01E-03,0.359297686,0.406494025,0.456586173,1.25E-07
