Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
APOC1P1,Brain Nucleus accumbens basal ganglia,ALZ,Wald ratio,1,2.044,3.10E-218,NA,NA,NA,0.999662265
APOC1,Brain Nucleus accumbens basal ganglia,ALZ,Wald ratio,1,2.044,3.10E-218,NA,NA,NA,0.999662265
APOE,Brain Hippocampus,ALZ,Wald ratio,1,0.658,6.55E-196,NA,NA,NA,0.999967015
APOE,Brain Putamen basal ganglia,ALZ,Wald ratio,1,0.632,6.55E-196,NA,NA,NA,0.999985877
APOE,Brain Cortex,ALZ,Wald ratio,1,3.667,6.55E-196,NA,NA,NA,1
AC243964.3,Brain Cortex,ALZ,Wald ratio,1,9.045,7.66E-55,NA,NA,NA,1
CEACAM16-AS1,Brain Hypothalamus,ALZ,Wald ratio,1,1.123,3.13E-44,NA,NA,NA,1
CEACAM16-AS1,Brain Nucleus accumbens basal ganglia,ALZ,Wald ratio,1,1.132,3.13E-44,NA,NA,NA,1
CEACAM16-AS1,Brain Substantia nigra,ALZ,Wald ratio,1,1.147,3.13E-44,NA,NA,NA,0.999419694
CEACAM16-AS1,Brain Hippocampus,ALZ,Wald ratio,1,1.118,1.23E-36,NA,NA,NA,1
ZNF404,Brain Substantia nigra,ALZ,Wald ratio,1,0.824,2.70E-28,NA,NA,NA,0.108242053
VASP,Brain Spinal cord cervical,ALZ,Wald ratio,1,0.846,6.36E-21,NA,NA,NA,0.658635756
MS4A6A,Brain Cortex,ALZ,Wald ratio,1,0.587,1.68E-20,NA,NA,NA,0.999998705
CLU,Brain Putamen basal ganglia,ALZ,Wald ratio,1,1.219,3.64E-20,NA,NA,NA,0.990510933
CEACAM16-AS1,Brain Putamen basal ganglia,ALZ,Wald ratio,1,1.096,1.53E-15,NA,NA,NA,1
ERCC2,Brain Cortex,ALZ,Wald ratio,1,0.732,3.74E-13,NA,NA,NA,0.999999999
CEACAM19,Brain Hypothalamus,ALZ,Wald ratio,1,1.245,2.64E-11,NA,NA,NA,0.283514252
BCAM,Brain Spinal cord cervical,ALZ,Wald ratio,1,0.792,4.40E-11,NA,NA,NA,0.391768274
CLU,Brain Nucleus accumbens basal ganglia,ALZ,Wald ratio,1,0.887,8.82E-11,NA,NA,NA,0.999989493
CD33,Brain Spinal cord cervical,ALZ,Wald ratio,1,1.079,5.51E-10,NA,NA,NA,0.999999083
DMPK,Brain Nucleus accumbens basal ganglia,ALZ,Wald ratio,1,0.929,4.16E-09,NA,NA,NA,0.999993289
CD33,Brain Cortex,ALZ,Wald ratio,1,0.675,6.42E-09,NA,NA,NA,0.999969209
ZNF180,Brain Substantia nigra,ALZ,Wald ratio,1,1.096,7.57E-09,NA,NA,NA,0.620856257
SORL1,Brain Putamen basal ganglia,ALZ,Wald ratio,1,1.142,1.13E-08,NA,NA,NA,0.702555275
PVR,Brain Hypothalamus,ALZ,Wald ratio,1,0.877,5.54E-08,NA,NA,NA,0.955025649
TRAPPC6A,Brain Cortex,ALZ,Wald ratio,1,0.721,1.40E-07,NA,NA,NA,0.999821432
TRAPPC6A,Brain Spinal cord cervical,ALZ,Wald ratio,1,1.095,5.24E-07,NA,NA,NA,0.471521516
WDR81,Brain Cortex,ALZ,Wald ratio,1,2.627,9.75E-07,NA,NA,NA,0.998826697
CLU,Brain Cortex,ALZ,Wald ratio,1,2.427,1.36E-06,NA,NA,NA,0.99841085
KANSL1,Brain Nucleus accumbens basal ganglia,ALZ,Wald ratio,1,0.963,1.51E-06,NA,NA,NA,0.998423311
TMEM259,Brain Hippocampus,ALZ,Wald ratio,1,0.916,2.71E-06,NA,NA,NA,0.996274033
TMEM259,Brain Putamen basal ganglia,ALZ,Wald ratio,1,0.925,2.71E-06,NA,NA,NA,0.997785231
PLEKHA1,Brain Putamen basal ganglia,ALZ,Wald ratio,1,0.902,5.06E-06,NA,NA,NA,0.9190635
SLC39A13,Brain Hippocampus,ALZ,Wald ratio,1,1.059,5.67E-06,NA,NA,NA,0.99337723
SLC39A13,Brain Hypothalamus,ALZ,Wald ratio,1,1.062,5.67E-06,NA,NA,NA,0.99337723
SLC39A13,Brain Nucleus accumbens basal ganglia,ALZ,Wald ratio,1,1.055,5.67E-06,NA,NA,NA,0.99337723
SLC39A13,Brain Substantia nigra,ALZ,Wald ratio,1,1.073,5.67E-06,NA,NA,NA,0.993370687
TSPAN14,Brain Hippocampus,ALZ,Wald ratio,1,0.933,6.31E-06,NA,NA,NA,0.993833201
CD2AP,Brain Cortex,ALZ,Wald ratio,1,0.602,6.64E-06,NA,NA,NA,0.992091182
TSPAN14,Brain Putamen basal ganglia,ALZ,Wald ratio,1,0.92,7.90E-06,NA,NA,NA,0.992273659
ZNF112,Brain Hippocampus,ALZ,Wald ratio,1,1.106,8.01E-06,NA,NA,NA,0.143275405
ZNF229,Brain Spinal cord cervical,ALZ,Wald ratio,1,0.918,8.54E-06,NA,NA,NA,0.095120005
KNOP1,Brain Hippocampus,ALZ,Wald ratio,1,0.903,1.24E-05,NA,NA,NA,0.5620522
CARD19,Brain Putamen basal ganglia,ALZ,Wald ratio,1,1.109,1.63E-05,NA,NA,NA,0.02897069
PVR,Brain Cortex,ALZ,Wald ratio,1,1.238,1.72E-05,NA,NA,NA,0.991150393
ERCC2,Brain Putamen basal ganglia,ALZ,Wald ratio,1,0.934,1.90E-05,NA,NA,NA,0.021108373
