Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
APOC1,ROSMAP,ALZ,Inverse variance weighted,2,26.934,4.40E-58,NA,0.769247549,NA,0.01544742
PVR,BannerBBDP,ALZ,Wald ratio,1,37,1.78E-41,NA,NA,NA,0.003499899
CD2AP,BannerBBDP,ALZ,Inverse variance weighted,2,0.038,4.06E-10,NA,0.554691906,NA,8.04E-07
CD2AP,ROSMAP,ALZ,Inverse variance weighted,3,0.227,3.95E-08,0.874528984,0.333863469,0.379731661,2.52E-07
BIN1,ROSMAP,ALZ,Inverse variance weighted,4,5.16,1.12E-06,0.2216038,0.387241211,0.929996474,3.62E-08
PNKP,ROSMAP,ALZ,Inverse variance weighted,3,0.116,1.84E-06,0.909586194,0.791989757,0.622691214,3.61E-07
PICAL,BannerBBDP,ALZ,Wald ratio,1,1.53E+16,5.30E-06,NA,NA,NA,1.17E-05
ELP5,ROSMAP,ALZ,Inverse variance weighted,2,7.386,1.47E-05,NA,0.38049636,NA,1.56E-07
GBRAP,ROSMAP,ALZ,Inverse variance weighted,2,949.374,1.61E-05,NA,0.334365779,NA,5.83E-08
OMGP,BannerBBDP,ALZ,Wald ratio,1,2.67,2.40E-05,NA,NA,NA,0.975333897
EVI2A,BannerBBDP,ALZ,Wald ratio,1,2.6,2.40E-05,NA,NA,NA,8.88E-07
OMGP,ROSMAP,ALZ,Wald ratio,1,2.185,2.40E-05,NA,NA,NA,0.979882318
ACADV,BannerBBDP,ALZ,Inverse variance weighted,2,0.252,2.95E-05,NA,0.860206364,NA,0.320080846
GBRAP,BannerBBDP,ALZ,Inverse variance weighted,3,435,5.57E-05,0.473480947,0.522201615,0.538320018,0.000580462
MARK2,ROSMAP,ALZ,Wald ratio,1,0.001,6.07E-05,NA,NA,NA,8.94E-06
ERCC2,BannerBBDP,ALZ,Inverse variance weighted,2,0.036,6.59E-05,NA,0.363700479,NA,7.03E-07
T106B,BannerBBDP,ALZ,Inverse variance weighted,2,1.42,6.87E-05,NA,0.344371106,NA,0.995759562
SPAT2,ROSMAP,ALZ,Inverse variance weighted,2,0.042,7.35E-05,NA,0.317578999,NA,1.16E-06
SHIP1,BannerBBDP,ALZ,Inverse variance weighted,3,0.346,7.37E-05,0.632105101,0.770349969,0.684330815,0.00012439
OARD1,BannerBBDP,ALZ,Wald ratio,1,6.01,7.48E-05,NA,NA,NA,0.01425962
TMED9,ROSMAP,ALZ,Wald ratio,1,0.036,7.60E-05,NA,NA,NA,3.24E-07
GRK6,ROSMAP,ALZ,Inverse variance weighted,3,0.102,9.38E-05,0.542051062,0.734524445,0.707235931,2.02E-08
A16L1,BannerBBDP,ALZ,Inverse variance weighted,2,0.008,1.10E-04,NA,0.557226447,NA,5.24E-06
ADA10,ROSMAP,ALZ,Inverse variance weighted,4,0.458,1.29E-04,0.287181783,0.306558013,0.444016877,1.16E-06
GRL1A,BannerBBDP,ALZ,Inverse variance weighted,5,3.38,1.39E-04,0.651501646,0.740906478,0.602241748,1.11E-06
NSF,ROSMAP,ALZ,Wald ratio,1,32.276,1.45E-04,NA,NA,NA,8.90E-07
SSBP4,ROSMAP,ALZ,Inverse variance weighted,3,2.168,1.71E-04,0.413627369,0.61732707,0.682627715,6.08E-07
GPC5B,ROSMAP,ALZ,Inverse variance weighted,2,0.281,1.90E-04,NA,0.24986531,NA,1.02E-05
COG7,BannerBBDP,ALZ,Inverse variance weighted,3,9.3,2.02E-04,0.822420581,0.704131491,0.567747813,1.52E-07
OGFD2,ROSMAP,ALZ,Wald ratio,1,1.749,2.20E-04,NA,NA,NA,1.03E-06
VP37B,ROSMAP,ALZ,Wald ratio,1,0,2.20E-04,NA,NA,NA,8.04E-08
ABCB9,ROSMAP,ALZ,Wald ratio,1,5.483,2.20E-04,NA,NA,NA,1.06E-06
ACE,BannerBBDP,ALZ,Inverse variance weighted,2,1.73,2.47E-04,NA,NA,NA,0.793321957
MTSS2,BannerBBDP,ALZ,Wald ratio,1,4.42,2.56E-04,NA,0.57105364,NA,5.91E-06
VAC14,BannerBBDP,ALZ,Wald ratio,1,2.12E+111,2.56E-04,NA,NA,NA,9.15E-08
ACE,ROSMAP,ALZ,Wald ratio,1,1.515,2.62E-04,NA,NA,NA,0.789649056
DCAF7,ROSMAP,ALZ,Wald ratio,1,0,2.62E-04,NA,NA,NA,4.68E-05
HINT1,ROSMAP,ALZ,Wald ratio,1,0.356,2.75E-04,NA,NA,NA,0.007263855
LYRM7,ROSMAP,ALZ,Wald ratio,1,0.002,2.75E-04,NA,NA,NA,1.73E-05
C42S2,ROSMAP,ALZ,Wald ratio,1,93.46,2.75E-04,NA,NA,NA,3.59E-05
AASD1,ROSMAP,ALZ,Wald ratio,1,1.94E+12,2.82E-04,NA,NA,NA,4.28E-06
VATA,BannerBBDP,ALZ,Wald ratio,1,0.002,3.72E-04,NA,NA,NA,1.61E-05
VATA,ROSMAP,ALZ,Wald ratio,1,10892.57,3.72E-04,NA,NA,NA,3.34E-05
PPIB,BannerBBDP,ALZ,Wald ratio,1,0,3.99E-04,NA,NA,NA,2.74E-06
ANS1A,BannerBBDP,ALZ,Inverse variance weighted,2,0,4.49E-04,NA,NA,NA,2.54E-07
DMWD,BannerBBDP,ALZ,Wald ratio,1,107,4.49E-04,NA,NA,NA,3.11E-07
BIN1,BannerBBDP,ALZ,Inverse variance weighted,5,0.064,4.51E-04,NA,NA,NA,6.27E-06
GGA2,ROSMAP,ALZ,Wald ratio,1,0,5.11E-04,NA,NA,NA,2.07E-06
SYEM,BannerBBDP,ALZ,Wald ratio,1,0.736,5.38E-04,NA,NA,NA,1.65E-06
OARD1,ROSMAP,ALZ,Inverse variance weighted,2,3.46,5.45E-04,NA,0.21880003,NA,0.001527795
CLUS,BannerBBDP,ALZ,Inverse variance weighted,3,35.2,6.03E-04,NA,0.304692353,NA,1.02E-07
SPTN4,BannerBBDP,ALZ,Inverse variance weighted,3,0.04,6.20E-04,NA,NA,NA,7.10E-08
KPCB,BannerBBDP,ALZ,Inverse variance weighted,6,0.29,6.31E-04,0.004334724,0.009177611,0.801643733,1.34E-07
MARK2,BannerBBDP,ALZ,Wald ratio,1,892,7.09E-04,0.653682795,0.571850641,0.338332535,9.49E-05
BL1S3,ROSMAP,ALZ,Wald ratio,1,7.985,7.13E-04,NA,NA,NA,1.10E-07
VP9D1,BannerBBDP,ALZ,Inverse variance weighted,2,0.014,7.32E-04,NA,NA,NA,9.00E-06
BICD2,BannerBBDP,ALZ,Wald ratio,1,574,7.82E-04,0.397973776,0.164270237,0.338119492,0.000457337
WDR12,BannerBBDP,ALZ,Wald ratio,1,0.056,8.04E-04,0.56907258,0.7848475,0.757559887,6.03E-07
CLIP1,BannerBBDP,ALZ,Wald ratio,1,0.004,8.11E-04,0.232776899,0.280200873,0.518726302,2.20E-08
CCZ1B,BannerBBDP,ALZ,Inverse variance weighted,7,0.272,8.94E-04,NA,NA,NA,7.84E-05
VP33A,BannerBBDP,ALZ,Inverse variance weighted,2,279,9.34E-04,NA,NA,NA,2.05E-08
OTUL,ROSMAP,ALZ,Inverse variance weighted,2,0.219,9.46E-04,NA,0.392370492,NA,2.97E-07
CISD1,ROSMAP,ALZ,Wald ratio,1,3.025,9.87E-04,NA,NA,NA,1.69E-07
ATP9A,ROSMAP,ALZ,Inverse variance weighted,5,0.138,9.93E-04,0.538532606,0.585026132,0.472174085,3.86E-06
I5P1,BannerBBDP,ALZ,Inverse variance weighted,4,3.84,1.02E-03,NA,0.521061831,NA,3.44E-07
CD5L,BannerBBDP,ALZ,Inverse variance weighted,2,1.92,1.18E-03,NA,0.503450472,NA,3.03E-07
ACSF2,BannerBBDP,ALZ,Inverse variance weighted,2,3.57,1.26E-03,NA,NA,NA,5.74E-08
RAC1,ROSMAP,ALZ,Inverse variance weighted,2,6382.854,1.27E-03,NA,0.829126731,NA,3.98E-07
BCAR1,BannerBBDP,ALZ,Wald ratio,1,0,1.30E-03,NA,0.637695401,NA,1.59E-06
OSBL1,BannerBBDP,ALZ,Inverse variance weighted,3,0.167,1.36E-03,NA,NA,NA,4.86E-08
DBND1,ROSMAP,ALZ,Inverse variance weighted,2,17.662,1.50E-03,NA,0.604431698,NA,5.91E-07
PLTP,BannerBBDP,ALZ,Inverse variance weighted,2,116,1.56E-03,NA,NA,NA,2.66E-07
SNX1,BannerBBDP,ALZ,Inverse variance weighted,2,9.7,1.60E-03,NA,NA,NA,7.55E-06
STAT2,BannerBBDP,ALZ,Inverse variance weighted,3,0.166,1.66E-03,0.61262584,0.73017827,0.865059641,2.52E-06
PDLI7,ROSMAP,ALZ,Inverse variance weighted,3,0.108,1.78E-03,0.456421986,0.259287538,0.381388248,1.26E-07
KCRM,BannerBBDP,ALZ,Inverse variance weighted,2,1.46,1.82E-03,NA,0.330749776,NA,6.86E-07
C4BPA,BannerBBDP,ALZ,Inverse variance weighted,3,0.327,1.83E-03,NA,0.746114336,NA,1.21E-07
ACOT8,BannerBBDP,ALZ,Inverse variance weighted,3,1.71,1.88E-03,0.717816017,0.615506535,0.398421267,0.000283321
PABP1,BannerBBDP,ALZ,Wald ratio,1,0,1.99E-03,NA,NA,NA,1.92E-07
CLC2L,ROSMAP,ALZ,Inverse variance weighted,3,0.118,2.02E-03,0.356472243,0.520316741,0.621771884,4.17E-07
RLA1,BannerBBDP,ALZ,Wald ratio,1,0.347,2.04E-03,NA,0.472402803,NA,2.51E-07
SHIP1,ROSMAP,ALZ,Inverse variance weighted,3,0.493,2.29E-03,0.738481418,0.896349484,0.798403277,8.92E-07
TT39C,BannerBBDP,ALZ,Wald ratio,1,47.8,2.31E-03,NA,0.804035064,NA,7.97E-08
NPRL3,ROSMAP,ALZ,Inverse variance weighted,2,0.028,2.34E-03,NA,0.34664036,NA,5.53E-07
MUTA,BannerBBDP,ALZ,Wald ratio,1,1.5,2.37E-03,NA,NA,NA,0.000517717
VPS45,ROSMAP,ALZ,Wald ratio,1,2956.555,2.38E-03,NA,NA,NA,2.49E-06
PKHO1,ROSMAP,ALZ,Wald ratio,1,0,2.38E-03,NA,NA,NA,1.21E-05
UFSP2,ROSMAP,ALZ,Inverse variance weighted,5,0.229,2.39E-03,0.975632452,0.985211954,0.721470933,7.16E-07
CAH8,ROSMAP,ALZ,Inverse variance weighted,3,2.732,2.39E-03,0.703414907,0.899733558,0.839482667,1.01E-07
RASL1,BannerBBDP,ALZ,Inverse variance weighted,4,1.83,2.40E-03,0.44305071,0.674782961,0.733255013,0.008984633
WDR91,BannerBBDP,ALZ,Inverse variance weighted,2,0.129,2.52E-03,0.751550152,0.805913711,0.567548889,7.45E-07
SPIR2,BannerBBDP,ALZ,Wald ratio,1,2.4,2.70E-03,NA,0.307349121,NA,1.70E-07
SYDC,ROSMAP,ALZ,Wald ratio,1,0.074,2.70E-03,NA,NA,NA,1.39E-08
PHAX,BannerBBDP,ALZ,Inverse variance weighted,4,0.449,2.71E-03,0.653582325,0.777264518,0.842838567,3.96E-07
RIMS3,BannerBBDP,ALZ,Inverse variance weighted,2,4.77,2.83E-03,NA,0.272154308,NA,7.87E-06
S20A2,BannerBBDP,ALZ,Wald ratio,1,1.86,2.88E-03,0.659277855,0.436214431,0.439608755,0.000454619
CHIN,BannerBBDP,ALZ,Inverse variance weighted,5,0.278,2.89E-03,NA,0.751396825,NA,1.25E-07
PEDF,ROSMAP,ALZ,Inverse variance weighted,4,3.251,2.89E-03,0.43861817,0.529345319,0.530671666,1.87E-07
ITAX,ROSMAP,ALZ,Inverse variance weighted,2,0.545,2.93E-03,NA,0.251722968,NA,2.41E-07
MTEF4,ROSMAP,ALZ,Inverse variance weighted,4,0.753,2.98E-03,0.722686126,0.62687387,0.405033609,0.345196587
TR150,BannerBBDP,ALZ,Wald ratio,1,0.287,3.07E-03,0.673348368,0.557281181,0.501332856,7.06E-08
KCNC2,BannerBBDP,ALZ,Inverse variance weighted,3,0.194,3.08E-03,NA,0.211441341,NA,2.65E-07
EFTS,BannerBBDP,ALZ,Wald ratio,1,1.47,3.16E-03,0.74183742,0.755379715,0.623005769,0.285922368
CDK4,BannerBBDP,ALZ,Wald ratio,1,0.081,3.16E-03,0.174745247,0.396795383,0.961046141,5.72E-06
EFTS,ROSMAP,ALZ,Wald ratio,1,1.537,3.16E-03,NA,NA,NA,0.285922387
CDK4,ROSMAP,ALZ,Wald ratio,1,10.469,3.16E-03,NA,NA,NA,5.45E-06
OS9,ROSMAP,ALZ,Wald ratio,1,3.712,3.16E-03,NA,NA,NA,5.34E-08
RBP1,ROSMAP,ALZ,Inverse variance weighted,2,23.42,3.32E-03,NA,0.517583535,NA,1.25E-08
ARG28,BannerBBDP,ALZ,Inverse variance weighted,6,0.582,3.38E-03,NA,NA,NA,2.42E-07
ROGDI,ROSMAP,ALZ,Wald ratio,1,0.022,3.40E-03,NA,NA,NA,2.32E-07
CSTF1,ROSMAP,ALZ,Inverse variance weighted,5,13.015,3.43E-03,0.562732978,0.118657081,0.104780949,3.71E-08
TENA,ROSMAP,ALZ,Inverse variance weighted,5,1.193,3.45E-03,0.394847772,0.513960067,0.628070045,1.81E-07
NB5R1,BannerBBDP,ALZ,Inverse variance weighted,2,0.203,3.50E-03,NA,7.01E-08,NA,8.75E-08
RL28,BannerBBDP,ALZ,Inverse variance weighted,5,0.095,3.58E-03,NA,NA,NA,3.28E-07
CD5L,ROSMAP,ALZ,Inverse variance weighted,2,0.709,3.59E-03,NA,0.307867742,NA,5.46E-06
MT3,BannerBBDP,ALZ,Inverse variance weighted,2,1.82,3.70E-03,0.653682795,0.571850641,0.338332535,1.84E-07
OTU1,BannerBBDP,ALZ,Inverse variance weighted,3,0.424,3.73E-03,NA,NA,NA,3.91E-07
PHAG1,BannerBBDP,ALZ,Inverse variance weighted,5,2.66,3.73E-03,NA,NA,NA,8.85E-06
TNKS1,ROSMAP,ALZ,Inverse variance weighted,3,0.61,3.77E-03,0.941705463,0.748092515,0.586941979,9.81E-07
DGLB,ROSMAP,ALZ,Inverse variance weighted,2,0.55,3.84E-03,NA,0.291086472,NA,6.41E-05
TIM44,ROSMAP,ALZ,Wald ratio,1,3.09,3.87E-03,NA,NA,NA,4.22E-08
GP158,BannerBBDP,ALZ,Inverse variance weighted,3,20.7,4.13E-03,0.46270234,0.58636035,0.595187862,8.96E-08
PAK2,BannerBBDP,ALZ,Inverse variance weighted,4,0.044,4.13E-03,NA,0.353459928,NA,4.97E-07
RABE1,ROSMAP,ALZ,Wald ratio,1,0.278,4.17E-03,NA,NA,NA,0.027542554
NUP88,ROSMAP,ALZ,Wald ratio,1,1240.961,4.17E-03,NA,NA,NA,1.92E-06
