Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
CNTNAP2,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,148.413,5.99E-03,0.862229404,0.25196529,0.394034291,0.998674784
ERC2,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,7.389,8.19E-03,0.798130988,NA,0.377137344,NA
SLC24A3,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,7.389,9.02E-03,0.00466553,NA,0.736874329,NA
KCNIP4,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,20.086,9.05E-03,0.650881977,0.426646498,0.653438271,0.721306822
MAGI2,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,54.598,9.47E-03,0.36909573,0.16741283,0.309284742,0.93462575
FGD4,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,7.389,9.63E-03,0.43579145,NA,0.751760609,NA
GPC5,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,7.389,9.68E-03,0.008336465,NA,0.849718076,NA
PTPRD,Stem-cell-iPSC,SCZ,sQTL,Weighted mode,54.598,9.72E-03,0.180918073,0.820482641,0.005878731,0.073661557
CNTLN,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,7.389,9.76E-03,0.000428599,NA,0.59042547,NA
AUTS2,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,7.389,9.80E-03,0.073069043,NA,0.331405867,NA
ROBO1,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,7.389,9.88E-03,0.05050994,NA,0.319325564,NA
ADAM12,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,7.389,9.93E-03,0.494149829,NA,0.799499521,NA
ROBO2,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,20.086,1.00E-02,0.315972253,0.70538218,0.888103034,0.810227705
ADAMTS17,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,7.389,1.00E-02,0.255770989,NA,0.625524437,NA
CDH13,Stem-cell-iPSC,SCZ,sQTL,Weighted median,20.086,1.01E-02,0.01057901,0.089642724,0.156491599,0.686588381
MEAF6P1,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.01E-02,0.20498178,NA,NA,NA
ASIC2,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,7.389,1.03E-02,0.951928465,NA,0.435945454,NA
RNU6-1012P,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.04E-02,0.003755451,NA,NA,NA
KCNQ3,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,20.086,1.04E-02,0.947151271,0.236230318,0.417696164,0.707644237
GFPT2,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.04E-02,0.672638992,NA,NA,NA
OSBPL10,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,20.086,1.04E-02,0.291858759,0.978635691,0.36507548,0.390736913
RPS3AP1,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,7.389,1.04E-02,0.930840491,NA,0.454943307,NA
NME7,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.04E-02,0.945624611,NA,NA,NA
RPL30P3,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.05E-02,0.51007319,NA,NA,NA
PUS7L,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.05E-02,0.829218299,NA,NA,NA
LINC01088,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.05E-02,8.91E-06,NA,NA,NA
CLSTN2,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,7.389,1.06E-02,0.090226777,NA,0.325995481,NA
SORCS2,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,7.389,1.06E-02,0.925565307,NA,0.471780321,NA
CSMD3,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.07E-02,0.265029608,NA,NA,NA
NRSN1,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.08E-02,0.560778828,NA,NA,NA
FBXO40,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.08E-02,0.927593706,NA,NA,NA
CLIC5,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.08E-02,0.339816875,NA,NA,NA
SEMA5B,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.08E-02,0.10020031,NA,NA,NA
BUD13,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.09E-02,0.505222388,NA,NA,NA
ESRRG,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,7.389,1.09E-02,0.018885743,NA,0.211501929,NA
TXNL1,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.10E-02,0.004449642,NA,NA,NA
CCL28,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.10E-02,0.200901746,NA,NA,NA
ERBB4,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,7.389,1.10E-02,5.63E-08,NA,0.288196038,NA
AKAP6,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.10E-02,0.230978008,NA,NA,NA
LMO4,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.10E-02,0.909480988,NA,NA,NA
SVIL,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.11E-02,0.574063074,NA,NA,NA
RARB,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.11E-02,0.000307449,NA,NA,NA
FAM227A,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.11E-02,0.584380547,NA,NA,NA
UTS2B,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.11E-02,0.029722719,NA,NA,NA
PTPRQ,Stem-cell-iPSC,SCZ,sQTL,Inverse variance weighted,7.389,1.11E-02,0.390601939,NA,0.550798926,NA
RNU7-183P,Stem-cell-iPSC,SCZ,sQTL,Wald ratio,2.718,1.11E-02,0.250388494,NA,NA,NA
