Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
GNL3,Stem-cell-iPSC,SCZ,Wald ratio,1,1.176,7.63E-18,NA,NA,NA,0.999916012
MAPK3,Stem-cell-iPSC,SCZ,Wald ratio,1,0.914,3.88E-10,NA,NA,NA,0.999999271
VRK2,Stem-cell-iPSC,SCZ,Wald ratio,1,1.098,4.06E-08,NA,NA,NA,0.999932177
NSF,Stem-cell-iPSC,SCZ,Wald ratio,1,1.108,1.52E-06,NA,NA,NA,0.990623802
CHMP1A,Stem-cell-iPSC,SCZ,Wald ratio,1,1.095,1.74E-06,NA,NA,NA,0.986957922
TBC1D15,Stem-cell-iPSC,SCZ,Wald ratio,1,0.869,2.58E-06,NA,NA,NA,0.945152933
CD40,Stem-cell-iPSC,SCZ,Wald ratio,1,1.065,2.91E-06,NA,NA,NA,0.995483853
PPP2R4,Stem-cell-iPSC,SCZ,Wald ratio,1,1.096,4.75E-06,NA,NA,NA,0.996199163
KHK,Stem-cell-iPSC,SCZ,Wald ratio,1,0.936,1.30E-05,NA,NA,NA,0.97601006
NUP50,Stem-cell-iPSC,SCZ,Wald ratio,1,0.915,2.35E-05,NA,NA,NA,0.921401895
STRN,Stem-cell-iPSC,SCZ,Wald ratio,1,0.931,4.98E-05,NA,NA,NA,0.941475115
PRMT7,Stem-cell-iPSC,SCZ,Wald ratio,1,0.947,1.40E-04,NA,NA,NA,0.891478699
DIP2B,Stem-cell-iPSC,SCZ,Wald ratio,1,1.057,1.68E-04,NA,NA,NA,0.84960241
MMAB,Stem-cell-iPSC,SCZ,Wald ratio,1,0.958,2.43E-04,NA,NA,NA,0.804929534
PRKAB1,Stem-cell-iPSC,SCZ,Wald ratio,1,1.111,3.43E-04,NA,NA,NA,0.103657598
TRMT61B,Stem-cell-iPSC,SCZ,Wald ratio,1,1.043,3.66E-04,NA,NA,NA,0.710852896
SLC25A24,Stem-cell-iPSC,SCZ,Wald ratio,1,0.966,3.95E-04,NA,NA,NA,0.72923626
ACADS,Stem-cell-iPSC,SCZ,Wald ratio,1,1.069,4.56E-04,NA,NA,NA,0.440173607
NUDCD3,Stem-cell-iPSC,SCZ,Wald ratio,1,1.094,5.00E-04,NA,NA,NA,0.579304533
GULP1,Stem-cell-iPSC,SCZ,Wald ratio,1,0.946,7.47E-04,NA,NA,NA,0.555552116
CENPU,Stem-cell-iPSC,SCZ,Wald ratio,1,0.958,9.38E-04,NA,NA,NA,0.524730898
NSUN2,Stem-cell-iPSC,SCZ,Wald ratio,1,0.926,9.64E-04,NA,NA,NA,0.443294661
KCTD14,Stem-cell-iPSC,SCZ,Wald ratio,1,1.096,1.54E-03,NA,NA,NA,0.306384255
RTN3,Stem-cell-iPSC,SCZ,Wald ratio,1,1.07,1.65E-03,NA,NA,NA,0.403695666
GOSR1,Stem-cell-iPSC,SCZ,Wald ratio,1,0.93,1.71E-03,NA,NA,NA,0.083149413
HSDL2,Stem-cell-iPSC,SCZ,Wald ratio,1,0.93,1.73E-03,NA,NA,NA,0.027217802
RAB5A,Stem-cell-iPSC,SCZ,Wald ratio,1,1.066,1.85E-03,NA,NA,NA,0.210978499
WDR18,Stem-cell-iPSC,SCZ,Wald ratio,1,1.063,1.99E-03,NA,NA,NA,0.019665406
MANBA,Stem-cell-iPSC,SCZ,Wald ratio,1,0.963,2.51E-03,NA,NA,NA,0.299802451
HDDC3,Stem-cell-iPSC,SCZ,Wald ratio,1,0.951,2.70E-03,NA,NA,NA,0.181311464
AP3M2,Stem-cell-iPSC,SCZ,Wald ratio,1,0.945,2.91E-03,NA,NA,NA,0.023772956
FAM221A,Stem-cell-iPSC,SCZ,Wald ratio,1,1.037,3.14E-03,NA,NA,NA,0.248260713
NMD3,Stem-cell-iPSC,SCZ,Wald ratio,1,1.059,3.43E-03,NA,NA,NA,0.199380978
DIRAS1,Stem-cell-iPSC,SCZ,Wald ratio,1,0.937,3.61E-03,NA,NA,NA,0.002234464
NAT10,Stem-cell-iPSC,SCZ,Wald ratio,1,1.086,3.84E-03,NA,NA,NA,0.077231872
NSFL1C,Stem-cell-iPSC,SCZ,Wald ratio,1,0.938,3.89E-03,NA,NA,NA,0.187436295
TRAPPC4,Stem-cell-iPSC,SCZ,Wald ratio,1,0.936,4.45E-03,NA,NA,NA,0.007121683
SELENBP1,Stem-cell-iPSC,SCZ,Wald ratio,1,1.079,4.76E-03,NA,NA,NA,0.1541374
ATXN2L,Stem-cell-iPSC,SCZ,Wald ratio,1,0.96,4.82E-03,NA,NA,NA,0.113288645
NIPSNAP1,Stem-cell-iPSC,SCZ,Wald ratio,1,1.07,4.83E-03,NA,NA,NA,0.196095856
EI24,Stem-cell-iPSC,SCZ,Wald ratio,1,1.051,4.84E-03,NA,NA,NA,0.028451927
CASP6,Stem-cell-iPSC,SCZ,Wald ratio,1,1.077,5.05E-03,NA,NA,NA,0.120023781
GGPS1,Stem-cell-iPSC,SCZ,Wald ratio,1,0.906,5.52E-03,NA,NA,NA,0.011496651
RPGRIP1L,Stem-cell-iPSC,SCZ,Wald ratio,1,0.952,6.21E-03,NA,NA,NA,0.006013349
LYN,Stem-cell-iPSC,SCZ,Wald ratio,1,1.044,6.37E-03,NA,NA,NA,0.040258467
