Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
FURIN,Excitatory neurons,SCZ,Wald ratio,1,0.671,2.73E-21,NA,NA,NA,0.771851248
BTN3A1,Microglia,SCZ,Wald ratio,1,0.782,1.15E-16,NA,NA,NA,0.156372925
BTN2A2,P_FPP_D11,SCZ,Wald ratio,1,0.861,2.00E-13,NA,NA,NA,0.999999882
BTN2A2,FPP_D11,SCZ,Wald ratio,1,0.854,2.00E-13,NA,NA,NA,0.999988134
NGEF,Epen1_D52_ROT,SCZ,Wald ratio,1,0.816,5.61E-13,NA,NA,NA,0.999978732
NGEF,Epen1_D52,SCZ,Wald ratio,1,0.874,5.61E-13,NA,NA,NA,0.999999995
WBP2NL,Excitatory neurons,SCZ,Wald ratio,1,1.122,3.55E-12,NA,NA,NA,0.999999992
CNNM2,Oligodendrocytes,SCZ,Wald ratio,1,1.27,3.82E-12,NA,NA,NA,0.695238507
ARL3,OPCs / COPs,SCZ,Wald ratio,1,0.734,3.82E-12,NA,NA,NA,0.089938356
AC138696.1,Endothelial cells,SCZ,Wald ratio,1,1.151,9.20E-12,NA,NA,NA,0.111444465
LINC01068,Oligodendrocytes,SCZ,Wald ratio,1,0.911,4.89E-11,NA,NA,NA,0.999999901
KCNQ5,FPP_D11,SCZ,Wald ratio,1,1.229,5.00E-11,NA,NA,NA,0.998898207
ZNF823,Inhibitory neurons,SCZ,Wald ratio,1,1.155,3.53E-10,NA,NA,NA,0.17640866
ZNF823,Excitatory neurons,SCZ,Wald ratio,1,1.214,3.53E-10,NA,NA,NA,0.263109854
MAPK3,FPP_D11,SCZ,Wald ratio,1,1.071,3.88E-10,NA,NA,NA,0.999999271
MAPK3,P_FPP_D11,SCZ,Wald ratio,1,1.06,3.88E-10,NA,NA,NA,0.999999271
MAPK3,DA_D52,SCZ,Wald ratio,1,1.316,3.88E-10,NA,NA,NA,0.998605249
MAPK3,Epen1_D52,SCZ,Wald ratio,1,1.275,3.88E-10,NA,NA,NA,0.999884664
MAPK3,FPP_D30,SCZ,Wald ratio,1,1.231,3.88E-10,NA,NA,NA,0.999968188
AC093297.2,Excitatory neurons,SCZ,Wald ratio,1,0.811,5.89E-10,NA,NA,NA,0.909215007
MRPS30,Inhibitory neurons,SCZ,Wald ratio,1,0.755,5.89E-10,NA,NA,NA,0.133764954
SLCO4C1,Excitatory neurons,SCZ,Wald ratio,1,0.851,2.42E-09,NA,NA,NA,0.940481833
LINC00862,Oligodendrocytes,SCZ,Wald ratio,1,1.267,2.79E-09,NA,NA,NA,0.490744193
ZNF391,P_FPP_D11,SCZ,Wald ratio,1,0.904,3.89E-09,NA,NA,NA,0.999993768
IGSF9B,Inhibitory neurons,SCZ,Wald ratio,1,0.805,6.44E-09,NA,NA,NA,0.574374578
