Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
GRHL3,Brain,OCD,Wald ratio,1,1.311,1.12E-03,NA,NA,NA,0.715921561
CFAP251,Brain,OCD,Wald ratio,1,1.224,1.83E-03,NA,NA,NA,0.602851494
GALM,Brain,OCD,Wald ratio,1,0.749,1.92E-03,NA,NA,NA,0.604658373
ZNF236-DT,Brain,OCD,Wald ratio,1,0.806,1.98E-03,NA,NA,NA,0.621417063
ENSG00000291212,Brain,OCD,Wald ratio,1,1.252,1.99E-03,NA,NA,NA,0.616494467
DNAJC18,Brain,OCD,Wald ratio,1,1.252,2.79E-03,NA,NA,NA,0.531037364
GRID1,Brain,OCD,Wald ratio,1,0.387,2.88E-03,NA,NA,NA,0.625142185
CHMP1A,Brain,OCD,Wald ratio,1,0.83,3.05E-03,NA,NA,NA,0.561201017
GRM3,Brain,OCD,Wald ratio,1,0.762,3.75E-03,NA,NA,NA,0.449882371
ENSG00000262039,Brain,OCD,Wald ratio,1,1.433,4.70E-03,NA,NA,NA,0.446029534
STMN4,Brain,OCD,Wald ratio,1,1.09,5.02E-03,NA,NA,NA,0.384635405
RGS9,Brain,OCD,Wald ratio,1,1.161,6.87E-03,NA,NA,NA,0.347503227
GMDS-DT,Brain,OCD,Wald ratio,1,1.187,6.98E-03,NA,NA,NA,0.314398875
TTN,Brain,OCD,Wald ratio,1,0.706,7.13E-03,NA,NA,NA,0.370795458
TANC2,Brain,OCD,Wald ratio,1,0.908,7.84E-03,NA,NA,NA,0.292864537
AGMO,Brain,OCD,Wald ratio,1,1.306,8.34E-03,NA,NA,NA,0.288399016
HTT,Brain,OCD,Wald ratio,1,0.889,1.10E-02,NA,NA,NA,0.245359535
ANKS1A,Brain,OCD,Wald ratio,1,1.117,1.13E-02,NA,NA,NA,0.238184687
CHRDL2,Brain,OCD,Wald ratio,1,0.699,1.27E-02,NA,NA,NA,0.340794723
MED12L,Brain,OCD,Wald ratio,1,0.774,1.44E-02,NA,NA,NA,0.208099892
CCDC77,Brain,OCD,Wald ratio,1,1.227,1.46E-02,NA,NA,NA,0.213234192
GCH1,Brain,OCD,Wald ratio,1,1.172,1.65E-02,NA,NA,NA,0.239657441
CCDC188BP,Brain,OCD,Wald ratio,1,0.7,1.69E-02,NA,NA,NA,0.232307528
HSD17B4,Brain,OCD,Wald ratio,1,0.846,1.75E-02,NA,NA,NA,0.171758592
ENSG00000259420,Brain,OCD,Wald ratio,1,0.852,1.76E-02,NA,NA,NA,0.174296736
CALCB,Brain,OCD,Wald ratio,1,0.808,1.95E-02,NA,NA,NA,0.15821802
RRM1,Brain,OCD,Wald ratio,1,1.177,2.04E-02,NA,NA,NA,0.153732644
NOL10,Brain,OCD,Wald ratio,1,1.206,2.10E-02,NA,NA,NA,0.16126173
KCNK1,Brain,OCD,Wald ratio,1,0.773,2.20E-02,NA,NA,NA,0.190761723
CACNA1E,Brain,OCD,Wald ratio,1,0.906,2.23E-02,NA,NA,NA,0.145138366
PRPH2,Brain,OCD,Wald ratio,1,0.914,2.39E-02,NA,NA,NA,0.149926466
ENSG00000286016,Brain,OCD,Wald ratio,1,0.87,2.46E-02,NA,NA,NA,0.147215204
CCDC158,Brain,OCD,Wald ratio,1,1.104,2.72E-02,NA,NA,NA,0.125504881
GFPT2,Brain,OCD,Wald ratio,1,0.93,2.80E-02,NA,NA,NA,0.126692449
OTUB1,Brain,OCD,Wald ratio,1,1.105,2.82E-02,NA,NA,NA,0.121782744
LGI4,Brain,OCD,Wald ratio,1,1.177,2.91E-02,NA,NA,NA,0.123225915
KCNH3,Brain,OCD,Wald ratio,1,0.744,3.04E-02,NA,NA,NA,0.160447317
MARVELD1,Brain,OCD,Wald ratio,1,1.183,3.11E-02,NA,NA,NA,0.122033224
ADGRE5,Brain,OCD,Wald ratio,1,2.029,3.17E-02,NA,NA,NA,0.221069541
EPB41L3,Brain,OCD,Wald ratio,1,1.255,3.26E-02,NA,NA,NA,0.126104288
DNAAF5,Brain,OCD,Wald ratio,1,1.209,3.28E-02,NA,NA,NA,0.129026328
IQCK,Brain,OCD,Wald ratio,1,0.832,3.38E-02,NA,NA,NA,0.126397217
COL27A1,Brain,OCD,Wald ratio,1,0.904,3.50E-02,NA,NA,NA,0.11135221
ENSG00000286296,Brain,OCD,Wald ratio,1,1.275,3.53E-02,NA,NA,NA,0.115867335
RARRES1,Brain,OCD,Wald ratio,1,1.245,3.72E-02,NA,NA,NA,0.106220767
OBSL1,Brain,OCD,Wald ratio,1,1.294,3.84E-02,NA,NA,NA,0.118857654
PROM2,Brain,OCD,Wald ratio,1,0.792,3.90E-02,NA,NA,NA,0.110285637
ZFP69,Brain,OCD,Wald ratio,1,0.864,4.14E-02,NA,NA,NA,0.109762445
GLIPR2,Brain,OCD,Wald ratio,1,1.229,4.40E-02,NA,NA,NA,0.09101005
ABCA5,Brain,OCD,Wald ratio,1,0.797,4.55E-02,NA,NA,NA,0.1130917
ENSG00000224746,Brain,OCD,Wald ratio,1,1.252,4.55E-02,NA,NA,NA,0.125648768
MAGI2,Brain,OCD,Wald ratio,1,1.178,4.64E-02,NA,NA,NA,0.082638979
GNG7,Brain,OCD,Inverse variance weighted,2,1.166,4.89E-02,NA,0.514266226,NA,0.026807832
ENSG00000287516,Brain,OCD,Wald ratio,1,0.855,5.15E-02,NA,NA,NA,0.078329856
FARP2,Brain,OCD,Wald ratio,1,1.282,5.19E-02,NA,NA,NA,0.109826417
CTIF,Brain,OCD,Wald ratio,1,0.812,5.19E-02,NA,NA,NA,0.09063702
ENSG00000233569,Brain,OCD,Wald ratio,1,0.888,5.20E-02,NA,NA,NA,0.09811356
CAPZB,Brain,OCD,Wald ratio,1,0.868,5.27E-02,NA,NA,NA,0.077863247
C2orf74,Brain,OCD,Wald ratio,1,0.878,5.48E-02,NA,NA,NA,0.074491453
TRMT61A,Brain,OCD,Wald ratio,1,0.824,5.49E-02,NA,NA,NA,0.076772175
CALN1,Brain,OCD,Wald ratio,1,0.856,5.61E-02,NA,NA,NA,0.076422676
PLPPR1,Brain,OCD,Wald ratio,1,1.337,5.68E-02,NA,NA,NA,0.121711839
RIBC2,Brain,OCD,Wald ratio,1,0.909,6.01E-02,NA,NA,NA,0.06987383
CSDC2,Brain,OCD,Wald ratio,1,1.217,6.25E-02,NA,NA,NA,0.078955266
MYO3B,Brain,OCD,Wald ratio,1,0.901,6.31E-02,NA,NA,NA,0.067521214
ENSG00000269758,Brain,OCD,Wald ratio,1,1.135,6.43E-02,NA,NA,NA,0.075908746
POMGNT1,Brain,OCD,Wald ratio,1,1.141,6.62E-02,NA,NA,NA,0.066815113
FRK,Brain,OCD,Wald ratio,1,0.874,6.68E-02,NA,NA,NA,0.063898481
CFAP221,Brain,OCD,Wald ratio,1,0.806,6.80E-02,NA,NA,NA,0.07853755
TRAPPC9,Brain,OCD,Inverse variance weighted,2,1.115,6.86E-02,NA,0.387472863,NA,0.01529859
NARF,Brain,OCD,Wald ratio,1,0.843,7.00E-02,NA,NA,NA,0.063065069
ZNF536,Brain,OCD,Wald ratio,1,1.247,7.00E-02,NA,NA,NA,0.080082602
XYLT1,Brain,OCD,Wald ratio,1,0.801,7.25E-02,NA,NA,NA,0.073079049
CD6,Brain,OCD,Wald ratio,1,0.875,7.26E-02,NA,NA,NA,0.06196273
BTRC,Brain,OCD,Wald ratio,1,0.839,7.26E-02,NA,NA,NA,0.058974006
ENSG00000287578,Brain,OCD,Wald ratio,1,1.353,7.50E-02,NA,NA,NA,0.095521141
TRPV3,Brain,OCD,Wald ratio,1,0.855,7.62E-02,NA,NA,NA,0.061215573
ERGIC1,Brain,OCD,Wald ratio,1,0.941,7.77E-02,NA,NA,NA,0.05604139
KIF5C,Brain,OCD,Wald ratio,1,1.335,7.77E-02,NA,NA,NA,0.086156162
ZNF100,Brain,OCD,Wald ratio,1,0.905,7.86E-02,NA,NA,NA,0.061254887
IGDCC3,Brain,OCD,Wald ratio,1,1.169,8.09E-02,NA,NA,NA,0.055785083
SPATA20,Brain,OCD,Wald ratio,1,0.892,8.14E-02,NA,NA,NA,0.055725275
MCM9,Brain,OCD,Wald ratio,1,0.856,8.26E-02,NA,NA,NA,0.054584708
ENSG00000268870,Brain,OCD,Wald ratio,1,0.89,8.26E-02,NA,NA,NA,0.063194436
PROSER3,Brain,OCD,Wald ratio,1,1.36,8.47E-02,NA,NA,NA,0.108789526
ATP2B4,Brain,OCD,Wald ratio,1,0.841,8.58E-02,NA,NA,NA,0.072426293
IFFO2,Brain,OCD,Wald ratio,1,1.161,8.60E-02,NA,NA,NA,0.062020495
CAMKK1,Brain,OCD,Wald ratio,1,1.159,8.67E-02,NA,NA,NA,0.059129625
ENSG00000285771,Brain,OCD,Wald ratio,1,1.147,9.15E-02,NA,NA,NA,0.051231189
ETHE1,Brain,OCD,Wald ratio,1,0.821,9.23E-02,NA,NA,NA,0.061532374
LRP11,Brain,OCD,Wald ratio,1,0.849,9.51E-02,NA,NA,NA,0.049267703
SCYL1,Brain,OCD,Wald ratio,1,1.176,9.54E-02,NA,NA,NA,0.082578597
ZNF75A,Brain,OCD,Wald ratio,1,0.888,9.56E-02,NA,NA,NA,0.054549112
CFAP61,Brain,OCD,Wald ratio,1,1.171,9.63E-02,NA,NA,NA,0.052362937
RNF32-DT,Brain,OCD,Wald ratio,1,0.663,9.71E-02,NA,NA,NA,0.113942172
PLPP2,Brain,OCD,Wald ratio,1,0.761,9.89E-02,NA,NA,NA,0.080320476
COBL,Brain,OCD,Wald ratio,1,1.308,9.91E-02,NA,NA,NA,0.076055387
ENSG00000285492,Brain,OCD,Wald ratio,1,0.664,9.94E-02,NA,NA,NA,0.116019898
IGKV2OR2-1,Brain,OCD,Wald ratio,1,1.104,1.01E-01,NA,NA,NA,0.05331934
SIRPA,Brain,OCD,Wald ratio,1,0.897,1.03E-01,NA,NA,NA,0.046734079
ENSG00000276791,Brain,OCD,Wald ratio,1,0.809,1.04E-01,NA,NA,NA,0.061801084
MBP,Brain,OCD,Wald ratio,1,0.873,1.08E-01,NA,NA,NA,0.052417572
COLGALT2,Brain,OCD,Wald ratio,1,1.158,1.09E-01,NA,NA,NA,0.049796023
SNF8,Brain,OCD,Wald ratio,1,1.113,1.10E-01,NA,NA,NA,0.04688474
CPMER,Brain,OCD,Wald ratio,1,0.866,1.11E-01,NA,NA,NA,0.043173655
ENSG00000241345,Brain,OCD,Wald ratio,1,1.149,1.12E-01,NA,NA,NA,0.053785582
RASGRP3,Brain,OCD,Wald ratio,1,1.166,1.13E-01,NA,NA,NA,0.043439939
PLCH2,Brain,OCD,Wald ratio,1,0.82,1.14E-01,NA,NA,NA,0.06876168
TYW3,Brain,OCD,Wald ratio,1,1.095,1.17E-01,NA,NA,NA,0.041471304
MED13L,Brain,OCD,Wald ratio,1,1.189,1.17E-01,NA,NA,NA,0.0471834
RAB7A,Brain,OCD,Wald ratio,1,1.344,1.18E-01,NA,NA,NA,0.07344911
ECPAS,Brain,OCD,Wald ratio,1,1.075,1.19E-01,NA,NA,NA,0.040758864
TMOD1,Brain,OCD,Wald ratio,1,0.846,1.20E-01,NA,NA,NA,0.049184884
CDC20B,Brain,OCD,Wald ratio,1,1.254,1.20E-01,NA,NA,NA,0.064117396
SBNO2,Brain,OCD,Wald ratio,1,1.459,1.21E-01,NA,NA,NA,0.083704528
ZNF28,Brain,OCD,Wald ratio,1,0.88,1.21E-01,NA,NA,NA,0.047054418
ANK2,Brain,OCD,Wald ratio,1,1.137,1.22E-01,NA,NA,NA,0.040090651
STRA8,Brain,OCD,Wald ratio,1,0.916,1.22E-01,NA,NA,NA,0.0423818
VSTM2B-DT,Brain,OCD,Wald ratio,1,0.921,1.23E-01,NA,NA,NA,0.04216006
ELAPOR2,Brain,OCD,Wald ratio,1,1.111,1.30E-01,NA,NA,NA,0.041731051
GLIPR1,Brain,OCD,Wald ratio,1,1.127,1.32E-01,NA,NA,NA,0.038474049
PCSK6,Brain,OCD,Wald ratio,1,1.285,1.32E-01,NA,NA,NA,0.068227642
C8orf34,Brain,OCD,Wald ratio,1,0.866,1.33E-01,NA,NA,NA,0.037487827
LPCAT2,Brain,OCD,Wald ratio,1,1.156,1.33E-01,NA,NA,NA,0.037746729
SCG5,Brain,OCD,Wald ratio,1,1.114,1.34E-01,NA,NA,NA,0.038588313
ACLY,Brain,OCD,Wald ratio,1,0.796,1.34E-01,NA,NA,NA,0.063579271
RCCD1,Brain,OCD,Wald ratio,1,0.924,1.35E-01,NA,NA,NA,0.039167109
PTPRO,Brain,OCD,Wald ratio,1,0.907,1.36E-01,NA,NA,NA,0.044062954
ZIM2-AS1,Brain,OCD,Wald ratio,1,0.872,1.36E-01,NA,NA,NA,0.04208005
INPP5A,Brain,OCD,Wald ratio,1,1.834,1.36E-01,NA,NA,NA,0.100922248
ERC1,Brain,OCD,Wald ratio,1,1.102,1.37E-01,NA,NA,NA,0.045145982
ZHX2,Brain,OCD,Wald ratio,1,0.838,1.38E-01,NA,NA,NA,0.045485086
ALS2,Brain,OCD,Wald ratio,1,0.835,1.39E-01,NA,NA,NA,0.046544264
SLC13A3,Brain,OCD,Wald ratio,1,0.851,1.41E-01,NA,NA,NA,0.046477903
ENSG00000234698,Brain,OCD,Wald ratio,1,0.866,1.43E-01,NA,NA,NA,0.038461664
RPN1,Brain,OCD,Wald ratio,1,0.796,1.44E-01,NA,NA,NA,0.085137276
ARMH1,Brain,OCD,Wald ratio,1,0.831,1.45E-01,NA,NA,NA,0.044777105
SSC5D,Brain,OCD,Wald ratio,1,0.871,1.45E-01,NA,NA,NA,0.036745191
LY75,Brain,OCD,Wald ratio,1,1.086,1.46E-01,NA,NA,NA,0.035438106
RNASEH2B,Brain,OCD,Wald ratio,1,1.496,1.46E-01,NA,NA,NA,0.08798897
PSD3,Brain,OCD,Wald ratio,1,0.908,1.47E-01,NA,NA,NA,0.038497651
MGMT,Brain,OCD,Wald ratio,1,0.863,1.47E-01,NA,NA,NA,0.039571073
MATN3,Brain,OCD,Wald ratio,1,1.16,1.47E-01,NA,NA,NA,0.036372554
ARHGAP28,Brain,OCD,Wald ratio,1,1.088,1.50E-01,NA,NA,NA,0.035223501
CHRNE,Brain,OCD,Wald ratio,1,0.888,1.51E-01,NA,NA,NA,0.057093049
SEC14L5,Brain,OCD,Wald ratio,1,1.118,1.52E-01,NA,NA,NA,0.035653087
DUSP14,Brain,OCD,Wald ratio,1,0.848,1.52E-01,NA,NA,NA,0.050435184
MED16,Brain,OCD,Wald ratio,1,1.125,1.52E-01,NA,NA,NA,0.041877712
SRD5A3,Brain,OCD,Wald ratio,1,0.829,1.53E-01,NA,NA,NA,0.047895231
DYNC2LI1,Brain,OCD,Wald ratio,1,0.624,1.57E-01,NA,NA,NA,0.089514504
IPO9,Brain,OCD,Wald ratio,1,0.867,1.58E-01,NA,NA,NA,0.040117123
CRISPLD1,Brain,OCD,Wald ratio,1,0.886,1.58E-01,NA,NA,NA,0.037389678
ATP9B,Brain,OCD,Wald ratio,1,0.887,1.59E-01,NA,NA,NA,0.036144516
ENSG00000259433,Brain,OCD,Wald ratio,1,1.099,1.61E-01,NA,NA,NA,0.034054396
ROR1,Brain,OCD,Wald ratio,1,1.083,1.62E-01,NA,NA,NA,0.037798556
THADA,Brain,OCD,Wald ratio,1,0.82,1.62E-01,NA,NA,NA,0.052652104
LINC01992,Brain,OCD,Wald ratio,1,1.101,1.62E-01,NA,NA,NA,0.033315887
S100A13,Brain,OCD,Wald ratio,1,0.933,1.64E-01,NA,NA,NA,0.033517649
CCDC175,Brain,OCD,Wald ratio,1,0.923,1.66E-01,NA,NA,NA,0.035156154
ENSG00000257943,Brain,OCD,Wald ratio,1,0.882,1.67E-01,NA,NA,NA,0.032972465
MIR99AHG,Brain,OCD,Wald ratio,1,0.802,1.67E-01,NA,NA,NA,0.05430642
ENSG00000254409,Brain,OCD,Wald ratio,1,1.1,1.68E-01,NA,NA,NA,0.041371468
IDE,Brain,OCD,Wald ratio,1,0.899,1.69E-01,NA,NA,NA,0.037945283
GGA2,Brain,OCD,Wald ratio,1,0.902,1.69E-01,NA,NA,NA,0.039939808
RASA3,Brain,OCD,Inverse variance weighted,2,0.935,1.72E-01,NA,0.380106645,NA,0.034956657
CHN2,Brain,OCD,Inverse variance weighted,2,0.914,1.73E-01,NA,0.640562284,NA,0.031121007
GALNT2,Brain,OCD,Wald ratio,1,0.863,1.74E-01,NA,NA,NA,0.038291947
EFEMP1,Brain,OCD,Wald ratio,1,1.21,1.77E-01,NA,NA,NA,0.049198891
SEMA3C,Brain,OCD,Wald ratio,1,0.918,1.77E-01,NA,NA,NA,0.030678201
ENSG00000125695,Brain,OCD,Wald ratio,1,0.931,1.79E-01,NA,NA,NA,0.031222061
LNX2,Brain,OCD,Wald ratio,1,0.891,1.79E-01,NA,NA,NA,0.029994084
PTPRM,Brain,OCD,Wald ratio,1,1.098,1.80E-01,NA,NA,NA,0.030693199
PDXK,Brain,OCD,Wald ratio,1,0.74,1.83E-01,NA,NA,NA,0.079016299
ENSG00000257398,Brain,OCD,Wald ratio,1,0.849,1.83E-01,NA,NA,NA,0.037397301
SERPINB1,Brain,OCD,Wald ratio,1,1.145,1.84E-01,NA,NA,NA,0.031003321
OFCC1,Brain,OCD,Wald ratio,1,0.952,1.84E-01,NA,NA,NA,0.031005832
ANKUB1,Brain,OCD,Wald ratio,1,1.14,1.85E-01,NA,NA,NA,0.02952689
ENSG00000285743,Brain,OCD,Wald ratio,1,0.883,1.86E-01,NA,NA,NA,0.032439752
RNF157,Brain,OCD,Wald ratio,1,0.848,1.86E-01,NA,NA,NA,0.037233443
NGEF,Brain,OCD,Wald ratio,1,0.941,1.89E-01,NA,NA,NA,0.029419371
RANBP17,Brain,OCD,Wald ratio,1,0.886,1.90E-01,NA,NA,NA,0.031188892
ASAP2,Brain,OCD,Wald ratio,1,0.908,1.91E-01,NA,NA,NA,0.030296694
FAM167A,Brain,OCD,Wald ratio,1,0.948,1.91E-01,NA,NA,NA,0.029725462
FAM107B,Brain,OCD,Wald ratio,1,0.871,1.97E-01,NA,NA,NA,0.019112482
KANK1,Brain,OCD,Wald ratio,1,0.89,1.98E-01,NA,NA,NA,0.041175746
STARD13,Brain,OCD,Wald ratio,1,1.138,2.00E-01,NA,NA,NA,0.029412776
HDAC4,Brain,OCD,Weighted median,3,1.056,2.00E-01,0.572633443,0.694591839,0.637223549,0.023535295
NOL4L,Brain,OCD,Wald ratio,1,0.88,2.01E-01,NA,NA,NA,0.028841449
PRKACB,Brain,OCD,Wald ratio,1,1.226,2.02E-01,NA,NA,NA,0.068237145
ENSG00000288162,Brain,OCD,Wald ratio,1,0.927,2.02E-01,NA,NA,NA,0.030169157
ENSG00000230863,Brain,OCD,Wald ratio,1,1.131,2.04E-01,NA,NA,NA,0.028639579
KBTBD11-OT1,Brain,OCD,Wald ratio,1,1.129,2.04E-01,NA,NA,NA,0.035177496
GALNT6,Brain,OCD,Wald ratio,1,0.924,2.05E-01,NA,NA,NA,0.031359495
ENSG00000287402,Brain,OCD,Wald ratio,1,0.86,2.05E-01,NA,NA,NA,0.040731443
PPFIBP1,Brain,OCD,Wald ratio,1,1.091,2.06E-01,NA,NA,NA,0.028704781
JMJD6,Brain,OCD,Wald ratio,1,0.886,2.06E-01,NA,NA,NA,0.027611202
ATP5IF1,Brain,OCD,Wald ratio,1,0.921,2.07E-01,NA,NA,NA,0.029658121
ENSG00000233754,Brain,OCD,Wald ratio,1,1.11,2.11E-01,NA,NA,NA,0.034876908
KAT2B,Brain,OCD,Wald ratio,1,1.092,2.12E-01,NA,NA,NA,0.027880514
TSPAN5,Brain,OCD,Wald ratio,1,1.127,2.15E-01,NA,NA,NA,0.028541824
