Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
PAM,Brain Prefrontal cortex,OCD,Wald ratio,1,0.814,4.59E-04,NA,NA,NA,0.833489222
CFAP46,Brain Prefrontal cortex,OCD,Inverse variance weighted,2,1.162,7.26E-04,NA,0.661639415,NA,0.040248342
WDR62,Brain Prefrontal cortex,OCD,Wald ratio,1,1.193,1.14E-03,NA,NA,NA,0.703951632
PDIA5,Brain Prefrontal cortex,OCD,Wald ratio,1,1.103,1.78E-03,NA,NA,NA,0.644068142
PLCH1,Brain Prefrontal cortex,OCD,Wald ratio,1,0.835,2.96E-03,NA,NA,NA,0.32490044
SYNE1,Brain Prefrontal cortex,OCD,Wald ratio,1,0.884,3.32E-03,NA,NA,NA,0.528507626
JAZF1,Brain Prefrontal cortex,OCD,Wald ratio,1,0.879,4.98E-03,NA,NA,NA,0.426439965
STMN4,Brain Prefrontal cortex,OCD,Wald ratio,1,1.114,5.02E-03,NA,NA,NA,0.384635415
MEGF6,Brain Prefrontal cortex,OCD,Wald ratio,1,0.877,6.98E-03,NA,NA,NA,0.02361728
PCGF3,Brain Prefrontal cortex,OCD,Inverse variance weighted,2,1.124,9.58E-03,NA,0.227408714,NA,0.469161399
ROBO2,Brain Prefrontal cortex,OCD,Inverse variance weighted,2,0.939,9.83E-03,NA,0.954773108,NA,0.109901737
PHRF1,Brain Prefrontal cortex,OCD,Wald ratio,1,0.925,1.17E-02,NA,NA,NA,0.247007261
FOXP1,Brain Prefrontal cortex,OCD,Wald ratio,1,1.138,1.31E-02,NA,NA,NA,0.220163551
LDLRAD4,Brain Prefrontal cortex,OCD,Wald ratio,1,0.933,1.44E-02,NA,NA,NA,0.228445673
DPP10,Brain Prefrontal cortex,OCD,Wald ratio,1,0.911,1.45E-02,NA,NA,NA,0.227156979
MET,Brain Prefrontal cortex,OCD,Wald ratio,1,1.127,1.59E-02,NA,NA,NA,0.18491782
HSD17B11,Brain Prefrontal cortex,OCD,Wald ratio,1,0.858,1.79E-02,NA,NA,NA,0.162279528
TSHR,Brain Prefrontal cortex,OCD,Wald ratio,1,0.849,1.81E-02,NA,NA,NA,0.175214782
LATS2,Brain Prefrontal cortex,OCD,Wald ratio,1,0.85,1.97E-02,NA,NA,NA,0.146534709
PRPH2,Brain Prefrontal cortex,OCD,Wald ratio,1,0.918,2.01E-02,NA,NA,NA,0.169387726
HSD17B4,Brain Prefrontal cortex,OCD,Wald ratio,1,1.271,2.12E-02,NA,NA,NA,0.148835406
MTUS1,Brain Prefrontal cortex,OCD,Wald ratio,1,0.874,2.22E-02,NA,NA,NA,0.179275849
FRMD4A,Brain Prefrontal cortex,OCD,Wald ratio,1,0.876,2.25E-02,NA,NA,NA,0.119488163
RNF215,Brain Prefrontal cortex,OCD,Wald ratio,1,1.212,2.27E-02,NA,NA,NA,0.156006623
HELZ2,Brain Prefrontal cortex,OCD,Wald ratio,1,0.777,2.33E-02,NA,NA,NA,0.206659731
IQSEC3,Brain Prefrontal cortex,OCD,Wald ratio,1,0.936,2.39E-02,NA,NA,NA,0.145727444
MATN2,Brain Prefrontal cortex,OCD,Wald ratio,1,0.871,2.52E-02,NA,NA,NA,0.128972011
KALRN,Brain Prefrontal cortex,OCD,Wald ratio,1,1.147,2.82E-02,NA,NA,NA,0.121964128
SLC38A9,Brain Prefrontal cortex,OCD,Wald ratio,1,0.892,2.83E-02,NA,NA,NA,0.125800789
DNAAF3,Brain Prefrontal cortex,OCD,Wald ratio,1,0.881,2.84E-02,NA,NA,NA,0.128204297
BSPRY,Brain Prefrontal cortex,OCD,Wald ratio,1,1.153,3.17E-02,NA,NA,NA,0.116642822
DNAJC6,Brain Prefrontal cortex,OCD,Wald ratio,1,0.901,3.20E-02,NA,NA,NA,0.108814132
ABCA1,Brain Prefrontal cortex,OCD,Wald ratio,1,1.19,3.31E-02,NA,NA,NA,0.144331957
