"Gene","Tissue","Psychiatric disorder","Method","Nsnp","Beta","SE","OR","P-value","Q_Pvalue(MREgger)","Q_Pvalue(IVW)","P-value(Intercept)","PPH4"
"SUPT5H","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.023","0.015","0.977","1.17e-01",NA,NA,NA,7.47e-05
"ESD","Stem-cell-iPSC","DEP","Wald ratio",1," 0.020","0.013","1.021","1.25e-01",NA,NA,NA,0.004357061
"ORMDL3","Stem-cell-iPSC","DEP","Wald ratio",1," 0.013","0.009","1.013","1.25e-01",NA,NA,NA,5.38e-05
"ITM2C","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.018","0.012","0.982","1.28e-01",NA,NA,NA,0.000625345
"TIMELESS","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.021","0.014","0.980","1.31e-01",NA,NA,NA,0.000318929
"FHL3","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.014","0.009","0.986","1.34e-01",NA,NA,NA,0.00650167
"KIAA1524","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.019","0.013","0.981","1.34e-01",NA,NA,NA,0.000545226
"YBX2","Stem-cell-iPSC","DEP","Wald ratio",1," 0.010","0.007","1.010","1.36e-01",NA,NA,NA,0.008273123
"CHMP2B","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.019","0.013","0.981","1.36e-01",NA,NA,NA,0.00131064
"SLFN13","Stem-cell-iPSC","DEP","Wald ratio",1," 0.010","0.007","1.010","1.37e-01",NA,NA,NA,0.006461301
"GULP1","Stem-cell-iPSC","DEP","Wald ratio",1," 0.012","0.008","1.012","1.43e-01",NA,NA,NA,0.006244415
"CARS2","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.009","0.006","0.991","1.57e-01",NA,NA,NA,0.011421183
"TRMT61B","Stem-cell-iPSC","DEP","Wald ratio",1," 0.008","0.006","1.008","1.63e-01",NA,NA,NA,0.005655421
"CTSV","Stem-cell-iPSC","DEP","Wald ratio",1," 0.017","0.012","1.017","1.63e-01",NA,NA,NA,0.000211664
"HSPBAP1","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.012","0.009","0.988","1.63e-01",NA,NA,NA,0.004229449
"CPNE1","Stem-cell-iPSC","DEP","Wald ratio",1," 0.006","0.005","1.006","1.63e-01",NA,NA,NA,0.009280349
"C11orf54","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.009","0.006","0.991","1.66e-01",NA,NA,NA,0.005714584
