"Gene","Tissue","Psychiatric.disorder","Method","Nsnp","Beta","SE","OR","P.value","Q_Pvalue.MREgger.","Q_Pvalue.IVW.","P.value.Intercept.","PPH4"
"HOOK1","Lymphocyte","OCD","Wald ratio",1,-0.498,0.944,0.608,0.598,NA,NA,NA,0.025535304
"PRDM16","Lymphocyte","OCD","Inverse variance weighted",2,0.016,0.031,1.016,0.6,NA,0.227961673,NA,0.014678548
"KANK4","Lymphocyte","OCD","Wald ratio",1,0.069,0.137,1.071,0.615,NA,NA,NA,0.015458006
"GJA5","Lymphocyte","OCD","Wald ratio",1,-0.035,0.071,0.965,0.617,NA,NA,NA,0.016906758
"MORN1","Lymphocyte","OCD","Wald ratio",1,-0.015,0.031,0.985,0.632,NA,NA,NA,0.014597345
"TGFBR3","Lymphocyte","OCD","Wald ratio",1,-0.379,0.804,0.685,0.637,NA,NA,NA,0.02420832
"CCDC163P","Lymphocyte","OCD","Wald ratio",1,0.183,0.397,1.2,0.646,NA,NA,NA,0.014834249
"FCRL3","Lymphocyte","OCD","Wald ratio",1,-0.016,0.036,0.984,0.649,NA,NA,NA,0.013916941
"C1orf175","Lymphocyte","OCD","Wald ratio",1,-0.038,0.087,0.962,0.661,NA,NA,NA,0.025916407
"SLC1A7","Lymphocyte","OCD","Wald ratio",1,-0.018,0.042,0.982,0.662,NA,NA,NA,0.015875073
"SH2D5","Lymphocyte","OCD","Wald ratio",1,0.015,0.037,1.015,0.691,NA,NA,NA,0.013840783
"DDX20","Lymphocyte","OCD","Wald ratio",1,-0.05,0.125,0.952,0.693,NA,NA,NA,0.020558664
"NOL9","Lymphocyte","OCD","Wald ratio",1,0.019,0.049,1.02,0.696,NA,NA,NA,0.020237192
"PLEKHG5","Lymphocyte","OCD","Wald ratio",1,0.069,0.175,1.071,0.696,NA,NA,NA,0.020237192
"CDK11B","Lymphocyte","OCD","Wald ratio",1,0.014,0.038,1.014,0.704,NA,NA,NA,0.013547838
"SLC35E2","Lymphocyte","OCD","Wald ratio",1,0.01,0.027,1.01,0.704,NA,NA,NA,0.013549098
"NADK","Lymphocyte","OCD","Wald ratio",1,0.012,0.03,1.012,0.704,NA,NA,NA,0.013549097
"CALML6","Lymphocyte","OCD","Wald ratio",1,0.011,0.028,1.011,0.704,NA,NA,NA,0.013549058
"KIAA1751","Lymphocyte","OCD","Wald ratio",1,0.01,0.026,1.01,0.704,NA,NA,NA,0.012873596
"CAMTA1","Lymphocyte","OCD","Inverse variance weighted",2,-0.014,0.039,0.986,0.71,NA,0.146535304,NA,0.05616307
"CA6","Lymphocyte","OCD","Wald ratio",1,-0.028,0.09,0.972,0.753,NA,NA,NA,0.013550981
"GPR88","Lymphocyte","OCD","Wald ratio",1,-0.009,0.03,0.991,0.76,NA,NA,NA,0.01440319
"MIR200A","Lymphocyte","OCD","Wald ratio",1,0.015,0.052,1.015,0.771,NA,NA,NA,0.02148162
"C1orf127","Lymphocyte","OCD","Wald ratio",1,-0.016,0.059,0.984,0.79,NA,NA,NA,0.015659306
"AIM2","Lymphocyte","OCD","Wald ratio",1,0.02,0.078,1.02,0.798,NA,NA,NA,0.030647691
"ABCA4","Lymphocyte","OCD","Wald ratio",1,0.009,0.038,1.009,0.807,NA,NA,NA,0.015573503
"ARHGEF19","Lymphocyte","OCD","Wald ratio",1,-0.006,0.031,0.994,0.849,NA,NA,NA,0.01458868
"LRIG2","Lymphocyte","OCD","Wald ratio",1,0.005,0.027,1.005,0.853,NA,NA,NA,0.013135092
"HSPG2","Lymphocyte","OCD","Wald ratio",1,0.009,0.048,1.009,0.855,NA,NA,NA,0.015470996
"GNG12","Lymphocyte","OCD","Inverse variance weighted",2,0.011,0.075,1.011,0.879,NA,0.793488129,NA,0.022412614
"GPR177","Lymphocyte","OCD","Inverse variance weighted",2,-0.007,0.049,0.994,0.895,NA,0.230464193,NA,0.040210108
"IFI44","Lymphocyte","OCD","Wald ratio",1,-0.006,0.054,0.994,0.91,NA,NA,NA,0.013521443
"TMEM51","Lymphocyte","OCD","Wald ratio",1,0.004,0.048,1.004,0.931,NA,NA,NA,0.013106842
"SETDB1","Lymphocyte","OCD","Wald ratio",1,0.003,0.034,1.003,0.935,NA,NA,NA,0.013150111
"LASS2","Lymphocyte","OCD","Wald ratio",1,0.005,0.061,1.005,0.935,NA,NA,NA,0.013150111
"BEST4","Lymphocyte","OCD","Wald ratio",1,0.002,0.029,1.002,0.941,NA,NA,NA,0.012754358
"SNORD38A","Lymphocyte","OCD","Wald ratio",1,0.005,0.062,1.005,0.941,NA,NA,NA,0.01323689
"KIF2C","Lymphocyte","OCD","Wald ratio",1,0.024,0.325,1.024,0.941,NA,NA,NA,0.01323716
"PTCH2","Lymphocyte","OCD","Wald ratio",1,0.002,0.033,1.002,0.941,NA,NA,NA,0.01323716
"GJB3","Lymphocyte","OCD","Wald ratio",1,-0.004,0.063,0.996,0.951,NA,NA,NA,0.018677291
"BCL9","Lymphocyte","OCD","Wald ratio",1,0.005,0.084,1.005,0.953,NA,NA,NA,0.013224504
"LOC388588","Lymphocyte","OCD","Wald ratio",1,-0.003,0.074,0.997,0.973,NA,NA,NA,0.012782333
"KIAA0562","Lymphocyte","OCD","Wald ratio",1,-0.001,0.027,0.999,0.973,NA,NA,NA,0.012782333
"C1orf94","Lymphocyte","OCD","Wald ratio",1,-0.004,0.16,0.996,0.982,NA,NA,NA,0.015183274
"PDE4B","Lymphocyte","OCD","Wald ratio",1,0.007,0.339,1.007,0.983,NA,NA,NA,0.013583724
