Psychiatric disorder,Risk phenotype,Method,Beta,Standard error,P-value,OR,OR_lci95,OR_uci95,Q Pvalue(MREgger),Q Pvalue(IVW),Intercept PValue
PTSD,"Non-cancer illness code, self-reported: psoriasis ",Simple mode,0.537942331,3.471161145,8.79E-01,1.71E+00,1.90E-03,1.54E+03,2.85E-02,4.02E-02,0.958005122
ASD,Primary biliary cirrhosis ,MR Egger,-0.005429244,0.035128611,8.79E-01,9.95E-01,9.28E-01,1.07E+00,1.27E-01,1.49E-01,0.571743678
ANX,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Weighted median,-0.497470636,3.269043955,8.79E-01,6.08E-01,1.00E-03,3.69E+02,8.84E-01,8.85E-01,0.371424741
ASD,Age at first birth ,Simple mode,-0.018279296,0.121327186,8.81E-01,9.82E-01,7.74E-01,1.25E+00,2.94E-01,3.06E-01,0.438959952
SCZ,Rubella vaccination,Inverse variance weighted,-0.000230961,0.001544153,8.81E-01,1.00E+00,9.97E-01,1.00E+00,1.70E-02,1.73E-02,0.444404848
SCZ,Allergic rhinitis ,Inverse variance weighted,0.015767181,0.105770639,8.81E-01,1.02E+00,8.26E-01,1.25E+00,2.56E-01,4.86E-01,0.786689129
BP,Iron intake,MR Egger,0.283496594,1.913713429,8.82E-01,1.33E+00,3.12E-02,5.65E+01,4.26E-01,4.23E-01,0.225977787
ANX,Tea intake ,Weighted median,-0.066162373,0.446720614,8.82E-01,9.36E-01,3.90E-01,2.25E+00,3.20E-02,3.75E-02,0.591047064
ANX,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,MR Egger,-0.446898539,3.010375609,8.82E-01,6.40E-01,1.75E-03,2.34E+02,3.84E-01,4.14E-01,0.736685574
ASD,Neuroticism score ,Weighted mode,-0.016275637,0.109922816,8.83E-01,9.84E-01,7.93E-01,1.22E+00,1.16E-01,8.85E-02,0.078855935
SCZ,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted mode,0.284188553,1.880972773,8.84E-01,1.33E+00,3.33E-02,5.30E+01,5.73E-01,1.51E-01,0.040689839
ANX,Diabetes mellitus ,Simple mode,-0.026226454,0.178328007,8.84E-01,9.74E-01,6.87E-01,1.38E+00,2.98E-01,2.88E-01,0.274908982
BP,Nitrogen dioxide air pollution; 2010 ,Weighted median,-0.059663771,0.408776198,8.84E-01,9.42E-01,4.23E-01,2.10E+00,6.78E-03,5.57E-03,0.439793617
ADHD,Type 1 diabetes ,Weighted median,0.001033077,0.00711506,8.85E-01,1.00E+00,9.87E-01,1.02E+00,3.02E-02,3.24E-02,0.44792816
ADHD,Primary biliary cirrhosis ,Inverse variance weighted,-0.001650141,0.011379211,8.85E-01,9.98E-01,9.76E-01,1.02E+00,2.08E-04,3.20E-04,0.776661996
OCD,Neuroticism score ,Weighted median,-0.011651377,0.080510333,8.85E-01,9.88E-01,8.44E-01,1.16E+00,1.55E-10,6.41E-11,0.134958317
ANX,Type 1 diabetes ,MR Egger,-0.008863783,0.060885354,8.85E-01,9.91E-01,8.80E-01,1.12E+00,8.90E-01,9.15E-01,0.917708647
ALZ,Ever taken cannabis ,Inverse variance weighted,0.002453997,0.017063452,8.86E-01,1.00E+00,9.69E-01,1.04E+00,8.31E-01,9.00E-01,0.932388195
ED,Mineral and other dietary supplements: Zinc ,MR Egger,1.757204275,9.724656445,8.86E-01,5.80E+00,3.06E-08,1.10E+09,3.91E-02,8.97E-02,0.77722608
OCD,Serum 25-Hydroxyvitamin D levels ,Weighted median,-0.030942392,0.216589419,8.86E-01,9.70E-01,6.34E-01,1.48E+00,4.60E-05,9.74E-06,0.021248455
SCZ,"Non-cancer illness code, self-reported: psoriasis ",MR Egger,-0.11514274,0.799680253,8.87E-01,8.91E-01,1.86E-01,4.27E+00,2.85E-02,4.02E-02,0.958005122
OCD,Age-related hearing impairment (MTAG) ,Weighted median,-0.068487312,0.483351408,8.87E-01,9.34E-01,3.62E-01,2.41E+00,6.59E-02,7.95E-02,0.672216691
ALZ,Viral infection,Inverse variance weighted,0.172536195,1.217710861,8.87E-01,1.19E+00,1.09E-01,1.29E+01,3.94E-01,4.59E-01,0.744986651
SCZ,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted mode,0.284188553,1.947558263,8.88E-01,1.33E+00,2.92E-02,6.04E+01,5.73E-01,1.51E-01,0.040689839
OCD,"Non-cancer illness code, self-reported: diabetes ",Simple mode,-0.469201098,3.307890596,8.88E-01,6.26E-01,9.56E-04,4.09E+02,8.17E-01,8.27E-01,0.459888989
DEP,"Non-cancer illness code, self-reported: psoriasis ",Simple mode,0.209824395,1.463854136,8.88E-01,1.23E+00,7.00E-02,2.17E+01,1.37E-02,1.99E-02,0.881156109
ANX,Gestational diabetes (for exclusion) ,Simple mode,0.019967493,0.133224891,8.88E-01,1.02E+00,7.86E-01,1.32E+00,4.16E-01,2.85E-01,0.236593224
SCZ,Gestational diabetes (for exclusion) ,Inverse variance weighted,-0.004858154,0.034627636,8.88E-01,9.95E-01,9.30E-01,1.07E+00,4.04E-01,3.28E-02,0.070558576
SCZ,Gestational diabetes (for exclusion) ,Inverse variance weighted,-0.004858154,0.034627636,8.88E-01,9.95E-01,9.30E-01,1.07E+00,4.04E-01,3.28E-02,0.070558576
SCZ,"Non-cancer illness code, self-reported: psoriasis ",Inverse variance weighted,-0.087635385,0.625388166,8.89E-01,9.16E-01,2.69E-01,3.12E+00,2.85E-02,4.02E-02,0.958005122
ASD,Gestational diabetes (for exclusion) ,MR Egger,0.013334844,0.087583109,8.89E-01,1.01E+00,8.54E-01,1.20E+00,4.16E-01,2.85E-01,0.236593224
ASD,Gestational diabetes (for exclusion) ,MR Egger,0.013334844,0.087583109,8.89E-01,1.01E+00,8.54E-01,1.20E+00,4.16E-01,2.85E-01,0.236593224
ANX,Gestational diabetes (for exclusion) ,Simple mode,0.019967493,0.134037843,8.89E-01,1.02E+00,7.84E-01,1.33E+00,4.16E-01,2.85E-01,0.236593224
DEP,Nitrogen dioxide air pollution; 2010 ,Weighted mode,-0.035884391,0.246323445,8.89E-01,9.65E-01,5.95E-01,1.56E+00,1.60E-01,1.05E-01,0.241107647
ED,Alzheimer's disease or family history of Alzheimer's disease ,Weighted median,-0.004748583,0.034162697,8.89E-01,9.95E-01,9.31E-01,1.06E+00,2.36E-01,2.37E-01,0.351905335
ALZ,Type 2 diabetes ,Simple mode,-0.009932212,0.07189491,8.90E-01,9.90E-01,8.60E-01,1.14E+00,1.68E-03,2.05E-03,0.941907728
BP,Rubella vaccination,MR Egger,0.000363103,0.002635491,8.90E-01,1.00E+00,9.95E-01,1.01E+00,5.09E-01,5.12E-01,0.390441143
PTSD,Childhood obesity ,MR Egger,-0.042014064,0.284754849,8.92E-01,9.59E-01,5.49E-01,1.68E+00,8.25E-01,9.21E-01,0.889812322
ALZ,Qualifications: College or University degree ,Simple mode,-0.067368421,0.496733999,8.92E-01,9.35E-01,3.53E-01,2.47E+00,3.94E-01,4.59E-01,0.61001471
ASD,Childhood obesity ,Weighted mode,0.009673251,0.067321227,8.93E-01,1.01E+00,8.85E-01,1.15E+00,1.25E-01,2.14E-01,0.857272036
ASD,Congenital cytomegalovirus infection,MR Egger,-0.046639109,0.325166626,8.93E-01,9.54E-01,5.05E-01,1.81E+00,2.33E-01,2.66E-01,0.523192313
PTSD,Heart rate ,MR Egger,0.005180185,0.037784714,8.93E-01,1.01E+00,9.33E-01,1.08E+00,1.20E-06,6.19E-07,0.36460977
ED,Current employment status: Unemployed,Inverse variance weighted,-0.081190522,0.605194303,8.93E-01,9.22E-01,2.82E-01,3.02E+00,2.09E-02,2.17E-02,0.852825766
ED,Current employment status: Unemployed,Inverse variance weighted,-0.081190522,0.605194303,8.93E-01,9.22E-01,2.82E-01,3.02E+00,2.09E-02,2.17E-02,0.852825766
PTSD,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Simple mode,-0.174218619,1.299642871,8.94E-01,8.40E-01,6.58E-02,1.07E+01,3.20E-10,5.07E-10,0.929020551
PTSD,Operative procedures,MR Egger,-0.349708908,2.621720253,8.94E-01,7.05E-01,4.13E-03,1.20E+02,1.90E-08,2.06E-08,0.716297006
ASD,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Weighted median,-0.103519936,0.786210862,8.95E-01,9.02E-01,1.93E-01,4.21E+00,3.62E-27,4.32E-27,0.964007176
OCD,Mumps,Weighted median,-0.000854947,0.006561267,8.96E-01,9.99E-01,9.86E-01,1.01E+00,1.53E-02,1.48E-02,0.172959629
OCD,Serum 25-Hydroxyvitamin D levels ,Weighted mode,0.023909363,0.18315475,8.96E-01,1.02E+00,7.15E-01,1.47E+00,4.60E-05,9.74E-06,0.021248455
OCD,Living alone,MR Egger,0.477275882,3.718261696,8.98E-01,1.61E+00,1.10E-03,2.36E+03,6.13E-04,5.91E-04,0.212492766
PTSD,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Weighted median,-0.073469323,0.574167955,8.98E-01,9.29E-01,3.02E-01,2.86E+00,3.20E-10,5.07E-10,0.929020551
ADHD,Nitrogen dioxide air pollution; 2010 ,Weighted mode,-0.076020549,0.583298029,9.00E-01,9.27E-01,2.95E-01,2.91E+00,1.11E-02,7.92E-03,0.374272917
ADHD,Fresh fruit intake ,MR Egger,-0.129789743,1.030190782,9.00E-01,8.78E-01,1.17E-01,6.62E+00,3.22E-13,5.83E-13,0.955496332
PTSD,Chickenpox,Inverse variance weighted,0.149914138,1.196135654,9.00E-01,1.16E+00,1.11E-01,1.21E+01,9.62E-05,9.84E-05,0.428201041
ALZ,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,MR Egger,0.000736778,0.005883093,9.00E-01,1.00E+00,9.89E-01,1.01E+00,3.94E-01,4.59E-01,0.269511965
ANX,"Non-cancer illness code, self-reported: diabetes ",MR Egger,0.386151996,3.125667113,9.02E-01,1.47E+00,3.21E-03,6.73E+02,1.15E-01,1.31E-01,0.739258283
ADHD,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Inverse variance weighted,-0.144315843,1.182933474,9.03E-01,8.66E-01,8.52E-02,8.80E+00,2.28E-05,3.00E-06,0.1023198
BP,Primary biliary cirrhosis ,Weighted median,0.001395737,0.011804307,9.06E-01,1.00E+00,9.78E-01,1.02E+00,1.27E-01,1.49E-01,0.571743678
DEP,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",MR Egger,0.24542663,2.019694671,9.06E-01,1.28E+00,2.44E-02,6.70E+01,3.55E-01,4.44E-01,0.731465866
DEP,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",MR Egger,0.24542663,2.019694671,9.06E-01,1.28E+00,2.44E-02,6.70E+01,3.55E-01,4.44E-01,0.731465866
OCD,smoking initiation ,MR Egger,0.113133715,0.957536607,9.06E-01,1.12E+00,1.71E-01,7.31E+00,8.00E-04,7.40E-04,0.310689123
DEP,Diabetes mellitus ,Simple mode,-0.003303005,0.028059019,9.07E-01,9.97E-01,9.43E-01,1.05E+00,5.60E-01,5.56E-01,0.300889221
ASD,Caffeine,Weighted median,-0.076996679,0.668889049,9.08E-01,9.26E-01,2.50E-01,3.44E+00,9.17E-15,7.36E-15,0.123982374
ANX,Type 1 diabetes ,Inverse variance weighted,-0.003235659,0.028191982,9.09E-01,9.97E-01,9.43E-01,1.05E+00,8.90E-01,9.15E-01,0.917708647
PTSD,Age-related hearing impairment (MTAG) ,Inverse variance weighted,-0.02237114,0.195005106,9.09E-01,9.78E-01,6.67E-01,1.43E+00,7.86E-03,9.80E-03,0.618456104
ANX,Primary sclerosing cholangitis ,MR Egger,-0.011276982,0.096302793,9.09E-01,9.89E-01,8.19E-01,1.19E+00,3.17E-01,3.92E-01,0.843794435
ADHD,Autoimmune diseases ,Weighted mode,-0.002391734,0.020783193,9.09E-01,9.98E-01,9.58E-01,1.04E+00,8.49E-02,1.02E-01,0.841474556
ED,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,MR Egger,0.229498629,2.004536872,9.09E-01,1.26E+00,2.47E-02,6.40E+01,3.02E-02,3.57E-02,0.763537701
ED,Chickenpox,Inverse variance weighted,-0.155695744,1.367261878,9.09E-01,8.56E-01,5.87E-02,1.25E+01,4.33E-01,4.39E-01,0.869913031
ALZ,Ever taken cannabis ,MR Egger,0.008955124,0.075445511,9.09E-01,1.01E+00,8.70E-01,1.17E+00,8.31E-01,9.00E-01,0.932388195
ADHD,Heart rate ,MR Egger,-0.00360181,0.031111571,9.10E-01,9.96E-01,9.37E-01,1.06E+00,5.44E-02,7.69E-02,0.912617194
PTSD,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,MR Egger,0.179340746,1.573816107,9.10E-01,1.20E+00,5.47E-02,2.62E+01,3.20E-10,5.07E-10,0.929020551
SCZ,Serum 25-Hydroxyvitamin D levels ,Simple mode,-0.015449344,0.136575405,9.10E-01,9.85E-01,7.53E-01,1.29E+00,6.95E-10,1.00E-09,0.905174633
SCZ,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,MR Egger,0.335560396,2.951242859,9.10E-01,1.40E+00,4.30E-03,4.55E+02,2.15E-03,1.93E-03,0.354157699
BP,Alzheimer's disease or family history of Alzheimer's disease ,MR Egger,-0.004714276,0.041849336,9.11E-01,9.95E-01,9.17E-01,1.08E+00,1.20E-02,1.54E-02,0.736557952
BP,Type 2 diabetes ,MR Egger,0.00546188,0.04877387,9.11E-01,1.01E+00,9.14E-01,1.11E+00,6.07E-02,6.65E-02,0.613324742
PTSD,Tea intake ,Weighted mode,0.03100171,0.277009083,9.11E-01,1.03E+00,5.99E-01,1.78E+00,3.34E-05,3.53E-05,0.452765438
ASD,Type 2 diabetes ,MR Egger,0.005389813,0.04945743,9.13E-01,1.01E+00,9.13E-01,1.11E+00,6.07E-02,6.65E-02,0.613324742
DEP,Nitrogen dioxide air pollution; 2010 ,Simple mode,-0.028556937,0.253800948,9.14E-01,9.72E-01,5.91E-01,1.60E+00,1.60E-01,1.05E-01,0.241107647
ALZ,Operation code: caesarean section / caesarian section ,Weighted mode,-0.263080191,2.162821242,9.14E-01,7.69E-01,1.11E-02,5.33E+01,8.04E-01,4.64E-01,0.438824537
PTSD,Sleeplessness / insomnia ,Weighted mode,0.08100661,0.75160871,9.15E-01,1.08E+00,2.49E-01,4.73E+00,1.01E-12,1.94E-12,0.955004357
OCD,"Diagnoses - main ICD10: J45.9 Asthma, unspecified ",Inverse variance weighted,3.053696941,28.53893387,9.15E-01,2.12E+01,1.08E-23,4.16E+25,6.86E-01,8.29E-01,0.950948447
ALZ,"Non-cancer illness code, self-reported: diabetes ",Weighted mode,0.084627227,0.788036986,9.15E-01,1.09E+00,2.32E-01,5.10E+00,3.07E-05,3.74E-05,0.583597277
BP,Birth weight ,MR Egger,-0.01824464,0.17087474,9.15E-01,9.82E-01,7.02E-01,1.37E+00,3.36E-01,3.10E-01,0.144352315
BP,Nitrogen dioxide air pollution; 2010 ,Weighted mode,0.087542736,0.794384591,9.15E-01,1.09E+00,2.30E-01,5.18E+00,6.78E-03,5.57E-03,0.439793617
ADHD,Congenital cytomegalovirus infection,Weighted median,-0.223760665,2.11017237,9.16E-01,8.00E-01,1.28E-02,5.00E+01,2.33E-01,2.66E-01,0.523192313
SCZ,Serum 25-Hydroxyvitamin D levels ,MR Egger,-0.009057923,0.086413625,9.17E-01,9.91E-01,8.37E-01,1.17E+00,6.95E-10,1.00E-09,0.905174633
DEP,Tea intake ,MR Egger,0.014401281,0.137731481,9.17E-01,1.01E+00,7.74E-01,1.33E+00,1.11E-01,1.27E-01,0.630058391
ALZ,Nitrogen dioxide air pollution; 2010 ,MR Egger,-0.137241034,1.272695159,9.18E-01,8.72E-01,7.20E-02,1.06E+01,6.64E-01,7.57E-01,0.757904622
PTSD,Fresh fruit intake ,Weighted mode,-0.065956536,0.641581455,9.19E-01,9.36E-01,2.66E-01,3.29E+00,8.09E-21,7.99E-21,0.497506373
ANX,Nitrogen dioxide air pollution; 2010 ,Inverse variance weighted,-0.16556668,1.626662115,9.19E-01,8.47E-01,3.50E-02,2.05E+01,6.78E-03,5.57E-03,0.439793617
OCD,Alzheimer's disease or family history of Alzheimer's disease ,Simple mode,-0.011809849,0.115397218,9.19E-01,9.88E-01,7.88E-01,1.24E+00,2.36E-01,2.37E-01,0.351905335
PTSD,Diabetes mellitus ,Simple mode,0.008273804,0.082080763,9.20E-01,1.01E+00,8.58E-01,1.18E+00,1.22E-02,1.56E-02,0.98389506
ADHD,Nitrogen dioxide air pollution; 2010 ,Simple mode,0.079150411,0.76697298,9.21E-01,1.08E+00,2.41E-01,4.87E+00,1.11E-02,7.92E-03,0.374272917
OCD,Maternal smoking around birth ,Weighted mode,0.28489429,2.8222435,9.21E-01,1.33E+00,5.26E-03,3.36E+02,1.26E-03,2.10E-03,0.872675286
ALZ,Primary sclerosing cholangitis ,Weighted mode,0.003829828,0.038113326,9.22E-01,1.00E+00,9.32E-01,1.08E+00,1.12E-06,2.74E-07,0.292191565
ED,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,MR Egger,-0.00123767,0.012600321,9.22E-01,9.99E-01,9.74E-01,1.02E+00,2.99E-01,3.02E-01,0.414593205
ASD,Diabetes mellitus ,Simple mode,-0.006655449,0.067552111,9.22E-01,9.93E-01,8.70E-01,1.13E+00,2.98E-01,2.88E-01,0.274908982
BP,Age-related hearing impairment (MTAG) ,MR Egger,-0.064661858,0.667896426,9.24E-01,9.37E-01,2.53E-01,3.47E+00,5.47E-01,6.00E-01,0.791362667
ADHD,Mineral and other dietary supplements: Zinc ,Weighted median,-0.312813756,3.272673953,9.24E-01,7.31E-01,1.20E-03,4.47E+02,2.39E-02,7.39E-02,0.907485115
ANX,Rubella vaccination,MR Egger,0.00193528,0.02029208,9.24E-01,1.00E+00,9.63E-01,1.04E+00,3.15E-10,3.11E-10,0.317387409
ASD,Primary sclerosing cholangitis ,Inverse variance weighted,0.00125224,0.013287783,9.25E-01,1.00E+00,9.76E-01,1.03E+00,3.17E-01,3.92E-01,0.843794435
BP,Alzheimer's disease or family history of Alzheimer's disease ,Simple mode,-0.00450971,0.048105814,9.26E-01,9.96E-01,9.06E-01,1.09E+00,1.20E-02,1.54E-02,0.736557952
OCD,Maternal smoking around birth ,Weighted mode,0.28489429,3.009398641,9.26E-01,1.33E+00,3.65E-03,4.85E+02,1.26E-03,2.10E-03,0.872675286
PTSD,Qualifications: College or University degree ,Weighted mode,-0.050068336,0.539768682,9.26E-01,9.51E-01,3.30E-01,2.74E+00,7.01E-11,6.87E-12,0.008009552
ED,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",MR Egger,0.120304011,1.299233453,9.26E-01,1.13E+00,8.84E-02,1.44E+01,9.96E-02,1.01E-01,0.485657442
OCD,Autoimmune diseases ,Weighted median,0.008943477,0.098730778,9.28E-01,1.01E+00,8.31E-01,1.22E+00,3.84E-01,4.13E-01,0.598546243
ANX,Tea intake ,MR Egger,-0.076186892,0.837928785,9.28E-01,9.27E-01,1.79E-01,4.79E+00,3.20E-02,3.75E-02,0.591047064
SCZ,Unspecified maternal hypertension,MR Egger,-0.000139689,0.001575481,9.29E-01,1.00E+00,9.97E-01,1.00E+00,2.71E-01,2.72E-01,0.371759617
PTSD,Age-related hearing impairment (MTAG) ,Simple mode,0.047505389,0.531361832,9.29E-01,1.05E+00,3.70E-01,2.97E+00,7.86E-03,9.80E-03,0.618456104
ASD,Heart rate ,Weighted median,0.001059132,0.011987712,9.30E-01,1.00E+00,9.78E-01,1.02E+00,2.36E-01,2.98E-01,0.944759356
ALZ,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Simple mode,0.212196014,2.391009409,9.30E-01,1.24E+00,1.14E-02,1.34E+02,7.76E-02,9.65E-02,0.942781114
ANX,Viral infection,MR Egger,-0.70393935,8.05126746,9.30E-01,4.95E-01,6.93E-08,3.53E+06,3.36E-23,4.02E-23,0.999304449
SCZ,Mumps,Inverse variance weighted,-0.000123614,0.00144104,9.32E-01,1.00E+00,9.97E-01,1.00E+00,1.53E-02,1.48E-02,0.172959629
OCD,Alzheimer's disease or family history of Alzheimer's disease ,Weighted median,0.005879453,0.068768756,9.32E-01,1.01E+00,8.79E-01,1.15E+00,2.36E-01,2.37E-01,0.351905335
OCD,"Non-cancer illness code, self-reported: psoriasis ",Simple mode,1.068364508,12.31408586,9.32E-01,2.91E+00,9.59E-11,8.83E+10,1.37E-02,1.99E-02,0.881156109
ED,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",MR Egger,0.267863276,3.129615277,9.32E-01,1.31E+00,2.83E-03,6.03E+02,1.50E-01,1.78E-01,0.835795114
ALZ,Heart rate ,Simple mode,0.00138527,0.016174478,9.33E-01,1.00E+00,9.70E-01,1.03E+00,2.96E-01,3.66E-01,0.960257877
SCZ,Viral infection,Inverse variance weighted,-0.120007392,1.429359602,9.33E-01,8.87E-01,5.39E-02,1.46E+01,4.70E-07,5.05E-07,0.656918281
ALZ,Qualifications: College or University degree ,Weighted mode,-0.035191286,0.420285058,9.33E-01,9.65E-01,4.24E-01,2.20E+00,3.94E-01,4.59E-01,0.61001471
BP,Unspecified maternal hypertension,Inverse variance weighted,-7.43E-05,0.000889665,9.33E-01,1.00E+00,9.98E-01,1.00E+00,1.28E-01,1.33E-01,0.809668802
OCD,Tea intake ,Weighted mode,-0.036777966,0.438112225,9.34E-01,9.64E-01,4.08E-01,2.27E+00,1.11E-01,1.27E-01,0.630058391
ED,smoking initiation ,Inverse variance weighted,-0.008833375,0.10660973,9.34E-01,9.91E-01,8.04E-01,1.22E+00,8.00E-04,7.40E-04,0.310689123
ANX,College completion ,Weighted mode,-0.043516039,0.473670586,9.35E-01,9.57E-01,3.78E-01,2.42E+00,6.37E-01,7.26E-01,0.634476409
BP,Mumps,MR Egger,-0.000195706,0.002408314,9.35E-01,1.00E+00,9.95E-01,1.00E+00,2.24E-01,2.26E-01,0.379057929
SCZ,Alzheimer's disease or family history of Alzheimer's disease ,Weighted median,-0.001829215,0.022970383,9.37E-01,9.98E-01,9.54E-01,1.04E+00,3.67E-06,4.60E-06,0.570012981
DEP,Birth weight ,MR Egger,-0.006503785,0.082599423,9.37E-01,9.94E-01,8.45E-01,1.17E+00,1.16E-01,1.27E-01,0.831139804
OCD,Maternal smoking around birth ,Simple mode,0.221235492,2.782733717,9.38E-01,1.25E+00,5.34E-03,2.92E+02,1.26E-03,2.10E-03,0.872675286
SCZ,Autoimmune diseases ,MR Egger,-0.003560245,0.045522589,9.38E-01,9.96E-01,9.11E-01,1.09E+00,2.74E-05,3.77E-05,0.700159744
OCD,Maternal smoking around birth ,Simple mode,0.221235492,2.813613072,9.38E-01,1.25E+00,5.02E-03,3.10E+02,1.26E-03,2.10E-03,0.872675286
ADHD,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Simple mode,0.158943675,2.045298413,9.39E-01,1.17E+00,2.13E-02,6.46E+01,2.28E-05,3.00E-06,0.1023198
ADHD,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Weighted median,0.030920292,0.40290037,9.39E-01,1.03E+00,4.68E-01,2.27E+00,3.69E-05,1.64E-05,0.122165029
ADHD,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Weighted mode,-0.059670874,0.782438548,9.39E-01,9.42E-01,2.03E-01,4.37E+00,3.69E-05,1.64E-05,0.122165029
ED,Nitrogen dioxide air pollution; 2010 ,MR Egger,0.3461139,4.377747602,9.40E-01,1.41E+00,2.65E-04,7.53E+03,1.60E-01,1.05E-01,0.241107647
ALZ,Age at first birth ,Simple mode,-0.006714058,0.089010316,9.40E-01,9.93E-01,8.34E-01,1.18E+00,2.37E-02,2.09E-02,0.250744821
BP,Primary biliary cirrhosis ,Simple mode,0.00162096,0.021434106,9.40E-01,1.00E+00,9.60E-01,1.04E+00,1.27E-01,1.49E-01,0.571743678
PTSD,Maternal smoking around birth ,MR Egger,-0.275065685,3.637115838,9.41E-01,7.60E-01,6.09E-04,9.47E+02,5.93E-10,1.27E-09,0.833390174
PTSD,Maternal smoking around birth ,MR Egger,-0.275065685,3.637115838,9.41E-01,7.60E-01,6.09E-04,9.47E+02,5.93E-10,1.27E-09,0.833390174
OCD,Allergic rhinitis ,Inverse variance weighted,-0.025988145,0.352618825,9.41E-01,9.74E-01,4.88E-01,1.94E+00,6.48E-01,8.73E-01,0.844709241
PTSD,Caffeine,MR Egger,-0.068394029,0.933450405,9.42E-01,9.34E-01,1.50E-01,5.82E+00,3.31E-07,3.44E-07,0.479720895
ANX,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,Inverse variance weighted,-0.00133192,0.018318793,9.42E-01,9.99E-01,9.63E-01,1.04E+00,5.57E-09,1.67E-09,0.000624709
BP,Chickenpox,Simple mode,5.487073656,75.80651376,9.42E-01,2.42E+02,7.16E-63,8.14E+66,4.33E-01,4.39E-01,0.869913031
ALZ,Current employment status: Retired,Inverse variance weighted,-0.005782028,0.080540492,9.43E-01,9.94E-01,8.49E-01,1.16E+00,3.94E-01,4.59E-01,0.304526965
DEP,Mumps,MR Egger,6.76E-05,0.000951649,9.43E-01,1.00E+00,9.98E-01,1.00E+00,2.24E-01,2.26E-01,0.379057929
ASD,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,MR Egger,0.114495465,1.613484149,9.44E-01,1.12E+00,4.75E-02,2.65E+01,3.84E-01,4.14E-01,0.736685574
PTSD,Age-related hearing impairment (MTAG) ,Weighted mode,0.035870364,0.508993414,9.44E-01,1.04E+00,3.82E-01,2.81E+00,7.86E-03,9.80E-03,0.618456104
ALZ,Age-related hearing impairment (MTAG) ,Weighted mode,-0.023894565,0.34408871,9.45E-01,9.76E-01,4.97E-01,1.92E+00,6.32E-01,6.63E-01,0.546827286
PTSD,Type 2 diabetes ,Weighted mode,0.002923864,0.042566365,9.45E-01,1.00E+00,9.23E-01,1.09E+00,1.58E-15,2.37E-15,0.803993711
ASD,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",MR Egger,0.177439206,2.578102362,9.46E-01,1.19E+00,7.63E-03,1.87E+02,8.01E-01,8.15E-01,0.468424168
ADHD,Viral infection,Inverse variance weighted,-0.091533264,1.343751489,9.46E-01,9.13E-01,6.55E-02,1.27E+01,3.36E-23,4.02E-23,0.999304449
ANX,Unspecified maternal hypertension,Inverse variance weighted,0.000297314,0.004370424,9.46E-01,1.00E+00,9.92E-01,1.01E+00,1.20E-09,9.55E-10,0.089885104
OCD,College completion ,Inverse variance weighted,0.022512292,0.336362664,9.47E-01,1.02E+00,5.29E-01,1.98E+00,6.04E-01,8.71E-01,0.943669546
OCD,Age-related hearing impairment (MTAG) ,Weighted mode,-0.054131333,0.801749461,9.47E-01,9.47E-01,1.97E-01,4.56E+00,6.59E-02,7.95E-02,0.672216691
PTSD,Ever taken cannabis ,Simple mode,0.0026776,0.03866643,9.47E-01,1.00E+00,9.29E-01,1.08E+00,1.18E-01,1.36E-01,0.490034171
