Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
NAT10,Oligodendrocytes,ANX,Wald ratio,1,2.118,3.51E-05,NA,NA,NA,0.006642129
ZNF627,Pericytes,ANX,Wald ratio,1,0.582,3.72E-05,NA,NA,NA,0.004078929
ZC3HC1,Excitatory neurons,ANX,Wald ratio,1,0.381,4.06E-05,NA,NA,NA,0.005887473
ATP2A1,OPCs / COPs,ANX,Wald ratio,1,0.367,6.02E-05,NA,NA,NA,0.003818136
SGF29,Microglia,ANX,Wald ratio,1,0.522,6.02E-05,NA,NA,NA,0.003811548
A2M,Pericytes,ANX,Wald ratio,1,1.421,6.93E-05,NA,NA,NA,0.003684372
AC008892.1,OPCs / COPs,ANX,Wald ratio,1,2.15,7.71E-05,NA,NA,NA,0.002914132
FBXO27,Epen1_D52_ROT,ANX,Wald ratio,1,0.65,8.55E-05,NA,NA,NA,0.962134703
ITGA8,OPCs / COPs,ANX,Wald ratio,1,0.78,1.14E-04,NA,NA,NA,0.957431646
TRBC1,Endothelial cells,ANX,Wald ratio,1,0.698,1.15E-04,NA,NA,NA,0.002218279
PRSS23,Astrocytes,ANX,Wald ratio,1,0.474,1.27E-04,NA,NA,NA,0.001727264
EED,Oligodendrocytes,ANX,Wald ratio,1,0.717,1.27E-04,NA,NA,NA,0.053498589
COPS2,Oligodendrocytes,ANX,Wald ratio,1,0.631,1.27E-04,NA,NA,NA,0.002614678
RTCA,Microglia,ANX,Wald ratio,1,1.763,1.32E-04,NA,NA,NA,0.002335062
ECI1,Oligodendrocytes,ANX,Wald ratio,1,0.516,1.35E-04,NA,NA,NA,0.002198031
ZNF776,Excitatory neurons,ANX,Wald ratio,1,0.404,1.37E-04,NA,NA,NA,0.002116934
AC022182.1,Endothelial cells,ANX,Wald ratio,1,1.371,1.48E-04,NA,NA,NA,0.001719924
CTNNBL1,OPCs / COPs,ANX,Wald ratio,1,0.51,1.52E-04,NA,NA,NA,0.001269113
HELZ2,Oligodendrocytes,ANX,Wald ratio,1,0.518,1.59E-04,NA,NA,NA,0.003154138
HELZ2,FPP_D11,ANX,Wald ratio,1,2.117,1.59E-04,NA,NA,NA,0.940388684
OSGIN2,DA_D30,ANX,Wald ratio,1,1.63,1.65E-04,NA,NA,NA,0.946593637
TRMT9B,Astrocytes,ANX,Wald ratio,1,1.205,1.75E-04,NA,NA,NA,0.848408494
PDZD8,Microglia,ANX,Wald ratio,1,1.545,2.01E-04,NA,NA,NA,0.001577021
SSTR2,Endothelial cells,ANX,Wald ratio,1,0.663,2.21E-04,NA,NA,NA,0.001270502
NDUFAF5,Microglia,ANX,Wald ratio,1,0.377,2.26E-04,NA,NA,NA,0.000487297
BPNT1,Inhibitory neurons,ANX,Wald ratio,1,1.578,2.32E-04,NA,NA,NA,0.001056658
AC060766.6,Pericytes,ANX,Wald ratio,1,1.384,2.33E-04,NA,NA,NA,0.00108666
