Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
FAT3,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.49E-02,0.559038899,NA,NA,NA
OR4D5,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.50E-02,0.353391851,NA,NA,NA
LINC00698,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.50E-02,0.846066893,NA,NA,NA
MIR548XHG,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.51E-02,0.817945158,NA,NA,NA
SORCS2,Stem-cell-iPSC,ANX,sQTL,Inverse variance weighted,7.389,3.51E-02,0.516811708,NA,0.303411388,NA
C10orf35,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.52E-02,0.414447545,NA,NA,NA
CPS1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.54E-02,0.299782292,NA,NA,NA
ROR2,Stem-cell-iPSC,ANX,sQTL,Inverse variance weighted,7.389,3.55E-02,0.214746134,NA,0.539549584,NA
INADL,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.56E-02,0.029024752,NA,NA,NA
SLC39A8,Stem-cell-iPSC,ANX,sQTL,Inverse variance weighted,7.389,3.58E-02,0.936203612,NA,0.421462711,NA
NELL1,Stem-cell-iPSC,ANX,sQTL,Inverse variance weighted,7.389,3.59E-02,0.198848796,NA,0.748474985,NA
RPSAP74,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.59E-02,0.417529768,NA,NA,NA
RIN2,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.59E-02,0.985003053,NA,NA,NA
RPL30P3,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.62E-02,0.51696793,NA,NA,NA
CACUL1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.63E-02,0.188303425,NA,NA,NA
LCP1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.63E-02,0.382356164,NA,NA,NA
TACC2,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.65E-02,0.955695871,NA,NA,NA
SDCBP,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.65E-02,0.965815412,NA,NA,NA
KRT18P17,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.65E-02,0.172682041,NA,NA,NA
CSN3,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.65E-02,0.654609073,NA,NA,NA
UGGT1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.65E-02,0.814326334,NA,NA,NA
HSF2BP,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.65E-02,0.129271448,NA,NA,NA
GLI3,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.65E-02,0.849075223,NA,NA,NA
CD14,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.65E-02,0.597917746,NA,NA,NA
CTNNA3,Stem-cell-iPSC,ANX,sQTL,Inverse variance weighted,7.389,3.66E-02,0.160837201,NA,0.907442382,NA
FAM155A,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.68E-02,0.479477705,NA,NA,NA
TMEM108,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.69E-02,0.609859534,NA,NA,NA
C4orf51,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.69E-02,0.892344368,NA,NA,NA
SLC30A10,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.69E-02,0.880184531,NA,NA,NA
CLIC5,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.70E-02,0.832012471,NA,NA,NA
TXNL1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.70E-02,0.461746766,NA,NA,NA
ABCC9,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.70E-02,0.686480141,NA,NA,NA
PDHX,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.71E-02,0.684169826,NA,NA,NA
RARB,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.71E-02,0.397613882,NA,NA,NA
RPL21P47,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.71E-02,0.238916088,NA,NA,NA
OR1M4P,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.72E-02,0.153127451,NA,NA,NA
FAM227A,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.72E-02,0.050468118,NA,NA,NA
FSTL4,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.72E-02,0.598906254,NA,NA,NA
SEMA5B,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.73E-02,0.07410684,NA,NA,NA
SMYD1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.73E-02,0.238057447,NA,NA,NA
RPTOR,Stem-cell-iPSC,ANX,sQTL,Inverse variance weighted,7.389,3.74E-02,0.1415808,NA,0.48017413,NA
MIR548AE1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.74E-02,0.388970161,NA,NA,NA
SRPRB,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.74E-02,0.334025299,NA,NA,NA
CCL28,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.74E-02,0.920888115,NA,NA,NA
YEATS4,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.75E-02,0.279212738,NA,NA,NA
MIR1275,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.75E-02,0.041779054,NA,NA,NA
PDE3A,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.75E-02,0.672134046,NA,NA,NA
MIR5702,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.76E-02,0.284097022,NA,NA,NA
NRG3,Stem-cell-iPSC,ANX,sQTL,Inverse variance weighted,7.389,3.77E-02,0.295024775,NA,0.913973969,NA
RNU7-183P,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.78E-02,0.370832392,NA,NA,NA
MYO16,Stem-cell-iPSC,ANX,sQTL,Inverse variance weighted,7.389,3.78E-02,0.358688148,NA,0.80883028,NA
ZDHHC20-IT1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.78E-02,0.764696104,NA,NA,NA
POLE4,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.78E-02,0.286222446,NA,NA,NA
DNMBP,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.78E-02,0.709376406,NA,NA,NA
ICE2P2,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.78E-02,0.030682043,NA,NA,NA
AK9,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.79E-02,0.819947937,NA,NA,NA
ZNF619P1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.79E-02,0.743616704,NA,NA,NA
CNTN3,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.80E-02,0.077303533,NA,NA,NA
CHST9,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.80E-02,0.037334291,NA,NA,NA
PRSS37,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.80E-02,0.426801528,NA,NA,NA
PREX2,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.81E-02,0.413648179,NA,NA,NA
TRIB2,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.81E-02,0.054324204,NA,NA,NA
PDZD2,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.82E-02,0.116568023,NA,NA,NA
BTBD11,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.82E-02,0.66383176,NA,NA,NA
DDC,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.82E-02,0.459528999,NA,NA,NA
COL26A1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.82E-02,0.834146701,NA,NA,NA
LINC01260,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.83E-02,0.869042723,NA,NA,NA
TTK,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.83E-02,0.257811495,NA,NA,NA
SYNE3,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.83E-02,0.153889725,NA,NA,NA
CCSER1,Stem-cell-iPSC,ANX,sQTL,Inverse variance weighted,20.086,3.83E-02,0.043333475,0.528722417,0.452259805,0.472329255
CNN3,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.84E-02,0.051891852,NA,NA,NA
PNPT1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.84E-02,0.887542783,NA,NA,NA
LINC01448,Stem-cell-iPSC,ANX,sQTL,Inverse variance weighted,7.389,3.84E-02,0.895938516,NA,0.633572401,NA
EGFLAM,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.85E-02,0.933334561,NA,NA,NA
TACC3,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.86E-02,0.680667566,NA,NA,NA
WRN,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.86E-02,0.70904847,NA,NA,NA
KRT19,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.86E-02,0.045898719,NA,NA,NA
LINC00376,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.86E-02,0.231235196,NA,NA,NA
HMGB3P16,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.88E-02,0.934533113,NA,NA,NA
SEPT2P1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.88E-02,0.058753364,NA,NA,NA
AOX1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.88E-02,0.931203347,NA,NA,NA
EVA1C,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.89E-02,0.970355708,NA,NA,NA
TRAPPC9,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.89E-02,0.809549541,NA,NA,NA
TPP2,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.89E-02,0.139159772,NA,NA,NA
PRRC2C,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.89E-02,0.862744687,NA,NA,NA
RNU4-43P,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.90E-02,0.628560101,NA,NA,NA
LPAR3,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.90E-02,0.99710912,NA,NA,NA
GPC6-AS2,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.90E-02,0.439869387,NA,NA,NA
PRKCA,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.90E-02,0.632926431,NA,NA,NA
LINC01163,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.90E-02,0.681331844,NA,NA,NA
FOXF2,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.90E-02,0.516850125,NA,NA,NA
RPL4P5,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.90E-02,0.912858298,NA,NA,NA
PRNP,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.91E-02,0.638380263,NA,NA,NA
EXT1,Stem-cell-iPSC,ANX,sQTL,Inverse variance weighted,7.389,3.91E-02,0.391480466,NA,0.715365372,NA
KLHL23,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.91E-02,0.67884841,NA,NA,NA
TRAM1L1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.92E-02,0.786102271,NA,NA,NA
PRPH2,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.92E-02,0.801272431,NA,NA,NA
PPP3CC,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.92E-02,0.832012471,NA,NA,NA
STPG2,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.92E-02,0.482749766,NA,NA,NA
SCARA5,Stem-cell-iPSC,ANX,sQTL,Inverse variance weighted,7.389,3.93E-02,0.752029905,NA,0.884066189,NA
PKP4,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.93E-02,0.839129155,NA,NA,NA
SLC12A8,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.93E-02,0.487270602,NA,NA,NA
GFPT2,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.93E-02,0.656957528,NA,NA,NA
CIZ1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.94E-02,0.198881141,NA,NA,NA
EEF1A1P27,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.94E-02,0.887245058,NA,NA,NA
LINC00886,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.94E-02,0.972597141,NA,NA,NA
UGT2B7,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.95E-02,0.743224552,NA,NA,NA
ADAMTS12,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.95E-02,0.966889772,NA,NA,NA
POT1-AS1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.95E-02,0.389581062,NA,NA,NA
ROBO2,Stem-cell-iPSC,ANX,sQTL,Weighted mode,20.086,3.95E-02,0.816851515,0.012147799,0.019671382,0.705179731
TPO,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.95E-02,0.859924253,NA,NA,NA
RPS4XP7,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.96E-02,0.598047151,NA,NA,NA
KCNN2,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.97E-02,0.105216879,NA,NA,NA
LINC00540,Stem-cell-iPSC,ANX,sQTL,Inverse variance weighted,20.086,3.97E-02,0.909542185,0.460404841,0.483957026,0.51559811
NAALADL2,Stem-cell-iPSC,ANX,sQTL,Weighted mode,20.086,3.97E-02,0.977939676,0.28182333,0.029022679,0.265102829
STK10,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.97E-02,0.540577258,NA,NA,NA
SFRP4,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.98E-02,0.411766733,NA,NA,NA
MS4A6E,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.98E-02,0.488039329,NA,NA,NA
RHBDD1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.98E-02,0.915334579,NA,NA,NA
CEP128,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.98E-02,0.911528238,NA,NA,NA
CHMP7,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.98E-02,0.001470822,NA,NA,NA
LINC00330,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.98E-02,0.820211679,NA,NA,NA
NRXN1,Stem-cell-iPSC,ANX,sQTL,Inverse variance weighted,7.389,3.99E-02,0.88222646,NA,0.928261882,NA
PHC2,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.99E-02,0.816628067,NA,NA,NA
MIR1202,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.99E-02,0.743563855,NA,NA,NA
RIMS2,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.99E-02,0.882331372,NA,NA,NA
MTCO1P43,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.99E-02,0.35583907,NA,NA,NA
MAGI1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,3.99E-02,0.416370536,NA,NA,NA
RNF17,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.00E-02,0.189429841,NA,NA,NA
CNTN1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.00E-02,0.765924569,NA,NA,NA
VSX1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.00E-02,0.93907452,NA,NA,NA
NHLRC2,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.00E-02,0.702199591,NA,NA,NA
LRRC4C,Stem-cell-iPSC,ANX,sQTL,Inverse variance weighted,7.389,4.00E-02,0.828661699,NA,0.599412471,NA
PTPRQ,Stem-cell-iPSC,ANX,sQTL,Inverse variance weighted,7.389,4.00E-02,0.613690977,NA,0.867263296,NA
PEPD,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.01E-02,0.194835238,NA,NA,NA
TRIM42,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.01E-02,0.665022259,NA,NA,NA
IGF1R,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.01E-02,0.735102565,NA,NA,NA
MGST2,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.01E-02,0.400908387,NA,NA,NA
SNX13,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.01E-02,0.406071329,NA,NA,NA
ARL15,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.02E-02,0.847387513,NA,NA,NA
UMAD1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.02E-02,0.182775402,NA,NA,NA
FEZ2,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.02E-02,0.628729059,NA,NA,NA
PRKD1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.02E-02,0.559859071,NA,NA,NA
ICA1L,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.02E-02,0.062067295,NA,NA,NA
RN7SKP181,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.03E-02,0.101904958,NA,NA,NA
TRAV5,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.03E-02,0.17880471,NA,NA,NA
RPL26P3,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.03E-02,0.375334784,NA,NA,NA
FHIT,Stem-cell-iPSC,ANX,sQTL,Inverse variance weighted,7.389,4.03E-02,0.953032814,NA,0.326895847,NA
LINC00504,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.03E-02,0.555362567,NA,NA,NA
XPR1,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.03E-02,0.492961559,NA,NA,NA
LINC01040,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.04E-02,0.312021689,NA,NA,NA
FGF20,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.05E-02,0.079331388,NA,NA,NA
PDE4D,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.05E-02,0.340216961,NA,NA,NA
PPFIBP2,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.05E-02,0.576282163,NA,NA,NA
SERGEF,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.05E-02,0.603552777,NA,NA,NA
PAK7,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.05E-02,0.925218132,NA,NA,NA
RN7SKP122,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.06E-02,0.424098448,NA,NA,NA
LINC01483,Stem-cell-iPSC,ANX,sQTL,Wald ratio,2.718,4.06E-02,0.379008256,NA,NA,NA
