Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
WDSUB1,Stem-cell-iPSC,ANX,Wald ratio,1,1.223,5.06E-04,NA,NA,NA,0.528083018
NUF2,Stem-cell-iPSC,ANX,Wald ratio,1,1.288,1.32E-03,NA,NA,NA,0.577821621
ACTA1,Stem-cell-iPSC,ANX,Wald ratio,1,1.182,1.80E-03,NA,NA,NA,0.316369261
HSDL2,Stem-cell-iPSC,ANX,Wald ratio,1,1.249,2.35E-03,NA,NA,NA,0.057015907
FLNB,Stem-cell-iPSC,ANX,Wald ratio,1,0.768,4.81E-03,NA,NA,NA,0.097750397
AAMDC,Stem-cell-iPSC,ANX,Wald ratio,1,1.126,7.09E-03,NA,NA,NA,0.405066872
CENPU,Stem-cell-iPSC,ANX,Wald ratio,1,0.888,9.12E-03,NA,NA,NA,0.306024988
NNT,Stem-cell-iPSC,ANX,Wald ratio,1,0.837,1.22E-02,NA,NA,NA,0.315669045
MCOLN2,Stem-cell-iPSC,ANX,Wald ratio,1,1.102,1.48E-02,NA,NA,NA,0.000765854
PYGL,Stem-cell-iPSC,ANX,Wald ratio,1,1.242,1.56E-02,NA,NA,NA,0.095741915
TTC27,Stem-cell-iPSC,ANX,Wald ratio,1,1.184,2.04E-02,NA,NA,NA,0.123188283
R3HCC1,Stem-cell-iPSC,ANX,Wald ratio,1,0.851,2.13E-02,NA,NA,NA,0.002647451
RDH13,Stem-cell-iPSC,ANX,Wald ratio,1,1.103,2.16E-02,NA,NA,NA,0.156098231
TAF6,Stem-cell-iPSC,ANX,Wald ratio,1,1.164,2.94E-02,NA,NA,NA,0.014000315
CDC7,Stem-cell-iPSC,ANX,Wald ratio,1,1.153,3.78E-02,NA,NA,NA,0.053690184
FAM101B,Stem-cell-iPSC,ANX,Wald ratio,1,1.253,3.83E-02,NA,NA,NA,0.013140018
GNL3,Stem-cell-iPSC,ANX,Wald ratio,1,0.888,4.23E-02,NA,NA,NA,0.084352031
WASL,Stem-cell-iPSC,ANX,Wald ratio,1,1.128,5.31E-02,NA,NA,NA,0.084883045
IMMT,Stem-cell-iPSC,ANX,Wald ratio,1,1.116,5.41E-02,NA,NA,NA,0.082444292
CHMP2B,Stem-cell-iPSC,ANX,Wald ratio,1,0.864,5.98E-02,NA,NA,NA,0.014675882
IVD,Stem-cell-iPSC,ANX,Wald ratio,1,0.898,6.16E-02,NA,NA,NA,0.040841163
ACADS,Stem-cell-iPSC,ANX,Wald ratio,1,1.117,6.32E-02,NA,NA,NA,0.027870654
ANKMY2,Stem-cell-iPSC,ANX,Wald ratio,1,1.153,6.40E-02,NA,NA,NA,0.058409975
LYN,Stem-cell-iPSC,ANX,Wald ratio,1,0.916,6.60E-02,NA,NA,NA,0.015440888
CSE1L,Stem-cell-iPSC,ANX,Wald ratio,1,1.25,7.08E-02,NA,NA,NA,0.007652705
TAMM41,Stem-cell-iPSC,ANX,Wald ratio,1,0.922,7.17E-02,NA,NA,NA,0.067981235
CENPV,Stem-cell-iPSC,ANX,Wald ratio,1,0.951,7.34E-02,NA,NA,NA,0.063726753
ARHGEF16,Stem-cell-iPSC,ANX,Wald ratio,1,1.145,7.63E-02,NA,NA,NA,0.000221618
ZNF557,Stem-cell-iPSC,ANX,Wald ratio,1,1.088,8.17E-02,NA,NA,NA,0.000173447
ZNRF1,Stem-cell-iPSC,ANX,Wald ratio,1,1.146,8.37E-02,NA,NA,NA,0.002059039
C9orf64,Stem-cell-iPSC,ANX,Wald ratio,1,1.077,8.55E-02,NA,NA,NA,0.011906603
RAB5A,Stem-cell-iPSC,ANX,Wald ratio,1,1.125,8.67E-02,NA,NA,NA,0.028779857
ACO1,Stem-cell-iPSC,ANX,Wald ratio,1,1.175,8.83E-02,NA,NA,NA,0.001248281
LEPREL2,Stem-cell-iPSC,ANX,Wald ratio,1,0.908,9.59E-02,NA,NA,NA,0.00058387
KIAA1524,Stem-cell-iPSC,ANX,Wald ratio,1,1.138,9.94E-02,NA,NA,NA,0.003973341
IWS1,Stem-cell-iPSC,ANX,Wald ratio,1,0.853,1.01E-01,NA,NA,NA,0.000748994
ATP5S,Stem-cell-iPSC,ANX,Wald ratio,1,0.94,1.01E-01,NA,NA,NA,0.046774673
CNN2,Stem-cell-iPSC,ANX,Wald ratio,1,1.293,1.05E-01,NA,NA,NA,0.060515107
MTAP,Stem-cell-iPSC,ANX,Wald ratio,1,0.81,1.12E-01,NA,NA,NA,0.017612227
GSTT1,Stem-cell-iPSC,ANX,Wald ratio,1,1.112,1.12E-01,NA,NA,NA,0.073423398
GSTM4,Stem-cell-iPSC,ANX,Wald ratio,1,0.843,1.14E-01,NA,NA,NA,0.001503604
HSPBAP1,Stem-cell-iPSC,ANX,Wald ratio,1,0.909,1.17E-01,NA,NA,NA,0.034728308
ARFGEF1,Stem-cell-iPSC,ANX,Wald ratio,1,1.235,1.22E-01,NA,NA,NA,0.00063821
CD40,Stem-cell-iPSC,ANX,Wald ratio,1,1.066,1.22E-01,NA,NA,NA,0.039179363
