Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
DND1P1,Lymphocyte,ASD,Wald ratio,1,0.942,2.37E-05,NA,NA,NA,0.982994527
SRPK2,Lymphocyte,ASD,Wald ratio,1,1.078,3.84E-04,NA,NA,NA,0.781367067
NT5DC2,Lymphocyte,ASD,Wald ratio,1,1.103,5.90E-04,NA,NA,NA,0.711023321
PDIA6,Lymphocyte,ASD,Wald ratio,1,0.936,6.49E-04,NA,NA,NA,0.499105791
KANSL1,Lymphocyte,ASD,Wald ratio,1,0.912,1.19E-03,NA,NA,NA,0.558470141
RP11-473I1.6,Lymphocyte,ASD,Wald ratio,1,0.935,1.42E-03,NA,NA,NA,0.00159932
FAM53A,Lymphocyte,ASD,Wald ratio,1,1.074,1.78E-03,NA,NA,NA,0.028856993
CIZ1,Lymphocyte,ASD,Wald ratio,1,1.061,3.78E-03,NA,NA,NA,0.033169998
TMEM50B,Lymphocyte,ASD,Wald ratio,1,1.067,4.70E-03,NA,NA,NA,0.030708157
SNCG,Lymphocyte,ASD,Wald ratio,1,1.062,4.94E-03,NA,NA,NA,0.027580448
RP5-1031D4.2,Lymphocyte,ASD,Wald ratio,1,1.055,5.24E-03,NA,NA,NA,0.000764575
TRMT12,Lymphocyte,ASD,Wald ratio,1,0.918,5.81E-03,NA,NA,NA,0.110448042
CTC-228N24.1,Lymphocyte,ASD,Wald ratio,1,1.07,6.21E-03,NA,NA,NA,0.111427485
BCAS4,Lymphocyte,ASD,Wald ratio,1,0.94,8.95E-03,NA,NA,NA,0.006301869
KLC1,Lymphocyte,ASD,Wald ratio,1,1.043,1.12E-02,NA,NA,NA,0.157153132
RP11-44F21.4,Lymphocyte,ASD,Wald ratio,1,1.043,1.36E-02,NA,NA,NA,5.22E-05
SGSM2,Lymphocyte,ASD,Wald ratio,1,0.943,1.36E-02,NA,NA,NA,0.03133544
METTL21A,Lymphocyte,ASD,Wald ratio,1,0.969,1.42E-02,NA,NA,NA,0.126508073
LINC00211,Lymphocyte,ASD,Wald ratio,1,1.044,1.43E-02,NA,NA,NA,0.030168821
RP11-716O23.2,Lymphocyte,ASD,Wald ratio,1,0.936,1.55E-02,NA,NA,NA,0.085368485
ADAMTSL3,Lymphocyte,ASD,Wald ratio,1,0.959,1.57E-02,NA,NA,NA,0.004339258
HKDC1,Lymphocyte,ASD,Wald ratio,1,1.131,1.57E-02,NA,NA,NA,0.080461341
RNU6-1224P,Lymphocyte,ASD,Wald ratio,1,0.943,1.58E-02,NA,NA,NA,0.112672135
RP11-753N8.1,Lymphocyte,ASD,Wald ratio,1,1.032,1.59E-02,NA,NA,NA,0.01098329
