Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
KIAA1211,Stem-cell-iPSC,ASD,Wald ratio,1,0.957,6.22E-02,NA,NA,NA,0.039653239
TSFM,Stem-cell-iPSC,ASD,Wald ratio,1,0.965,6.49E-02,NA,NA,NA,0.03886838
CENPV,Stem-cell-iPSC,ASD,Wald ratio,1,1.025,6.56E-02,NA,NA,NA,0.035841005
MGME1,Stem-cell-iPSC,ASD,Wald ratio,1,0.932,6.57E-02,NA,NA,NA,0.001444786
CD3EAP,Stem-cell-iPSC,ASD,Wald ratio,1,0.94,6.62E-02,NA,NA,NA,0.030424301
PTAR1,Stem-cell-iPSC,ASD,Wald ratio,1,1.078,7.50E-02,NA,NA,NA,0.003353321
SETD9,Stem-cell-iPSC,ASD,Wald ratio,1,1.036,7.85E-02,NA,NA,NA,0.040459721
NOM1,Stem-cell-iPSC,ASD,Wald ratio,1,0.936,8.14E-02,NA,NA,NA,0.000865169
CLN8,Stem-cell-iPSC,ASD,Wald ratio,1,1.058,8.21E-02,NA,NA,NA,0.00292694
WRN,Stem-cell-iPSC,ASD,Wald ratio,1,1.04,8.32E-02,NA,NA,NA,0.008907015
VPS4B,Stem-cell-iPSC,ASD,Wald ratio,1,0.933,8.59E-02,NA,NA,NA,0.023213441
UGDH,Stem-cell-iPSC,ASD,Wald ratio,1,0.935,8.65E-02,NA,NA,NA,0.030640444
ISCA1,Stem-cell-iPSC,ASD,Wald ratio,1,1.052,8.81E-02,NA,NA,NA,0.024790768
LYN,Stem-cell-iPSC,ASD,Wald ratio,1,1.044,9.26E-02,NA,NA,NA,0.006652975
IMPA1,Stem-cell-iPSC,ASD,Wald ratio,1,0.961,9.86E-02,NA,NA,NA,0.028563453
RMDN1,Stem-cell-iPSC,ASD,Wald ratio,1,1.028,9.90E-02,NA,NA,NA,0.02991352
ITSN2,Stem-cell-iPSC,ASD,Wald ratio,1,0.947,1.01E-01,NA,NA,NA,0.000819838
CFL2,Stem-cell-iPSC,ASD,Wald ratio,1,0.943,1.03E-01,NA,NA,NA,0.035520648
HSPA4,Stem-cell-iPSC,ASD,Wald ratio,1,0.924,1.03E-01,NA,NA,NA,0.000570388
MAVS,Stem-cell-iPSC,ASD,Wald ratio,1,0.954,1.06E-01,NA,NA,NA,0.021356597
PROSC,Stem-cell-iPSC,ASD,Wald ratio,1,0.913,1.09E-01,NA,NA,NA,0.004652047
HMGB1,Stem-cell-iPSC,ASD,Wald ratio,1,1.075,1.10E-01,NA,NA,NA,0.000199857
PRKAB1,Stem-cell-iPSC,ASD,Wald ratio,1,1.079,1.12E-01,NA,NA,NA,0.001098595
EARS2,Stem-cell-iPSC,ASD,Wald ratio,1,0.958,1.12E-01,NA,NA,NA,0.006159812
EEFSEC,Stem-cell-iPSC,ASD,Wald ratio,1,1.053,1.17E-01,NA,NA,NA,0.002203076
VWA8,Stem-cell-iPSC,ASD,Wald ratio,1,0.976,1.20E-01,NA,NA,NA,0.02421331
PRODH,Stem-cell-iPSC,ASD,Wald ratio,1,1.038,1.24E-01,NA,NA,NA,0.023200191
PDP2,Stem-cell-iPSC,ASD,Wald ratio,1,1.057,1.30E-01,NA,NA,NA,0.000106052
NSUN2,Stem-cell-iPSC,ASD,Wald ratio,1,1.057,1.32E-01,NA,NA,NA,0.016771669
CKAP4,Stem-cell-iPSC,ASD,Wald ratio,1,0.936,1.33E-01,NA,NA,NA,0.001524182
NMRAL1,Stem-cell-iPSC,ASD,Wald ratio,1,1.032,1.34E-01,NA,NA,NA,0.029484077
NUDT19,Stem-cell-iPSC,ASD,Wald ratio,1,0.96,1.34E-01,NA,NA,NA,0.003886669
ANKMY2,Stem-cell-iPSC,ASD,Wald ratio,1,0.954,1.40E-01,NA,NA,NA,0.014419671
SPRYD3,Stem-cell-iPSC,ASD,Wald ratio,1,0.958,1.40E-01,NA,NA,NA,0.00047611
CSE1L,Stem-cell-iPSC,ASD,Wald ratio,1,1.098,1.40E-01,NA,NA,NA,0.002372607
UCHL3,Stem-cell-iPSC,ASD,Wald ratio,1,1.061,1.56E-01,NA,NA,NA,0.018006591
DCP1B,Stem-cell-iPSC,ASD,Wald ratio,1,1.042,1.59E-01,NA,NA,NA,0.004081751
PPP2R4,Stem-cell-iPSC,ASD,Wald ratio,1,1.046,1.64E-01,NA,NA,NA,0.032043403
TBC1D15,Stem-cell-iPSC,ASD,Wald ratio,1,0.936,1.67E-01,NA,NA,NA,0.001491646
MLYCD,Stem-cell-iPSC,ASD,Wald ratio,1,1.049,1.71E-01,NA,NA,NA,0.002312323
PYGL,Stem-cell-iPSC,ASD,Wald ratio,1,1.063,1.72E-01,NA,NA,NA,0.007837249
CUL4A,Stem-cell-iPSC,ASD,Wald ratio,1,1.042,1.72E-01,NA,NA,NA,0.007580965
TRMU,Stem-cell-iPSC,ASD,Wald ratio,1,1.046,1.73E-01,NA,NA,NA,0.000219511
SCG3,Stem-cell-iPSC,ASD,Wald ratio,1,0.969,1.76E-01,NA,NA,NA,4.75E-05
HYOU1,Stem-cell-iPSC,ASD,Wald ratio,1,1.048,1.78E-01,NA,NA,NA,0.015340676
FTSJ3,Stem-cell-iPSC,ASD,Wald ratio,1,0.97,1.81E-01,NA,NA,NA,0.017304853
NUDT7,Stem-cell-iPSC,ASD,Wald ratio,1,1.031,1.87E-01,NA,NA,NA,0.00036229
GAA,Stem-cell-iPSC,ASD,Wald ratio,1,1.034,1.94E-01,NA,NA,NA,0.015986001
QTRTD1,Stem-cell-iPSC,ASD,Wald ratio,1,1.046,1.95E-01,NA,NA,NA,0.001600905
CHRAC1,Stem-cell-iPSC,ASD,Wald ratio,1,0.94,1.95E-01,NA,NA,NA,0.000903639
NT5C3B,Stem-cell-iPSC,ASD,Wald ratio,1,1.106,1.96E-01,NA,NA,NA,0.005395083
KIF14,Stem-cell-iPSC,ASD,Wald ratio,1,1.047,1.97E-01,NA,NA,NA,0.000257087
DPH6,Stem-cell-iPSC,ASD,Wald ratio,1,0.944,1.98E-01,NA,NA,NA,0.00363088
LRRTM4,Stem-cell-iPSC,ASD,Wald ratio,1,0.973,1.98E-01,NA,NA,NA,8.81E-05
COA1,Stem-cell-iPSC,ASD,Wald ratio,1,1.042,2.00E-01,NA,NA,NA,0.015670801
GNA12,Stem-cell-iPSC,ASD,Wald ratio,1,0.956,2.05E-01,NA,NA,NA,8.50E-05
FBLIM1,Stem-cell-iPSC,ASD,Wald ratio,1,1.042,2.07E-01,NA,NA,NA,0.017677344
C4orf27,Stem-cell-iPSC,ASD,Wald ratio,1,0.972,2.11E-01,NA,NA,NA,0.020618203
CECR1,Stem-cell-iPSC,ASD,Wald ratio,1,0.978,2.16E-01,NA,NA,NA,0.012014318
RTN3,Stem-cell-iPSC,ASD,Wald ratio,1,1.044,2.17E-01,NA,NA,NA,0.016638219
VRK2,Stem-cell-iPSC,ASD,Wald ratio,1,1.034,2.20E-01,NA,NA,NA,0.014647367
IMPA2,Stem-cell-iPSC,ASD,Wald ratio,1,0.931,2.21E-01,NA,NA,NA,0.001539666
MIPEP,Stem-cell-iPSC,ASD,Wald ratio,1,1.043,2.22E-01,NA,NA,NA,0.00378602
IMMT,Stem-cell-iPSC,ASD,Wald ratio,1,0.968,2.23E-01,NA,NA,NA,0.014187995
PFAS,Stem-cell-iPSC,ASD,Wald ratio,1,1.059,2.27E-01,NA,NA,NA,0.015516957
KIAA1524,Stem-cell-iPSC,ASD,Wald ratio,1,0.951,2.29E-01,NA,NA,NA,0.001168947
C14orf159,Stem-cell-iPSC,ASD,Wald ratio,1,0.985,2.33E-01,NA,NA,NA,0.014541645
SLC25A24,Stem-cell-iPSC,ASD,Wald ratio,1,1.019,2.34E-01,NA,NA,NA,0.016224101
AIMP2,Stem-cell-iPSC,ASD,Wald ratio,1,1.015,2.35E-01,NA,NA,NA,0.015813409
HIBCH,Stem-cell-iPSC,ASD,Wald ratio,1,0.973,2.36E-01,NA,NA,NA,0.013848194
GFM1,Stem-cell-iPSC,ASD,Wald ratio,1,1.055,2.39E-01,NA,NA,NA,0.002728294
IQGAP1,Stem-cell-iPSC,ASD,Wald ratio,1,1.041,2.40E-01,NA,NA,NA,0.003604652
ATP1A3,Stem-cell-iPSC,ASD,Wald ratio,1,1.041,2.41E-01,NA,NA,NA,0.001453263
ADA,Stem-cell-iPSC,ASD,Wald ratio,1,0.961,2.42E-01,NA,NA,NA,0.013441075
ACTA1,Stem-cell-iPSC,ASD,Wald ratio,1,0.972,2.44E-01,NA,NA,NA,0.004108885
STAT3,Stem-cell-iPSC,ASD,Wald ratio,1,0.96,2.45E-01,NA,NA,NA,0.003181616
MSH6,Stem-cell-iPSC,ASD,Wald ratio,1,1.016,2.47E-01,NA,NA,NA,2.11E-05
OXNAD1,Stem-cell-iPSC,ASD,Wald ratio,1,0.967,2.52E-01,NA,NA,NA,0.004917211
CNN2,Stem-cell-iPSC,ASD,Wald ratio,1,0.942,2.54E-01,NA,NA,NA,0.011890796
SLC1A5,Stem-cell-iPSC,ASD,Wald ratio,1,0.95,2.59E-01,NA,NA,NA,0.003810671
MTHFS,Stem-cell-iPSC,ASD,Wald ratio,1,1.022,2.60E-01,NA,NA,NA,0.016787929
NTS,Stem-cell-iPSC,ASD,Wald ratio,1,0.981,2.62E-01,NA,NA,NA,0.013007923
CPVL,Stem-cell-iPSC,ASD,Wald ratio,1,1.03,2.64E-01,NA,NA,NA,0.004046383
CD59,Stem-cell-iPSC,ASD,Wald ratio,1,1.022,2.64E-01,NA,NA,NA,0.014695241
TMEM143,Stem-cell-iPSC,ASD,Wald ratio,1,1.037,2.66E-01,NA,NA,NA,0.000174607
CPNE1,Stem-cell-iPSC,ASD,Wald ratio,1,1.017,2.66E-01,NA,NA,NA,0.020620114
E2F6,Stem-cell-iPSC,ASD,Wald ratio,1,0.963,2.67E-01,NA,NA,NA,0.000109767
ATG3,Stem-cell-iPSC,ASD,Wald ratio,1,0.925,2.68E-01,NA,NA,NA,0.000379405
TRIM44,Stem-cell-iPSC,ASD,Wald ratio,1,0.975,2.70E-01,NA,NA,NA,9.03E-06
STK33,Stem-cell-iPSC,ASD,Wald ratio,1,1.047,2.71E-01,NA,NA,NA,0.001642524
TBRG4,Stem-cell-iPSC,ASD,Wald ratio,1,0.953,2.73E-01,NA,NA,NA,0.005034422
ABAT,Stem-cell-iPSC,ASD,Wald ratio,1,1.041,2.78E-01,NA,NA,NA,0.002116523
S100A13,Stem-cell-iPSC,ASD,Wald ratio,1,1.033,2.78E-01,NA,NA,NA,0.012551925
ACTN3,Stem-cell-iPSC,ASD,Wald ratio,1,1.015,2.80E-01,NA,NA,NA,0.012145181
CASP6,Stem-cell-iPSC,ASD,Wald ratio,1,0.955,2.81E-01,NA,NA,NA,0.007665636
CYB5R2,Stem-cell-iPSC,ASD,Wald ratio,1,0.96,2.82E-01,NA,NA,NA,0.011473343
PSMD5,Stem-cell-iPSC,ASD,Wald ratio,1,0.975,2.83E-01,NA,NA,NA,0.001172491
ACADS,Stem-cell-iPSC,ASD,Wald ratio,1,0.967,2.83E-01,NA,NA,NA,0.005043848
CRABP2,Stem-cell-iPSC,ASD,Wald ratio,1,1.057,2.86E-01,NA,NA,NA,0.003639255
FDXR,Stem-cell-iPSC,ASD,Wald ratio,1,0.972,2.87E-01,NA,NA,NA,0.010468531
WDR25,Stem-cell-iPSC,ASD,Wald ratio,1,0.96,2.90E-01,NA,NA,NA,3.71E-05
PSMB7,Stem-cell-iPSC,ASD,Wald ratio,1,0.947,2.92E-01,NA,NA,NA,0.030511038
EI24,Stem-cell-iPSC,ASD,Wald ratio,1,0.972,2.95E-01,NA,NA,NA,0.00150728
NT5DC3,Stem-cell-iPSC,ASD,Wald ratio,1,1.026,2.97E-01,NA,NA,NA,0.000570148
GOSR1,Stem-cell-iPSC,ASD,Wald ratio,1,0.963,3.05E-01,NA,NA,NA,0.001802597
ATAD3A,Stem-cell-iPSC,ASD,Wald ratio,1,0.917,3.06E-01,NA,NA,NA,0.001787792
EPHX2,Stem-cell-iPSC,ASD,Wald ratio,1,1.021,3.07E-01,NA,NA,NA,0.01575888
NQO1,Stem-cell-iPSC,ASD,Wald ratio,1,0.986,3.12E-01,NA,NA,NA,0.014509888
GNAQ,Stem-cell-iPSC,ASD,Wald ratio,1,0.963,3.14E-01,NA,NA,NA,0.007133566
KHK,Stem-cell-iPSC,ASD,Wald ratio,1,1.024,3.21E-01,NA,NA,NA,0.008186255
RAB17,Stem-cell-iPSC,ASD,Wald ratio,1,0.977,3.26E-01,NA,NA,NA,0.013281812
GOLM1,Stem-cell-iPSC,ASD,Wald ratio,1,1.031,3.28E-01,NA,NA,NA,0.001056821
HDDC3,Stem-cell-iPSC,ASD,Wald ratio,1,1.027,3.30E-01,NA,NA,NA,0.006345712
MAPK3,Stem-cell-iPSC,ASD,Wald ratio,1,0.978,3.35E-01,NA,NA,NA,0.011130577
PNMAL1,Stem-cell-iPSC,ASD,Wald ratio,1,1.028,3.39E-01,NA,NA,NA,0.011119077
PLCB3,Stem-cell-iPSC,ASD,Wald ratio,1,0.968,3.40E-01,NA,NA,NA,0.000217625
TBCE,Stem-cell-iPSC,ASD,Wald ratio,1,1.041,3.41E-01,NA,NA,NA,0.010920181
NAT10,Stem-cell-iPSC,ASD,Wald ratio,1,0.958,3.45E-01,NA,NA,NA,0.003199061
SYT2,Stem-cell-iPSC,ASD,Wald ratio,1,0.971,3.48E-01,NA,NA,NA,0.009235054
HDHD2,Stem-cell-iPSC,ASD,Wald ratio,1,1.038,3.52E-01,NA,NA,NA,0.000297852
CENPU,Stem-cell-iPSC,ASD,Wald ratio,1,0.981,3.54E-01,NA,NA,NA,0.011409337
IQCB1,Stem-cell-iPSC,ASD,Wald ratio,1,0.982,3.54E-01,NA,NA,NA,0.012368843
TRMT61B,Stem-cell-iPSC,ASD,Wald ratio,1,1.017,3.65E-01,NA,NA,NA,0.010327004
CECR5,Stem-cell-iPSC,ASD,Wald ratio,1,0.972,3.67E-01,NA,NA,NA,0.002226432
YTHDC2,Stem-cell-iPSC,ASD,Wald ratio,1,1.019,3.68E-01,NA,NA,NA,0.010954995
PWP1,Stem-cell-iPSC,ASD,Wald ratio,1,0.97,3.69E-01,NA,NA,NA,0.001255871
KDR,Stem-cell-iPSC,ASD,Wald ratio,1,1.032,3.70E-01,NA,NA,NA,0.00083177
PPAP2C,Stem-cell-iPSC,ASD,Wald ratio,1,0.972,3.72E-01,NA,NA,NA,0.00060956
GALNT2,Stem-cell-iPSC,ASD,Wald ratio,1,1.034,3.73E-01,NA,NA,NA,0.000631735
GATM,Stem-cell-iPSC,ASD,Wald ratio,1,1.027,3.74E-01,NA,NA,NA,0.00167647
GULP1,Stem-cell-iPSC,ASD,Wald ratio,1,1.024,3.77E-01,NA,NA,NA,0.010055913
FAM118A,Stem-cell-iPSC,ASD,Wald ratio,1,1.015,3.79E-01,NA,NA,NA,0.011361028
C9orf89,Stem-cell-iPSC,ASD,Wald ratio,1,1.029,3.81E-01,NA,NA,NA,0.006663105
NNT,Stem-cell-iPSC,ASD,Wald ratio,1,0.969,3.83E-01,NA,NA,NA,0.017740835
ESD,Stem-cell-iPSC,ASD,Wald ratio,1,1.039,3.83E-01,NA,NA,NA,0.006351756
MZT2A,Stem-cell-iPSC,ASD,Wald ratio,1,0.978,3.85E-01,NA,NA,NA,0.000939462
LCLAT1,Stem-cell-iPSC,ASD,Wald ratio,1,0.97,3.90E-01,NA,NA,NA,0.001731845
ZNF738,Stem-cell-iPSC,ASD,Wald ratio,1,1.015,3.90E-01,NA,NA,NA,0.011580647
PDK1,Stem-cell-iPSC,ASD,Wald ratio,1,1.019,3.96E-01,NA,NA,NA,0.010755111
CTSV,Stem-cell-iPSC,ASD,Wald ratio,1,0.968,3.96E-01,NA,NA,NA,0.000369257
TXN,Stem-cell-iPSC,ASD,Wald ratio,1,1.03,3.97E-01,NA,NA,NA,0.014287774
GCDH,Stem-cell-iPSC,ASD,Wald ratio,1,1.018,4.07E-01,NA,NA,NA,0.009597569
LEPREL2,Stem-cell-iPSC,ASD,Wald ratio,1,1.018,4.09E-01,NA,NA,NA,9.89E-05
KRI1,Stem-cell-iPSC,ASD,Wald ratio,1,0.979,4.15E-01,NA,NA,NA,0.010364419
CARS2,Stem-cell-iPSC,ASD,Wald ratio,1,1.016,4.16E-01,NA,NA,NA,0.0180145
VWDE,Stem-cell-iPSC,ASD,Wald ratio,1,0.983,4.19E-01,NA,NA,NA,0.009565983
BBS4,Stem-cell-iPSC,ASD,Wald ratio,1,1.029,4.20E-01,NA,NA,NA,0.005076364
SYF2,Stem-cell-iPSC,ASD,Wald ratio,1,0.971,4.20E-01,NA,NA,NA,0.000292885
TTC27,Stem-cell-iPSC,ASD,Wald ratio,1,0.974,4.25E-01,NA,NA,NA,0.007051446
RNPEP,Stem-cell-iPSC,ASD,Wald ratio,1,1.039,4.29E-01,NA,NA,NA,0.000614793
RAB5A,Stem-cell-iPSC,ASD,Wald ratio,1,0.975,4.31E-01,NA,NA,NA,0.004590588
MGST3,Stem-cell-iPSC,ASD,Wald ratio,1,1.028,4.35E-01,NA,NA,NA,0.004039676
CPS1,Stem-cell-iPSC,ASD,Wald ratio,1,1.022,4.39E-01,NA,NA,NA,0.007291941
ETHE1,Stem-cell-iPSC,ASD,Wald ratio,1,1.015,4.42E-01,NA,NA,NA,0.011655613
GSS,Stem-cell-iPSC,ASD,Wald ratio,1,0.981,4.43E-01,NA,NA,NA,0.009404787
GEN1,Stem-cell-iPSC,ASD,Wald ratio,1,0.981,4.45E-01,NA,NA,NA,0.003373168
ENOSF1,Stem-cell-iPSC,ASD,Wald ratio,1,1.022,4.45E-01,NA,NA,NA,0.006957195
IFITM3,Stem-cell-iPSC,ASD,Wald ratio,1,0.984,4.50E-01,NA,NA,NA,0.009898274
SPATA20,Stem-cell-iPSC,ASD,Wald ratio,1,1.015,4.55E-01,NA,NA,NA,0.013473495
PDCD6IP,Stem-cell-iPSC,ASD,Wald ratio,1,1.019,4.56E-01,NA,NA,NA,0.010464423
