Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
RIF1,Lymphocyte,ASD,Wald ratio,1,0.847,1.05E-02,NA,NA,NA,0.156547369
ITPK1,Lymphocyte,ASD,Wald ratio,1,0.958,1.06E-02,NA,NA,NA,0.160879508
NEGR1,Lymphocyte,ASD,Wald ratio,1,1.043,1.06E-02,NA,NA,NA,0.152712659
MYO18A,Lymphocyte,ASD,Wald ratio,1,1.044,1.07E-02,NA,NA,NA,0.158991288
C6orf122,Lymphocyte,ASD,Wald ratio,1,2.132,1.08E-02,NA,NA,NA,0.193692374
TMEM178,Lymphocyte,ASD,Wald ratio,1,0.813,1.09E-02,NA,NA,NA,0.148786104
MGC2752,Lymphocyte,ASD,Wald ratio,1,1.192,1.12E-02,NA,NA,NA,0.177971969
UBE2M,Lymphocyte,ASD,Wald ratio,1,1.05,1.12E-02,NA,NA,NA,0.178005209
FAM69A,Lymphocyte,ASD,Wald ratio,1,1.057,1.17E-02,NA,NA,NA,0.155840282
EHMT1,Lymphocyte,ASD,Wald ratio,1,1.051,1.17E-02,NA,NA,NA,0.149467752
UNC13A,Lymphocyte,ASD,Wald ratio,1,0.875,1.17E-02,NA,NA,NA,0.205687333
EGR2,Lymphocyte,ASD,Wald ratio,1,0.851,1.19E-02,NA,NA,NA,0.137989646
LDLRAD3,Lymphocyte,ASD,Inverse variance weighted,3,0.965,1.20E-02,0.841908679,0.890666851,0.737218207,0.020877134
SCARB1,Lymphocyte,ASD,Wald ratio,1,0.892,1.20E-02,NA,NA,NA,0.290206115
CYP26C1,Lymphocyte,ASD,Wald ratio,1,1.048,1.21E-02,NA,NA,NA,0.147216678
PRTG,Lymphocyte,ASD,Wald ratio,1,0.949,1.27E-02,NA,NA,NA,0.136462575
DHDDS,Lymphocyte,ASD,Wald ratio,1,1.065,1.28E-02,NA,NA,NA,0.137935847
ADAL,Lymphocyte,ASD,Wald ratio,1,27.8,1.29E-02,NA,NA,NA,0.184209111
PPOX,Lymphocyte,ASD,Wald ratio,1,1.046,1.29E-02,NA,NA,NA,0.131218291
NDUFS2,Lymphocyte,ASD,Wald ratio,1,1.041,1.29E-02,NA,NA,NA,0.131218291
LHX6,Lymphocyte,ASD,Wald ratio,1,0.959,1.30E-02,NA,NA,NA,0.132730737
KBTBD11,Lymphocyte,ASD,Wald ratio,1,0.963,1.35E-02,NA,NA,NA,0.087189097
LRP8,Lymphocyte,ASD,Wald ratio,1,1.042,1.35E-02,NA,NA,NA,0.130428297
MAP3K5,Lymphocyte,ASD,Wald ratio,1,1.067,1.37E-02,NA,NA,NA,0.163451149
C9orf7,Lymphocyte,ASD,Wald ratio,1,1.12,1.39E-02,NA,NA,NA,0.125232714
ADAMTS13,Lymphocyte,ASD,Wald ratio,1,1.128,1.39E-02,NA,NA,NA,0.125232714
CD33,Lymphocyte,ASD,Wald ratio,1,1.116,1.40E-02,NA,NA,NA,0.123468744
C6orf125,Lymphocyte,ASD,Wald ratio,1,0.555,1.46E-02,NA,NA,NA,0.144918294
HAPLN4,Lymphocyte,ASD,Wald ratio,1,0.666,1.54E-02,NA,NA,NA,0.117757606
KIAA0892,Lymphocyte,ASD,Wald ratio,1,0.042,1.54E-02,NA,NA,NA,0.117757606
TTC39B,Lymphocyte,ASD,Wald ratio,1,0.955,1.54E-02,NA,NA,NA,0.130531209
RARRES1,Lymphocyte,ASD,Wald ratio,1,1.049,1.55E-02,NA,NA,NA,0.147271702
MFSD1,Lymphocyte,ASD,Wald ratio,1,1.053,1.55E-02,NA,NA,NA,0.147271702
GFM1,Lymphocyte,ASD,Wald ratio,1,1.057,1.55E-02,NA,NA,NA,0.131947185
SLAIN1,Lymphocyte,ASD,Wald ratio,1,0.338,1.56E-02,NA,NA,NA,0.161550759
STXBP2,Lymphocyte,ASD,Wald ratio,1,3.615,1.60E-02,NA,NA,NA,0.114284339
PCP2,Lymphocyte,ASD,Wald ratio,1,1.037,1.60E-02,NA,NA,NA,0.114284703
JPH2,Lymphocyte,ASD,Wald ratio,1,1.208,1.62E-02,NA,NA,NA,0.148518933
LOC407835,Lymphocyte,ASD,Wald ratio,1,0.955,1.63E-02,NA,NA,NA,0.139585795
ADAMTSL1,Lymphocyte,ASD,Wald ratio,1,1.043,1.66E-02,NA,NA,NA,0.127178309
CDH8,Lymphocyte,ASD,Wald ratio,1,1.04,1.67E-02,NA,NA,NA,0.10769521
T,Lymphocyte,ASD,Inverse variance weighted,2,1.04,1.68E-02,NA,0.621899107,NA,0.009377957
ITIH4,Lymphocyte,ASD,Wald ratio,1,1.054,1.68E-02,NA,NA,NA,0.122425111
CRMP1,Lymphocyte,ASD,Wald ratio,1,0.936,1.70E-02,NA,NA,NA,0.106019114
SGTA,Lymphocyte,ASD,Wald ratio,1,0.958,1.72E-02,NA,NA,NA,0.122550944
FLJ34503,Lymphocyte,ASD,Wald ratio,1,0.955,1.72E-02,NA,NA,NA,0.111129902
CGN,Lymphocyte,ASD,Wald ratio,1,2.517,1.78E-02,NA,NA,NA,0.130730633
PRMT2,Lymphocyte,ASD,Wald ratio,1,0.965,1.80E-02,NA,NA,NA,0.080686705
CTTNBP2,Lymphocyte,ASD,Wald ratio,1,0.951,1.82E-02,NA,NA,NA,0.101348435
FAM126A,Lymphocyte,ASD,Wald ratio,1,1.143,1.83E-02,NA,NA,NA,0.101515183
LMBR1,Lymphocyte,ASD,Wald ratio,1,3.357,1.86E-02,NA,NA,NA,0.098177626
EGLN2,Lymphocyte,ASD,Wald ratio,1,0.707,1.87E-02,NA,NA,NA,0.108432493
CD164L2,Lymphocyte,ASD,Wald ratio,1,1.107,1.87E-02,NA,NA,NA,0.157540097
SPINK8,Lymphocyte,ASD,Wald ratio,1,1.07,1.88E-02,NA,NA,NA,0.105249541
MEIG1,Lymphocyte,ASD,Wald ratio,1,1.037,1.91E-02,NA,NA,NA,0.101907682
HK2,Lymphocyte,ASD,Wald ratio,1,0.957,1.94E-02,NA,NA,NA,0.117566412
DDX5,Lymphocyte,ASD,Wald ratio,1,0.931,1.95E-02,NA,NA,NA,0.17385747
FBXW2,Lymphocyte,ASD,Wald ratio,1,1.073,1.96E-02,NA,NA,NA,0.125792924
SLC34A1,Lymphocyte,ASD,Wald ratio,1,0.963,1.96E-02,NA,NA,NA,0.102449468
WIPF1,Lymphocyte,ASD,Wald ratio,1,1.88,1.97E-02,NA,NA,NA,0.104384755
CALN1,Lymphocyte,ASD,Wald ratio,1,1.079,1.98E-02,NA,NA,NA,0.093809759
TCERG1L,Lymphocyte,ASD,Inverse variance weighted,2,0.94,2.02E-02,NA,0.639273134,NA,0.040003355
EGF,Lymphocyte,ASD,Wald ratio,1,0.96,2.03E-02,NA,NA,NA,0.094265727
NHLRC1,Lymphocyte,ASD,Wald ratio,1,0.929,2.04E-02,NA,NA,NA,0.092678258
LOC285593,Lymphocyte,ASD,Wald ratio,1,1.033,2.12E-02,NA,NA,NA,0.088174733
MIR200A,Lymphocyte,ASD,Wald ratio,1,0.935,2.13E-02,NA,NA,NA,0.140558969
ACSL1,Lymphocyte,ASD,Inverse variance weighted,3,0.964,2.22E-02,0.671618769,0.615970923,0.537550581,0.079363895
LPAR3,Lymphocyte,ASD,Inverse variance weighted,2,0.936,2.22E-02,NA,0.816939477,NA,0.086907044
LDLRAD3,Lymphocyte,ASD,Weighted median,3,0.966,2.22E-02,0.841908679,0.890666851,0.737218207,0.020877134
ACSL1,Lymphocyte,ASD,Weighted median,3,0.964,2.22E-02,0.671618769,0.615970923,0.537550581,0.079363895
SMCR7L,Lymphocyte,ASD,Wald ratio,1,1.098,2.23E-02,NA,NA,NA,0.102586801
LRP1,Lymphocyte,ASD,Wald ratio,1,0.965,2.25E-02,NA,NA,NA,0.088016638
EPHX1,Lymphocyte,ASD,Wald ratio,1,1.069,2.26E-02,NA,NA,NA,0.084473402
SLC26A10,Lymphocyte,ASD,Wald ratio,1,0.949,2.27E-02,NA,NA,NA,0.084581063
HTR4,Lymphocyte,ASD,Wald ratio,1,1.038,2.28E-02,NA,NA,NA,0.096222822
FDX1,Lymphocyte,ASD,Wald ratio,1,1.034,2.31E-02,NA,NA,NA,0.083392294
GRLF1,Lymphocyte,ASD,Wald ratio,1,1.119,2.33E-02,NA,NA,NA,0.083540576
SGOL1,Lymphocyte,ASD,Wald ratio,1,1.039,2.34E-02,NA,NA,NA,0.091470954
HPGD,Lymphocyte,ASD,Wald ratio,1,1.101,2.34E-02,NA,NA,NA,0.081975444
MIF4GD,Lymphocyte,ASD,Wald ratio,1,0.916,2.39E-02,NA,NA,NA,0.096385995
LLGL2,Lymphocyte,ASD,Wald ratio,1,0.939,2.39E-02,NA,NA,NA,0.096358228
LOC84856,Lymphocyte,ASD,Wald ratio,1,0.961,2.39E-02,NA,NA,NA,0.073237656
LOC441666,Lymphocyte,ASD,Wald ratio,1,0.916,2.39E-02,NA,NA,NA,0.080726186
MAN2A1,Lymphocyte,ASD,Wald ratio,1,0.095,2.42E-02,NA,NA,NA,0.083430965
RRM1,Lymphocyte,ASD,Wald ratio,1,3.713,2.47E-02,NA,NA,NA,0.08219165
KCNMB3,Lymphocyte,ASD,Wald ratio,1,0.967,2.47E-02,NA,NA,NA,0.078117791
ZNF815,Lymphocyte,ASD,Wald ratio,1,0.857,2.48E-02,NA,NA,NA,0.082433672
GNG2,Lymphocyte,ASD,Wald ratio,1,1.082,2.49E-02,NA,NA,NA,0.078632894
JOSD1,Lymphocyte,ASD,Wald ratio,1,0.966,2.50E-02,NA,NA,NA,0.08082442
chrND,Lymphocyte,ASD,Wald ratio,1,1.041,2.50E-02,NA,NA,NA,0.089079159
chrNG,Lymphocyte,ASD,Wald ratio,1,1.048,2.50E-02,NA,NA,NA,0.088994266
PPFIA1,Lymphocyte,ASD,Wald ratio,1,0.937,2.50E-02,NA,NA,NA,0.112053904
SKA1,Lymphocyte,ASD,Wald ratio,1,0.938,2.52E-02,NA,NA,NA,0.081255935
TTC35,Lymphocyte,ASD,Wald ratio,1,5.139,2.53E-02,NA,NA,NA,0.077254766
UQCRFS1,Lymphocyte,ASD,Wald ratio,1,0.942,2.54E-02,NA,NA,NA,0.126911095
SP4,Lymphocyte,ASD,Wald ratio,1,0.92,2.59E-02,NA,NA,NA,0.076594787
FBXO39,Lymphocyte,ASD,Wald ratio,1,1.034,2.60E-02,NA,NA,NA,0.076550659
SFRS8,Lymphocyte,ASD,Wald ratio,1,1.032,2.67E-02,NA,NA,NA,0.073893637
BACH2,Lymphocyte,ASD,Inverse variance weighted,2,0.972,2.67E-02,NA,0.863409131,NA,0.044382258
THAP4,Lymphocyte,ASD,Wald ratio,1,1.048,2.68E-02,NA,NA,NA,0.103755936
ASCL1,Lymphocyte,ASD,Wald ratio,1,1.157,2.69E-02,NA,NA,NA,0.097702847
FAM5B,Lymphocyte,ASD,Wald ratio,1,0.869,2.71E-02,NA,NA,NA,0.116095474
VASH1,Lymphocyte,ASD,Wald ratio,1,1.045,2.71E-02,NA,NA,NA,0.083699721
GNA12,Lymphocyte,ASD,Wald ratio,1,1.036,2.74E-02,NA,NA,NA,0.080220762
ISPD,Lymphocyte,ASD,Wald ratio,1,0.235,2.75E-02,NA,NA,NA,0.103610347
