Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
MACROD2,Stem-cell-iPSC,ASD,Inverse variance weighted,2,1.134,2.16E-05,NA,0.538792185,NA,0.000901289
KCNN2,Stem-cell-iPSC,ASD,Wald ratio,1,0.921,8.18E-05,NA,NA,NA,0.006694226
UBR3,Stem-cell-iPSC,ASD,Wald ratio,1,1.209,2.64E-04,NA,NA,NA,0.055607852
RNF216P1,Stem-cell-iPSC,ASD,Wald ratio,1,0.9,2.82E-04,NA,NA,NA,0.670181702
CCDC188,Stem-cell-iPSC,ASD,Wald ratio,1,1.098,3.44E-04,NA,NA,NA,0.009090187
LINC00635,Stem-cell-iPSC,ASD,Wald ratio,1,1.102,3.72E-04,NA,NA,NA,0.001885935
SLC25A21,Stem-cell-iPSC,ASD,Wald ratio,1,0.874,4.09E-04,NA,NA,NA,0.001371586
SYNDIG1L,Stem-cell-iPSC,ASD,Wald ratio,1,1.116,1.47E-03,NA,NA,NA,0.004118315
CHST9,Stem-cell-iPSC,ASD,Wald ratio,1,0.939,1.59E-03,NA,NA,NA,0.006264605
ST3GAL3,Stem-cell-iPSC,ASD,Wald ratio,1,1.072,1.60E-03,NA,NA,NA,0.00039219
PKP4,Stem-cell-iPSC,ASD,Wald ratio,1,0.937,1.76E-03,NA,NA,NA,0.000449243
ADAMTS9-AS2,Stem-cell-iPSC,ASD,Wald ratio,1,1.109,2.05E-03,NA,NA,NA,0.001585612
DDX60L,Stem-cell-iPSC,ASD,Wald ratio,1,0.781,2.26E-03,NA,NA,NA,0.43857606
NPC1,Stem-cell-iPSC,ASD,Wald ratio,1,0.928,2.36E-03,NA,NA,NA,0.000338723
TRIM42,Stem-cell-iPSC,ASD,Wald ratio,1,0.939,2.70E-03,NA,NA,NA,0.00486274
PREX1,Stem-cell-iPSC,ASD,Wald ratio,1,0.912,3.30E-03,NA,NA,NA,0.000414494
RPSAP12,Stem-cell-iPSC,ASD,Wald ratio,1,0.913,3.45E-03,NA,NA,NA,0.000883729
GRIN3A,Stem-cell-iPSC,ASD,Wald ratio,1,0.835,3.48E-03,NA,NA,NA,0.007782542
MXRA7,Stem-cell-iPSC,ASD,Wald ratio,1,0.846,3.65E-03,NA,NA,NA,0.318684492
CIZ1,Stem-cell-iPSC,ASD,Wald ratio,1,0.946,3.86E-03,NA,NA,NA,0.001239539
OSTN,Stem-cell-iPSC,ASD,Wald ratio,1,0.94,4.18E-03,NA,NA,NA,0.003736919
SGIP1,Stem-cell-iPSC,ASD,Wald ratio,1,1.275,4.65E-03,NA,NA,NA,0.271045069
PTGDR,Stem-cell-iPSC,ASD,Wald ratio,1,1.137,5.24E-03,NA,NA,NA,0.010464558
HELZ,Stem-cell-iPSC,ASD,Wald ratio,1,1.164,6.31E-03,NA,NA,NA,0.000706063
RNU6-1103P,Stem-cell-iPSC,ASD,Wald ratio,1,0.942,6.37E-03,NA,NA,NA,0.002297612
LINC01257,Stem-cell-iPSC,ASD,Wald ratio,1,1.082,6.46E-03,NA,NA,NA,0.000275095
ABCA1,Stem-cell-iPSC,ASD,Wald ratio,1,1.065,6.93E-03,NA,NA,NA,0.007144987
MEGF10,Stem-cell-iPSC,ASD,Wald ratio,1,1.069,7.16E-03,NA,NA,NA,0.002250806
ACTR3B,Stem-cell-iPSC,ASD,Wald ratio,1,0.942,7.41E-03,NA,NA,NA,9.90E-05
EIF3H,Stem-cell-iPSC,ASD,Wald ratio,1,0.885,7.56E-03,NA,NA,NA,0.001119458
TMEM170B,Stem-cell-iPSC,ASD,Wald ratio,1,0.942,7.75E-03,NA,NA,NA,0.006221998
