Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
TCF20,Brain Meta Analysis,SCZ,Wald ratio,1,1.051,6.44E-08,NA,NA,NA,0.999938037
KLF12,Brain Cortex,SCZ,Wald ratio,1,0.864,6.65E-08,NA,NA,NA,0.007713053
CCDC92,Brain Cortex,SCZ,Wald ratio,1,1.158,7.10E-08,NA,NA,NA,0.999886546
MAD1L1,Fetal Brain,SCZ,Wald ratio,1,3.877,7.84E-08,NA,NA,NA,0.999873842
ESPL1,Brain Meta Analysis,SCZ,Wald ratio,1,0.916,8.00E-08,NA,NA,NA,0.999872764
KCTD13,Brain Meta Analysis,SCZ,Wald ratio,1,0.963,1.74E-07,NA,NA,NA,0.999727365
TMTC1,Brain Cortex,SCZ,Wald ratio,1,1.084,2.09E-07,NA,NA,NA,0.005673818
ERBB4,Fetal Brain,SCZ,Wald ratio,1,1.769,2.17E-07,NA,NA,NA,0.999655724
CPEB1,Brain Cortex,SCZ,Wald ratio,1,1.204,2.23E-07,NA,NA,NA,0.999674632
AP3B2,Brain Meta Analysis,SCZ,Wald ratio,1,1.037,2.23E-07,NA,NA,NA,0.999674429
NRBP2,Brain Meta Analysis,SCZ,Wald ratio,1,0.919,2.50E-07,NA,NA,NA,0.999613088
TBC1D5,Brain Meta Analysis,SCZ,Wald ratio,1,0.87,2.59E-07,NA,NA,NA,0.999586631
SNX19,Brain Meta Analysis,SCZ,Wald ratio,1,0.889,3.50E-07,NA,NA,NA,0.999547113
ZNF592,Brain Cortex,SCZ,Wald ratio,1,0.863,3.53E-07,NA,NA,NA,0.009048706
TSNARE1,Brain Meta Analysis,SCZ,Wald ratio,1,0.884,4.02E-07,NA,NA,NA,0.999359223
BCL11B,Brain Cortex,SCZ,Wald ratio,1,0.86,4.28E-07,NA,NA,NA,0.009806301
GRM1,Brain Meta Analysis,SCZ,Wald ratio,1,0.886,6.45E-07,NA,NA,NA,0.99895938
PCLO,Brain Meta Analysis,SCZ,Wald ratio,1,1.036,1.03E-06,NA,NA,NA,0.998454877
DOCK1,Brain Cortex,SCZ,Wald ratio,1,0.938,1.04E-06,NA,NA,NA,0.998758747
TRMT61A,Brain Cortex,SCZ,Wald ratio,1,0.944,1.08E-06,NA,NA,NA,0.998545855
TGM5,Fetal Brain,SCZ,Wald ratio,1,5.166,1.62E-06,NA,NA,NA,0.997768429
RASIP1,Fetal Brain,SCZ,Wald ratio,1,0.598,1.71E-06,NA,NA,NA,0.997519321
CRELD2,Fetal Brain,SCZ,Wald ratio,1,2.042,1.81E-06,NA,NA,NA,0.997876505
ALG12,Fetal Brain,SCZ,Wald ratio,1,0.352,1.81E-06,NA,NA,NA,0.997876505
R3HDM2,Brain Meta Analysis,SCZ,Wald ratio,1,0.906,1.82E-06,NA,NA,NA,0.99769057
TMTC1,Brain Meta Analysis,SCZ,Wald ratio,1,1.035,1.90E-06,NA,NA,NA,0.997402862
PLCH2,Brain Cortex,SCZ,Wald ratio,1,0.851,1.91E-06,NA,NA,NA,0.997393374
SZT2,Brain Meta Analysis,SCZ,Wald ratio,1,0.903,1.92E-06,NA,NA,NA,0.997229272
ANKS1B,Brain Meta Analysis,SCZ,Inverse variance weighted,2,0.945,2.27E-06,NA,0.394425046,NA,0.995751229
ANKRD44,Brain Meta Analysis,SCZ,Weighted median,3,1.031,2.62E-06,0.919095145,0.071170259,0.261424883,0.999727835
WDR73,Fetal Brain,SCZ,Wald ratio,1,0.002,3.83E-06,NA,NA,NA,0.994596067
PTPRF,Fetal Brain,SCZ,Wald ratio,1,0.185,5.96E-06,NA,NA,NA,0.991951618
ENSG00000255028,Brain Cortex,SCZ,Wald ratio,1,0.928,6.32E-06,NA,NA,NA,0.992004854
NCAPD3,Brain Meta Analysis,SCZ,Wald ratio,1,0.911,6.47E-06,NA,NA,NA,0.991576324
SLC12A5,Brain Cortex,SCZ,Wald ratio,1,1.089,7.68E-06,NA,NA,NA,0.990576647
GABRA5,Fetal Brain,SCZ,Wald ratio,1,0.333,8.04E-06,NA,NA,NA,0.991395148
FUT2,Brain Meta Analysis,SCZ,Wald ratio,1,0.908,8.79E-06,NA,NA,NA,0.988747121
ANKDD1B,Brain Meta Analysis,SCZ,Wald ratio,1,0.91,8.82E-06,NA,NA,NA,0.964517246
SLC9B2,Brain Meta Analysis,SCZ,Wald ratio,1,1.032,1.07E-05,NA,NA,NA,0.985733613
ZNF318,Brain Meta Analysis,SCZ,Wald ratio,1,1.072,1.08E-05,NA,NA,NA,0.990862133
NOD2,Fetal Brain,SCZ,Wald ratio,1,3.658,1.09E-05,NA,NA,NA,0.985583663
IREB2,Brain Cortex,SCZ,Wald ratio,1,0.952,1.20E-05,NA,NA,NA,0.984578309
NCAPD3,Brain Cortex,SCZ,Wald ratio,1,0.903,1.24E-05,NA,NA,NA,0.009292346
TOM1L2,Brain Meta Analysis,SCZ,Wald ratio,1,1.031,1.49E-05,NA,NA,NA,0.980726548
KCNG1,Brain Meta Analysis,SCZ,Wald ratio,1,1.114,1.50E-05,NA,NA,NA,0.981257904
SPATS2L,Brain Meta Analysis,SCZ,Wald ratio,1,1.056,1.81E-05,NA,NA,NA,0.976632313
LINC02703,Brain Cortex,SCZ,Wald ratio,1,1.141,1.95E-05,NA,NA,NA,0.977198363
TOM1L2,Brain Cortex,SCZ,Wald ratio,1,0.914,1.96E-05,NA,NA,NA,0.975411672
RTN1,Brain Meta Analysis,SCZ,Wald ratio,1,0.964,2.06E-05,NA,NA,NA,0.97424294
SMG6,Fetal Brain,SCZ,Wald ratio,1,10.657,2.14E-05,NA,NA,NA,0.975122587
TRAF3IP2,Brain Meta Analysis,SCZ,Wald ratio,1,1.034,2.23E-05,NA,NA,NA,0.976036352
FPGS,Brain Cortex,SCZ,Wald ratio,1,1.053,2.43E-05,NA,NA,NA,0.971782017
CD302,Fetal Brain,SCZ,Wald ratio,1,0.417,2.43E-05,NA,NA,NA,0.969024422
FPGS,Fetal Brain,SCZ,Wald ratio,1,1.767,2.43E-05,NA,NA,NA,0.971788354
YWHAB,Brain Meta Analysis,SCZ,Wald ratio,1,0.917,2.48E-05,NA,NA,NA,0.971790061
PABPC1L,Fetal Brain,SCZ,Wald ratio,1,0.045,2.48E-05,NA,NA,NA,0.971789876
CCDC117,Fetal Brain,SCZ,Wald ratio,1,165.306,2.75E-05,NA,NA,NA,0.967776847
EYS,Brain Meta Analysis,SCZ,Wald ratio,1,1.03,3.29E-05,NA,NA,NA,0.961561972
RNF38,Brain Meta Analysis,SCZ,Wald ratio,1,0.929,3.30E-05,NA,NA,NA,0.964023787
LPP,Brain Meta Analysis,SCZ,Inverse variance weighted,5,1.026,3.58E-05,0.715172169,0.843124846,0.842027494,0.010478409
KIAA0040,Brain Cortex,SCZ,Wald ratio,1,0.948,3.87E-05,NA,NA,NA,0.004697122
MFSD5,Brain Cortex,SCZ,Wald ratio,1,0.924,4.07E-05,NA,NA,NA,0.950948348
RASA3,Brain Cortex,SCZ,Inverse variance weighted,2,1.138,4.20E-05,NA,0.986161387,NA,0.027796119
ABCB1,Brain Meta Analysis,SCZ,Wald ratio,1,0.938,4.25E-05,NA,NA,NA,0.948438179
THOC7,Brain Meta Analysis,SCZ,Wald ratio,1,1.072,4.46E-05,NA,NA,NA,0.95662815
SNX20,Brain Meta Analysis,SCZ,Wald ratio,1,1.084,4.52E-05,NA,NA,NA,0.947189672
PRKG2,Brain Meta Analysis,SCZ,Wald ratio,1,0.833,4.56E-05,NA,NA,NA,0.969767757
CYP19A1,Brain Cortex,SCZ,Wald ratio,1,1.062,4.73E-05,NA,NA,NA,0.944412034
TTYH3,Brain Meta Analysis,SCZ,Wald ratio,1,1.03,4.87E-05,NA,NA,NA,0.9596816
ATXN7,Fetal Brain,SCZ,Wald ratio,1,0.011,4.98E-05,NA,NA,NA,0.951289118
MARK3,Fetal Brain,SCZ,Wald ratio,1,0.161,5.50E-05,NA,NA,NA,0.937175583
TMEM132C,Brain Cortex,SCZ,Wald ratio,1,0.895,6.03E-05,NA,NA,NA,0.584342174
MAP2K5,Brain Cortex,SCZ,Wald ratio,1,0.96,6.94E-05,NA,NA,NA,0.013218829
TMEM22,Fetal Brain,SCZ,Wald ratio,1,0.505,6.94E-05,NA,NA,NA,0.925802022
EMB,Brain Meta Analysis,SCZ,Wald ratio,1,0.958,6.96E-05,NA,NA,NA,0.924221533
NRP1,Brain Cortex,SCZ,Wald ratio,1,0.892,8.09E-05,NA,NA,NA,0.909196259
PRKG1,Fetal Brain,SCZ,Inverse variance weighted,2,1.575,8.09E-05,NA,0.782520415,NA,0.369848507
PRPF3,Brain Meta Analysis,SCZ,Wald ratio,1,1.03,8.40E-05,NA,NA,NA,0.936446972
PPP1CC,Brain Cortex,SCZ,Wald ratio,1,1.101,8.44E-05,NA,NA,NA,0.00443037
MAP2K5,Fetal Brain,SCZ,Wald ratio,1,0.366,8.71E-05,NA,NA,NA,0.908844958
TGM5,Brain Cortex,SCZ,Wald ratio,1,1.079,8.76E-05,NA,NA,NA,0.917791462
USP31,Brain Meta Analysis,SCZ,Wald ratio,1,0.973,9.00E-05,NA,NA,NA,0.908890841
HMOX2,Fetal Brain,SCZ,Wald ratio,1,0.56,9.25E-05,NA,NA,NA,0.910794185
CORO7,Fetal Brain,SCZ,Wald ratio,1,1.765,9.25E-05,NA,NA,NA,0.910824735
KIAA0040,Brain Meta Analysis,SCZ,Wald ratio,1,0.921,1.06E-04,NA,NA,NA,0.897200822
DLX2,Brain Meta Analysis,SCZ,Wald ratio,1,1.085,1.17E-04,NA,NA,NA,0.878437755
WBP2NL,Brain Meta Analysis,SCZ,Wald ratio,1,0.974,1.19E-04,NA,NA,NA,0.888586746
TLN2,Brain Cortex,SCZ,Wald ratio,1,0.91,1.21E-04,NA,NA,NA,0.981257905
ZNHIT3,Brain Meta Analysis,SCZ,Wald ratio,1,1.031,1.22E-04,NA,NA,NA,0.87403332
SNX19,Fetal Brain,SCZ,Wald ratio,1,0.619,1.34E-04,NA,NA,NA,0.075042921
PACSIN2,Brain Meta Analysis,SCZ,Wald ratio,1,0.969,1.35E-04,NA,NA,NA,0.863804147
UBXN2B,Fetal Brain,SCZ,Wald ratio,1,0.457,1.35E-04,NA,NA,NA,0.869776334
ANKFY1,Brain Meta Analysis,SCZ,Wald ratio,1,1.087,1.46E-04,NA,NA,NA,0.856039057
ITPR3,Fetal Brain,SCZ,Wald ratio,1,21.983,1.57E-04,NA,NA,NA,0.870762099
KCNS3,Brain Meta Analysis,SCZ,Inverse variance weighted,2,0.936,1.59E-04,NA,0.390467836,NA,0.355012787
TTC35,Fetal Brain,SCZ,Wald ratio,1,2.787,1.65E-04,NA,NA,NA,0.836622814
VPS4A,Brain Cortex,SCZ,Wald ratio,1,0.931,1.66E-04,NA,NA,NA,0.852338841
SESN1,Brain Meta Analysis,SCZ,Wald ratio,1,0.894,1.67E-04,NA,NA,NA,0.938689661
SESN1,Fetal Brain,SCZ,Wald ratio,1,0.246,1.67E-04,NA,NA,NA,0.938689665
ME1,Brain Meta Analysis,SCZ,Wald ratio,1,0.971,1.68E-04,NA,NA,NA,0.844563072
PMVK,Fetal Brain,SCZ,Wald ratio,1,159.01,1.71E-04,NA,NA,NA,0.833583942
GCH1,Brain Meta Analysis,SCZ,Wald ratio,1,1.036,1.72E-04,NA,NA,NA,0.881447338
LRMDA,Brain Cortex,SCZ,Wald ratio,1,1.17,1.75E-04,NA,NA,NA,0.007424126
SPATA18,Fetal Brain,SCZ,Wald ratio,1,4.638,1.86E-04,NA,NA,NA,0.861041279
TTC12,Brain Cortex,SCZ,Wald ratio,1,1.113,1.87E-04,NA,NA,NA,0.005681015
DYNC1I2,Fetal Brain,SCZ,Wald ratio,1,0.264,1.92E-04,NA,NA,NA,0.831790471
DOP1A,Brain Meta Analysis,SCZ,Wald ratio,1,0.972,1.93E-04,NA,NA,NA,0.867211403
DOPEY1,Fetal Brain,SCZ,Wald ratio,1,0.007,1.93E-04,NA,NA,NA,0.867211419
KIAA0892,Fetal Brain,SCZ,Wald ratio,1,82540.039,1.93E-04,NA,NA,NA,0.844771077
FAM120A,Brain Meta Analysis,SCZ,Wald ratio,1,0.924,1.98E-04,NA,NA,NA,0.872978994
RERE,Brain Meta Analysis,SCZ,Wald ratio,1,0.927,1.99E-04,NA,NA,NA,0.832320162
LHFPL3,Brain Meta Analysis,SCZ,Wald ratio,1,1.077,2.05E-04,NA,NA,NA,0.808676127
PIM3,Fetal Brain,SCZ,Wald ratio,1,0.262,2.05E-04,NA,NA,NA,0.820139439
RPS19BP1,Fetal Brain,SCZ,Wald ratio,1,2.333,2.14E-04,NA,NA,NA,0.802035413
ANKRD27,Brain Cortex,SCZ,Wald ratio,1,1.072,2.16E-04,NA,NA,NA,0.006795736
ARTN,Fetal Brain,SCZ,Wald ratio,1,4.648,2.27E-04,NA,NA,NA,0.817323802
RASGRP1,Brain Cortex,SCZ,Wald ratio,1,0.871,2.28E-04,NA,NA,NA,0.820998419
PSKH1,Brain Meta Analysis,SCZ,Wald ratio,1,1.046,2.28E-04,NA,NA,NA,0.34263549
TRPS1,Brain Meta Analysis,SCZ,Wald ratio,1,0.974,2.35E-04,NA,NA,NA,0.787788177
FTCDNL1,Brain Meta Analysis,SCZ,Wald ratio,1,0.973,2.36E-04,NA,NA,NA,0.79300408
TRPC4,Brain Cortex,SCZ,Wald ratio,1,1.097,2.42E-04,NA,NA,NA,0.018030484
EGFLAM,Fetal Brain,SCZ,Wald ratio,1,3.283,2.56E-04,NA,NA,NA,0.861515839
LRP1B,Brain Cortex,SCZ,Wald ratio,1,0.918,2.61E-04,NA,NA,NA,0.005654903
ELOVL7,Brain Meta Analysis,SCZ,Wald ratio,1,0.92,2.69E-04,NA,NA,NA,0.765996406
ABLIM2,Brain Cortex,SCZ,Wald ratio,1,0.955,2.71E-04,NA,NA,NA,0.134146882
SULT4A1,Brain Meta Analysis,SCZ,Wald ratio,1,0.974,2.77E-04,NA,NA,NA,0.777891718
RPS6KL1,Brain Meta Analysis,SCZ,Wald ratio,1,0.972,2.81E-04,NA,NA,NA,0.758988913
CSK,Fetal Brain,SCZ,Wald ratio,1,2.138,2.82E-04,NA,NA,NA,0.773442629
SCAMP2,Fetal Brain,SCZ,Wald ratio,1,2.061,2.82E-04,NA,NA,NA,0.773435491
RPS11,Brain Meta Analysis,SCZ,Wald ratio,1,1.05,2.83E-04,NA,NA,NA,0.827603093
LRP1B,Brain Meta Analysis,SCZ,Wald ratio,1,0.975,2.85E-04,NA,NA,NA,0.857127393
CADPS2,Brain Meta Analysis,SCZ,Inverse variance weighted,2,1.046,2.85E-04,NA,0.760110337,NA,0.154042841
SEMA3A,Brain Meta Analysis,SCZ,Wald ratio,1,1.031,2.94E-04,NA,NA,NA,0.751046684
MRPL37,Brain Meta Analysis,SCZ,Wald ratio,1,0.946,3.01E-04,NA,NA,NA,0.803315317
LINGO1,Fetal Brain,SCZ,Wald ratio,1,2.236,3.05E-04,NA,NA,NA,0.750860957
HS3ST5,Brain Meta Analysis,SCZ,Wald ratio,1,1.073,3.07E-04,NA,NA,NA,0.742959068
ATP2A2,Brain Cortex,SCZ,Wald ratio,1,0.865,3.30E-04,NA,NA,NA,0.01652522
PAK6,Brain Meta Analysis,SCZ,Wald ratio,1,1.073,3.35E-04,NA,NA,NA,0.738117947
ANKRD27,Brain Meta Analysis,SCZ,Wald ratio,1,1.068,3.36E-04,NA,NA,NA,0.759946903
ORC5L,Fetal Brain,SCZ,Wald ratio,1,0.267,3.36E-04,NA,NA,NA,0.751178705
PCDH7,Brain Meta Analysis,SCZ,Wald ratio,1,1.103,3.57E-04,NA,NA,NA,0.71327825
SOX5,Brain Cortex,SCZ,Wald ratio,1,0.871,3.67E-04,NA,NA,NA,0.017337246
PCDHA1,Brain Meta Analysis,SCZ,Wald ratio,1,0.922,3.79E-04,NA,NA,NA,0.714506003
ORC5,Brain Meta Analysis,SCZ,Wald ratio,1,0.97,4.08E-04,NA,NA,NA,0.719353765
SPOCK3,Brain Meta Analysis,SCZ,Wald ratio,1,0.907,4.11E-04,NA,NA,NA,0.790815532
TENT4A,Brain Meta Analysis,SCZ,Wald ratio,1,1.08,4.18E-04,NA,NA,NA,0.689175213
CYP2U1,Fetal Brain,SCZ,Wald ratio,1,2.331,4.20E-04,NA,NA,NA,0.693154861
VWC2L,Brain Meta Analysis,SCZ,Wald ratio,1,0.885,4.31E-04,NA,NA,NA,0.706390366
POLS,Fetal Brain,SCZ,Wald ratio,1,9.678,4.38E-04,NA,NA,NA,0.680083854
HS6ST3,Brain Cortex,SCZ,Wald ratio,1,0.805,4.70E-04,NA,NA,NA,0.00681834
XRN2,Brain Meta Analysis,SCZ,Wald ratio,1,0.976,4.91E-04,NA,NA,NA,0.68332328
PSMD11,Brain Meta Analysis,SCZ,Wald ratio,1,1.09,4.97E-04,NA,NA,NA,0.648712341
FARSA,Brain Meta Analysis,SCZ,Wald ratio,1,0.937,5.05E-04,NA,NA,NA,0.736094271
MED1,Brain Meta Analysis,SCZ,Wald ratio,1,1.042,5.11E-04,NA,NA,NA,0.671067259
HMGA2,Brain Meta Analysis,SCZ,Wald ratio,1,1.057,5.34E-04,NA,NA,NA,0.74033312
CNDP1,Brain Meta Analysis,SCZ,Wald ratio,1,0.945,5.37E-04,NA,NA,NA,0.642120274
CNIH3,Fetal Brain,SCZ,Wald ratio,1,3.211,5.40E-04,NA,NA,NA,0.63084658
FAM221A,Brain Meta Analysis,SCZ,Wald ratio,1,1.08,5.41E-04,NA,NA,NA,0.63054608
GOLGA2P5,Brain Cortex,SCZ,Wald ratio,1,0.648,5.44E-04,NA,NA,NA,0.847537673
PTK2B,Brain Meta Analysis,SCZ,Wald ratio,1,0.973,5.65E-04,NA,NA,NA,0.62098458
CACNB2,Brain Meta Analysis,SCZ,Weighted median,3,1.063,5.79E-04,2.16E-12,6.74E-17,0.605285559,0.999946504
DLG4,Fetal Brain,SCZ,Wald ratio,1,27.271,5.81E-04,NA,NA,NA,0.625094341
ZMAT4,Brain Meta Analysis,SCZ,Wald ratio,1,0.927,5.83E-04,NA,NA,NA,0.689068945
EFNA5,Fetal Brain,SCZ,Wald ratio,1,0.372,5.83E-04,NA,NA,NA,0.689175167
PNMT,Fetal Brain,SCZ,Wald ratio,1,0.273,5.97E-04,NA,NA,NA,0.616901501
STARD3,Fetal Brain,SCZ,Wald ratio,1,163.277,5.97E-04,NA,NA,NA,0.616901295
SAXO1,Brain Cortex,SCZ,Wald ratio,1,1.138,6.10E-04,NA,NA,NA,0.237773809
FARP2,Brain Meta Analysis,SCZ,Wald ratio,1,1.062,6.20E-04,NA,NA,NA,0.641343076
PPID,Fetal Brain,SCZ,Wald ratio,1,0,6.36E-04,NA,NA,NA,0.625286532
DBC1,Fetal Brain,SCZ,Wald ratio,1,2.351,6.58E-04,NA,NA,NA,0.656468183
KLC1,Brain Meta Analysis,SCZ,Wald ratio,1,1.088,6.91E-04,NA,NA,NA,0.573262555
SETD6,Fetal Brain,SCZ,Wald ratio,1,3.938,7.17E-04,NA,NA,NA,0.709672007
ENSG00000255470,Brain Cortex,SCZ,Wald ratio,1,1.067,7.23E-04,NA,NA,NA,0.579160044
EIF4A2,Brain Meta Analysis,SCZ,Wald ratio,1,1.052,7.41E-04,NA,NA,NA,0.571177361
ANKRD34C-AS1,Brain Cortex,SCZ,Wald ratio,1,0.962,7.59E-04,NA,NA,NA,0.005581264
TBC1D2,Brain Meta Analysis,SCZ,Wald ratio,1,1.055,7.68E-04,NA,NA,NA,0.575784405
CREM,Fetal Brain,SCZ,Wald ratio,1,5.662,7.71E-04,NA,NA,NA,0.612904905
GRM5,Brain Meta Analysis,SCZ,Wald ratio,1,1.082,7.76E-04,NA,NA,NA,0.623175504
CCDC85C,Brain Cortex,SCZ,Wald ratio,1,0.734,7.81E-04,NA,NA,NA,0.042032405
MYH13,Brain Meta Analysis,SCZ,Wald ratio,1,0.974,7.81E-04,NA,NA,NA,0.553729338
MYH13,Fetal Brain,SCZ,Wald ratio,1,0.631,7.81E-04,NA,NA,NA,0.55372937
NUP85,Brain Meta Analysis,SCZ,Wald ratio,1,1.068,8.15E-04,NA,NA,NA,0.604699604
SMG6,Brain Meta Analysis,SCZ,Wald ratio,1,1.122,8.18E-04,NA,NA,NA,0.661915232
