Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
ARL3,Brain Cerebellum,SCZ,Inverse variance weighted,2,1.221,1.35E-28,NA,0.60259024,NA,0.980923484
AL022393.7,Meta 10 Brain Regions,SCZ,Wald ratio,1,0.876,1.32E-19,NA,NA,NA,0.999812527
ZNF192P1,Meta 10 Brain Regions,SCZ,Wald ratio,1,0.823,1.32E-19,NA,NA,NA,0.999933144
PPM1M,Brain Cerebellar Hemisphere,SCZ,Wald ratio,1,0.76,2.02E-18,NA,NA,NA,0.992412868
GNL3,Brain Cerebellar Hemisphere,SCZ,Wald ratio,1,0.85,2.02E-18,NA,NA,NA,1
GNL3,Brain Hypothalamus,SCZ,Wald ratio,1,0.761,2.02E-18,NA,NA,NA,0.999999871
GNL3,Brain Frontal Cortex,SCZ,Wald ratio,1,0.78,7.63E-18,NA,NA,NA,1
FURIN,Brain Frontal Cortex,SCZ,Wald ratio,1,1.393,1.17E-17,NA,NA,NA,0.991733535
CNNM2,Brain Cerebellum,SCZ,Wald ratio,1,1.38,2.72E-17,NA,NA,NA,0.913071446
WBP1L,Brain Cortex,SCZ,Wald ratio,1,0.709,2.72E-17,NA,NA,NA,0.96428172
NT5C2,Brain Cortex,SCZ,Wald ratio,1,1.397,2.72E-17,NA,NA,NA,0.944576964
ANAPC7,Brain Cortex SMR,SCZ,Wald ratio,1,0.683,3.53E-17,NA,NA,NA,0.999995414
VPS29,Brain Cortex SMR,SCZ,Wald ratio,1,0.729,3.53E-17,NA,NA,NA,0.999999852
ZSCAN31,Brain Putamen basal ganglia,SCZ,Wald ratio,1,1.085,2.15E-15,NA,NA,NA,1
ZNF603P,Brain Putamen basal ganglia,SCZ,Wald ratio,1,1.064,2.15E-15,NA,NA,NA,1
ZSCAN26,Brain Putamen basal ganglia,SCZ,Wald ratio,1,0.868,2.15E-15,NA,NA,NA,0.999999992
ZSCAN23,Brain Putamen basal ganglia,SCZ,Wald ratio,1,1.175,2.15E-15,NA,NA,NA,0.99977208
ZKSCAN8P1,Brain Cerebellar Hemisphere,SCZ,Wald ratio,1,1.111,3.09E-15,NA,NA,NA,0.99998338
ZNF603P,Brain Cerebellar Hemisphere,SCZ,Wald ratio,1,1.062,3.09E-15,NA,NA,NA,1
ZNF602P,Brain Cerebellar Hemisphere,SCZ,Wald ratio,1,0.877,3.09E-15,NA,NA,NA,0.999969173
ZKSCAN8P2,Brain Cerebellar Hemisphere,SCZ,Wald ratio,1,0.884,3.09E-15,NA,NA,NA,0.999974448
ZSCAN26,Brain Cerebellar Hemisphere,SCZ,Wald ratio,1,0.847,3.09E-15,NA,NA,NA,1
ZSCAN31,Brain Cerebellar Hemisphere,SCZ,Wald ratio,1,1.13,3.09E-15,NA,NA,NA,0.999743881
ZSCAN23,Brain Cerebellar Hemisphere,SCZ,Wald ratio,1,1.226,3.09E-15,NA,NA,NA,0.999997739
ZNF603P,Brain Amygdala,SCZ,Wald ratio,1,1.068,3.36E-15,NA,NA,NA,1
ZSCAN26,Brain Amygdala,SCZ,Wald ratio,1,0.806,3.36E-15,NA,NA,NA,0.976702228
ZSCAN31,Brain Amygdala,SCZ,Wald ratio,1,1.126,3.36E-15,NA,NA,NA,0.998420303
ZSCAN26,Brain Anterior cingulate cortex,SCZ,Wald ratio,1,0.815,3.36E-15,NA,NA,NA,0.998926411
ZSCAN31,Brain Anterior cingulate cortex,SCZ,Wald ratio,1,1.102,3.36E-15,NA,NA,NA,0.999999998
ZKSCAN8P2,Brain Anterior cingulate cortex,SCZ,Wald ratio,1,0.871,3.36E-15,NA,NA,NA,0.99939702
ZNF602P,Brain Anterior cingulate cortex,SCZ,Wald ratio,1,0.853,3.36E-15,NA,NA,NA,0.998956592
ZNF603P,Brain Anterior cingulate cortex,SCZ,Wald ratio,1,1.068,3.36E-15,NA,NA,NA,1
ZSCAN31,Brain Cerebellum,SCZ,Wald ratio,1,1.192,3.36E-15,NA,NA,NA,0.860943285
ZSCAN26,Brain Cerebellum,SCZ,Wald ratio,1,0.866,3.36E-15,NA,NA,NA,1
ZNF603P,Brain Cerebellum,SCZ,Wald ratio,1,1.064,3.36E-15,NA,NA,NA,1
ZNF602P,Brain Cerebellum,SCZ,Wald ratio,1,0.888,3.36E-15,NA,NA,NA,0.999999999
ZKSCAN8P2,Brain Cerebellum,SCZ,Wald ratio,1,0.891,3.36E-15,NA,NA,NA,0.999999972
ZSCAN23,Brain Cerebellum,SCZ,Wald ratio,1,1.14,3.36E-15,NA,NA,NA,1
ZKSCAN8P1,Brain Cerebellum,SCZ,Wald ratio,1,1.105,3.36E-15,NA,NA,NA,1
ZSCAN26,Brain Cortex,SCZ,Wald ratio,1,0.828,3.36E-15,NA,NA,NA,1
ZSCAN31,Brain Cortex,SCZ,Wald ratio,1,1.083,3.36E-15,NA,NA,NA,1
ZNF603P,Brain Cortex,SCZ,Wald ratio,1,1.065,3.36E-15,NA,NA,NA,1
ZKSCAN8P1,Brain Cortex,SCZ,Wald ratio,1,1.168,3.36E-15,NA,NA,NA,0.999957769
ZKSCAN3,Brain Cortex,SCZ,Wald ratio,1,0.798,3.36E-15,NA,NA,NA,0.990732212
ZNF602P,Brain Cortex,SCZ,Wald ratio,1,0.874,3.36E-15,NA,NA,NA,0.99998414
ZSCAN23,Brain Cortex,SCZ,Wald ratio,1,1.128,3.36E-15,NA,NA,NA,0.999999995
ZKSCAN8P2,Brain Cortex,SCZ,Wald ratio,1,0.896,3.36E-15,NA,NA,NA,1
ZSCAN31,Brain Hypothalamus,SCZ,Wald ratio,1,1.15,3.36E-15,NA,NA,NA,0.999928884
ZNF603P,Brain Hypothalamus,SCZ,Wald ratio,1,1.068,3.36E-15,NA,NA,NA,1
ZSCAN26,Brain Hypothalamus,SCZ,Wald ratio,1,0.85,3.36E-15,NA,NA,NA,0.999999998
ZNF602P,Brain Hypothalamus,SCZ,Wald ratio,1,0.86,3.36E-15,NA,NA,NA,0.999983246
ZSCAN31,Brain Substantia nigra,SCZ,Wald ratio,1,1.138,3.36E-15,NA,NA,NA,0.997433153
ZSCAN26,Brain Substantia nigra,SCZ,Wald ratio,1,0.853,3.36E-15,NA,NA,NA,0.999954632
ZNF603P,Brain Substantia nigra,SCZ,Wald ratio,1,1.069,3.36E-15,NA,NA,NA,1
ZSCAN23,Brain Spinal cord cervical,SCZ,Wald ratio,1,1.139,3.68E-15,NA,NA,NA,0.999027931
ZNF603P,Brain Spinal cord cervical,SCZ,Wald ratio,1,1.064,3.68E-15,NA,NA,NA,1
ZSCAN26,Brain Spinal cord cervical,SCZ,Wald ratio,1,0.849,3.68E-15,NA,NA,NA,0.960086482
ZSCAN31,Brain Spinal cord cervical,SCZ,Wald ratio,1,1.123,3.68E-15,NA,NA,NA,0.998986612
GLYCTK,Brain Hippocampus,SCZ,Wald ratio,1,0.868,8.02E-15,NA,NA,NA,0.999986142
DNAH1,Brain Hippocampus,SCZ,Wald ratio,1,0.681,8.02E-15,NA,NA,NA,0.982406608
BTN3A2,Brain Prefrontal Cortex PsychENCODE,SCZ,Weighted median,3,0.874,9.40E-15,0.493279675,0.001269596,0.173071009,1
ZSCAN31,Brain Nucleus accumbens basal ganglia,SCZ,Wald ratio,1,1.136,9.57E-15,NA,NA,NA,0.999998071
