"Gene","Tissue","Psychiatric.disorder","Method","Nsnp","Beta","SE","OR","P.value","Q_Pvalue.MREgger.","Q_Pvalue.IVW.","P.value.Intercept.","PPH4"
"ATP8B4","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.021,0.024,0.979,0.378,NA,NA,NA,0.00080529
"SLC27A2","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.018,0.021,0.982,0.378,NA,NA,NA,0.000887336
"GOLGA2P10","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.018,0.02,1.018,0.378,NA,NA,NA,5.31e-05
"TFEB","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.02,0.022,0.981,0.378,NA,NA,NA,0.010384103
"SFMBT1","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.035,0.039,0.966,0.378,NA,NA,NA,0.00057613
"RFT1","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.01,0.011,1.01,0.378,NA,NA,NA,0.006721298
"ITIH4","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.02,0.023,0.98,0.378,NA,NA,NA,0.000550853
"SERBP1P3","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.01,0.011,0.99,0.378,NA,NA,NA,0.006721298
"CD55","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.021,0.024,1.021,0.379,NA,NA,NA,0.001763793
"NDRG4","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.024,0.028,0.976,0.379,NA,NA,NA,0.009480501
"METTL21C","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.016,0.019,0.984,0.379,NA,NA,NA,0.008102218
"FAM221A","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.034,0.039,1.035,0.379,NA,NA,NA,0.000283865
"CLCC1","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.049,0.056,0.952,0.379,NA,NA,NA,0.003212231
"BCL2L13","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.026,0.029,0.974,0.38,NA,NA,NA,0.005548308
"DNAH1","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.037,0.042,1.038,0.38,NA,NA,NA,0.001204081
"SEMA3G","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.035,0.04,1.036,0.38,NA,NA,NA,0.00529775
"NDST3","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.018,0.02,0.983,0.381,NA,NA,NA,0.010921743
"PDCD11","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.028,0.032,1.028,0.381,NA,NA,NA,3.06e-05
"BOD1","Brain Cerebellar Hemisphere","ADHD","Inverse variance weighted",2,-0.025,0.029,0.975,0.382,NA,0.302679451,NA,0.000532271
"NPRL3","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.018,0.021,0.982,0.382,NA,NA,NA,0.007548765
"DHFR","Brain Cerebellar Hemisphere","ADHD","Weighted mode",3,-0.01,0.009,0.99,0.382,0.2344526,0.251701132,0.507875979,0.008986928
"C3orf33","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.023,0.026,0.977,0.382,NA,NA,NA,0.000656781
"RPL12","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.021,0.024,1.021,0.383,NA,NA,NA,0.006813675
