Gene,Tissue,Psychiatric disorder,Method,Nsnp,Beta,SE,OR,P-value,Q_Pvalue(MREgger),Q_Pvalue(IVW),P-value(Intercept),PPH4
HAUS8,Fetal Brain,ASD,Wald ratio,1,-5.83,6.378,0.003,0.361,NA,NA,NA,0.010151772
PRELP,Fetal Brain,ASD,Wald ratio,1,0.408,0.447,1.504,0.361,NA,NA,NA,0.010394664
MED16,Fetal Brain,ASD,Wald ratio,1,0.158,0.173,1.171,0.362,NA,NA,NA,0.013506346
SERPINB5,Fetal Brain,ASD,Wald ratio,1,-0.286,0.313,0.751,0.362,NA,NA,NA,0.011036824
KIAA0368,Fetal Brain,ASD,Wald ratio,1,-1.141,1.252,0.32,0.362,NA,NA,NA,0.01890209
TIAM2,Fetal Brain,ASD,Wald ratio,1,-0.224,0.246,0.799,0.362,NA,NA,NA,0.01088157
SLC6A18,Fetal Brain,ASD,Wald ratio,1,-0.573,0.63,0.564,0.363,NA,NA,NA,0.010803488
NUDT18,Fetal Brain,ASD,Wald ratio,1,0.331,0.365,1.393,0.364,NA,NA,NA,0.010566757
ROBO2,Fetal Brain,ASD,Wald ratio,1,-0.464,0.51,0.629,0.364,NA,NA,NA,0.012163307
PIM3,Fetal Brain,ASD,Wald ratio,1,-0.526,0.58,0.591,0.364,NA,NA,NA,0.01121092
HIF3A,Fetal Brain,ASD,Wald ratio,1,0.938,1.035,2.555,0.365,NA,NA,NA,0.02236023
TNRC18,Fetal Brain,ASD,Inverse variance weighted,2,0.741,0.822,2.097,0.367,NA,0.62676867,NA,0.027697021
PRDM16,Fetal Brain,ASD,MR Egger,4,0.329,0.285,1.39,0.367,0.856115442,0.587831639,0.331531619,0.020997271
SPATA22,Fetal Brain,ASD,Wald ratio,1,-1.436,1.596,0.238,0.368,NA,NA,NA,0.010340163
NARS,Fetal Brain,ASD,Wald ratio,1,-0.287,0.319,0.751,0.368,NA,NA,NA,0.010262511
SDC2,Fetal Brain,ASD,Wald ratio,1,-0.656,0.73,0.519,0.369,NA,NA,NA,0.011704635
FGF14,Fetal Brain,ASD,Wald ratio,1,-0.414,0.461,0.661,0.369,NA,NA,NA,0.010907351
CLIC6,Fetal Brain,ASD,Wald ratio,1,1.014,1.132,2.756,0.371,NA,NA,NA,0.019251123
SLCO5A1,Fetal Brain,ASD,Wald ratio,1,-0.425,0.475,0.654,0.371,NA,NA,NA,0.018005147
C5orf38,Fetal Brain,ASD,Wald ratio,1,0.434,0.485,1.543,0.371,NA,NA,NA,0.011800703
ANKRD43,Fetal Brain,ASD,Wald ratio,1,-0.969,1.084,0.38,0.371,NA,NA,NA,0.020237374
PWP1,Fetal Brain,ASD,Wald ratio,1,0.193,0.217,1.213,0.372,NA,NA,NA,0.0122804
GABRG3,Fetal Brain,ASD,Inverse variance weighted,2,0.24,0.269,1.271,0.373,NA,0.303391886,NA,0.05084541
SWAP70,Fetal Brain,ASD,Wald ratio,1,0.296,0.332,1.345,0.373,NA,NA,NA,0.127579425
HMGA2,Fetal Brain,ASD,Wald ratio,1,0.282,0.317,1.326,0.374,NA,NA,NA,0.017641935
ST7,Fetal Brain,ASD,Inverse variance weighted,2,0.539,0.606,1.714,0.374,NA,0.154393356,NA,0.040695177
STXBP6,Fetal Brain,ASD,Wald ratio,1,1.26,1.42,3.527,0.375,NA,NA,NA,0.012294223
NKD2,Fetal Brain,ASD,Wald ratio,1,0.953,1.075,2.593,0.375,NA,NA,NA,0.018254441
SCN4B,Fetal Brain,ASD,Wald ratio,1,-3.224,3.637,0.04,0.375,NA,NA,NA,0.010289115
EPB41L4B,Fetal Brain,ASD,Wald ratio,1,0.156,0.176,1.169,0.376,NA,NA,NA,0.010858231
DNAJC18,Fetal Brain,ASD,Wald ratio,1,0.332,0.375,1.394,0.376,NA,NA,NA,0.010853674
SLC23A1,Fetal Brain,ASD,Wald ratio,1,0.257,0.29,1.293,0.376,NA,NA,NA,0.010854568
USO1,Fetal Brain,ASD,Wald ratio,1,-0.39,0.441,0.677,0.376,NA,NA,NA,0.015707184
OR2W3,Fetal Brain,ASD,Wald ratio,1,-0.315,0.357,0.73,0.377,NA,NA,NA,0.010618538
DLL3,Fetal Brain,ASD,Wald ratio,1,-0.524,0.594,0.592,0.377,NA,NA,NA,0.011747821
TRIM39,Fetal Brain,ASD,Wald ratio,1,1.075,1.22,2.929,0.378,NA,NA,NA,0.018512588
C13orf33,Fetal Brain,ASD,Wald ratio,1,0.343,0.39,1.409,0.379,NA,NA,NA,0.014868446
ZNF468,Fetal Brain,ASD,Wald ratio,1,-0.126,0.144,0.881,0.38,NA,NA,NA,0.010717678
LOC728554,Fetal Brain,ASD,Wald ratio,1,0.937,1.069,2.551,0.381,NA,NA,NA,0.010479548
MIR516B2,Fetal Brain,ASD,Wald ratio,1,0.422,0.482,1.525,0.382,NA,NA,NA,0.010965389
MIR516B1,Fetal Brain,ASD,Wald ratio,1,0.373,0.427,1.453,0.382,NA,NA,NA,0.010965389
SLMO2,Fetal Brain,ASD,Wald ratio,1,1.869,2.144,6.48,0.383,NA,NA,NA,0.030109548
ACTR1B,Fetal Brain,ASD,Wald ratio,1,-0.226,0.259,0.798,0.384,NA,NA,NA,0.010575424
GFRA2,Fetal Brain,ASD,Wald ratio,1,-0.735,0.844,0.48,0.384,NA,NA,NA,0.011061402
ENTPD2,Fetal Brain,ASD,Wald ratio,1,-0.088,0.101,0.916,0.384,NA,NA,NA,0.012669825
POLR2E,Fetal Brain,ASD,Wald ratio,1,-1.179,1.357,0.308,0.385,NA,NA,NA,0.012591226
FLJ35220,Fetal Brain,ASD,Wald ratio,1,0.366,0.422,1.442,0.386,NA,NA,NA,0.012353459
MIR1276,Fetal Brain,ASD,Wald ratio,1,-0.638,0.737,0.528,0.387,NA,NA,NA,0.037977368
CCDC152,Fetal Brain,ASD,Wald ratio,1,0.303,0.353,1.354,0.391,NA,NA,NA,0.011019
RAB11B,Fetal Brain,ASD,Wald ratio,1,-1.919,2.237,0.147,0.391,NA,NA,NA,0.01101713
SLC35F3,Fetal Brain,ASD,Wald ratio,1,0.87,1.015,2.387,0.391,NA,NA,NA,0.009965331
ZNF174,Fetal Brain,ASD,Wald ratio,1,1.164,1.359,3.202,0.392,NA,NA,NA,0.009886147
KLK8,Fetal Brain,ASD,Wald ratio,1,0.361,0.422,1.435,0.392,NA,NA,NA,0.009885184
RNF25,Fetal Brain,ASD,Wald ratio,1,-0.839,0.983,0.432,0.393,NA,NA,NA,0.027253894
VWDE,Fetal Brain,ASD,Wald ratio,1,0.198,0.232,1.219,0.393,NA,NA,NA,0.012082742
RPH3A,Fetal Brain,ASD,Wald ratio,1,0.45,0.532,1.568,0.397,NA,NA,NA,0.022677664
NRP2,Fetal Brain,ASD,Wald ratio,1,-0.857,1.013,0.425,0.398,NA,NA,NA,0.022985331
PIK3CD,Fetal Brain,ASD,Wald ratio,1,0.3,0.355,1.349,0.399,NA,NA,NA,0.009924328
TRIM2,Fetal Brain,ASD,Wald ratio,1,0.342,0.406,1.408,0.4,NA,NA,NA,0.010179095
