Gene,Tissue,Psychiatric disorder,Method,Nsnp,Beta,SE,OR,P-value,Q_Pvalue(MREgger),Q_Pvalue(IVW),P-value(Intercept),PPH4
RPAP3,ROSMAP,ANX,Inverse variance weighted,3,4.858,3.188,128.753,0.128,0.189332283,0.400862461,0.845585973,3.17E-06
CACB1,ROSMAP,ANX,Inverse variance weighted,4,3.3,2.166,27.102,0.128,0.514705091,0.663462352,0.664457444,9.70E-07
MKLN1,ROSMAP,ANX,Weighted mode,5,1.902,0.992,6.7,0.128,0.143108084,0.02227903,0.1664023,4.22E-07
DTD1,ROSMAP,ANX,Inverse variance weighted,2,1.297,0.852,3.658,0.128,NA,0.737225283,NA,4.70E-06
KAD5,ROSMAP,ANX,Inverse variance weighted,4,1.208,0.794,3.345,0.128,0.177732155,0.186075195,0.468920555,5.19E-07
BICD1,ROSMAP,ANX,MR Egger,5,6.677,3.202,793.964,0.128,0.885432556,0.113798067,0.07977399,1.95E-06
PYGL,ROSMAP,ANX,Inverse variance weighted,3,1.143,0.752,3.136,0.128,0.614831244,0.823854138,0.776355355,0.000303136
CSTFT,ROSMAP,ANX,Inverse variance weighted,2,-3.194,2.101,0.041,0.128,NA,0.520215169,NA,3.79E-05
RHG20,ROSMAP,ANX,Inverse variance weighted,2,1.395,0.918,4.035,0.129,NA,0.350954305,NA,2.13E-06
TENA,ROSMAP,ANX,Inverse variance weighted,4,-0.357,0.235,0.7,0.129,0.613355514,0.251753788,0.219675728,3.12E-06
EPHA4,ROSMAP,ANX,Inverse variance weighted,5,2.69,1.773,14.735,0.129,0.701562242,0.834419163,0.856150728,3.37E-07
ACE,ROSMAP,ANX,Inverse variance weighted,2,-1.259,0.83,0.284,0.129,NA,0.063564191,NA,0.379720443
IBP2,ROSMAP,ANX,MR Egger,4,-2.942,1.175,0.053,0.129,0.413208133,0.102851587,0.170270321,2.63E-06
LMF2,ROSMAP,ANX,MR Egger,6,3.316,1.739,27.541,0.129,0.536582211,0.419787099,0.246488141,2.60E-06
HNRH1,ROSMAP,ANX,Wald ratio,1,-5.821,3.838,0.003,0.129,NA,NA,NA,9.31E-08
CIRBP,ROSMAP,ANX,Inverse variance weighted,2,9.987,6.587,21735.28,0.129,NA,0.674550414,NA,3.08E-05
RIPK2,ROSMAP,ANX,Wald ratio,1,-1.69,1.115,0.185,0.13,NA,NA,NA,0.000620811
ABHDA,ROSMAP,ANX,Weighted mode,5,-1.058,0.556,0.347,0.13,0.366329602,0.461440345,0.56435752,9.03E-07
MUC18,ROSMAP,ANX,Wald ratio,1,4.042,2.668,56.949,0.13,NA,NA,NA,2.95E-07
CBL,ROSMAP,ANX,Wald ratio,1,366.533,241.912,1.53E+159,0.13,NA,NA,NA,7.97E-08
LBP,ROSMAP,ANX,Weighted mode,4,0.546,0.264,1.726,0.13,0.383260148,0.491618349,0.555389583,1.19E-05
PSMD8,ROSMAP,ANX,Inverse variance weighted,2,14.402,9.519,1798473,0.13,NA,0.295398364,NA,2.26E-07
K0513,ROSMAP,ANX,Weighted mode,5,2.388,1.258,10.895,0.13,0.435698961,0.468625111,0.428333084,1.66E-05
SORC1,ROSMAP,ANX,Simple mode,11,1.728,1.049,5.627,0.131,0.393492947,0.235713279,0.110596742,5.68E-07
NOP9,ROSMAP,ANX,Weighted mode,3,1.915,0.77,6.788,0.131,0.630363948,0.184715705,0.326809523,6.91E-07
TICN2,ROSMAP,ANX,Wald ratio,1,-2.61,1.728,0.074,0.131,NA,NA,NA,5.55E-05
CXCL7,ROSMAP,ANX,Inverse variance weighted,2,1.471,0.975,4.352,0.131,NA,0.10439631,NA,4.47E-05
COMD1,ROSMAP,ANX,Inverse variance weighted,2,2.598,1.722,13.43,0.131,NA,0.898190299,NA,7.25E-07
ACM3,ROSMAP,ANX,Weighted mode,6,-0.757,0.42,0.469,0.131,0.392816141,0.416319552,0.402260122,1.15E-06
TPD53,ROSMAP,ANX,Simple mode,5,-1.895,1.002,0.15,0.131,0.171710219,0.284567418,0.909343603,1.36E-06
NGEF,ROSMAP,ANX,Wald ratio,1,-16.429,10.89,0,0.131,NA,NA,NA,8.65E-07
HEMH,ROSMAP,ANX,Weighted median,4,1.202,0.797,3.326,0.131,0.219740887,0.323104746,0.639953508,2.21E-07
P33MX,ROSMAP,ANX,Inverse variance weighted,2,11.968,7.936,157692.2,0.132,NA,0.619170918,NA,1.25E-07
VAMP3,ROSMAP,ANX,Inverse variance weighted,2,1.655,1.099,5.235,0.132,NA,0.430101265,NA,1.27E-07
HACL1,ROSMAP,ANX,Inverse variance weighted,2,-0.62,0.412,0.538,0.132,NA,0.459655064,NA,0.001559529
EPHA7,ROSMAP,ANX,Inverse variance weighted,7,1.01,0.671,2.744,0.132,0.265119337,0.37439558,0.948060195,1.03E-06
BCL10,ROSMAP,ANX,Inverse variance weighted,2,5.124,3.407,168.09,0.132,NA,0.318885419,NA,4.60E-06
E41LB,ROSMAP,ANX,Inverse variance weighted,4,4.087,2.717,59.539,0.133,0.916724033,0.967730925,0.799162297,1.17E-07
RABE1,ROSMAP,ANX,Wald ratio,1,-2.42,1.61,0.089,0.133,NA,NA,NA,0.017414078
