"Gene","Tissue","Psychiatric.disorder","Method","Nsnp","Beta","SE","OR","P.value","Q_Pvalue.MREgger.","Q_Pvalue.IVW.","P.value.Intercept.","PPH4"
"HMGXB3","Brain Hippocampus","OCD","Wald ratio",1,-0.042,0.106,0.959,0.693,NA,NA,NA,0.013751024
"SLC38A10","Brain Hippocampus","OCD","Wald ratio",1,0.041,0.105,1.042,0.693,NA,NA,NA,0.002928898
"LINC03014","Brain Hippocampus","OCD","Wald ratio",1,0.016,0.04,1.016,0.693,NA,NA,NA,0.000265143
"CEP164","Brain Hippocampus","OCD","Wald ratio",1,0.057,0.145,1.059,0.694,NA,NA,NA,0.013972812
"NKAIN1","Brain Hippocampus","OCD","Wald ratio",1,-0.012,0.03,0.988,0.695,NA,NA,NA,0.016146562
"CSRNP2","Brain Hippocampus","OCD","Wald ratio",1,0.047,0.119,1.048,0.695,NA,NA,NA,0.000951037
"MYOM2","Brain Hippocampus","OCD","Wald ratio",1,-0.025,0.064,0.975,0.695,NA,NA,NA,0.013713782
"CPEB2-DT","Brain Hippocampus","OCD","Wald ratio",1,-0.022,0.056,0.978,0.695,NA,NA,NA,0.001229047
"C3orf80","Brain Hippocampus","OCD","Wald ratio",1,0.033,0.084,1.033,0.696,NA,NA,NA,4.17e-05
"CLBA1","Brain Hippocampus","OCD","Wald ratio",1,0.032,0.082,1.033,0.697,NA,NA,NA,0.017276152
"VRK3","Brain Hippocampus","OCD","Wald ratio",1,0.028,0.073,1.029,0.699,NA,NA,NA,0.008403754
"CAPN8","Brain Hippocampus","OCD","Wald ratio",1,0.023,0.061,1.024,0.7,NA,NA,NA,0.000501467
"LINC01260","Brain Hippocampus","OCD","Wald ratio",1,0.026,0.067,1.026,0.7,NA,NA,NA,0.016330999
"SLC20A1-DT","Brain Hippocampus","OCD","Wald ratio",1,0.013,0.033,1.013,0.701,NA,NA,NA,0.017882451
"ZSCAN18","Brain Hippocampus","OCD","Wald ratio",1,-0.048,0.126,0.953,0.702,NA,NA,NA,0.015833656
"FOLH1B","Brain Hippocampus","OCD","Wald ratio",1,0.017,0.046,1.018,0.702,NA,NA,NA,0.003491504
"HNRNPAB","Brain Hippocampus","OCD","Wald ratio",1,-0.035,0.092,0.965,0.703,NA,NA,NA,0.003633355
"ICMT","Brain Hippocampus","OCD","Wald ratio",1,-0.037,0.098,0.963,0.704,NA,NA,NA,0.033457915
"CLDN1","Brain Hippocampus","OCD","Wald ratio",1,0.038,0.1,1.039,0.704,NA,NA,NA,0.008403321
"FBXO4","Brain Hippocampus","OCD","Wald ratio",1,0.024,0.064,1.024,0.705,NA,NA,NA,7.74e-05
"ANXA3","Brain Hippocampus","OCD","Wald ratio",1,-0.033,0.089,0.967,0.707,NA,NA,NA,0.002026611
"FAM118B","Brain Hippocampus","OCD","Wald ratio",1,-0.065,0.173,0.937,0.707,NA,NA,NA,0.002382514
"CA5A","Brain Hippocampus","OCD","Wald ratio",1,-0.033,0.087,0.968,0.707,NA,NA,NA,0.019802694
"SNX18","Brain Hippocampus","OCD","Wald ratio",1,0.036,0.095,1.037,0.707,NA,NA,NA,0.016901545
"CAST","Brain Hippocampus","OCD","Wald ratio",1,0.036,0.096,1.037,0.708,NA,NA,NA,0.015182787
"H3C6","Brain Hippocampus","OCD","Wald ratio",1,0.011,0.03,1.011,0.709,NA,NA,NA,0.023905032
"RAPGEF3","Brain Hippocampus","OCD","Wald ratio",1,0.022,0.059,1.022,0.711,NA,NA,NA,0.018387496
"CCAR1","Brain Hippocampus","OCD","Inverse variance weighted",2,0.018,0.048,1.018,0.712,NA,0.525803974,NA,1.73e-05
"FZD10-AS1","Brain Hippocampus","OCD","Wald ratio",1,-0.032,0.086,0.969,0.713,NA,NA,NA,0.015944077
"TTC19","Brain Hippocampus","OCD","Wald ratio",1,-0.041,0.112,0.96,0.713,NA,NA,NA,0.001458608
"CALHM6","Brain Hippocampus","OCD","Inverse variance weighted",2,0.028,0.076,1.028,0.714,NA,0.070278847,NA,0.00111511
"ZFAND2A-DT","Brain Hippocampus","OCD","Wald ratio",1,0.008,0.022,1.008,0.714,NA,NA,NA,0.014090286
"SYCP2L","Brain Hippocampus","OCD","Wald ratio",1,-0.022,0.059,0.979,0.714,NA,NA,NA,0.014535647
"IL21R","Brain Hippocampus","OCD","Inverse variance weighted",2,-0.014,0.04,0.986,0.715,NA,0.685692608,NA,0.01493082
"TMEM191C","Brain Hippocampus","OCD","Wald ratio",1,0.034,0.094,1.035,0.716,NA,NA,NA,5.9e-05
"RNASEH2B","Brain Hippocampus","OCD","Wald ratio",1,0.015,0.043,1.016,0.717,NA,NA,NA,0.013817249
"FAM86C2P","Brain Hippocampus","OCD","Wald ratio",1,-0.036,0.1,0.965,0.718,NA,NA,NA,0.001255541
"LMNTD2-AS1","Brain Hippocampus","OCD","Wald ratio",1,0.027,0.076,1.028,0.718,NA,NA,NA,0.0015477
"TMEM80","Brain Hippocampus","OCD","Wald ratio",1,0.014,0.039,1.014,0.718,NA,NA,NA,0.013861038
"XAF1","Brain Hippocampus","OCD","Wald ratio",1,0.033,0.092,1.034,0.718,NA,NA,NA,0.006424333
