"Gene","Tissue","Psychiatric.disorder","Method","Nsnp","Beta","SE","OR","P.value","Q_Pvalue.MREgger.","Q_Pvalue.IVW.","P.value.Intercept.","PPH4"
"ZNF223","Brain Amygdala","ALZ","Wald ratio",1,-0.591,0.027,0.554,8.29e-109,NA,NA,NA,0.997960286
"CEACAM16-AS1","Brain Amygdala","ALZ","Wald ratio",1,-0.166,0.012,0.847,3.13e-44,NA,NA,NA,0.99999968
"ARHGAP1","Brain Amygdala","ALZ","Wald ratio",1,-0.252,0.042,0.777,1.97e-09,NA,NA,NA,0.999116492
"GEMIN7","Brain Amygdala","ALZ","Wald ratio",1,-0.133,0.024,0.875,2.19e-08,NA,NA,NA,0.999958027
"HLA-DQA2","Brain Amygdala","ALZ","Wald ratio",1,0.09,0.018,1.094,3.6e-07,NA,NA,NA,0.989360726
"KANSL1-AS1","Brain Amygdala","ALZ","Wald ratio",1,-0.057,0.012,0.944,2.84e-06,NA,NA,NA,0.997185624
"MAPK8IP1P1","Brain Amygdala","ALZ","Wald ratio",1,-0.058,0.012,0.944,2.84e-06,NA,NA,NA,0.997185624
"PLEKHM1","Brain Amygdala","ALZ","Wald ratio",1,-0.159,0.034,0.853,2.84e-06,NA,NA,NA,0.99166248
"DND1P1","Brain Amygdala","ALZ","Wald ratio",1,-0.068,0.014,0.934,2.84e-06,NA,NA,NA,0.997185624
"LRRC37A","Brain Amygdala","ALZ","Wald ratio",1,-0.091,0.019,0.913,2.84e-06,NA,NA,NA,0.965132694
"LRRC37A2","Brain Amygdala","ALZ","Wald ratio",1,-0.054,0.012,0.947,2.84e-06,NA,NA,NA,0.997185624
"ARL17A","Brain Amygdala","ALZ","Wald ratio",1,-0.07,0.015,0.932,2.84e-06,NA,NA,NA,0.997181181
"MAPK8IP1P2","Brain Amygdala","ALZ","Wald ratio",1,-0.054,0.012,0.947,2.84e-06,NA,NA,NA,0.997185624
"LINC02210","Brain Amygdala","ALZ","Wald ratio",1,-0.069,0.015,0.933,2.84e-06,NA,NA,NA,0.997185624
"LRRC37A4P","Brain Amygdala","ALZ","Wald ratio",1,0.054,0.011,1.055,2.84e-06,NA,NA,NA,0.997185624
"HLA-DRB6","Brain Amygdala","ALZ","Wald ratio",1,0.079,0.017,1.082,4.89e-06,NA,NA,NA,0.996051889
"HLA-DRB1","Brain Amygdala","ALZ","Wald ratio",1,-0.168,0.037,0.845,4.89e-06,NA,NA,NA,0.994297097
"HLA-DRB5","Brain Amygdala","ALZ","Wald ratio",1,-0.057,0.013,0.944,4.89e-06,NA,NA,NA,0.996057363
"KNOP1","Brain Amygdala","ALZ","Wald ratio",1,0.065,0.015,1.067,1.47e-05,NA,NA,NA,0.987454725
"ABCA7","Brain Amygdala","ALZ","Wald ratio",1,-0.147,0.036,0.863,5.35e-05,NA,NA,NA,0.958464233
"CHRNE","Brain Amygdala","ALZ","Wald ratio",1,-0.071,0.019,0.932,0.000151,NA,NA,NA,0.903234495
"EIF2S1","Brain Amygdala","ALZ","Wald ratio",1,-0.168,0.051,0.846,0.000935,NA,NA,NA,0.021245343
"BPHL","Brain Amygdala","ALZ","Wald ratio",1,0.078,0.024,1.081,0.000971,NA,NA,NA,0.668847469
"PVRIG","Brain Amygdala","ALZ","Wald ratio",1,0.073,0.023,1.076,0.00115,NA,NA,NA,0.324055762
"STAG3","Brain Amygdala","ALZ","Wald ratio",1,0.098,0.03,1.103,0.00115,NA,NA,NA,0.617015882
"LYSMD4","Brain Amygdala","ALZ","Wald ratio",1,-0.055,0.017,0.946,0.00146,NA,NA,NA,0.460631582
"CSP2","Brain Amygdala","ALZ","Wald ratio",1,-0.099,0.031,0.906,0.00148,NA,NA,NA,0.330628386
"SLC9A8","Brain Amygdala","ALZ","Wald ratio",1,-0.081,0.026,0.922,0.00152,NA,NA,NA,0.233358334
"TBC1D22A-DT","Brain Amygdala","ALZ","Wald ratio",1,-0.049,0.016,0.953,0.00177,NA,NA,NA,0.402169439
"RNF32-DT","Brain Amygdala","ALZ","Wald ratio",1,0.066,0.021,1.068,0.00185,NA,NA,NA,0.320326142
"HLA-DQB1","Brain Amygdala","ALZ","Inverse variance weighted",2,-0.108,0.035,0.898,0.00224,NA,0.089792707,NA,0.941489716
"APP-DT","Brain Amygdala","ALZ","Inverse variance weighted",2,0.033,0.011,1.034,0.00273,NA,0.711241572,NA,0.091039659
