Gene,Tissue,Psychiatric disorder,Method,Nsnp,Beta,SE,OR,P-value,Q_Pvalue(MREgger),Q_Pvalue(IVW),P-value(Intercept),PPH4
ENSG00000198106,Brain Cortex,SCZ,Wald ratio,1,0.048,0.036,1.049,0.185,NA,NA,NA,0.01162811
BTG4,Brain Cortex,SCZ,Wald ratio,1,-0.112,0.084,0.894,0.185,NA,NA,NA,0.004679452
ENSG00000287173,Brain Cortex,SCZ,Wald ratio,1,-0.052,0.039,0.949,0.188,NA,NA,NA,0.01280103
HERC1,Brain Cortex,SCZ,Wald ratio,1,-0.029,0.022,0.972,0.189,NA,NA,NA,0.010769843
ZMIZ1-AS1,Brain Cortex,SCZ,Wald ratio,1,0.059,0.045,1.061,0.19,NA,NA,NA,0.008705252
TH,Brain Cortex,SCZ,Wald ratio,1,-0.03,0.023,0.971,0.19,NA,NA,NA,0.005136107
LHX3,Brain Cortex,SCZ,Wald ratio,1,0.018,0.014,1.018,0.192,NA,NA,NA,0.00695818
WDFY4,Brain Cortex,SCZ,Wald ratio,1,0.018,0.014,1.019,0.192,NA,NA,NA,0.004618393
MSI2,Brain Cortex,SCZ,Wald ratio,1,0.019,0.015,1.019,0.193,NA,NA,NA,0.005755219
CRTC3,Brain Cortex,SCZ,Wald ratio,1,0.04,0.031,1.041,0.193,NA,NA,NA,0.005870743
DGKZ,Brain Cortex,SCZ,Wald ratio,1,-0.167,0.129,0.846,0.195,NA,NA,NA,0.091796332
SNHG14,Brain Cortex,SCZ,Wald ratio,1,-0.03,0.023,0.971,0.195,NA,NA,NA,0.010407431
MEG8,Brain Cortex,SCZ,Wald ratio,1,0.023,0.017,1.023,0.196,NA,NA,NA,0.011600557
CAPRIN2,Brain Cortex,SCZ,Wald ratio,1,-0.016,0.012,0.984,0.196,NA,NA,NA,0.026953639
TTLL11,Brain Cortex,SCZ,Wald ratio,1,-0.106,0.082,0.9,0.196,NA,NA,NA,0.032944713
ZMIZ1,Brain Cortex,SCZ,Wald ratio,1,-0.094,0.073,0.91,0.197,NA,NA,NA,0.004327369
TESC,Brain Cortex,SCZ,Wald ratio,1,-0.019,0.015,0.981,0.197,NA,NA,NA,0.010196454
PIEZO2,Brain Cortex,SCZ,Wald ratio,1,0.036,0.028,1.036,0.198,NA,NA,NA,0.011743517
MTMR2,Brain Cortex,SCZ,Wald ratio,1,0.017,0.013,1.017,0.198,NA,NA,NA,0.009843272
C17orf50,Brain Cortex,SCZ,Wald ratio,1,0.06,0.047,1.062,0.199,NA,NA,NA,0.018392748
ZNF470,Brain Cortex,SCZ,Wald ratio,1,0.026,0.02,1.026,0.201,NA,NA,NA,0.010056046
DNTT,Brain Cortex,SCZ,Wald ratio,1,0.156,0.122,1.168,0.202,NA,NA,NA,0.008326645
ENSG00000264825,Brain Cortex,SCZ,Wald ratio,1,-0.035,0.028,0.966,0.203,NA,NA,NA,0.010194827
DENND2B,Brain Cortex,SCZ,Wald ratio,1,-0.044,0.035,0.957,0.204,NA,NA,NA,0.011038607
TRPC6,Brain Cortex,SCZ,Wald ratio,1,-0.016,0.013,0.984,0.204,NA,NA,NA,0.004982329
ENSG00000287034,Brain Cortex,SCZ,Wald ratio,1,0.022,0.018,1.023,0.205,NA,NA,NA,0.011113428
EVL,Brain Cortex,SCZ,Wald ratio,1,0.057,0.045,1.059,0.205,NA,NA,NA,0.022569064
LINC02694,Brain Cortex,SCZ,Wald ratio,1,-0.03,0.024,0.971,0.207,NA,NA,NA,0.0045229
TACC2,Brain Cortex,SCZ,Wald ratio,1,0.046,0.036,1.047,0.208,NA,NA,NA,0.507109426
ENSG00000275443,Brain Cortex,SCZ,Wald ratio,1,-0.041,0.033,0.959,0.208,NA,NA,NA,0.010124954
LINC02156,Brain Cortex,SCZ,Wald ratio,1,0.015,0.012,1.015,0.209,NA,NA,NA,0.037895282
