Gene,Tissue,Psychiatric disorder,Method,Nsnp,Beta,SE,OR,P-value,Q_Pvalue(MREgger),Q_Pvalue(IVW),P-value(Intercept),PPH4
RP11-396B14.2,Brain Cortex,BP,Wald ratio,1,-0.15,0.048,0.86,0.00162,NA,NA,NA,0.410605449
HPS1,Brain Cortex,BP,Inverse variance weighted,2,-0.171,0.055,0.843,0.00167,NA,0.661078843,NA,0.010395425
ADRBK2,Brain Cortex,BP,Wald ratio,1,0.104,0.033,1.109,0.00176,NA,NA,NA,0.523426472
CRYBB2,Brain Cortex,BP,Wald ratio,1,0.115,0.037,1.122,0.00176,NA,NA,NA,0.523426488
BAG6,Brain Cortex,BP,Weighted median,8,0.028,0.009,1.028,0.00179,0.053816235,0.08844296,0.994459725,0.069775711
LINC02263,Brain Cortex,BP,Wald ratio,1,-0.176,0.056,0.839,0.00183,NA,NA,NA,0.373842413
LYRM9,Brain Cortex,BP,Wald ratio,1,0.132,0.043,1.141,0.00192,NA,NA,NA,0.393799876
ENDOV,Brain Cortex,BP,Inverse variance weighted,3,0.053,0.017,1.054,0.00198,0.496644635,0.579537329,0.573147913,0.083884962
DTX3,Brain Cortex,BP,Wald ratio,1,0.364,0.118,1.439,0.00199,NA,NA,NA,0.391353066
ARHGEF25,Brain Cortex,BP,Wald ratio,1,0.507,0.164,1.66,0.00199,NA,NA,NA,0.391349938
FAM207A,Brain Cortex,BP,Wald ratio,1,0.11,0.036,1.116,0.00203,NA,NA,NA,0.006597125
C21orf67,Brain Cortex,BP,Wald ratio,1,-0.198,0.064,0.82,0.00203,NA,NA,NA,0.373950587
LINC01547,Brain Cortex,BP,Wald ratio,1,0.634,0.205,1.885,0.00203,NA,NA,NA,0.374589151
GPR98,Brain Cortex,BP,Wald ratio,1,0.11,0.036,1.116,0.00203,NA,NA,NA,0.349512703
SCAF11,Brain Cortex,BP,Wald ratio,1,0.407,0.132,1.502,0.00204,NA,NA,NA,0.351077531
BRD3OS,Brain Cortex,BP,Wald ratio,1,-0.463,0.15,0.629,0.00206,NA,NA,NA,0.359975905
BRD3,Brain Cortex,BP,Wald ratio,1,-0.582,0.189,0.559,0.00206,NA,NA,NA,0.359737644
RP5-884C9.2,Brain Cortex,BP,Wald ratio,1,0.151,0.049,1.163,0.00209,NA,NA,NA,0.36645554
ARL5B-AS1,Brain Cortex,BP,Wald ratio,1,0.135,0.044,1.145,0.00212,NA,NA,NA,0.405236988
S100PBP,Brain Cortex,BP,Wald ratio,1,-0.629,0.206,0.533,0.00222,NA,NA,NA,0.339255388
ASTN2,Brain Cortex,BP,Wald ratio,1,0.148,0.048,1.16,0.00223,NA,NA,NA,0.356459005
GNG7,Brain Cortex,BP,Wald ratio,1,-0.422,0.138,0.656,0.00225,NA,NA,NA,0.365008278
TMEM116,Brain Cortex,BP,Wald ratio,1,0.169,0.056,1.185,0.00234,NA,NA,NA,0.444182579
RTN4,Brain Cortex,BP,Wald ratio,1,0.174,0.057,1.19,0.00243,NA,NA,NA,0.315409122
SERPINI1,Brain Cortex,BP,Wald ratio,1,-0.163,0.054,0.85,0.00245,NA,NA,NA,0.327618323
OCIAD2,Brain Cortex,BP,Wald ratio,1,-0.11,0.036,0.896,0.00253,NA,NA,NA,0.326662389
DET1,Brain Cortex,BP,Wald ratio,1,0.59,0.195,1.803,0.00255,NA,NA,NA,0.438390063
ZNF644,Brain Cortex,BP,Wald ratio,1,0.092,0.031,1.096,0.00258,NA,NA,NA,0.390806565
MSH2,Brain Cortex,BP,Wald ratio,1,-0.153,0.051,0.858,0.00261,NA,NA,NA,0.318214298
KCNK12,Brain Cortex,BP,Wald ratio,1,-0.396,0.131,0.673,0.00261,NA,NA,NA,0.318430838
TPT1-AS1,Brain Cortex,BP,Inverse variance weighted,2,-0.106,0.035,0.9,0.00279,NA,0.703879366,NA,0.093881631
RP11-488C13.5,Brain Cortex,BP,Wald ratio,1,-0.056,0.019,0.946,0.00288,NA,NA,NA,0.303383056
VASH1-AS1,Brain Cortex,BP,Wald ratio,1,-0.409,0.137,0.664,0.00288,NA,NA,NA,0.303383056
LINC02696,Brain Cortex,BP,Wald ratio,1,-0.338,0.113,0.713,0.00288,NA,NA,NA,0.380577736
PRDM11,Brain Cortex,BP,Wald ratio,1,0.176,0.059,1.192,0.00288,NA,NA,NA,0.377457604
RBM11,Brain Cortex,BP,Wald ratio,1,-0.096,0.032,0.908,0.00294,NA,NA,NA,0.327828265
PVR,Brain Cortex,BP,Wald ratio,1,-0.134,0.045,0.875,0.00298,NA,NA,NA,0.470977492
DCBLD1,Brain Cortex,BP,Wald ratio,1,-0.31,0.105,0.733,0.00306,NA,NA,NA,0.293816879
GOPC,Brain Cortex,BP,Wald ratio,1,0.129,0.043,1.137,0.00306,NA,NA,NA,0.293816701
YWHAH,Brain Cortex,BP,Wald ratio,1,0.036,0.012,1.037,0.00307,NA,NA,NA,0.28322143
EIF4ENIF1,Brain Cortex,BP,Wald ratio,1,-0.111,0.037,0.895,0.00307,NA,NA,NA,0.283165862
MYO18A,Brain Cortex,BP,Wald ratio,1,-0.117,0.039,0.89,0.0031,NA,NA,NA,0.267375187
KLK7,Brain Cortex,BP,Wald ratio,1,-0.178,0.06,0.837,0.00313,NA,NA,NA,0.298133525
PTDSS1,Brain Cortex,BP,Wald ratio,1,-0.287,0.097,0.751,0.0032,NA,NA,NA,0.26586075
RFWD2,Brain Cortex,BP,Wald ratio,1,-0.051,0.017,0.95,0.00332,NA,NA,NA,0.259459482
COP1,Brain Cortex,BP,Wald ratio,1,-0.343,0.117,0.709,0.00332,NA,NA,NA,0.259459482
RHOJ,Brain Cortex,BP,Wald ratio,1,-0.108,0.037,0.898,0.00332,NA,NA,NA,0.259356263
ABLIM1,Brain Cortex,BP,Wald ratio,1,0.094,0.032,1.098,0.00332,NA,NA,NA,0.259356263
RP11-867G23.8,Brain Cortex,BP,Wald ratio,1,-0.127,0.043,0.88,0.00336,NA,NA,NA,0.274546535
C11orf80,Brain Cortex,BP,Wald ratio,1,-0.547,0.186,0.579,0.00336,NA,NA,NA,0.274509886
AP001107.9,Brain Cortex,BP,Wald ratio,1,-0.372,0.127,0.689,0.00336,NA,NA,NA,0.274547459
MRPL11,Brain Cortex,BP,Wald ratio,1,0.043,0.015,1.044,0.00336,NA,NA,NA,0.274547459
