Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
LNX2,Inhibitory neurons,OCD,Wald ratio,1,0.586,1.88E-07,NA,NA,NA,0.08169241
GABRB1,OPCs / COPs,OCD,Wald ratio,1,1.794,8.81E-06,NA,NA,NA,0.016693167
INSYN1,Inhibitory neurons,OCD,Wald ratio,1,0.581,9.88E-06,NA,NA,NA,0.052179966
SPATS2,OPCs / COPs,OCD,Wald ratio,1,0.674,1.33E-05,NA,NA,NA,0.013844342
SPATS2,Oligodendrocytes,OCD,Wald ratio,1,0.807,1.33E-05,NA,NA,NA,0.676806311
PQLC3,Oligodendrocytes,OCD,Wald ratio,1,0.712,1.45E-05,NA,NA,NA,0.029147477
FANCL,Endothelial cells,OCD,Wald ratio,1,0.641,1.47E-05,NA,NA,NA,0.011764693
MPHOSPH9,DA_D30,OCD,Wald ratio,1,1.191,1.61E-05,NA,NA,NA,0.992634789
TEF,Astrocytes,OCD,Wald ratio,1,2.143,3.19E-05,NA,NA,NA,0.008425198
LINC00571,Oligodendrocytes,OCD,Wald ratio,1,0.634,3.30E-05,NA,NA,NA,0.006338113
CCNT1,Excitatory neurons,OCD,Wald ratio,1,0.653,3.31E-05,NA,NA,NA,0.006891994
FAM186A,Microglia,OCD,Wald ratio,1,1.504,3.46E-05,NA,NA,NA,0.006202833
PRPH,Astro_D52,OCD,Wald ratio,1,0.89,3.73E-05,NA,NA,NA,0.98569945
L3MBTL2,Excitatory neurons,OCD,Wald ratio,1,0.412,4.24E-05,NA,NA,NA,0.004471914
GGNBP2,FPP_D11,OCD,Wald ratio,1,1.443,4.57E-05,NA,NA,NA,0.975071532
GGNBP2,P_FPP_D11,OCD,Wald ratio,1,1.296,4.57E-05,NA,NA,NA,0.978631658
FLT3,Inhibitory neurons,OCD,Wald ratio,1,1.643,4.58E-05,NA,NA,NA,0.004937579
TMBIM6,OPCs / COPs,OCD,Wald ratio,1,2.268,4.72E-05,NA,NA,NA,0.004737986
DDX23,Astrocytes,OCD,Wald ratio,1,1.535,4.72E-05,NA,NA,NA,0.004652209
NT5DC2,Pericytes,OCD,Wald ratio,1,1.558,5.26E-05,NA,NA,NA,0.004845452
BRPF3,Oligodendrocytes,OCD,Wald ratio,1,0.534,5.85E-05,NA,NA,NA,0.003791457
ARMC12,Astrocytes,OCD,Wald ratio,1,1.596,5.85E-05,NA,NA,NA,0.003823434
GRWD1,OPCs / COPs,OCD,Wald ratio,1,0.628,6.00E-05,NA,NA,NA,0.004350067
MYO19,Oligodendrocytes,OCD,Wald ratio,1,1.415,6.23E-05,NA,NA,NA,0.004166932
ZNHIT3,DA_D30,OCD,Wald ratio,1,0.62,6.23E-05,NA,NA,NA,0.97149056
CEP164,Astrocytes,OCD,Wald ratio,1,0.606,6.43E-05,NA,NA,NA,0.003369416
KIAA0040,OPCs / COPs,OCD,Wald ratio,1,1.8,7.14E-05,NA,NA,NA,0.002970381
MECR,Oligodendrocytes,OCD,Wald ratio,1,1.788,7.33E-05,NA,NA,NA,0.002832607
DNAJC22,Epen1_D52,OCD,Wald ratio,1,1.479,7.33E-05,NA,NA,NA,0.903552663
ZNF398,Pericytes,OCD,Wald ratio,1,0.753,7.45E-05,NA,NA,NA,0.003300671
ARMC8,Oligodendrocytes,OCD,Wald ratio,1,1.886,7.80E-05,NA,NA,NA,0.003427311
SLC6A16,Pericytes,OCD,Wald ratio,1,0.723,8.15E-05,NA,NA,NA,0.002928133
LIX1L,Oligodendrocytes,OCD,Wald ratio,1,0.548,8.24E-05,NA,NA,NA,0.002530352
DHRS11,Excitatory neurons,OCD,Wald ratio,1,1.35,8.82E-05,NA,NA,NA,0.959316842
LINC01719,Inhibitory neurons,OCD,Wald ratio,1,0.68,9.77E-05,NA,NA,NA,0.006809574
IP6K1,OPCs / COPs,OCD,Wald ratio,1,1.442,1.00E-04,NA,NA,NA,0.003343987
MYO19,Excitatory neurons,OCD,Wald ratio,1,1.622,1.04E-04,NA,NA,NA,0.016889903
ZNHIT3,Sert_D52,OCD,Wald ratio,1,0.792,1.04E-04,NA,NA,NA,0.954667221
CSGALNACT2,Endothelial cells,OCD,Wald ratio,1,1.337,1.06E-04,NA,NA,NA,0.002335215
IWS1,Endothelial cells,OCD,Wald ratio,1,1.4,1.09E-04,NA,NA,NA,0.0020866
DNAJC22,FPP_D11,OCD,Wald ratio,1,1.349,1.12E-04,NA,NA,NA,0.949377934
DNAJC22,P_FPP_D11,OCD,Wald ratio,1,1.382,1.12E-04,NA,NA,NA,0.918993313
ARL5A,Excitatory neurons,OCD,Wald ratio,1,0.505,1.15E-04,NA,NA,NA,0.002491977
NEB,Microglia,OCD,Wald ratio,1,0.782,1.15E-04,NA,NA,NA,0.003585719
UXS1,Excitatory neurons,OCD,Wald ratio,1,0.509,1.16E-04,NA,NA,NA,0.00231141
HECA,Endothelial cells,OCD,Wald ratio,1,0.673,1.20E-04,NA,NA,NA,0.001947344
MPPE1,Inhibitory neurons,OCD,Wald ratio,1,0.81,1.23E-04,NA,NA,NA,0.9487248
MPPE1,Microglia,OCD,Wald ratio,1,0.778,1.23E-04,NA,NA,NA,0.948796505
MPPE1,OPCs / COPs,OCD,Wald ratio,1,0.76,1.23E-04,NA,NA,NA,0.709264989
MPPE1,Astrocytes,OCD,Wald ratio,1,0.843,1.23E-04,NA,NA,NA,0.948797447
MPPE1,Oligodendrocytes,OCD,Wald ratio,1,0.857,1.23E-04,NA,NA,NA,0.948806363
MPPE1,Endothelial cells,OCD,Wald ratio,1,0.686,1.23E-04,NA,NA,NA,0.002378097
MPPE1,Excitatory neurons,OCD,Wald ratio,1,0.825,1.23E-04,NA,NA,NA,0.948806363
TM2D1,Inhibitory neurons,OCD,Wald ratio,1,0.588,1.24E-04,NA,NA,NA,0.001782893
MRM1,OPCs / COPs,OCD,Wald ratio,1,1.339,1.29E-04,NA,NA,NA,0.001695313
MYO19,Microglia,OCD,Wald ratio,1,1.362,1.29E-04,NA,NA,NA,0.001823981
MYO19,FPP_D11,OCD,Wald ratio,1,0.791,1.29E-04,NA,NA,NA,0.944921572
ZNHIT3,Epen1_D30,OCD,Wald ratio,1,0.788,1.33E-04,NA,NA,NA,0.943393817
TUSC2,Excitatory neurons,OCD,Wald ratio,1,4.159,1.34E-04,NA,NA,NA,0.002413045
CISH,Pericytes,OCD,Wald ratio,1,1.345,1.34E-04,NA,NA,NA,0.002178777
PAM,OPCs / COPs,OCD,Wald ratio,1,1.558,1.38E-04,NA,NA,NA,0.001696617
POU3F2,OPCs / COPs,OCD,Wald ratio,1,1.733,1.43E-04,NA,NA,NA,0.001590461
ZNF527,Microglia,OCD,Wald ratio,1,0.657,1.44E-04,NA,NA,NA,0.002193782
MAP4K1,Microglia,OCD,Wald ratio,1,0.612,1.44E-04,NA,NA,NA,0.002106494
ZNHIT3,FPP_D11,OCD,Wald ratio,1,0.784,1.44E-04,NA,NA,NA,0.939682951
ZNHIT3,DA_D52_ROT,OCD,Wald ratio,1,0.795,1.44E-04,NA,NA,NA,0.939682706
ZNHIT3,P_FPP_D11,OCD,Wald ratio,1,0.783,1.44E-04,NA,NA,NA,0.939682951
SFMBT2,Oligodendrocytes,OCD,Wald ratio,1,1.549,1.68E-04,NA,NA,NA,0.001853211
RUNX1T1,Inhibitory neurons,OCD,Wald ratio,1,0.606,1.69E-04,NA,NA,NA,0.001412518
NUDT17,Epen1_D52,OCD,Wald ratio,1,1.253,1.90E-04,NA,NA,NA,0.92656986
ACSL3,Endothelial cells,OCD,Wald ratio,1,0.778,1.96E-04,NA,NA,NA,0.001605019
AC010618.4,Inhibitory neurons,OCD,Wald ratio,1,0.638,2.02E-04,NA,NA,NA,0.002650131
MPHOSPH9,DA_D52,OCD,Wald ratio,1,1.279,2.05E-04,NA,NA,NA,0.928655495
SESN2,Oligodendrocytes,OCD,Wald ratio,1,1.618,2.07E-04,NA,NA,NA,0.001362746
AC021086.1,Excitatory neurons,OCD,Wald ratio,1,0.372,2.09E-04,NA,NA,NA,0.001493083
MRPS23,Excitatory neurons,OCD,Wald ratio,1,0.398,2.10E-04,NA,NA,NA,0.000931022
CLPP,Oligodendrocytes,OCD,Wald ratio,1,0.461,2.22E-04,NA,NA,NA,0.001149425
UBE2Q2L,Astrocytes,OCD,Wald ratio,1,1.545,2.23E-04,NA,NA,NA,0.001457136
DNAJC18,Inhibitory neurons,OCD,Wald ratio,1,0.613,2.25E-04,NA,NA,NA,0.001886811
PCDH17,Astrocytes,OCD,Wald ratio,1,0.611,2.27E-04,NA,NA,NA,0.001000857
ZNHIT3,Epen1_D52,OCD,Wald ratio,1,0.828,2.28E-04,NA,NA,NA,0.911459775
MYO19,P_FPP_D11,OCD,Wald ratio,1,0.784,2.28E-04,NA,NA,NA,0.910449133
ZNHIT3,DA_D52,OCD,Wald ratio,1,0.802,2.28E-04,NA,NA,NA,0.911459467
ZNHIT3,Epen1_D52_ROT,OCD,Wald ratio,1,0.717,2.28E-04,NA,NA,NA,0.901074613
RCN1,Sert_D52,OCD,Wald ratio,1,1.373,2.39E-04,NA,NA,NA,0.749735094
NUDT17,Epen1_D30,OCD,Wald ratio,1,1.23,2.47E-04,NA,NA,NA,0.908848407
AP003498.1,Excitatory neurons,OCD,Wald ratio,1,0.656,2.51E-04,NA,NA,NA,0.001266733
TUSC1,Inhibitory neurons,OCD,Wald ratio,1,0.608,2.51E-04,NA,NA,NA,0.002068173
EYA3,OPCs / COPs,OCD,Wald ratio,1,0.678,2.53E-04,NA,NA,NA,0.000888917
DCAF12,OPCs / COPs,OCD,Wald ratio,1,0.669,2.57E-04,NA,NA,NA,0.00129962
VCP,Oligodendrocytes,OCD,Wald ratio,1,0.568,2.57E-04,NA,NA,NA,0.001686342
AC025219.1,Pericytes,OCD,Wald ratio,1,1.259,2.65E-04,NA,NA,NA,0.001244326
AL391645.1,Excitatory neurons,OCD,Wald ratio,1,1.828,2.69E-04,NA,NA,NA,0.001751041
KMT5A,Excitatory neurons,OCD,Wald ratio,1,1.568,2.73E-04,NA,NA,NA,0.009240978
ZNHIT3,FPP_D30,OCD,Wald ratio,1,0.706,2.76E-04,NA,NA,NA,0.894693122
RPA2,DA_D52,OCD,Wald ratio,1,0.775,2.77E-04,NA,NA,NA,0.352464021
RPA2,DA_D30,OCD,Wald ratio,1,0.701,2.77E-04,NA,NA,NA,0.827584847
C12orf65,Excitatory neurons,OCD,Wald ratio,1,0.71,2.82E-04,NA,NA,NA,0.041169326
CSGALNACT2,OPCs / COPs,OCD,Wald ratio,1,1.197,2.84E-04,NA,NA,NA,0.088197885
NUDT17,Epen1_D52_ROT,OCD,Wald ratio,1,1.37,2.87E-04,NA,NA,NA,0.555262618
NUDT17,FPP_D30,OCD,Wald ratio,1,1.332,2.87E-04,NA,NA,NA,0.89524034
