Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
TAF6,Stem-cell-iPSC,ALZ,Wald ratio,1,0.895,1.56E-05,NA,NA,NA,0.843083629
NSF,Stem-cell-iPSC,ALZ,Wald ratio,1,1.086,3.01E-03,NA,NA,NA,0.13309211
TSFM,Stem-cell-iPSC,ALZ,Wald ratio,1,1.041,3.25E-03,NA,NA,NA,0.282396653
EARS2,Stem-cell-iPSC,ALZ,Wald ratio,1,0.948,5.23E-03,NA,NA,NA,0.058156754
CTSH,Stem-cell-iPSC,ALZ,Wald ratio,1,0.956,6.61E-03,NA,NA,NA,0.254051047
RTFDC1,Stem-cell-iPSC,ALZ,Wald ratio,1,0.919,1.43E-02,NA,NA,NA,0.040988621
ACOT2,Stem-cell-iPSC,ALZ,Wald ratio,1,1.061,1.49E-02,NA,NA,NA,0.007102616
ATP5S,Stem-cell-iPSC,ALZ,Wald ratio,1,1.035,1.68E-02,NA,NA,NA,0.079391837
TRAPPC4,Stem-cell-iPSC,ALZ,Wald ratio,1,0.939,1.79E-02,NA,NA,NA,0.002332218
TARS,Stem-cell-iPSC,ALZ,Wald ratio,1,0.928,1.81E-02,NA,NA,NA,0.008118995
CFL2,Stem-cell-iPSC,ALZ,Wald ratio,1,1.06,1.98E-02,NA,NA,NA,0.092628149
QTRTD1,Stem-cell-iPSC,ALZ,Wald ratio,1,0.944,2.11E-02,NA,NA,NA,0.007015677
GNAQ,Stem-cell-iPSC,ALZ,Wald ratio,1,1.076,2.17E-02,NA,NA,NA,0.04849751
VWDE,Stem-cell-iPSC,ALZ,Wald ratio,1,1.035,2.48E-02,NA,NA,NA,0.057002277
FLNB,Stem-cell-iPSC,ALZ,Wald ratio,1,0.933,2.53E-02,NA,NA,NA,0.009113015
GOLM1,Stem-cell-iPSC,ALZ,Wald ratio,1,1.049,2.99E-02,NA,NA,NA,0.004832316
SYF2,Stem-cell-iPSC,ALZ,Wald ratio,1,1.059,3.06E-02,NA,NA,NA,0.001589804
IQCB1,Stem-cell-iPSC,ALZ,Wald ratio,1,1.03,3.09E-02,NA,NA,NA,0.054770715
C11orf57,Stem-cell-iPSC,ALZ,Wald ratio,1,0.932,3.16E-02,NA,NA,NA,0.000517779
CNN2,Stem-cell-iPSC,ALZ,Wald ratio,1,1.092,3.32E-02,NA,NA,NA,0.045271506
MPI,Stem-cell-iPSC,ALZ,Wald ratio,1,0.951,3.48E-02,NA,NA,NA,0.043630347
PLD2,Stem-cell-iPSC,ALZ,Wald ratio,1,1.046,3.55E-02,NA,NA,NA,0.007845399
YBX2,Stem-cell-iPSC,ALZ,Wald ratio,1,1.042,3.61E-02,NA,NA,NA,0.064556035
DHX38,Stem-cell-iPSC,ALZ,Wald ratio,1,1.05,3.91E-02,NA,NA,NA,0.001514827
POLI,Stem-cell-iPSC,ALZ,Wald ratio,1,0.968,4.04E-02,NA,NA,NA,0.039032129
CAND1,Stem-cell-iPSC,ALZ,Wald ratio,1,1.083,4.23E-02,NA,NA,NA,0.025349058
ZNF830,Stem-cell-iPSC,ALZ,Wald ratio,1,0.932,4.50E-02,NA,NA,NA,0.000429765
RHBDD3,Stem-cell-iPSC,ALZ,Wald ratio,1,1.033,4.60E-02,NA,NA,NA,0.001048718
C11orf54,Stem-cell-iPSC,ALZ,Wald ratio,1,1.03,4.88E-02,NA,NA,NA,0.034117172
TAMM41,Stem-cell-iPSC,ALZ,Wald ratio,1,1.03,4.99E-02,NA,NA,NA,0.033151363
