Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
ZNF57,Stem-cell-iPSC,ALZ,Wald ratio,1,0.955,7.29E-02,NA,NA,NA,3.14E-05
MIR3976HG,Stem-cell-iPSC,ALZ,Wald ratio,1,1.055,7.38E-02,NA,NA,NA,0.000185569
ZNF100,Stem-cell-iPSC,ALZ,Wald ratio,1,1.089,7.39E-02,NA,NA,NA,5.61E-05
NDUFS5P5,Stem-cell-iPSC,ALZ,Wald ratio,1,0.892,7.39E-02,NA,NA,NA,0.011883638
ORC5,Stem-cell-iPSC,ALZ,Wald ratio,1,1.057,7.43E-02,NA,NA,NA,6.91E-05
CDH12,Stem-cell-iPSC,ALZ,Wald ratio,1,0.936,7.49E-02,NA,NA,NA,0.000965479
FTH1P21,Stem-cell-iPSC,ALZ,Wald ratio,1,1.027,7.53E-02,NA,NA,NA,0.000378089
HSPA12A,Stem-cell-iPSC,ALZ,Wald ratio,1,0.83,7.53E-02,NA,NA,NA,0.034574068
EGLN3,Stem-cell-iPSC,ALZ,Wald ratio,1,1.047,7.54E-02,NA,NA,NA,3.15E-05
NAAA,Stem-cell-iPSC,ALZ,Wald ratio,1,0.968,7.60E-02,NA,NA,NA,1.61E-05
LINC00376,Stem-cell-iPSC,ALZ,Wald ratio,1,1.026,7.61E-02,NA,NA,NA,0.00045182
FAM189A1,Stem-cell-iPSC,ALZ,Wald ratio,1,1.036,7.62E-02,NA,NA,NA,1.24E-05
HMGB3P17,Stem-cell-iPSC,ALZ,Wald ratio,1,0.944,7.63E-02,NA,NA,NA,0.000248011
LINC01478,Stem-cell-iPSC,ALZ,Wald ratio,1,1.028,7.77E-02,NA,NA,NA,8.09E-05
TNNI3K,Stem-cell-iPSC,ALZ,Wald ratio,1,0.949,7.78E-02,NA,NA,NA,1.86E-05
MYO9B,Stem-cell-iPSC,ALZ,Wald ratio,1,0.974,7.93E-02,NA,NA,NA,3.38E-05
RALA,Stem-cell-iPSC,ALZ,Wald ratio,1,1.028,7.97E-02,NA,NA,NA,3.95E-05
ZNF619P1,Stem-cell-iPSC,ALZ,Wald ratio,1,0.976,8.23E-02,NA,NA,NA,0.021790316
DDX10,Stem-cell-iPSC,ALZ,Wald ratio,1,0.976,8.30E-02,NA,NA,NA,0.022914364
GRM7,Stem-cell-iPSC,ALZ,Inverse variance weighted,2,0.972,8.31E-02,NA,0.573838948,NA,0.000899399
LINC00351,Stem-cell-iPSC,ALZ,Wald ratio,1,0.974,8.32E-02,NA,NA,NA,0.015628212
RNA5SP162,Stem-cell-iPSC,ALZ,Wald ratio,1,1.059,8.32E-02,NA,NA,NA,0.001179067
PRELID3B,Stem-cell-iPSC,ALZ,Wald ratio,1,1.028,8.41E-02,NA,NA,NA,0.000230893
VDAC1P9,Stem-cell-iPSC,ALZ,Wald ratio,1,1.035,8.44E-02,NA,NA,NA,0.000158233
CACNA2D1,Stem-cell-iPSC,ALZ,Wald ratio,1,1.028,8.45E-02,NA,NA,NA,0.00021524
SATB2,Stem-cell-iPSC,ALZ,Wald ratio,1,1.061,8.51E-02,NA,NA,NA,0.015088431
KCNC2,Stem-cell-iPSC,ALZ,Wald ratio,1,1.078,8.59E-02,NA,NA,NA,3.86E-05
PLSCR5,Stem-cell-iPSC,ALZ,Wald ratio,1,1.028,8.67E-02,NA,NA,NA,1.55E-05
INHBA-AS1,Stem-cell-iPSC,ALZ,Wald ratio,1,1.075,8.73E-02,NA,NA,NA,0.00084702
KIAA2012,Stem-cell-iPSC,ALZ,Wald ratio,1,0.951,8.78E-02,NA,NA,NA,0.020685882
AHCYL2,Stem-cell-iPSC,ALZ,Wald ratio,1,1.057,8.82E-02,NA,NA,NA,0.004432895
SYTL3,Stem-cell-iPSC,ALZ,Wald ratio,1,1.064,8.87E-02,NA,NA,NA,0.004697993
IQGAP2,Stem-cell-iPSC,ALZ,Wald ratio,1,1.03,8.91E-02,NA,NA,NA,0.000466426
PDP1,Stem-cell-iPSC,ALZ,Wald ratio,1,1.027,8.91E-02,NA,NA,NA,0.001744543
MRPS33P3,Stem-cell-iPSC,ALZ,Wald ratio,1,1.028,9.00E-02,NA,NA,NA,0.023483499
MYO5B,Stem-cell-iPSC,ALZ,Wald ratio,1,0.963,9.01E-02,NA,NA,NA,3.86E-05
LINC00264,Stem-cell-iPSC,ALZ,Wald ratio,1,1.045,9.31E-02,NA,NA,NA,2.58E-05
FAM216B,Stem-cell-iPSC,ALZ,Wald ratio,1,1.059,9.36E-02,NA,NA,NA,0.0196975
NME7,Stem-cell-iPSC,ALZ,Wald ratio,1,0.98,9.36E-02,NA,NA,NA,5.62E-05
PTGDR,Stem-cell-iPSC,ALZ,Wald ratio,1,1.057,9.36E-02,NA,NA,NA,0.00063418
RNU6-21P,Stem-cell-iPSC,ALZ,Wald ratio,1,0.906,9.38E-02,NA,NA,NA,0.000118026
MIR1303,Stem-cell-iPSC,ALZ,Wald ratio,1,0.906,9.40E-02,NA,NA,NA,0.000784554
LYPD6B,Stem-cell-iPSC,ALZ,Wald ratio,1,1.059,9.62E-02,NA,NA,NA,0.001344052
BMP6,Stem-cell-iPSC,ALZ,Wald ratio,1,1.056,9.63E-02,NA,NA,NA,0.019080817
GALC,Stem-cell-iPSC,ALZ,Wald ratio,1,0.978,9.69E-02,NA,NA,NA,0.019903678
MYO3A,Stem-cell-iPSC,ALZ,Wald ratio,1,0.934,9.71E-02,NA,NA,NA,0.000176864
C5orf49,Stem-cell-iPSC,ALZ,Wald ratio,1,1.065,9.74E-02,NA,NA,NA,0.001152775
RPL5P28,Stem-cell-iPSC,ALZ,Wald ratio,1,1.072,9.78E-02,NA,NA,NA,0.02273866
RNF150,Stem-cell-iPSC,ALZ,Wald ratio,1,0.925,9.81E-02,NA,NA,NA,0.0128239
MAMDC2-AS1,Stem-cell-iPSC,ALZ,Wald ratio,1,1.053,9.82E-02,NA,NA,NA,4.59E-05
INPP4B,Stem-cell-iPSC,ALZ,Wald ratio,1,0.965,9.88E-02,NA,NA,NA,8.83E-06
LCP1,Stem-cell-iPSC,ALZ,Wald ratio,1,0.977,9.89E-02,NA,NA,NA,1.12E-05
CRYL1,Stem-cell-iPSC,ALZ,Wald ratio,1,1.023,1.04E-01,NA,NA,NA,0.000316044
LRMP,Stem-cell-iPSC,ALZ,Inverse variance weighted,2,0.966,1.05E-01,NA,0.631232494,NA,3.47E-05
