Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
RP4-794H19.4,Lymphocyte,ALZ,Wald ratio,1,0.953,2.88E-02,NA,NA,NA,0.015218905
TMEM87B,Lymphocyte,ALZ,Wald ratio,1,1.035,2.91E-02,NA,NA,NA,0.036405394
KLC1,Lymphocyte,ALZ,Wald ratio,1,0.976,3.00E-02,NA,NA,NA,0.052450745
RP11-542M13.2,Lymphocyte,ALZ,Wald ratio,1,0.977,3.02E-02,NA,NA,NA,0.042658961
GPATCH2L,Lymphocyte,ALZ,Wald ratio,1,1.026,3.10E-02,NA,NA,NA,3.90E-05
SAA1,Lymphocyte,ALZ,Wald ratio,1,1.035,3.10E-02,NA,NA,NA,1.46E-05
CTSH,Lymphocyte,ALZ,Wald ratio,1,1.024,3.28E-02,NA,NA,NA,0.047953648
UBE2E3,Lymphocyte,ALZ,Wald ratio,1,1.029,3.56E-02,NA,NA,NA,0.046831422
MRPL28,Lymphocyte,ALZ,Wald ratio,1,1.04,3.59E-02,NA,NA,NA,0.038320261
TAF1D,Lymphocyte,ALZ,Wald ratio,1,1.018,3.67E-02,NA,NA,NA,0.042315708
UST,Lymphocyte,ALZ,Wald ratio,1,0.965,3.86E-02,NA,NA,NA,0.034453011
PGAP3,Lymphocyte,ALZ,Wald ratio,1,1.032,4.15E-02,NA,NA,NA,0.039911127
EIF2AK1,Lymphocyte,ALZ,Wald ratio,1,0.968,4.55E-02,NA,NA,NA,0.03604686
KLK1,Lymphocyte,ALZ,Wald ratio,1,0.953,4.65E-02,NA,NA,NA,7.15E-06
OXNAD1,Lymphocyte,ALZ,Wald ratio,1,1.011,4.66E-02,NA,NA,NA,0.00074388
RP11-157N3.1,Lymphocyte,ALZ,Wald ratio,1,0.979,5.03E-02,NA,NA,NA,0.000509896
HECW2,Lymphocyte,ALZ,Wald ratio,1,1.032,5.15E-02,NA,NA,NA,0.010298712
PIGL,Lymphocyte,ALZ,Wald ratio,1,1.02,5.37E-02,NA,NA,NA,0.006659394
AC079630.2,Lymphocyte,ALZ,Wald ratio,1,0.977,5.42E-02,NA,NA,NA,0.032766083
VAT1L,Lymphocyte,ALZ,Wald ratio,1,0.983,5.44E-02,NA,NA,NA,0.031811911
PAX5,Lymphocyte,ALZ,Wald ratio,1,0.967,5.98E-02,NA,NA,NA,0.0278254
NDUFA12,Lymphocyte,ALZ,Wald ratio,1,0.964,6.06E-02,NA,NA,NA,0.029403619
DOK7,Lymphocyte,ALZ,Wald ratio,1,1.02,6.15E-02,NA,NA,NA,0.000325083
IQCB1,Lymphocyte,ALZ,Wald ratio,1,1.024,6.25E-02,NA,NA,NA,0.01805181
KANSL1,Lymphocyte,ALZ,Wald ratio,1,1.047,6.31E-02,NA,NA,NA,0.032213225
NT5E,Lymphocyte,ALZ,Wald ratio,1,0.987,6.51E-02,NA,NA,NA,2.76E-05
CHI3L2,Lymphocyte,ALZ,Wald ratio,1,1.018,6.63E-02,NA,NA,NA,2.96E-06
SLC2A9,Lymphocyte,ALZ,Wald ratio,1,0.981,6.88E-02,NA,NA,NA,0.025394603
PLEKHA7,Lymphocyte,ALZ,Wald ratio,1,0.978,6.89E-02,NA,NA,NA,0.000464609
LMBR1,Lymphocyte,ALZ,Wald ratio,1,0.973,6.96E-02,NA,NA,NA,0.000620449
CLTCL1,Lymphocyte,ALZ,Wald ratio,1,0.974,7.07E-02,NA,NA,NA,0.000374618
ADPGK,Lymphocyte,ALZ,Wald ratio,1,0.986,7.21E-02,NA,NA,NA,0.000219271
ODF1,Lymphocyte,ALZ,Wald ratio,1,1.021,7.45E-02,NA,NA,NA,2.72E-06
IL4I1,Lymphocyte,ALZ,Wald ratio,1,1.012,7.58E-02,NA,NA,NA,0.024973282
TRMT12,Lymphocyte,ALZ,Wald ratio,1,1.039,7.63E-02,NA,NA,NA,0.009333866
LAMA5,Lymphocyte,ALZ,Wald ratio,1,0.978,8.13E-02,NA,NA,NA,0.001260968
SSH1,Lymphocyte,ALZ,Wald ratio,1,0.982,8.13E-02,NA,NA,NA,5.91E-06
RPA3-AS1,Lymphocyte,ALZ,Wald ratio,1,0.984,8.25E-02,NA,NA,NA,0.008529367
AGA,Lymphocyte,ALZ,Wald ratio,1,1.018,8.35E-02,NA,NA,NA,0.003996761
FMNL2,Lymphocyte,ALZ,Wald ratio,1,0.978,8.52E-02,NA,NA,NA,0.002098098
LARGE,Lymphocyte,ALZ,Inverse variance weighted,2,1.016,8.66E-02,NA,0.869070333,NA,0.000279821
NEDD9,Lymphocyte,ALZ,Wald ratio,1,0.983,8.67E-02,NA,NA,NA,0.003992819
SLC1A2,Lymphocyte,ALZ,Wald ratio,1,1.028,8.73E-02,NA,NA,NA,0.020089038
INPP5B,Lymphocyte,ALZ,Wald ratio,1,0.984,8.74E-02,NA,NA,NA,0.024431537
SAMSN1,Lymphocyte,ALZ,Wald ratio,1,1.015,8.99E-02,NA,NA,NA,0.02093442
GDI2,Lymphocyte,ALZ,Wald ratio,1,0.978,9.36E-02,NA,NA,NA,0.019696864
GLCCI1,Lymphocyte,ALZ,Wald ratio,1,0.959,9.36E-02,NA,NA,NA,0.007023566
RN7SKP122,Lymphocyte,ALZ,Wald ratio,1,1.036,9.49E-02,NA,NA,NA,2.65E-06
PASK,Lymphocyte,ALZ,Wald ratio,1,1.034,9.60E-02,NA,NA,NA,0.030804811
ZNF254,Lymphocyte,ALZ,Wald ratio,1,1.012,9.88E-02,NA,NA,NA,0.027453476
ZKSCAN8,Lymphocyte,ALZ,Wald ratio,1,1.021,9.89E-02,NA,NA,NA,0.023145097
BX470187.1,Lymphocyte,ALZ,Wald ratio,1,0.979,1.01E-01,NA,NA,NA,0.023533577
STK33,Lymphocyte,ALZ,Wald ratio,1,1.019,1.04E-01,NA,NA,NA,0.000117938
RP11-734K21.2,Lymphocyte,ALZ,Wald ratio,1,0.98,1.04E-01,NA,NA,NA,0.000406197
KCNQ1,Lymphocyte,ALZ,Wald ratio,1,1.037,1.05E-01,NA,NA,NA,0.00331862
INSIG2,Lymphocyte,ALZ,Wald ratio,1,0.978,1.05E-01,NA,NA,NA,0.001464773
RPTOR,Lymphocyte,ALZ,Inverse variance weighted,2,1.013,1.11E-01,NA,0.98744961,NA,0.004039329
FAM171A1,Lymphocyte,ALZ,Wald ratio,1,1.018,1.12E-01,NA,NA,NA,0.011318573
SRPK2,Lymphocyte,ALZ,Wald ratio,1,1.024,1.13E-01,NA,NA,NA,0.016117243
IDI1,Lymphocyte,ALZ,Wald ratio,1,0.985,1.14E-01,NA,NA,NA,0.017045202
INTS8,Lymphocyte,ALZ,Wald ratio,1,0.961,1.18E-01,NA,NA,NA,0.008601955
TIFA,Lymphocyte,ALZ,Wald ratio,1,0.981,1.19E-01,NA,NA,NA,0.018548927
GPR35,Lymphocyte,ALZ,Wald ratio,1,1.014,1.20E-01,NA,NA,NA,0.005379525
RPL21P2,Lymphocyte,ALZ,Wald ratio,1,1.023,1.23E-01,NA,NA,NA,0.005036875
SERPINF1,Lymphocyte,ALZ,Wald ratio,1,0.984,1.24E-01,NA,NA,NA,0.006388266
TYW1,Lymphocyte,ALZ,Wald ratio,1,0.978,1.25E-01,NA,NA,NA,0.003144436
RPS16,Lymphocyte,ALZ,Wald ratio,1,1.012,1.27E-01,NA,NA,NA,2.79E-05
FKBP2,Lymphocyte,ALZ,Wald ratio,1,1.017,1.27E-01,NA,NA,NA,0.013675128
CMIP,Lymphocyte,ALZ,Wald ratio,1,0.98,1.28E-01,NA,NA,NA,2.08E-05
AGO3,Lymphocyte,ALZ,Wald ratio,1,1.016,1.28E-01,NA,NA,NA,0.002430949
RP5-1031D4.2,Lymphocyte,ALZ,Wald ratio,1,1.021,1.30E-01,NA,NA,NA,3.55E-05
LPCAT1,Lymphocyte,ALZ,Inverse variance weighted,2,0.987,1.32E-01,NA,0.482064742,NA,0.00489652
ADK,Lymphocyte,ALZ,Wald ratio,1,1.006,1.34E-01,NA,NA,NA,0.010589579
C9orf69,Lymphocyte,ALZ,Wald ratio,1,1.039,1.36E-01,NA,NA,NA,0.010215218
TLR6,Lymphocyte,ALZ,Wald ratio,1,0.969,1.36E-01,NA,NA,NA,0.010371843
DTNB,Lymphocyte,ALZ,Wald ratio,1,1.015,1.36E-01,NA,NA,NA,0.016359297
TANGO6,Lymphocyte,ALZ,Wald ratio,1,1.012,1.37E-01,NA,NA,NA,0.023380028
RP11-329N22.1,Lymphocyte,ALZ,Wald ratio,1,0.975,1.37E-01,NA,NA,NA,0.004149596
NIPAL2,Lymphocyte,ALZ,Wald ratio,1,0.983,1.38E-01,NA,NA,NA,0.000516809
ELP3,Lymphocyte,ALZ,Wald ratio,1,0.984,1.40E-01,NA,NA,NA,6.56E-05
CYP4F9P,Lymphocyte,ALZ,Wald ratio,1,1.026,1.44E-01,NA,NA,NA,2.77E-06
MAP6,Lymphocyte,ALZ,Wald ratio,1,0.988,1.44E-01,NA,NA,NA,0.014253122
FAM193A,Lymphocyte,ALZ,Wald ratio,1,0.98,1.45E-01,NA,NA,NA,0.009721638
BCAR3,Lymphocyte,ALZ,Wald ratio,1,0.974,1.45E-01,NA,NA,NA,0.001135212
GRAMD4,Lymphocyte,ALZ,Wald ratio,1,0.97,1.46E-01,NA,NA,NA,0.00488346
ANKH,Lymphocyte,ALZ,Wald ratio,1,1.008,1.47E-01,NA,NA,NA,0.000292856
RAMP1,Lymphocyte,ALZ,Wald ratio,1,0.98,1.47E-01,NA,NA,NA,0.014345451
GLDC,Lymphocyte,ALZ,Wald ratio,1,1.011,1.47E-01,NA,NA,NA,0.013928312
GNG2,Lymphocyte,ALZ,Wald ratio,1,1.034,1.49E-01,NA,NA,NA,0.006392696
MCOLN2,Lymphocyte,ALZ,Wald ratio,1,0.982,1.50E-01,NA,NA,NA,0.014203776
GCC2,Lymphocyte,ALZ,Wald ratio,1,1.037,1.51E-01,NA,NA,NA,0.013901825
RNU6-1337P,Lymphocyte,ALZ,Wald ratio,1,1.016,1.51E-01,NA,NA,NA,0.013901859
RP11-716O23.2,Lymphocyte,ALZ,Wald ratio,1,1.028,1.53E-01,NA,NA,NA,0.0099132
RP11-701P16.5,Lymphocyte,ALZ,Wald ratio,1,0.95,1.54E-01,NA,NA,NA,3.68E-06
CCS,Lymphocyte,ALZ,Wald ratio,1,1.008,1.56E-01,NA,NA,NA,1.63E-05
BCL2L15,Lymphocyte,ALZ,Wald ratio,1,0.984,1.60E-01,NA,NA,NA,0.006869963
RP11-434C1.1,Lymphocyte,ALZ,Wald ratio,1,1.013,1.62E-01,NA,NA,NA,0.000372038
LPCAT1,Lymphocyte,ALZ,Wald ratio,1,0.982,1.62E-01,NA,NA,NA,0.013048036
PTK7,Lymphocyte,ALZ,Wald ratio,1,0.984,1.63E-01,NA,NA,NA,3.71E-06
NAPSA,Lymphocyte,ALZ,Wald ratio,1,1.023,1.64E-01,NA,NA,NA,0.001000942
NCK2,Lymphocyte,ALZ,Wald ratio,1,1.028,1.64E-01,NA,NA,NA,0.009914159
AP3S2,Lymphocyte,ALZ,Wald ratio,1,0.979,1.65E-01,NA,NA,NA,0.001179247
RP1-148H17.1,Lymphocyte,ALZ,Wald ratio,1,1.025,1.68E-01,NA,NA,NA,0.004650699
RP11-473I1.6,Lymphocyte,ALZ,Wald ratio,1,1.021,1.77E-01,NA,NA,NA,1.94E-05
MYO5A,Lymphocyte,ALZ,Wald ratio,1,1.017,1.79E-01,NA,NA,NA,0.016374316
AC079610.1,Lymphocyte,ALZ,Wald ratio,1,1.007,1.80E-01,NA,NA,NA,0.012080547
CTD-3094K11.1,Lymphocyte,ALZ,Wald ratio,1,1.012,1.80E-01,NA,NA,NA,0.002525551
DIEXF,Lymphocyte,ALZ,Wald ratio,1,1.029,1.81E-01,NA,NA,NA,0.009005826
SDSL,Lymphocyte,ALZ,Wald ratio,1,1.039,1.82E-01,NA,NA,NA,0.000512591
PPFIBP2,Lymphocyte,ALZ,Inverse variance weighted,2,0.978,1.82E-01,NA,0.810519935,NA,0.003340507
RNU6-927P,Lymphocyte,ALZ,Wald ratio,1,1.024,1.84E-01,NA,NA,NA,0.007311371
CREB3L2,Lymphocyte,ALZ,Wald ratio,1,1.021,1.88E-01,NA,NA,NA,0.001869934
PDZD2,Lymphocyte,ALZ,Wald ratio,1,0.991,1.89E-01,NA,NA,NA,0.000107027
EMR2,Lymphocyte,ALZ,Wald ratio,1,0.977,1.93E-01,NA,NA,NA,0.00401938
CTNNA2,Lymphocyte,ALZ,Wald ratio,1,1.008,1.94E-01,NA,NA,NA,0.011467633
GUCY1A3,Lymphocyte,ALZ,Wald ratio,1,1.018,1.94E-01,NA,NA,NA,0.00029755
APBB1IP,Lymphocyte,ALZ,Wald ratio,1,1.016,1.95E-01,NA,NA,NA,0.012659725
CTB-91J4.1,Lymphocyte,ALZ,Wald ratio,1,0.987,1.95E-01,NA,NA,NA,3.32E-05
ZPBP2,Lymphocyte,ALZ,Wald ratio,1,1.018,1.95E-01,NA,NA,NA,0.01008341
RRP12,Lymphocyte,ALZ,Wald ratio,1,0.976,1.95E-01,NA,NA,NA,0.011508891
C15orf53,Lymphocyte,ALZ,Wald ratio,1,0.974,1.96E-01,NA,NA,NA,0.009675071
FTOP1,Lymphocyte,ALZ,Wald ratio,1,1.017,1.96E-01,NA,NA,NA,0.012796681
ADCY3,Lymphocyte,ALZ,Wald ratio,1,1.021,2.01E-01,NA,NA,NA,0.009979871
KCNQ5,Lymphocyte,ALZ,Wald ratio,1,0.979,2.01E-01,NA,NA,NA,0.002973979
EFCAB7,Lymphocyte,ALZ,Wald ratio,1,0.994,2.02E-01,NA,NA,NA,0.00056598
RAB31,Lymphocyte,ALZ,Wald ratio,1,1.018,2.05E-01,NA,NA,NA,2.51E-06
RP11-753N8.1,Lymphocyte,ALZ,Wald ratio,1,0.987,2.07E-01,NA,NA,NA,0.001049046
SPERT,Lymphocyte,ALZ,Wald ratio,1,1.026,2.08E-01,NA,NA,NA,0.006016349
MKRN2,Lymphocyte,ALZ,Wald ratio,1,1.02,2.09E-01,NA,NA,NA,0.001994371
RP11-179A10.1,Lymphocyte,ALZ,Wald ratio,1,1.013,2.10E-01,NA,NA,NA,0.002542508
SNX29,Lymphocyte,ALZ,Inverse variance weighted,2,1.012,2.10E-01,NA,0.691653887,NA,7.87E-06
TRIM38,Lymphocyte,ALZ,Wald ratio,1,0.98,2.11E-01,NA,NA,NA,0.000450317
SSUH2,Lymphocyte,ALZ,Wald ratio,1,1.014,2.11E-01,NA,NA,NA,0.011159556
SLC15A4,Lymphocyte,ALZ,Wald ratio,1,0.989,2.12E-01,NA,NA,NA,0.010841631
RP11-212I21.2,Lymphocyte,ALZ,Wald ratio,1,1.01,2.17E-01,NA,NA,NA,0.012617594
GPR146,Lymphocyte,ALZ,Wald ratio,1,0.963,2.19E-01,NA,NA,NA,0.01450937
TTC39B,Lymphocyte,ALZ,Wald ratio,1,0.989,2.19E-01,NA,NA,NA,0.010796578
TNFAIP8,Lymphocyte,ALZ,Wald ratio,1,1.022,2.21E-01,NA,NA,NA,0.012462294
DNM3,Lymphocyte,ALZ,Wald ratio,1,1.025,2.22E-01,NA,NA,NA,3.55E-06
KALRN,Lymphocyte,ALZ,Wald ratio,1,1.013,2.23E-01,NA,NA,NA,0.009249202
AC006534.1,Lymphocyte,ALZ,Wald ratio,1,0.989,2.24E-01,NA,NA,NA,2.05E-06
MTFR1,Lymphocyte,ALZ,Wald ratio,1,1.027,2.30E-01,NA,NA,NA,0.010891034
RNU6-131P,Lymphocyte,ALZ,Wald ratio,1,0.985,2.35E-01,NA,NA,NA,0.0014104
PPP4R2,Lymphocyte,ALZ,Wald ratio,1,1.023,2.39E-01,NA,NA,NA,0.009581951
USP48,Lymphocyte,ALZ,Wald ratio,1,1.027,2.39E-01,NA,NA,NA,0.012444113
OSTF1,Lymphocyte,ALZ,Wald ratio,1,0.982,2.45E-01,NA,NA,NA,0.002149266
RP1-90J20.11,Lymphocyte,ALZ,Wald ratio,1,1.012,2.47E-01,NA,NA,NA,0.009830128
GPR133,Lymphocyte,ALZ,Wald ratio,1,0.985,2.49E-01,NA,NA,NA,0.009985616
VRK1,Lymphocyte,ALZ,Wald ratio,1,1.015,2.49E-01,NA,NA,NA,0.000731898
