Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
CEACAM19,Inhibitory neurons,ALZ,Wald ratio,1,0.021,0.00E+00,NA,NA,NA,0.088957267
ZNF226,OPCs / COPs,ALZ,Wald ratio,1,34.274,0.00E+00,NA,NA,NA,0.090941
QPCTL,Pericytes,ALZ,Wald ratio,1,0.202,0.00E+00,NA,NA,NA,0.09056186
VASP,Endothelial cells,ALZ,Wald ratio,1,0.115,0.00E+00,NA,NA,NA,0.090123673
DMPK,OPCs / COPs,ALZ,Wald ratio,1,4.903,1.60E-296,NA,NA,NA,0.282168673
MARK4,OPCs / COPs,ALZ,Wald ratio,1,3.798,1.36E-242,NA,NA,NA,0.203919996
DMWD,Astrocytes,ALZ,Wald ratio,1,0.164,4.56E-241,NA,NA,NA,0.08614472
ZNF227,Endothelial cells,ALZ,Wald ratio,1,0.362,8.54E-235,NA,NA,NA,0.088857152
PPP1R13L,Inhibitory neurons,ALZ,Wald ratio,1,3.388,3.10E-218,NA,NA,NA,0.087927432
BCL3,Pericytes,ALZ,Wald ratio,1,2.736,1.93E-168,NA,NA,NA,0.088283184
ZNF296,Astrocytes,ALZ,Wald ratio,1,0.28,7.60E-165,NA,NA,NA,0.089570702
RELB,Microglia,ALZ,Wald ratio,1,4.118,1.48E-160,NA,NA,NA,0.090164509
NECTIN2,Astrocytes,ALZ,Wald ratio,1,4.143,1.48E-160,NA,NA,NA,0.087664403
BCAM,Astrocytes,ALZ,Wald ratio,1,0.102,2.65E-154,NA,NA,NA,0.095033251
FBXO46,Inhibitory neurons,ALZ,Wald ratio,1,2.459,1.15E-87,NA,NA,NA,0.08957298
ZNF235,Endothelial cells,ALZ,Wald ratio,1,0.409,1.06E-75,NA,NA,NA,0.090416525
RELB,Endothelial cells,ALZ,Wald ratio,1,1.913,5.70E-73,NA,NA,NA,0.090419883
PVRL2,Sert_D30,ALZ,Wald ratio,1,0.444,5.70E-73,NA,NA,NA,0.999997509
ZNF227,Astrocytes,ALZ,Wald ratio,1,0.512,7.28E-65,NA,NA,NA,0.089690478
ZNF155,Astrocytes,ALZ,Wald ratio,1,2.308,3.94E-61,NA,NA,NA,0.089160621
AC245748.1,Inhibitory neurons,ALZ,Wald ratio,1,1.958,2.94E-60,NA,NA,NA,0.088830604
ZNF230,Oligodendrocytes,ALZ,Wald ratio,1,0.356,3.46E-58,NA,NA,NA,0.09047891
ERCC2,Oligodendrocytes,ALZ,Wald ratio,1,0.377,3.46E-58,NA,NA,NA,0.088547037
BIN1,Microglia,ALZ,Wald ratio,1,1.397,1.31E-45,NA,NA,NA,0.922528967
BCAM,Sert_D52,ALZ,Wald ratio,1,1.69,5.82E-43,NA,NA,NA,0.998463587
PVR,Endothelial cells,ALZ,Wald ratio,1,0.541,1.72E-32,NA,NA,NA,0.090427673
PPM1N,Inhibitory neurons,ALZ,Wald ratio,1,1.578,1.72E-32,NA,NA,NA,0.089847647
PPP1R13L,Excitatory neurons,ALZ,Wald ratio,1,1.743,1.08E-31,NA,NA,NA,0.089851649
