Psychiatric disorder,Risk phenotype,Method,Beta,Standard error,P-value,OR,OR_lci95,OR_uci95,Q Pvalue(MREgger),Q Pvalue(IVW),Intercept PValue
ADHD,Autoimmune diseases ,MR Egger,-0.00074201,0.029726728,0.980216659,0.999258265,0.942700739,1.059208972,0.084927267,0.102363888,0.841474556
OCD,Educational attainment,Weighted mode,2.204010029,89.0824793,0.980264174,9.061276725,1.34E-75,6.11E+76,2.71E-14,1.31E-14,0.011722259
PTSD,Childhood obesity ,Simple mode,-0.001499071,0.057403475,0.980416801,0.998502052,0.892249139,1.117408025,0.824823207,0.92091794,0.889812322
PTSD,Iron intake,Simple mode,5.134408833,209.1831418,0.98042063,169.7639314,1.48E-176,1.95E+180,6.04E-08,4.96E-08,0.089450444
ASD,Sleeplessness / insomnia ,Weighted median,-0.009874031,0.404034416,0.980502768,0.990174557,0.448529203,2.185912637,0.411177671,0.431081921,0.461291419
OCD,Educational attainment,Simple mode,2.204010029,90.85533631,0.980649202,9.061276725,4.16E-77,1.97E+78,2.71E-14,1.31E-14,0.011722259
ED,Current employment status: Unemployed,Weighted mode,-5.443330066,224.6590997,0.980673003,0.004325057,2.53E-194,7.41E+188,0.020930609,0.021723653,0.852825766
ANX,Living alone,Simple mode,13.83337072,572.317069,0.98071894,1018020.609,0,Inf,2.91E-16,3.32E-16,0.857891204
ED,Alzheimer's disease or family history of Alzheimer's disease ,Weighted mode,-0.000731029,0.030009948,0.980732659,0.999269238,0.942187926,1.059808752,0.23551284,0.237214192,0.351905335
SCZ,Chickenpox,Weighted mode,7.113301945,303.7844663,0.981321439,1228.196295,3.18E-256,4.74E+261,9.62E-05,9.84E-05,0.428201041
PTSD,Iron intake,Weighted mode,5.134408833,222.4713323,0.981589889,169.7639314,7.22E-188,3.99E+191,6.04E-08,4.96E-08,0.089450444
ALZ,Living alone,Weighted median,0.018924148,0.827723574,0.981759647,1.019104345,0.201208407,5.161681265,0.39439718,0.459025409,0.408728167
ANX,Living alone,Weighted mode,13.83337072,608.6424623,0.98186948,1018020.609,0,Inf,2.91E-16,3.32E-16,0.857891204
DEP,Extraversion,Weighted mode,0.004631037,0.203788996,0.981872502,1.004641777,0.673817892,1.497890027,0.209564815,0.211052289,0.406035228
ALZ,Chickenpox,Weighted mode,-16.62543352,738.9792296,0.982053439,6.02E-08,0,Inf,0.39439718,0.459025409,0.666006776
ALZ,Living alone,Weighted mode,2.313871539,103.5373182,0.982172589,10.11350378,7.45E-88,1.37E+89,0.39439718,0.459025409,0.408728167
ED,Current employment status: Unemployed,Weighted mode,-5.443330066,244.8836034,0.98226891,0.004325057,1.54E-211,1.22E+206,0.020930609,0.021723653,0.852825766
DEP,Extraversion,Simple mode,0.004631037,0.208888692,0.982314984,1.004641777,0.667116357,1.512937119,0.209564815,0.211052289,0.406035228
ED,Current employment status: Unemployed,Simple mode,-5.443330066,245.6213609,0.982322159,0.004325057,3.62E-212,5.17E+206,0.020930609,0.021723653,0.852825766
ALZ,Chickenpox,Simple mode,17.30965701,784.4484702,0.982397841,32922175.3,0,Inf,0.39439718,0.459025409,0.666006776
ALZ,Heart rate ,MR Egger,-0.000599719,0.026862255,0.982527192,0.999400461,0.948143195,1.053428729,0.296157831,0.365657091,0.960257877
ANX,Iron intake,Weighted mode,-17.105548,781.5279135,0.982540327,3.73E-08,0,Inf,4.16E-26,3.96E-26,0.299589161
ED,Operative procedures,Simple mode,-12.13726741,572.8612941,0.983099335,5.36E-06,0,Inf,0.132065454,0.135682084,0.949318884
SCZ,Living alone,Simple mode,3.873564773,183.2136798,0.98313436,48.11359478,5.34E-155,4.33E+157,0.000613497,0.000591425,0.212492766
ED,Operative procedures,Weighted mode,-12.13726741,579.7085571,0.983298929,5.36E-06,0,Inf,0.132065454,0.135682084,0.949318884
SCZ,Nitrogen dioxide air pollution; 2010 ,Inverse variance weighted,-0.019037753,0.913789802,0.983378201,0.98114232,0.163643374,5.882549515,0.003063448,0.006011227,0.906361827
SCZ,Allergic conjunctivitis ,Wald ratio,0.00185855,0.089219331,0.983380269,1.001860278,0.841128077,1.193306993,NA,NA,NA
ANX,Iron intake,Simple mode,-17.105548,821.6709603,0.983393199,3.73E-08,0,Inf,4.16E-26,3.96E-26,0.299589161
SCZ,Mother's age at death ,Inverse variance weighted,-0.017061123,0.820809211,0.983416577,0.983083594,0.196744927,4.912214854,NA,0.990110638,NA
OCD,Current employment status: Unemployed,Simple mode,-7.718687243,372.2788834,0.983460713,0.000444444,5.72128017884163e-321,Inf,0.001184416,0.00121597,0.485133606
ANX,Alzheimer's disease or family history of Alzheimer's disease ,Weighted median,-0.001738219,0.086568433,0.983980247,0.998263291,0.84247411,1.182860798,0.011969359,0.015430558,0.736557952
ASD,Iron intake,Simple mode,-5.81638222,296.9819952,0.984376746,0.002978361,4.76E-256,1.86E+250,4.16E-26,3.96E-26,0.299589161
ADHD,Mumps,Weighted mode,-0.043983092,2.27969444,0.98460945,0.956970138,0.010974464,83.4475266,9.37E-07,6.22E-07,0.021361089
ASD,Iron intake,Weighted mode,-5.81638222,304.8069654,0.984777775,0.002978361,1.04E-262,8.53E+256,4.16E-26,3.96E-26,0.299589161
OCD,Tea intake ,Weighted median,-0.007869022,0.413927953,0.984832643,0.992161858,0.44079833,2.233187118,0.110549531,0.126747405,0.630058391
ADHD,Mumps,Simple mode,-0.043983092,2.318533612,0.984867235,0.956970138,0.010170042,90.04799334,9.37E-07,6.22E-07,0.021361089
OCD,Current employment status: Unemployed,Weighted mode,-7.718687243,407.8521766,0.984903106,0.000444444,0,Inf,0.001184416,0.00121597,0.485133606
ASD,Living alone,Simple mode,-2.652520038,140.3881688,0.984927602,0.070473393,2.22E-121,2.23E+118,2.91E-16,3.32E-16,0.857891204
OCD,Current employment status: Unemployed,Simple mode,-7.718687243,408.8891067,0.984941387,0.000444444,0,Inf,0.001184416,0.00121597,0.485133606
ASD,Living alone,Weighted mode,-2.652520038,141.0182245,0.984994936,0.070473393,6.47E-122,7.68E+118,2.91E-16,3.32E-16,0.857891204
OCD,Current employment status: Unemployed,Weighted mode,-7.718687243,415.1471956,0.98516836,0.000444444,0,Inf,0.001184416,0.00121597,0.485133606
ANX,Type 2 diabetes ,MR Egger,-0.001837451,0.098881183,0.985207003,0.998164236,0.822304455,1.211633765,0.060720569,0.066476298,0.613324742
ALZ,Gestational diabetes (for exclusion) ,Simple mode,-0.000866647,0.043476618,0.985347975,0.999133728,0.917520076,1.088006937,0.024596742,0.024262681,0.538637902
DEP,Living alone,Weighted mode,1.066442252,59.03234496,0.985588775,2.905025743,1.64E-50,5.16E+50,0.38827519,0.393915525,0.750780149
SCZ,Living alone,Weighted mode,3.873564773,214.5388247,0.985596647,48.11359478,1.16E-181,2.00E+184,0.000613497,0.000591425,0.212492766
ASD,Educational attainment,Simple mode,0.80943454,44.91001994,0.985621962,2.246637244,1.33E-38,3.80E+38,7.40E-79,6.12E-79,0.267199899
ANX,Autoimmune diseases ,Weighted median,-0.001619579,0.09095195,0.985792838,0.998381732,0.835365938,1.193208912,0.936475234,0.910810335,0.166070761
SCZ,Mumps,Simple mode,0.027921819,1.579805757,0.985900159,1.028315287,0.046490957,22.7449036,0.015288327,0.014763219,0.172959629
SCZ,Mumps,Weighted mode,0.027921819,1.59764401,0.986057572,1.028315287,0.044893582,23.55419835,0.015288327,0.014763219,0.172959629
ANX,Rubella vaccination,Simple mode,0.05881937,3.366476788,0.986065307,1.06058365,0.001445247,778.3014169,3.15E-10,3.11E-10,0.317387409
PTSD,Educational attainment,Simple mode,1.112980446,64.59189015,0.986253988,3.043415626,3.17E-55,2.92E+55,2.71E-14,1.31E-14,0.011722259
ANX,Autoimmune diseases ,Weighted mode,0.001742454,0.101878063,0.986448626,1.001743973,0.820420267,1.223142611,0.936475234,0.910810335,0.166070761
PTSD,Educational attainment,Weighted mode,1.112980446,65.64076309,0.986473614,3.043415626,4.06E-56,2.28E+56,2.71E-14,1.31E-14,0.011722259
ANX,Rubella vaccination,Weighted mode,0.05881937,3.487385919,0.986548382,1.06058365,0.001140308,986.43336,3.15E-10,3.11E-10,0.317387409
DEP,Autoimmune diseases ,Weighted mode,-0.000257073,0.015861099,0.987155737,0.99974296,0.969141329,1.031310869,0.383837455,0.412663609,0.598546243
SCZ,Serum 25-Hydroxyvitamin D levels ,Weighted mode,-0.000852811,0.054197999,0.987474753,0.999147553,0.898452995,1.111127502,6.95E-10,1.00E-09,0.905174633
DEP,Living alone,Simple mode,1.066442252,68.25948694,0.987536676,2.905025743,2.29E-58,3.69E+58,0.38827519,0.393915525,0.750780149
ADHD,Mineral and other dietary supplements: Zinc ,MR Egger,0.288977555,15.25222265,0.987939671,1.335061763,1.39E-13,1.28E+13,0.023929272,0.073940645,0.907485115
ADHD,Chickenpox,Simple mode,-3.654471983,241.8934543,0.987948137,0.025875156,3.23E-208,2.07E+204,7.34E-27,8.28E-27,0.600212941
ADHD,Chickenpox,Weighted mode,-3.654471983,242.5958505,0.987983029,0.025875156,8.15E-209,8.22E+204,7.34E-27,8.28E-27,0.600212941
BP,Mumps,Weighted mode,0.016691249,1.132573148,0.98824283,1.016831326,0.110454443,9.360836153,0.22383982,0.225553819,0.379057929
DEP,"Non-cancer illness code, self-reported: psoriasis ",Weighted mode,0.016361731,1.121272384,0.988563504,1.016496317,0.112891044,9.152761194,0.013698542,0.019863248,0.881156109
OCD,Mumps,Weighted mode,0.035679563,2.528531634,0.988742904,1.036323717,0.007297361,147.1719404,0.015288327,0.014763219,0.172959629
BP,Mumps,Simple mode,0.016691249,1.183204745,0.988745908,1.016831326,0.100019506,10.33744303,0.22383982,0.225553819,0.379057929
SCZ,Iron intake,Simple mode,5.172648071,368.310958,0.988796263,176.3812898,5.4179602400424e-312,Inf,6.04E-08,4.96E-08,0.089450444
OCD,Operative procedures,Simple mode,-19.83576866,1416.920226,0.988832504,2.43E-09,0,Inf,1.90E-08,2.06E-08,0.716297006
OCD,Operative procedures,Weighted mode,-19.83576866,1429.43915,0.988930302,2.43E-09,0,Inf,1.90E-08,2.06E-08,0.716297006
OCD,Mumps,Simple mode,0.035679563,2.690403195,0.989420161,1.036323717,0.005313467,202.1216664,0.015288327,0.014763219,0.172959629
PTSD,Chickenpox,Simple mode,-3.905712336,299.9984202,0.989614052,0.020126612,8.71E-258,4.65E+253,9.62E-05,9.84E-05,0.428201041
SCZ,Iron intake,Weighted mode,5.172648071,402.7256574,0.989753617,176.3812898,0,Inf,6.04E-08,4.96E-08,0.089450444
ANX,Current employment status: Retired,Simple mode,0.08076085,6.381305,0.989905639,1.0841116,4.01E-06,293055.8986,6.63E-12,6.82E-12,0.41326421
PTSD,Chickenpox,Weighted mode,-3.905712336,311.632457,0.990001766,0.020126612,1.09E-267,3.72E+263,9.62E-05,9.84E-05,0.428201041
BP,Operative procedures,MR Egger,-0.024738028,1.994428447,0.990105041,0.975565449,0.01956882,48.63491692,0.132065454,0.135682084,0.949318884
ADHD,Caffeine,Simple mode,2.219975929,179.348545,0.990125531,9.207109239,1.99E-152,4.25E+153,9.17E-15,7.36E-15,0.123982374
OCD,Current employment status: Retired,Simple mode,3.967390226,323.4269181,0.990213918,52.84643347,2.61E-274,1.07E+277,0.011892164,0.012245482,0.628714826
DEP,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Weighted median,-0.002172785,0.181130124,0.990429034,0.997829574,0.699641073,1.423106642,0.030208429,0.035677943,0.763537701
ED,Mumps,Weighted mode,0.072923051,6.097391615,0.990459527,1.075647764,6.94E-06,166676.5882,0.22383982,0.225553819,0.379057929
ANX,Unspecified maternal hypertension,Simple mode,-0.088559284,7.629271103,0.990741641,0.91524885,2.93E-07,2855655.803,1.20E-09,9.55E-10,0.089885104
ED,Mumps,Simple mode,0.072923051,6.287637102,0.990748181,1.075647764,4.78E-06,241999.7013,0.22383982,0.225553819,0.379057929
ADHD,Caffeine,Weighted mode,2.219975929,191.9455871,0.990773545,9.207109239,3.77E-163,2.25E+164,9.17E-15,7.36E-15,0.123982374
OCD,Current employment status: Retired,Weighted mode,3.967390226,345.6955553,0.990844279,52.84643347,2.89E-293,9.66E+295,0.011892164,0.012245482,0.628714826
OCD,Congenital cytomegalovirus infection,MR Egger,0.002461305,0.215132311,0.991096723,1.002464336,0.657573967,1.528245942,0.827789188,0.898879598,0.740545056
PTSD,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Simple mode,5.336476399,490.2412,0.991315998,207.7792876,0,Inf,1.16E-08,1.08E-08,0.194371799
ED,Iron intake,Simple mode,5.665851399,527.1347004,0.991425664,288.8337893,0,Inf,0.425825758,0.422716305,0.225977787
ED,Iron intake,Weighted mode,5.665851399,532.0651906,0.991505117,288.8337893,0,Inf,0.425825758,0.422716305,0.225977787
DEP,Current employment status: Unemployed,Weighted mode,9.014750411,848.6336959,0.991525669,8223.493609,0,Inf,0.020930609,0.021723653,0.852825766
BP,Maternal smoking around birth ,MR Egger,-0.047734434,4.422334819,0.991540154,0.953386941,0.000164022,5541.618091,0.067074821,0.092865791,0.956658032
BP,Maternal smoking around birth ,MR Egger,-0.047734434,4.422334819,0.991540154,0.953386941,0.000164022,5541.618091,0.067074821,0.092865791,0.956658032
ANX,Unspecified maternal hypertension,Weighted mode,-0.088559284,8.415065991,0.991606148,0.91524885,6.29E-08,13322568.81,1.20E-09,9.55E-10,0.089885104
ED,Extraversion,Weighted mode,-0.002763402,0.263250799,0.991626011,0.997240413,0.595273111,1.670642301,0.209564815,0.211052289,0.406035228
ALZ,Current employment status: Retired,Simple mode,3.708458295,357.3605045,0.991720895,40.79087054,2.63E-303,6.34E+305,0.39439718,0.459025409,0.304526965
PTSD,Operative procedures,Weighted mode,-28.46978868,2764.305343,0.991783845,4.32E-13,0,Inf,1.90E-08,2.06E-08,0.716297006
ED,Extraversion,Simple mode,-0.002763402,0.269840806,0.991830512,0.997240413,0.58763376,1.69236097,0.209564815,0.211052289,0.406035228
ALZ,Current employment status: Retired,Weighted mode,3.708458295,371.2931687,0.992031556,40.79087054,3.62607913206217e-315,Inf,0.39439718,0.459025409,0.304526965
BP,Operative procedures,Weighted mode,-12.32824495,1261.488691,0.992203682,4.42E-06,0,Inf,0.132065454,0.135682084,0.949318884
ADHD,Unspecified maternal hypertension,Weighted mode,0.051719825,5.31238836,0.992233378,1.053080654,3.17E-05,35031.43256,1.20E-09,9.55E-10,0.089885104
DEP,Current employment status: Unemployed,Simple mode,9.014750411,939.0324887,0.99234145,8223.493609,0,Inf,0.020930609,0.021723653,0.852825766
BP,Extraversion,Weighted mode,0.003075955,0.324517625,0.992438398,1.003080691,0.531007789,1.894832606,0.209564815,0.211052289,0.406035228
ADHD,Unspecified maternal hypertension,Simple mode,0.051719825,5.484567322,0.992477191,1.053080654,2.26E-05,49093.0019,1.20E-09,9.55E-10,0.089885104
DEP,Current employment status: Unemployed,Weighted mode,9.014750411,959.2693424,0.992503011,8223.493609,0,Inf,0.020930609,0.021723653,0.852825766
PTSD,Birth weight ,MR Egger,0.001837136,0.195610599,0.992520198,1.001838825,0.682795664,1.469958119,2.92E-10,4.08E-10,0.920003688
ALZ,Operative procedures,Simple mode,14.17244341,1540.457009,0.992660487,1428939.916,0,Inf,0.39439718,0.459025409,0.270313021
ED,Body mass index (BMI) ,MR Egger,-0.001452685,0.160108487,0.992765776,0.99854837,0.729595273,1.366646528,2.57E-14,3.16E-14,0.736769716
DEP,Current employment status: Unemployed,Simple mode,9.014750411,1005.756329,0.992849519,8223.493609,0,Inf,0.020930609,0.021723653,0.852825766
ED,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Weighted median,0.01415247,1.602917586,0.992955414,1.01425309,0.043824336,23.47347214,0.150369074,0.17789191,0.835795114
BP,Extraversion,Simple mode,0.003075955,0.351307195,0.993015006,1.003080691,0.503845227,1.99698403,0.209564815,0.211052289,0.406035228
SCZ,Current employment status: Retired,Simple mode,-3.51551486,408.9431431,0.993141648,0.029732491,0,Inf,0.011892164,0.012245482,0.628714826
PTSD,Operative procedures,Simple mode,-28.46978868,3336.236894,0.993192304,4.32E-13,0,Inf,1.90E-08,2.06E-08,0.716297006
BP,Operative procedures,Simple mode,-12.32824495,1451.977856,0.993226477,4.42E-06,0,Inf,0.132065454,0.135682084,0.949318884
ALZ,Operative procedures,Weighted mode,14.17244341,1672.874224,0.993241436,1428939.916,0,Inf,0.39439718,0.459025409,0.270313021
SCZ,Educational attainment,Simple mode,0.087279168,10.38321698,0.993294031,1.091201266,1.58E-09,752103457.4,2.71E-14,1.31E-14,0.011722259
SCZ,Childhood obesity ,Simple mode,0.000380659,0.043015714,0.993363131,1.000380731,0.919495489,1.088381204,0.824823207,0.92091794,0.889812322
PTSD,Extraversion,Weighted mode,-0.008050343,0.980489195,0.993449932,0.991981974,0.1451759,6.778178982,0.000671339,0.000686228,0.443857218
SCZ,Educational attainment,Weighted mode,0.087279168,10.74086543,0.993517321,1.091201266,7.85E-10,1516051979,2.71E-14,1.31E-14,0.011722259
ED,Rubella vaccination,Weighted mode,-0.010455461,1.329712976,0.993727456,0.989599007,0.073044028,13.40706721,0.508955412,0.511829517,0.390441143
ED,Current employment status: Retired,Weighted mode,1.808473463,232.6093407,0.993797827,6.101126724,6.09E-198,6.12E+198,0.156891134,0.163030505,0.964580618
OCD,Rubella vaccination,Simple mode,-0.021087225,2.752054354,0.993887068,0.979133556,0.004448832,215.4953451,0.017031269,0.017281105,0.444404848
PTSD,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Weighted mode,-3.643601213,475.6821322,0.993889265,0.026157974,0,Inf,1.16E-08,1.08E-08,0.194371799
PTSD,Extraversion,Simple mode,-0.008050343,1.052902649,0.993900404,0.991981974,0.125966468,7.811826857,0.000671339,0.000686228,0.443857218
SCZ,Current employment status: Retired,Weighted mode,-3.51551486,459.8332546,0.993900652,0.029732491,0,Inf,0.011892164,0.012245482,0.628714826
ED,Current employment status: Retired,Simple mode,1.808473463,237.3110811,0.993920705,6.101126724,6.06E-202,6.15E+202,0.156891134,0.163030505,0.964580618
ED,Rubella vaccination,Simple mode,-0.010455461,1.41024472,0.994085641,0.989599007,0.062378469,15.69942661,0.508955412,0.511829517,0.390441143
OCD,Unspecified maternal hypertension,Weighted mode,-0.008608447,1.177565442,0.994167903,0.9914285,0.098604664,9.968397305,0.27123836,0.272223047,0.371759617
ALZ,Serum 25-Hydroxyvitamin D levels ,MR Egger,0.002639273,0.361020463,0.994179822,1.002642759,0.494127927,2.034478215,0,0,0.728488231
OCD,Chickenpox,Simple mode,-9.260887322,1283.316975,0.994243225,9.51E-05,0,Inf,9.62E-05,9.84E-05,0.428201041
SCZ,Childhood obesity ,Weighted mode,-0.00033455,0.043626893,0.994248739,0.999665506,0.917738066,1.088906694,0.824823207,0.92091794,0.889812322
OCD,Autoimmune diseases ,Simple mode,-0.001362031,0.187821949,0.994257684,0.998638896,0.691084586,1.443064517,0.383837455,0.412663609,0.598546243
ANX,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Weighted mode,19.06467039,2663.743399,0.994290264,190406228,0,Inf,3.62E-27,4.32E-27,0.964007176
OCD,Rubella vaccination,Weighted mode,-0.021087225,2.972061579,0.994339571,0.979133556,0.002890494,331.6743022,0.017031269,0.017281105,0.444404848
DEP,Operative procedures,Simple mode,3.069025683,434.3078004,0.994362673,21.52092425,0,Inf,0.132065454,0.135682084,0.949318884
DEP,Mumps,Weighted mode,0.028096086,3.990617856,0.994383045,1.028494504,0.000412401,2564.982882,0.22383982,0.225553819,0.379057929
OCD,Chickenpox,Weighted mode,-9.260887322,1321.546922,0.994409755,9.51E-05,0,Inf,9.62E-05,9.84E-05,0.428201041
ANX,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Simple mode,19.06467039,2728.27569,0.994425315,190406228,0,Inf,3.62E-27,4.32E-27,0.964007176
OCD,Unspecified maternal hypertension,Simple mode,-0.008608447,1.242988278,0.994474862,0.9914285,0.086737803,11.33220393,0.27123836,0.272223047,0.371759617
OCD,Iron intake,Weighted median,0.020721128,3.075037378,0.994623499,1.020937301,0.002463057,423.1786325,6.04E-08,4.96E-08,0.089450444
ALZ,Age at first birth ,Inverse variance weighted,-0.000193443,0.028961062,0.994670639,0.999806576,0.94463457,1.058200939,0.023745981,0.020861318,0.250744821
DEP,Mumps,Simple mode,0.028096086,4.257850794,0.994735573,1.028494504,0.000244257,4330.696412,0.22383982,0.225553819,0.379057929
ASD,Current employment status: Retired,Simple mode,-3.936595132,600.8022371,0.994772702,0.019514546,0,Inf,6.63E-12,6.82E-12,0.41326421
DEP,Operative procedures,Weighted mode,3.069025683,469.4367993,0.994784521,21.52092425,0,Inf,0.132065454,0.135682084,0.949318884
DEP,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Simple mode,9.126346183,1402.62217,0.994809217,9194.365989,0,Inf,0.099622228,0.10105084,0.485657442
BP,Unspecified maternal hypertension,Weighted mode,0.069540428,10.90498452,0.994912491,1.0720154,5.59E-10,2054524122,0.127837508,0.132983393,0.809668802
DEP,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Weighted mode,9.126346183,1433.689296,0.994921697,9194.365989,0,Inf,0.099622228,0.10105084,0.485657442
BP,Unspecified maternal hypertension,Simple mode,0.069540428,10.95772744,0.994936978,1.0720154,5.04E-10,2278279091,0.127837508,0.132983393,0.809668802
PTSD,Current employment status: Retired,Simple mode,-5.365343957,852.2743981,0.994977542,0.004675852,0,Inf,0.011892164,0.012245482,0.628714826
OCD,Caffeine,Simple mode,28.15162606,4513.487818,0.995024224,1.68E+12,0,Inf,3.31E-07,3.44E-07,0.479720895
ANX,Operative procedures,Simple mode,-25.83179498,4147.723096,0.995031562,6.04E-12,0,Inf,8.10E-36,8.16E-36,0.376680089
SCZ,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Weighted mode,-3.352565771,539.5275758,0.995042706,0.034994451,0,Inf,1.16E-08,1.08E-08,0.194371799
ANX,Caffeine,Simple mode,-8.802786491,1437.781786,0.99511567,0.000150314,0,Inf,9.17E-15,7.36E-15,0.123982374
PTSD,Current employment status: Retired,Weighted mode,-5.365343957,880.3007556,0.995137442,0.004675852,0,Inf,0.011892164,0.012245482,0.628714826
ASD,Current employment status: Retired,Weighted mode,-3.936595132,658.7142071,0.995232263,0.019514546,0,Inf,6.63E-12,6.82E-12,0.41326421
SCZ,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Simple mode,-3.352565771,562.7706591,0.995247445,0.034994451,0,Inf,1.16E-08,1.08E-08,0.194371799
ADHD,Fresh fruit intake ,Simple mode,0.003789946,0.643908416,0.995327223,1.003797137,0.284145017,3.54610721,3.22E-13,5.83E-13,0.955496332
ANX,Caffeine,Weighted mode,-8.802786491,1516.487869,0.995369165,0.000150314,0,Inf,9.17E-15,7.36E-15,0.123982374
ANX,Operative procedures,Weighted mode,-25.83179498,4455.82975,0.99537511,6.04E-12,0,Inf,8.10E-36,8.16E-36,0.376680089
OCD,Caffeine,Weighted mode,28.15162606,5145.756013,0.9956356,1.68E+12,0,Inf,3.31E-07,3.44E-07,0.479720895
ANX,Mumps,Simple mode,0.013632375,2.504514084,0.995658673,1.01372572,0.007482299,137.3427985,9.37E-07,6.22E-07,0.021361089
PTSD,Caffeine,Weighted mode,-4.273192229,797.7735615,0.995726789,0.013937221,0,Inf,3.31E-07,3.44E-07,0.479720895
BP,Current employment status: Unemployed,Simple mode,8.235505816,1560.956348,0.995790974,3772.547629,0,Inf,0.020930609,0.021723653,0.852825766
OCD,Extraversion,Simple mode,0.002816674,0.539371724,0.995834041,1.002820645,0.348418162,2.886328424,0.000671339,0.000686228,0.443857218
ASD,Unspecified maternal hypertension,Weighted mode,0.071396844,13.70099541,0.995842673,1.074007355,2.34E-12,4.94E+11,1.20E-09,9.55E-10,0.089885104
ASD,Unspecified maternal hypertension,Simple mode,0.071396844,13.8245032,0.995879814,1.074007355,1.83E-12,6.29E+11,1.20E-09,9.55E-10,0.089885104
SCZ,Age at first birth ,Weighted median,-0.000213422,0.041435817,0.995890387,0.999786601,0.921799424,1.084371742,3.09E-13,1.34E-13,0.278809734
ADHD,Viral infection,Simple mode,-94.94971813,18742.53588,0.995958667,5.81E-42,0,Inf,3.36E-23,4.02E-23,0.999304449
BP,Educational attainment,Simple mode,-0.109150209,21.66643525,0.995980955,0.896595731,3.23E-19,2.49E+18,0.04184904,0.040477225,0.177159832
ANX,Mumps,Weighted mode,0.013632375,2.713172624,0.995992543,1.01372572,0.004970743,206.7376748,9.37E-07,6.22E-07,0.021361089
BP,Current employment status: Unemployed,Weighted mode,8.235505816,1650.730691,0.996019878,3772.547629,0,Inf,0.020930609,0.021723653,0.852825766
OCD,Extraversion,Weighted mode,0.002816674,0.565598356,0.996027214,1.002820645,0.330960547,3.038577419,0.000671339,0.000686228,0.443857218
ADHD,Viral infection,Weighted mode,-94.94971813,19091.91911,0.996032623,5.81E-42,0,Inf,3.36E-23,4.02E-23,0.999304449
DEP,Chickenpox,Simple mode,-1.566592663,315.4352108,0.99603798,0.208755271,6.54E-270,6.66E+267,0.432852819,0.439385002,0.869913031
PTSD,Caffeine,Simple mode,-4.273192229,860.616921,0.996038822,0.013937221,0,Inf,3.31E-07,3.44E-07,0.479720895
DEP,Chickenpox,Weighted mode,-1.566592663,319.2253313,0.99608502,0.208755271,3.89E-273,1.12E+271,0.432852819,0.439385002,0.869913031
BP,Educational attainment,Weighted mode,-0.109150209,22.28902521,0.996093216,0.896595731,9.55E-20,8.42E+18,0.04184904,0.040477225,0.177159832
DEP,Unspecified maternal hypertension,Simple mode,-0.012814362,2.649205717,0.996140981,0.987267392,0.005487637,177.6168751,0.127837508,0.132983393,0.809668802
ASD,Nitrogen dioxide air pollution; 2010 ,Simple mode,-0.005315314,1.066881368,0.996163883,0.994698787,0.122897722,8.050805651,0.006777938,0.005572861,0.439793617
ASD,Allergic rhinitis ,Simple mode,0.000566318,0.104887209,0.996182144,1.000566478,0.814637042,1.22893169,NA,0.464966113,NA
DEP,Unspecified maternal hypertension,Weighted mode,-0.012814362,2.683985746,0.996190988,0.987267392,0.005126017,190.1470462,0.127837508,0.132983393,0.809668802
BP,Current employment status: Unemployed,Simple mode,8.235505816,1731.059983,0.996204573,3772.547629,0,Inf,0.020930609,0.021723653,0.852825766
BP,Current employment status: Unemployed,Weighted mode,8.235505816,1734.251172,0.996211557,3772.547629,0,Inf,0.020930609,0.021723653,0.852825766
OCD,Living alone,Weighted mode,1.090457264,230.3716551,0.996223867,2.975634412,2.38E-196,3.71E+196,0.000613497,0.000591425,0.212492766
ED,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Weighted mode,12.4412834,2653.188459,0.996259232,253035.0764,0,Inf,0.099622228,0.10105084,0.485657442
DEP,Caffeine,Weighted mode,-1.123235164,248.8871669,0.996399638,0.325225932,4.52E-213,2.34E+211,0.165535111,0.165958161,0.347532961
BP,Current employment status: Retired,Weighted mode,-1.074752474,239.924653,0.996426197,0.341382246,2.02E-205,5.77E+203,0.156891134,0.163030505,0.964580618
OCD,Living alone,Simple mode,1.090457264,252.1211496,0.996549617,2.975634412,7.31E-215,1.21E+215,0.000613497,0.000591425,0.212492766
BP,Current employment status: Retired,Simple mode,-1.074752474,249.9880545,0.996570061,0.341382246,5.48E-214,2.13E+212,0.156891134,0.163030505,0.964580618
ASD,Chickenpox,Weighted mode,-1.491527975,361.607285,0.996709455,0.225028555,0,1.44E+307,7.34E-27,8.28E-27,0.600212941
ASD,Viral infection,Weighted mode,22.54091238,5727.13082,0.996860218,6157350326,0,Inf,3.36E-23,4.02E-23,0.999304449
