Psychiatric disorder,Risk phenotype,Method,Beta,Standard error,P-value,OR,OR_lci95,OR_uci95,Q Pvalue(MREgger),Q Pvalue(IVW),Intercept PValue
BP,Rubella vaccination,Inverse variance weighted,-0.002220996,0.001574991,0.158491017,0.997781469,0.994706084,1.000866361,0.508955412,0.511829517,0.390441143
ANX,Age at first birth ,Weighted median,-0.143572559,0.101923959,0.158946307,0.866257943,0.709394479,1.057807533,0.293866787,0.306261809,0.438959952
ED,Primary biliary cirrhosis ,Simple mode,-0.043739911,0.030003116,0.159676738,0.957202883,0.902536616,1.015180264,0.007106516,0.009344454,0.653885458
OCD,Unable to work because of sickness or disability,Weighted median,-1.275609091,0.907867097,0.160002996,0.279260821,0.047121373,1.655015574,0.000254644,0.000252594,0.299104165
ADHD,"Non-cancer illness code, self-reported: diabetes ",Simple mode,1.82889257,1.286387698,0.160554187,6.226986887,0.500360061,77.4949256,1.35E-06,5.14E-07,0.138920073
BP,Allergic rhinitis ,Inverse variance weighted,0.075714368,0.053971773,0.160661209,1.078654432,0.970377307,1.199013389,NA,0.464966113,NA
BP,smoking initiation ,Simple mode,0.420986702,0.297624329,0.160914109,1.523464019,0.850137666,2.730078564,0.40086885,0.431189543,0.98282675
ALZ,"Non-cancer illness code, self-reported: psoriasis ",Inverse variance weighted,2.280071014,1.627837242,0.161311266,9.777374715,0.402327043,237.610317,0.406247141,0.397245855,0.307881094
BP,Neuroticism score ,Simple mode,0.128350148,0.091105174,0.161612205,1.136951034,0.951023988,1.359227181,0.116157396,0.088506609,0.078855935
DEP,Autoimmune diseases ,Inverse variance weighted,0.016369196,0.01169926,0.161763486,1.016503905,0.993460125,1.040082197,0.383837455,0.412663609,0.598546243
ALZ,Autoimmune diseases ,Weighted median,0.048603274,0.034774453,0.162211637,1.049803784,0.980635298,1.123851024,0.01103839,0.011791408,0.443144672
ADHD,Type 2 diabetes ,Weighted median,0.032544064,0.023285357,0.162227424,1.033079414,0.986990134,1.081320916,2.95E-10,2.10E-11,0.021489974
OCD,Extraversion,MR Egger,0.009582512,0.006855799,0.162400271,1.009628571,0.996152566,1.02328688,0.000671339,0.000686228,0.443857218
DEP,Sleeplessness / insomnia ,Weighted mode,0.238214357,0.167400318,0.1628882,1.268981179,0.91403148,1.761769991,1.65E-10,2.97E-10,0.924188828
ASD,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,Weighted median,-0.011430087,0.008204471,0.16357342,0.988634988,0.972864127,1.004661507,5.57E-09,1.67E-09,0.000624709
PTSD,"Diagnoses - main ICD10: J45.9 Asthma, unspecified ",Weighted median,13.88189701,9.967445132,0.16370336,1068639.615,0.00350244,3.26E+14,0.001220174,0.002496688,0.790492349
ASD,"Non-cancer illness code, self-reported: psoriasis ",Simple mode,-6.547838609,4.510866145,0.163828016,0.00143321,2.07E-07,9.909154583,0.952275557,0.905090016,0.168371825
PTSD,"Diagnoses - secondary ICD10: M06.99 Rheumatoid arthritis, unspecified (Site unspecified) ",Inverse variance weighted,10.15503158,7.300519377,0.164225048,25720.19037,0.015701698,42130996217,0.148868629,0.061775565,0.419052098
ALZ,Birth weight ,Inverse variance weighted,-0.069892837,0.050256935,0.164313294,0.932493743,0.845018778,1.029023975,0.001469395,0.001710083,0.700392849
ADHD,College completion ,Weighted median,-0.147697893,0.106377971,0.165007498,0.862691701,0.700333439,1.06268947,0.636884111,0.72568973,0.634476409
SCZ,Type 2 diabetes ,Simple mode,-0.080325869,0.057488159,0.16504921,0.92281558,0.82447978,1.032879903,1.58E-15,2.37E-15,0.803993711
ED,Fresh fruit intake ,Weighted mode,-0.926742552,0.657136622,0.165334005,0.395841044,0.109182954,1.435115347,8.33E-09,1.14E-08,0.641094878
PTSD,Rubella vaccination,MR Egger,-0.005232287,0.003776834,0.166051101,0.994781378,0.987444603,1.002172664,0.017031269,0.017281105,0.444404848
ASD,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,Inverse variance weighted,-0.007408977,0.005351412,0.166208388,0.992618402,0.982261469,1.003084538,5.57E-09,1.67E-09,0.000624709
PTSD,Current employment status: Retired,Inverse variance weighted,0.166175104,0.120060877,0.166330783,1.180779843,0.93319209,1.494055781,0.011892164,0.012245482,0.628714826
ASD,Childhood obesity ,Weighted median,0.062899568,0.045483644,0.166693932,1.064919882,0.97409312,1.164215547,0.125123888,0.21375809,0.857272036
DEP,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Weighted median,-0.342295867,0.24763446,0.166891067,0.710138067,0.437071095,1.153807883,0.099622228,0.10105084,0.485657442
BP,Neuroticism score ,Weighted mode,0.117622421,0.084778199,0.168021955,1.124819323,0.95261652,1.328150922,0.116157396,0.088506609,0.078855935
SCZ,Gestational diabetes (for exclusion) ,Weighted median,-0.031185069,0.022705351,0.16960696,0.96929617,0.927105829,1.013406491,0.403786746,0.032773467,0.070558576
ALZ,Operative procedures,MR Egger,-2.561913619,1.865214609,0.169765601,0.07715695,0.001993757,2.985917335,0.39439718,0.459025409,0.270313021
ASD,Current employment status: Retired,Weighted median,0.246340912,0.179914879,0.17093423,1.27933564,0.899161829,1.820250401,6.63E-12,6.82E-12,0.41326421
ASD,Age at first birth ,MR Egger,0.245872242,0.177372312,0.171603524,1.278736194,0.903230508,1.810353217,0.293866787,0.306261809,0.438959952
BP,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted mode,3.064874929,2.042215245,0.171810699,21.43178133,0.391461953,1173.348386,0.612910785,0.654853856,0.48418943
DEP,Caffeine,Inverse variance weighted,-0.205229404,0.150354313,0.172261899,0.814460454,0.606576844,1.093589111,0.165535111,0.165958161,0.347532961
PTSD,Reason for glasses/contact lenses: For a 'lazy' eye or an eye with poor vision since childhood (called 'amblyopia') ,Wald ratio,13.13627803,9.637637121,0.172876669,507005.956,0.00317169,8.10E+13,NA,NA,NA
BP,Diabetes mellitus ,Simple mode,-0.061585386,0.044564718,0.173260757,0.940272656,0.861627503,1.026096156,0.29773194,0.28805876,0.274908982
ASD,Body mass index (BMI) ,Weighted median,0.10903115,0.080160643,0.173779889,1.115197088,0.953054003,1.304925577,0.408591495,0.420613772,0.751756581
ALZ,"Non-cancer illness code, self-reported: psoriasis ",Weighted median,3.128660937,2.301316569,0.173985304,22.84337034,0.251096102,2078.166747,0.406247141,0.397245855,0.307881094
DEP,Heart rate ,Weighted mode,-0.007108405,0.004963903,0.174085574,0.9929168,0.983303306,1.002624282,0.687664074,0.69415706,0.381703376
ED,Nitrogen dioxide air pollution; 2010 ,Weighted mode,-1.312457427,0.870732319,0.175463007,0.269157807,0.048845512,1.483164407,0.159708749,0.105087445,0.241107647
OCD,Maternal smoking around birth ,Inverse variance weighted,1.639153204,1.210247234,0.175610286,5.150805983,0.480498403,55.21517267,0.001256999,0.00210072,0.872675286
OCD,Maternal smoking around birth ,Inverse variance weighted,1.639153204,1.210247234,0.175610286,5.150805983,0.480498403,55.21517267,0.001256999,0.00210072,0.872675286
OCD,Type 1 diabetes ,Weighted median,-0.060209276,0.044482405,0.175879154,0.941567465,0.862953225,1.027343391,0.977245101,0.981993127,0.667597956
ADHD,"Diagnoses - secondary ICD10: J44.9 Chronic obstructive pulmonary disease, unspecified ",Wald ratio,17.90444462,13.23198401,0.176017722,59676246.61,0.000325469,1.09E+19,NA,NA,NA
PTSD,Autoimmune diseases ,Weighted mode,-0.050081005,0.036480601,0.176325986,0.951152373,0.885517567,1.021652049,2.74E-05,3.77E-05,0.700159744
BP,Serum 25-Hydroxyvitamin D levels ,Simple mode,-0.183012021,0.134504291,0.17646007,0.832758145,0.63977391,1.083955,0.106031625,0.11572777,0.636334511
BP,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",MR Egger,-1.136743515,0.841588443,0.176946082,0.320862205,0.061651553,1.669910168,0.099622228,0.10105084,0.485657442
PTSD,Congenital cytomegalovirus infection,Simple mode,-0.219992332,0.155321786,0.177100037,0.802524952,0.591896771,1.088105781,0.827789188,0.898879598,0.740545056
ANX,Serum 25-Hydroxyvitamin D levels ,Weighted median,-0.278498822,0.206540199,0.177529736,0.756919159,0.504939019,1.13464516,0.106031625,0.11572777,0.636334511
SCZ,"Diagnoses - main ICD10: J45.9 Asthma, unspecified ",Weighted mode,-11.57170208,7.381925283,0.177765929,9.43E-06,4.91E-12,18.11737594,0.001220174,0.002496688,0.790492349
PTSD,Congenital cytomegalovirus infection,Weighted mode,-0.170059293,0.120312577,0.177931294,0.843614795,0.666395498,1.06796328,0.827789188,0.898879598,0.740545056
ASD,Ever taken cannabis ,Weighted mode,-0.05956923,0.039106749,0.178528908,0.942170305,0.872651974,1.017226695,NA,0.856126561,NA
ASD,Fresh fruit intake ,Inverse variance weighted,0.496206575,0.36980604,0.179660124,1.642478818,0.795636176,3.390666173,0.42998587,0.416829906,0.253656155
DEP,Extraversion,MR Egger,0.001667738,0.001242958,0.17985239,1.001669129,0.999231836,1.004112368,0.209564815,0.211052289,0.406035228
DEP,Heart rate ,MR Egger,-0.025041521,0.017729586,0.181317709,0.975269417,0.941960903,1.009755748,0.687664074,0.69415706,0.381703376
BP,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted mode,3.064874929,2.093683659,0.181384938,21.43178133,0.353898531,1297.889679,0.612910785,0.654853856,0.48418943
ANX,smoking initiation ,Weighted median,0.244788518,0.183203715,0.18149869,1.277351148,0.891998558,1.829180037,0.40086885,0.431189543,0.98282675
SCZ,Unspecified maternal hypertension,Inverse variance weighted,-0.001196826,0.000896143,0.181702765,0.99880389,0.99705109,1.000559771,0.27123836,0.272223047,0.371759617
ALZ,Intelligence ,MR Egger,-0.39690574,0.296549861,0.182901399,0.672397403,0.376008523,1.202414944,3.88E-09,4.32E-09,0.491761243
ED,Tea intake ,Weighted mode,0.305822222,0.224864499,0.183630114,1.357740909,0.873792631,2.109722959,0.110549531,0.126747405,0.630058391
OCD,Type 1 diabetes ,MR Egger,-0.102224965,0.07454396,0.184096215,0.902826424,0.780101588,1.044858215,0.977245101,0.981993127,0.667597956
ALZ,"Diagnoses - main ICD10: J45.9 Asthma, unspecified ",MR Egger,211.3834072,105.985655,0.184260369,6.35E+91,38.53332302,1.05E+182,0.363089358,0.071596427,0.156832002
SCZ,Gestational diabetes (for exclusion) ,Weighted median,-0.031185069,0.023508236,0.184654506,0.96929617,0.925648032,1.015002498,0.403786746,0.032773467,0.070558576
ED,Unspecified maternal hypertension,Weighted median,-0.003483796,0.002626573,0.184718582,0.996522265,0.991405269,1.001665673,0.127837508,0.132983393,0.809668802
ED,Age at first birth ,Weighted mode,-0.204938872,0.152735642,0.185494844,0.814697116,0.603927736,1.09902452,0.000341239,0.000134204,0.098355856
ALZ,"Non-cancer illness code, self-reported: psoriasis ",Simple mode,6.071356094,4.363040605,0.185777556,433.2678353,0.083726186,2242082.501,0.406247141,0.397245855,0.307881094
ED,Body mass index (BMI) ,Simple mode,0.39773529,0.300828809,0.186954521,1.48844997,0.825398338,2.684138328,2.57E-14,3.16E-14,0.736769716
DEP,Sleeplessness / insomnia ,Simple mode,0.438317392,0.327626032,0.188894288,1.550096818,0.815601313,2.946047421,1.65E-10,2.97E-10,0.924188828
ASD,Tea intake ,MR Egger,-0.464012536,0.347259886,0.189640455,0.628755672,0.31833789,1.241868177,0.032004902,0.037505483,0.591047064
PTSD,"Illness, injury, bereavement, stress in last 2 years: Serious illness, injury or assault of a close relative ",Wald ratio,-5.245422719,4.006420817,0.190448306,0.005271593,2.05E-06,13.56051258,NA,NA,NA
ASD,Maternal smoking around birth ,Simple mode,2.200561009,1.601399118,0.190996136,9.030078034,0.391338931,208.367486,0.067074821,0.092865791,0.956658032
ASD,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Weighted median,-1.782991521,1.364381528,0.191276228,0.168134417,0.011595023,2.438044476,0.80137936,0.815101026,0.468424168
OCD,Heart rate ,Simple mode,-0.05413833,0.03944278,0.191473045,0.947301057,0.876826466,1.023440017,0.687664074,0.69415706,0.381703376
PTSD,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Weighted median,-1.774809687,1.363982133,0.193190975,0.169515707,0.011699436,2.456150517,3.33E-07,3.55E-07,0.477148258
SCZ,Extraversion,Weighted median,0.00216422,0.001664131,0.193425993,1.002166564,0.998903125,1.005440664,0.000671339,0.000686228,0.443857218
ED,Type 2 diabetes ,Weighted mode,0.059431815,0.045466405,0.193987215,1.061233398,0.970753855,1.160146127,0.163301635,0.179944521,0.96794149
ED,Diabetes mellitus ,Inverse variance weighted,0.034273252,0.026390138,0.194041971,1.034867348,0.982699976,1.089804064,0.560432606,0.556094019,0.300889221
ALZ,Primary biliary cirrhosis ,Weighted median,-0.016574581,0.012763999,0.194101354,0.983562022,0.959261061,1.008478598,0.147791169,0.132409296,0.279804801
ALZ,Primary biliary cirrhosis ,Inverse variance weighted,-0.013711706,0.010561031,0.19417385,0.986381871,0.96617401,1.007012387,0.147791169,0.132409296,0.279804801
DEP,Mumps,Weighted median,-0.001247999,0.000961394,0.194248312,0.998752779,0.996872569,1.000636536,0.22383982,0.225553819,0.379057929
ALZ,Body mass index (BMI) ,Weighted median,-0.073605463,0.05675506,0.19466666,0.929038161,0.831232799,1.038351599,0,0,0.210211056
ALZ,"Diagnoses - main ICD10: J45.9 Asthma, unspecified ",Weighted mode,-19.38005966,11.6619801,0.195135463,3.83E-09,4.53E-19,32.37612719,0.363089358,0.071596427,0.156832002
ADHD,Birth weight ,Weighted mode,-0.194250861,0.149301316,0.195610093,0.823451307,0.614539888,1.10338168,0.001004909,0.001160894,0.633601676
PTSD,Congenital cytomegalovirus infection,Weighted median,-0.16049614,0.124041336,0.195702597,0.851721111,0.667899772,1.0861343,0.827789188,0.898879598,0.740545056
ED,Heart rate ,Inverse variance weighted,-0.011273634,0.008721366,0.196133734,0.988789675,0.972031069,1.005837214,0.687664074,0.69415706,0.381703376
ED,Nitrogen dioxide air pollution; 2010 ,Simple mode,-1.377717756,0.964982152,0.196428357,0.252153372,0.038041304,1.671376038,0.159708749,0.105087445,0.241107647
ANX,Fresh fruit intake ,Weighted median,0.950794289,0.736451954,0.196687285,2.587764276,0.611004142,10.9598667,0.42998587,0.416829906,0.253656155
ANX,Intelligence ,Weighted median,-0.245746674,0.190477684,0.196995138,0.782120331,0.538437994,1.136086642,0.431569958,0.444654134,0.508952987
ED,Autoimmune diseases ,Weighted median,0.045318631,0.035175217,0.197617826,1.04636121,0.976652086,1.121045864,0.383837455,0.412663609,0.598546243
SCZ,Gestational diabetes (for exclusion) ,Weighted mode,-0.036969816,0.023960766,0.197717046,0.963705223,0.919492936,1.010043385,0.403786746,0.032773467,0.070558576
PTSD,Caffeine,Weighted median,-0.850184585,0.660206598,0.197831136,0.427336045,0.117162957,1.558650444,3.31E-07,3.44E-07,0.479720895
ED,Diabetes mellitus ,Weighted mode,0.049735264,0.038057578,0.198376641,1.050992824,0.975448817,1.132387365,0.560432606,0.556094019,0.300889221
ADHD,Current employment status: Retired,MR Egger,0.252049256,0.195949213,0.198512592,1.286659411,0.876331179,1.889117358,6.63E-12,6.82E-12,0.41326421
OCD,Fresh fruit intake ,MR Egger,2.332905844,1.788048705,0.198770693,10.30785106,0.309849179,342.9145552,8.33E-09,1.14E-08,0.641094878
BP,Living alone,Inverse variance weighted,-0.777059828,0.605053623,0.199043099,0.459755787,0.140441404,1.505078826,0.38827519,0.393915525,0.750780149
ED,Alzheimer's disease or family history of Alzheimer's disease ,Inverse variance weighted,-0.039489133,0.030793736,0.199710944,0.9612804,0.904977809,1.021085819,0.23551284,0.237214192,0.351905335
BP,Type 1 diabetes ,Weighted median,-0.011847766,0.009246143,0.200062367,0.988222142,0.970474447,1.006294401,0.889924816,0.914578249,0.917708647
ALZ,Childhood obesity ,Weighted median,-0.037608791,0.029372681,0.200404361,0.963089637,0.909209948,1.02016223,0.645194432,0.796552856,0.948885633
ALZ,Qualifications: College or University degree ,MR Egger,-0.643663696,0.501351441,0.200419761,0.525364119,0.196653394,1.403522472,0.39439718,0.459025409,0.61001471
ADHD,Serum 25-Hydroxyvitamin D levels ,Weighted mode,0.103836906,0.080696601,0.201091732,1.1094195,0.947120991,1.299529459,1.02E-06,6.55E-07,0.186242575
DEP,Gestational diabetes (for exclusion) ,Weighted mode,0.023641219,0.012607726,0.201609325,1.023922888,0.998930648,1.049540408,0.864817931,0.914679138,0.662995418
ED,Primary sclerosing cholangitis ,Inverse variance weighted,0.030506335,0.023913296,0.202059474,1.030976421,0.983769433,1.080448676,0.436436994,0.344160678,0.145430993
DEP,Ever taken cannabis ,Simple mode,-0.016913423,0.012016777,0.20210432,0.983228806,0.960341522,1.00666155,0.594527733,0.717560176,0.945702243
ALZ,Autoimmune diseases ,Weighted mode,0.053384822,0.04128968,0.203272387,1.054835491,0.972832898,1.143750294,0.01103839,0.011791408,0.443144672
SCZ,Gestational diabetes (for exclusion) ,Weighted mode,-0.036969816,0.024339241,0.203398159,0.963705223,0.918811099,1.010792924,0.403786746,0.032773467,0.070558576
ANX,Unable to work because of sickness or disability,MR Egger,-2.117030358,1.665652887,0.203947185,0.120388609,0.004599949,3.150777666,4.62E-43,5.56E-43,0.728913603
SCZ,Tea intake ,Simple mode,0.30274655,0.234461492,0.204419618,1.353571358,0.854876748,2.143180786,3.34E-05,3.53E-05,0.452765438
ASD,Ever taken cannabis ,Simple mode,-0.060896325,0.042840762,0.205014406,0.940920785,0.865139755,1.023339776,NA,0.856126561,NA
OCD,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,MR Egger,0.020489015,0.016173407,0.205351823,1.020700356,0.988851745,1.053574736,0.164875089,0.156295631,0.070420239
ASD,Maternal smoking around birth ,Simple mode,2.200561009,1.656908236,0.205387243,9.030078034,0.350996463,232.3166128,0.067074821,0.092865791,0.956658032
PTSD,Allergic rhinitis ,Simple mode,0.2983253,0.161182341,0.20540464,1.347600091,0.982561749,1.848256363,0.25627887,0.485537584,0.786689129
OCD,"Non-cancer illness code, self-reported: psoriasis ",Weighted median,8.541283349,6.750616491,0.205778229,5121.913348,0.009187375,2855439679,0.013698542,0.019863248,0.881156109
PTSD,Nitrogen dioxide air pollution; 2010 ,Weighted median,-0.745307236,0.589163898,0.20586226,0.474588467,0.149558378,1.505995293,0.003063448,0.006011227,0.906361827
ADHD,Heart rate ,Weighted median,-0.010829124,0.008569981,0.206369633,0.9892293,0.972751829,1.005985883,0.054379237,0.076881193,0.912617194
ANX,Diabetes mellitus ,MR Egger,0.16625236,0.129670785,0.206369681,1.180871069,0.915850279,1.52258127,0.29773194,0.28805876,0.274908982
PTSD,Mineral and other dietary supplements: Zinc ,Weighted mode,-10.79390708,5.860016735,0.206819136,2.05E-05,2.11E-10,1.9971591,0.258146543,0.516714562,0.886047001
PTSD,Part of a multiple birth ,Wald ratio,-9.998343471,7.93658974,0.207749353,4.55E-05,7.98E-12,259.141027,NA,NA,NA
SCZ,Childhood obesity ,Inverse variance weighted,0.032687609,0.02595641,0.207912225,1.033227718,0.98197743,1.087152804,0.824823207,0.92091794,0.889812322
OCD,Extraversion,Weighted median,0.00700971,0.005568842,0.208125176,1.007034336,0.996102395,1.018086251,0.000671339,0.000686228,0.443857218
SCZ,Viral infection,MR Egger,4.33286008,3.440880331,0.208141593,76.16180421,0.089701717,64665.65654,4.70E-07,5.05E-07,0.656918281
ADHD,Sleeplessness / insomnia ,MR Egger,1.364389267,1.067095332,0.20921924,3.913332321,0.483300056,31.68667095,7.23E-19,7.99E-19,0.546926226
ALZ,Allergic rhinitis ,Inverse variance weighted,0.072196347,0.057529409,0.209498079,1.07486637,0.960250305,1.20316308,0.203284243,0.444034683,0.964356086
BP,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,MR Egger,-0.007977002,0.006366985,0.21036987,0.99205473,0.979751518,1.004512439,0.299465567,0.302455928,0.414593205
OCD,Operation code: caesarean section / caesarian section ,Wald ratio,8.340801878,6.67291365,0.211318171,4191.449425,0.008755188,2006610128,NA,0.114511865,NA
ANX,Current employment status: Unemployed,Inverse variance weighted,-1.291663776,1.034696912,0.211902951,0.274813175,0.036164774,2.088282946,1.31E-27,1.37E-27,0.437673351
ANX,Current employment status: Unemployed,Inverse variance weighted,-1.291663776,1.034696912,0.211902951,0.274813175,0.036164774,2.088282946,1.31E-27,1.37E-27,0.437673351
ANX,Serum 25-Hydroxyvitamin D levels ,MR Egger,-0.287325126,0.229136259,0.212699135,0.750267758,0.478819206,1.175603863,0.106031625,0.11572777,0.636334511
DEP,Gestational diabetes (for exclusion) ,Weighted mode,0.023641219,0.013110417,0.213127126,1.023922888,0.997946912,1.050575003,0.864817931,0.914679138,0.662995418
BP,Heart rate ,Weighted median,0.011000794,0.008859236,0.214335602,1.011061525,0.993656894,1.028771011,0.236065716,0.298174487,0.944759356
ED,Birth weight ,MR Egger,-0.336585654,0.269744366,0.214755907,0.714204706,0.420931734,1.211807811,0.115638036,0.127043604,0.831139804
PTSD,Mineral and other dietary supplements: Zinc ,Simple mode,-10.79390708,6.020265327,0.214849691,2.05E-05,1.54E-10,2.73412911,0.258146543,0.516714562,0.886047001
OCD,Fresh fruit intake ,Weighted mode,1.415358767,1.125694627,0.215124091,4.11796359,0.453389952,37.40185252,8.33E-09,1.14E-08,0.641094878
ED,"Non-cancer illness code, self-reported: diabetes ",Weighted median,1.141614185,0.921987556,0.215638215,3.131819624,0.514026003,19.08131902,0.816808381,0.826736186,0.459888989
ANX,Body mass index (BMI) ,Inverse variance weighted,0.108753306,0.087884448,0.215917131,1.11488728,0.93847392,1.324462642,0.408591495,0.420613772,0.751756581
DEP,Diabetes mellitus ,Weighted median,-0.015911362,0.012889161,0.21702551,0.984214555,0.959662021,1.009395254,0.560432606,0.556094019,0.300889221
DEP,Type 1 diabetes ,MR Egger,0.012771015,0.010122716,0.217139587,1.012852913,0.992955422,1.033149122,0.977245101,0.981993127,0.667597956
ADHD,Alzheimer's disease or family history of Alzheimer's disease ,Inverse variance weighted,0.02017687,0.016435232,0.219574764,1.020381799,0.98803596,1.05378656,0.806991571,0.838904938,0.801720621
PTSD,Nitrogen dioxide air pollution; 2010 ,Simple mode,-1.276745357,0.948386787,0.220191069,0.278943687,0.043474381,1.789780068,0.003063448,0.006011227,0.906361827
ED,smoking initiation ,Simple mode,0.468847403,0.379368886,0.220641345,1.598151107,0.759788166,3.361577707,0.000800078,0.000740461,0.310689123
SCZ,"Non-cancer illness code, self-reported: diabetes ",MR Egger,-1.740281182,1.407579227,0.221062502,0.175471054,0.011118594,2.769243292,4.96E-12,7.92E-12,0.810494062
BP,Age-related hearing impairment (MTAG) ,Simple mode,-0.411617692,0.32898977,0.221230701,0.662577536,0.347692211,1.262636831,0.547121163,0.600284545,0.791362667
ED,Birth weight ,Inverse variance weighted,-0.1096753,0.089869228,0.222317939,0.89612506,0.751398617,1.068727178,0.115638036,0.127043604,0.831139804
BP,"Diagnoses - secondary ICD10: M06.99 Rheumatoid arthritis, unspecified (Site unspecified) ",Inverse variance weighted,-9.566364935,7.842169681,0.222517186,7.00E-05,1.48E-11,331.7188059,NA,NA,NA
ED,Qualifications: College or University degree ,Simple mode,-1.036732063,0.847854878,0.222799989,0.354611639,0.067304537,1.868364591,7.01E-11,6.87E-12,0.008009552
ALZ,Congenital cytomegalovirus infection,Inverse variance weighted,-0.089110026,0.073189869,0.223406969,0.914744922,0.792500479,1.055845763,0.39439718,0.459025409,0.845263594
PTSD,Congenital cytomegalovirus infection,MR Egger,-0.134287357,0.10557475,0.22410866,0.874338781,0.710906852,1.075342433,0.827789188,0.898879598,0.740545056
ADHD,Fresh fruit intake ,Weighted median,-0.353946176,0.29140156,0.224505802,0.701912746,0.396494451,1.242593691,3.22E-13,5.83E-13,0.955496332
ADHD,Ever taken cannabis ,Simple mode,-0.052096261,0.03763934,0.224925207,0.949237488,0.881730022,1.021913495,0.139726128,0.190938351,0.620876264
DEP,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,MR Egger,-0.79078872,0.645679232,0.225162296,0.45348698,0.127923863,1.607600307,0.030208429,0.035677943,0.763537701
PTSD,Type 1 diabetes ,Inverse variance weighted,-0.010346822,0.0085318,0.225230703,0.989706522,0.973293936,1.006395873,2.89E-07,1.77E-07,0.2824836
ANX,"Non-cancer illness code, self-reported: psoriasis ",Weighted mode,7.096346205,5.648740377,0.226008151,1207.546875,0.018775829,77662055.04,0.952275557,0.905090016,0.168371825
DEP,Chickenpox,Inverse variance weighted,0.513246173,0.424021595,0.226116004,1.670705802,0.727722014,3.83561006,0.432852819,0.439385002,0.869913031
SCZ,Congenital cytomegalovirus infection,Simple mode,-0.154389646,0.121984998,0.226298378,0.856938053,0.674704648,1.088391535,0.827789188,0.898879598,0.740545056
SCZ,Living alone,Weighted median,-0.863659471,0.713816775,0.226310517,0.421616363,0.104064919,1.708167926,0.000613497,0.000591425,0.212492766
ANX,Gestational diabetes (for exclusion) ,MR Egger,-0.277444654,0.182945472,0.226650324,0.7577175,0.529396405,1.084510216,0.415792519,0.28487094,0.236593224
ANX,Gestational diabetes (for exclusion) ,MR Egger,-0.277444654,0.182945472,0.226650324,0.7577175,0.529396405,1.084510216,0.415792519,0.28487094,0.236593224
PTSD,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Weighted mode,-2.080776523,1.691225368,0.226776416,0.124833239,0.004536596,3.435028417,3.33E-07,3.55E-07,0.477148258
ASD,Living alone,Inverse variance weighted,-0.942868095,0.780533883,0.227055559,0.389509083,0.084355564,1.798545559,2.91E-16,3.32E-16,0.857891204
DEP,Current employment status: Unemployed,Weighted median,-0.27389109,0.226757577,0.227101655,0.760414888,0.487562915,1.185961409,0.020930609,0.021723653,0.852825766
BP,Current employment status: Unemployed,MR Egger,-0.979279289,0.811801243,0.227847362,0.375581687,0.076504193,1.843841464,0.020930609,0.021723653,0.852825766
BP,Current employment status: Unemployed,MR Egger,-0.979279289,0.811801243,0.227847362,0.375581687,0.076504193,1.843841464,0.020930609,0.021723653,0.852825766
BP,Age at first birth ,Weighted median,-0.04987439,0.041359564,0.227866385,0.951348916,0.877271167,1.031681871,0.293866787,0.306261809,0.438959952
SCZ,Autoimmune diseases ,Inverse variance weighted,-0.031125649,0.025814424,0.227915291,0.969353767,0.921528182,1.019661411,2.74E-05,3.77E-05,0.700159744
ANX,Tea intake ,Simple mode,-1.059906763,0.864847545,0.22832867,0.346488114,0.063608514,1.887389062,0.032004902,0.037505483,0.591047064
BP,Intelligence ,MR Egger,0.474149164,0.392015147,0.228459915,1.606646623,0.745127061,3.46425933,0.431569958,0.444654134,0.508952987
ANX,Caffeine,MR Egger,-2.348544887,1.950156311,0.228635683,0.095508036,0.002089457,4.36562552,9.17E-15,7.36E-15,0.123982374
ANX,Qualifications: College or University degree ,Weighted median,-0.50470589,0.41991374,0.229391601,0.603683099,0.265076499,1.374823062,1.18E-25,1.37E-25,0.526042364
ADHD,Rubella vaccination,Inverse variance weighted,0.002287663,0.001904053,0.229568775,1.002290282,0.998556762,1.006037761,3.15E-10,3.11E-10,0.317387409
ADHD,Iron intake,Inverse variance weighted,-1.007348428,0.838705809,0.229722179,0.365186014,0.070565649,1.889883067,4.16E-26,3.96E-26,0.299589161
OCD,"Diagnoses - secondary ICD10: J44.9 Chronic obstructive pulmonary disease, unspecified ",Wald ratio,-49.97960763,41.63760185,0.230004257,1.97E-22,7.10E-58,5.45E+13,NA,NA,NA
DEP,"Non-cancer illness code, self-reported: irritable bowel syndrome ",Wald ratio,3.04128545,2.534404542,0.23013934,20.93213316,0.145708467,3007.06065,NA,NA,NA
