Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
C3orf62,Brain Nucleus accumbens basal ganglia,ED,Wald ratio,1,0.817,1.20E-12,NA,NA,NA,0.390298855
IMPDH2,Brain Spinal cord cervical,ED,Wald ratio,1,0.871,3.29E-10,NA,NA,NA,0.68582884
CDH10,Brain Spinal cord cervical,ED,Wald ratio,1,0.857,5.75E-08,NA,NA,NA,0.830299014
COL7A1,Brain Putamen basal ganglia,ED,Wald ratio,1,0.924,2.18E-06,NA,NA,NA,0.103518143
CTNNB1,Brain Hippocampus,ED,Wald ratio,1,1.113,5.91E-06,NA,NA,NA,0.994525131
CTNNB1,Brain Cortex,ED,Wald ratio,1,1.542,7.54E-06,NA,NA,NA,0.993212632
LGALS8,Brain Hippocampus,ED,Wald ratio,1,1.201,8.42E-06,NA,NA,NA,0.456836674
RPS26,Brain Cortex,ED,Wald ratio,1,0.826,1.37E-05,NA,NA,NA,0.988224746
ERBB3,Brain Cortex,ED,Wald ratio,1,0.33,1.37E-05,NA,NA,NA,0.988218191
SUOX,Brain Cortex,ED,Wald ratio,1,0.793,1.37E-05,NA,NA,NA,0.988224746
RPL41,Brain Cortex,ED,Wald ratio,1,0.426,1.37E-05,NA,NA,NA,0.988224746
RAB5B,Brain Cortex,ED,Wald ratio,1,0.562,1.37E-05,NA,NA,NA,0.988224746
HEMK1,Brain Hypothalamus,ED,Wald ratio,1,1.117,1.42E-05,NA,NA,NA,0.115496591
MGMT,Brain Cortex,ED,Inverse variance weighted,2,0.869,1.57E-05,NA,0.401427694,NA,0.028342938
MED28,Brain Putamen basal ganglia,ED,Wald ratio,1,1.155,2.05E-05,NA,NA,NA,0.12879273
SEC24C,Brain Hypothalamus,ED,Wald ratio,1,1.13,2.52E-05,NA,NA,NA,0.368534032
KDM8,Brain Spinal cord cervical,ED,Wald ratio,1,0.911,2.65E-05,NA,NA,NA,0.118801203
PRKCSH,Brain Cortex,ED,Wald ratio,1,0.732,2.75E-05,NA,NA,NA,0.986846639
PRKCSH,Brain Hippocampus,ED,Wald ratio,1,0.865,3.03E-05,NA,NA,NA,0.985051493
MGMT,Brain Hippocampus,ED,Wald ratio,1,0.904,3.42E-05,NA,NA,NA,0.970874927
MGMT,Brain Nucleus accumbens basal ganglia,ED,Wald ratio,1,0.92,3.42E-05,NA,NA,NA,0.972667716
MGMT,Brain Putamen basal ganglia,ED,Wald ratio,1,0.916,3.42E-05,NA,NA,NA,0.972545849
MGMT,Brain Spinal cord cervical,ED,Wald ratio,1,0.942,3.42E-05,NA,NA,NA,0.972679095
RBM6,Brain Hippocampus,ED,Wald ratio,1,1.115,3.50E-05,NA,NA,NA,0.045322043
EPHX4,Brain Hippocampus,ED,Wald ratio,1,0.885,4.30E-05,NA,NA,NA,0.053980348
SMCO4,Brain Hypothalamus,ED,Wald ratio,1,1.073,5.10E-05,NA,NA,NA,0.977219419
SRRM4,Brain Cortex,ED,Wald ratio,1,0.32,6.51E-05,NA,NA,NA,0.952550359
RBM6,Brain Cortex,ED,Wald ratio,1,2.275,7.54E-05,NA,NA,NA,0.946424564
MST1,Brain Cortex,ED,Wald ratio,1,2.959,7.54E-05,NA,NA,NA,0.944948958
RNF123,Brain Cortex,ED,Wald ratio,1,0.754,7.54E-05,NA,NA,NA,0.945644047
ARIH2,Brain Cortex,ED,Wald ratio,1,0.803,7.54E-05,NA,NA,NA,0.946388519
AKR1C1,Brain Substantia nigra,ED,Wald ratio,1,0.928,8.81E-05,NA,NA,NA,0.269053328
FAM19A2,Brain Cortex,ED,Wald ratio,1,1.444,9.24E-05,NA,NA,NA,0.958920822
PRKCSH,Brain Putamen basal ganglia,ED,Wald ratio,1,0.873,1.03E-04,NA,NA,NA,0.075405094
RIPPLY2,Brain Putamen basal ganglia,ED,Wald ratio,1,1.22,1.03E-04,NA,NA,NA,0.019463418
PRKCSH,Brain Spinal cord cervical,ED,Wald ratio,1,0.936,1.03E-04,NA,NA,NA,0.959597362
RP11-276H19.1,Brain Cortex,ED,Inverse variance weighted,2,1.174,1.05E-04,NA,0.413324655,NA,0.861049028
USB1,Brain Hypothalamus,ED,Wald ratio,1,1.12,1.06E-04,NA,NA,NA,0.095921128
ME1,Brain Nucleus accumbens basal ganglia,ED,Wald ratio,1,0.884,1.22E-04,NA,NA,NA,0.023919905
HRH2,Brain Nucleus accumbens basal ganglia,ED,Wald ratio,1,1.156,1.40E-04,NA,NA,NA,0.005984175
RNF7,Brain Spinal cord cervical,ED,Wald ratio,1,1.082,1.71E-04,NA,NA,NA,0.023273805
ZBED3-AS1,Brain Cortex,ED,Wald ratio,1,2.261,2.01E-04,NA,NA,NA,0.877704068
RFPL1S,Brain Cortex,ED,Wald ratio,1,0.847,2.01E-04,NA,NA,NA,0.88978999
FLOT1,Brain Substantia nigra,ED,Wald ratio,1,0.964,2.01E-04,NA,NA,NA,0.910039527
AL513166.1,Brain Cortex,ED,Wald ratio,1,1.862,2.19E-04,NA,NA,NA,0.860275788
REPS1,Brain Nucleus accumbens basal ganglia,ED,Wald ratio,1,1.109,2.43E-04,NA,NA,NA,0.574004522
