Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
ERLEC,BannerBBDP,ED,Wald ratio,1,367.671,8.44E-08,NA,NA,NA,1.10E-05
HEAT1,BannerBBDP,ED,Inverse variance weighted,6,0.071,2.71E-05,0.759530358,0.570868476,0.231976526,1.81E-07
BBS2,BannerBBDP,ED,Inverse variance weighted,2,0,7.22E-05,NA,0.871565245,NA,6.31E-08
GLRX2,ROSMAP,ED,Wald ratio,1,4.834,8.06E-05,NA,NA,NA,6.69E-06
CDC73,ROSMAP,ED,Wald ratio,1,0.09,8.06E-05,NA,NA,NA,3.28E-07
MT2,BannerBBDP,ED,Inverse variance weighted,3,0.491,9.10E-05,0.471542617,0.742004519,0.826153938,5.16E-07
S2512,BannerBBDP,ED,Wald ratio,1,3.256,9.51E-05,NA,NA,NA,0.198142523
S2512,ROSMAP,ED,Wald ratio,1,9.458,9.51E-05,NA,NA,NA,0.933404325
CTNB1,BannerBBDP,ED,Wald ratio,1,0.003,9.74E-05,NA,NA,NA,5.66E-06
RL13A,BannerBBDP,ED,Inverse variance weighted,2,0.029,1.19E-04,NA,0.897761135,NA,6.69E-06
NIBA1,BannerBBDP,ED,Inverse variance weighted,3,0.242,1.30E-04,0.791147122,0.408449942,0.414667898,2.38E-07
PIHD1,ROSMAP,ED,Inverse variance weighted,2,0.109,1.74E-04,NA,0.63151734,NA,0.000625882
PIHD1,BannerBBDP,ED,Inverse variance weighted,3,0.239,1.78E-04,0.728773845,0.626809479,0.532698581,9.99E-05
APC5,ROSMAP,ED,Wald ratio,1,0,2.06E-04,NA,NA,NA,8.08E-08
RGS14,BannerBBDP,ED,Inverse variance weighted,3,5.826,2.12E-04,0.762314992,0.836886025,0.697513758,6.69E-08
SYMC,BannerBBDP,ED,Wald ratio,1,1.35E+45,2.15E-04,NA,NA,NA,1.93E-07
KIF5A,BannerBBDP,ED,Wald ratio,1,0,2.15E-04,NA,NA,NA,3.57E-07
DCTN2,BannerBBDP,ED,Wald ratio,1,0,2.15E-04,NA,NA,NA,1.54E-07
HSDL2,BannerBBDP,ED,Wald ratio,1,5.274,2.85E-04,NA,NA,NA,4.34E-05
HNRPQ,ROSMAP,ED,Wald ratio,1,0,2.96E-04,NA,NA,NA,6.28E-07
NEUS,ROSMAP,ED,Wald ratio,1,64378.78,3.22E-04,NA,NA,NA,5.49E-08
RAE1L,BannerBBDP,ED,Inverse variance weighted,4,0.127,3.48E-04,0.988659469,0.988569057,0.778687051,1.33E-07
FABD,ROSMAP,ED,Inverse variance weighted,2,0.136,4.09E-04,NA,0.74625824,NA,1.36E-05
CBR3,ROSMAP,ED,Inverse variance weighted,2,0.705,4.14E-04,NA,0.598905673,NA,0.686625203
KAD5,ROSMAP,ED,Inverse variance weighted,4,2.811,4.24E-04,0.593719272,0.773598481,0.813958078,3.65E-07
ACSF2,ROSMAP,ED,Inverse variance weighted,2,6.738,4.38E-04,NA,0.338608418,NA,7.55E-08
GNA11,BannerBBDP,ED,Inverse variance weighted,4,264.202,4.49E-04,0.253255623,0.312074981,0.520273214,1.99E-05
LAP2A,ROSMAP,ED,Inverse variance weighted,2,8789.016,5.57E-04,NA,0.292161055,NA,2.66E-07
FAF2,ROSMAP,ED,Inverse variance weighted,2,0,5.79E-04,NA,0.940272192,NA,9.11E-08
SIR5,ROSMAP,ED,Inverse variance weighted,3,2.567,5.95E-04,0.23598401,0.477738036,0.857335198,0.006125714
DNAL1,BannerBBDP,ED,Inverse variance weighted,2,0.141,6.04E-04,NA,0.538398513,NA,4.90E-08
PNMA1,BannerBBDP,ED,Inverse variance weighted,2,0.029,6.16E-04,NA,0.519868313,NA,7.69E-08
DOP2,BannerBBDP,ED,Inverse variance weighted,2,0.081,6.20E-04,NA,0.708586669,NA,0.000328498
CBR3,BannerBBDP,ED,Inverse variance weighted,2,0.73,6.31E-04,NA,0.707965998,NA,0.686625187
DOP2,ROSMAP,ED,Wald ratio,1,0.127,6.81E-04,NA,NA,NA,9.29E-05
NDUB9,BannerBBDP,ED,Inverse variance weighted,2,0.148,7.42E-04,NA,0.469332891,NA,1.88E-07
DOCK4,BannerBBDP,ED,Inverse variance weighted,7,5.996,7.43E-04,0.638706455,0.707271652,0.567277723,2.58E-07
P33MX,ROSMAP,ED,Inverse variance weighted,2,0,7.79E-04,NA,0.454765649,NA,4.51E-08
RHG44,ROSMAP,ED,Inverse variance weighted,7,7.413,8.47E-04,0.256505821,0.33143116,0.632454868,1.85E-07
CLCB,ROSMAP,ED,Inverse variance weighted,2,0.001,8.76E-04,NA,0.378431835,NA,1.66E-07
KBRS1,BannerBBDP,ED,Inverse variance weighted,3,0.275,9.72E-04,0.70328948,0.662247096,0.561196169,1.51E-06
ASCC3,BannerBBDP,ED,Inverse variance weighted,3,7.939,1.08E-03,0.565274387,0.769580846,0.736380707,9.32E-08
CPSF5,BannerBBDP,ED,Wald ratio,1,405881700,1.13E-03,NA,NA,NA,3.40E-07
MINT,ROSMAP,ED,Wald ratio,1,0.031,1.13E-03,NA,NA,NA,1.12E-07
NUP93,ROSMAP,ED,Inverse variance weighted,4,43.682,1.22E-03,0.214411628,0.379490821,0.996282786,0.000178892
GMPPA,BannerBBDP,ED,Wald ratio,1,0,1.23E-03,NA,NA,NA,2.79E-07
OST48,ROSMAP,ED,Inverse variance weighted,4,7385.566,1.25E-03,0.411437097,0.577941648,0.700400534,5.87E-08
KCNA1,ROSMAP,ED,Inverse variance weighted,4,4.68,1.30E-03,0.531681884,0.715010873,0.785702969,1.41E-07
MCTP1,ROSMAP,ED,Inverse variance weighted,6,0.311,1.32E-03,0.763235566,0.745325938,0.407548946,5.35E-05
CCD43,BannerBBDP,ED,Wald ratio,1,0.121,1.39E-03,NA,NA,NA,2.40E-06
ADA11,BannerBBDP,ED,Wald ratio,1,0,1.39E-03,NA,NA,NA,0.001354459
DBF4B,BannerBBDP,ED,Wald ratio,1,1478.722,1.39E-03,NA,NA,NA,8.25E-06
U5S1,BannerBBDP,ED,Wald ratio,1,44878380000,1.39E-03,NA,NA,NA,2.25E-06
A16A1,BannerBBDP,ED,Inverse variance weighted,3,1.728,1.42E-03,0.34677469,0.292359078,0.428383678,0.55248914
RAB12,BannerBBDP,ED,Inverse variance weighted,5,0.006,1.43E-03,0.328527445,0.435993424,0.622292179,4.83E-08
SBP1,ROSMAP,ED,Inverse variance weighted,2,0.444,1.47E-03,NA,0.904201263,NA,1.38E-06
ERO1A,ROSMAP,ED,Inverse variance weighted,2,0.088,1.52E-03,NA,0.886718265,NA,4.53E-07
RENT1,ROSMAP,ED,Inverse variance weighted,2,0.002,1.59E-03,NA,0.361691864,NA,4.70E-08
SBP1,BannerBBDP,ED,Inverse variance weighted,2,0.217,1.62E-03,NA,0.65684794,NA,5.09E-06
CAD10,ROSMAP,ED,Inverse variance weighted,3,0.087,1.66E-03,0.727792827,0.937053287,0.940177648,8.19E-08
GLNA,ROSMAP,ED,Inverse variance weighted,2,2.197,1.74E-03,NA,0.81826993,NA,6.42E-06
ANO8,BannerBBDP,ED,Inverse variance weighted,2,9.37,1.81E-03,NA,0.700772694,NA,0.001736886
EF1B,ROSMAP,ED,Wald ratio,1,25784900000,1.83E-03,NA,NA,NA,6.35E-06
NDUS1,ROSMAP,ED,Wald ratio,1,0.092,1.83E-03,NA,NA,NA,6.32E-07
ANO8,ROSMAP,ED,Inverse variance weighted,2,11.33,1.87E-03,NA,0.352435463,NA,2.77E-07
MFAP1,BannerBBDP,ED,Wald ratio,1,4.304,1.91E-03,NA,NA,NA,5.42E-08
KCRU,BannerBBDP,ED,Wald ratio,1,11.501,1.91E-03,NA,NA,NA,4.34E-08
HYPK,BannerBBDP,ED,Wald ratio,1,0.16,1.91E-03,NA,NA,NA,7.61E-08
PDIA3,BannerBBDP,ED,Wald ratio,1,0,1.91E-03,NA,NA,NA,0.003261432
ELL3,BannerBBDP,ED,Wald ratio,1,65.629,1.91E-03,NA,NA,NA,2.02E-07
AP3M1,BannerBBDP,ED,Wald ratio,1,7949791000,1.93E-03,NA,NA,NA,1.21E-07
ADK,BannerBBDP,ED,Wald ratio,1,7.544,1.93E-03,NA,NA,NA,0.034495681
SPON1,ROSMAP,ED,Inverse variance weighted,4,2.72,1.97E-03,0.441727606,0.421772408,0.391432816,3.44E-07
TSYL1,BannerBBDP,ED,Inverse variance weighted,2,0.355,1.98E-03,NA,0.850644116,NA,4.86E-06
CUL3,BannerBBDP,ED,Inverse variance weighted,3,0.009,1.98E-03,0.246838189,0.333068998,0.570557022,2.23E-07
MT1E,ROSMAP,ED,Inverse variance weighted,3,2.379,2.00E-03,0.357221818,0.19049516,0.360835832,2.69E-06
ADA10,ROSMAP,ED,Inverse variance weighted,3,3.829,2.40E-03,0.940196333,0.667008368,0.534597478,1.23E-07
NU214,ROSMAP,ED,Inverse variance weighted,2,35819.62,2.57E-03,NA,0.794228243,NA,2.43E-06
ELP5,BannerBBDP,ED,Inverse variance weighted,2,0.146,2.59E-03,NA,0.531535048,NA,2.57E-06
BST2,BannerBBDP,ED,Wald ratio,1,20.515,2.64E-03,NA,NA,NA,2.23E-05
GTPB3,BannerBBDP,ED,Wald ratio,1,0,2.64E-03,NA,NA,NA,1.81E-05
BST2,ROSMAP,ED,Wald ratio,1,0.001,2.64E-03,NA,NA,NA,3.41E-05
GTPB3,ROSMAP,ED,Wald ratio,1,0.003,2.64E-03,NA,NA,NA,1.64E-05
CHD2,BannerBBDP,ED,Inverse variance weighted,6,4.138,2.88E-03,0.464801649,0.594348667,0.760447345,2.07E-07
MCA3,BannerBBDP,ED,Inverse variance weighted,2,0.105,2.93E-03,NA,0.515310268,NA,5.67E-08
PIN1,ROSMAP,ED,Wald ratio,1,11.572,3.04E-03,NA,NA,NA,2.49E-05
UBL5,ROSMAP,ED,Wald ratio,1,199504.6,3.04E-03,NA,NA,NA,7.62E-06
RL24,BannerBBDP,ED,Wald ratio,1,3.699,3.05E-03,NA,NA,NA,5.53E-07
CEP97,BannerBBDP,ED,Wald ratio,1,0.099,3.05E-03,NA,NA,NA,3.15E-06
HSPB6,ROSMAP,ED,Inverse variance weighted,2,2.329,3.16E-03,NA,0.472536625,NA,4.21E-07
B3GLT,BannerBBDP,ED,Inverse variance weighted,4,0.721,3.19E-03,0.58789407,0.783060061,0.920256665,1.37E-07
HIF1N,ROSMAP,ED,Wald ratio,1,0.032,3.42E-03,NA,NA,NA,2.06E-06
GLPC,BannerBBDP,ED,Inverse variance weighted,5,0.591,3.43E-03,0.872642161,0.824451641,0.434460685,1.62E-07
RN213,BannerBBDP,ED,Inverse variance weighted,3,4.312,3.49E-03,0.663691798,0.847047077,0.769894312,4.25E-08
ABCD3,BannerBBDP,ED,Inverse variance weighted,3,39.056,3.56E-03,0.641654068,0.541380348,0.49830909,4.16E-05
KIFC2,BannerBBDP,ED,Wald ratio,1,1410.124,3.62E-03,NA,NA,NA,5.06E-06
VPS28,BannerBBDP,ED,Wald ratio,1,0,3.62E-03,NA,NA,NA,1.82E-06
CH082,BannerBBDP,ED,Wald ratio,1,292500.4,3.62E-03,NA,NA,NA,3.49E-06
LRC14,BannerBBDP,ED,Wald ratio,1,662510500,3.62E-03,NA,NA,NA,0.00015193
PP16A,BannerBBDP,ED,Wald ratio,1,0.223,3.62E-03,NA,NA,NA,0.262942659
CPSF1,BannerBBDP,ED,Wald ratio,1,2600.663,3.62E-03,NA,NA,NA,1.41E-06
RHG39,BannerBBDP,ED,Wald ratio,1,768.389,3.62E-03,NA,NA,NA,1.49E-06
ALAT1,BannerBBDP,ED,Wald ratio,1,0.282,3.62E-03,NA,NA,NA,0.000331261
MDGA1,ROSMAP,ED,Inverse variance weighted,6,0.521,3.68E-03,0.765020164,0.870391381,0.963048531,2.95E-07
XRCC4,BannerBBDP,ED,Inverse variance weighted,2,0.227,3.90E-03,NA,0.537074511,NA,3.30E-06
ADPPT,ROSMAP,ED,Wald ratio,1,15.807,3.90E-03,NA,NA,NA,2.29E-07
KBTB3,ROSMAP,ED,Wald ratio,1,205.479,3.90E-03,NA,NA,NA,2.01E-06
REEP5,BannerBBDP,ED,Inverse variance weighted,2,0.155,3.91E-03,NA,0.818253071,NA,1.12E-07
IL6RB,ROSMAP,ED,Inverse variance weighted,2,4.289,3.96E-03,NA,0.619891072,NA,8.72E-07
VWC2L,ROSMAP,ED,Inverse variance weighted,4,0.23,3.97E-03,0.204009873,0.324925308,0.711373679,4.68E-07
PLTP,ROSMAP,ED,Inverse variance weighted,2,0.001,4.05E-03,NA,0.185300339,NA,1.26E-07
FOLR2,BannerBBDP,ED,Inverse variance weighted,2,1.909,4.27E-03,NA,0.899075226,NA,6.03E-07
GRIN1,BannerBBDP,ED,Inverse variance weighted,3,0,4.28E-03,0.945038131,0.90903783,0.740793688,2.28E-06
NP1L5,BannerBBDP,ED,Wald ratio,1,18.817,4.38E-03,NA,NA,NA,5.01E-07
FCHO2,ROSMAP,ED,Inverse variance weighted,2,0.252,4.46E-03,NA,0.705776854,NA,1.76E-06
EFR3A,ROSMAP,ED,Inverse variance weighted,4,0.265,4.49E-03,0.767190397,0.886151251,0.767244497,3.45E-08
NDRG2,BannerBBDP,ED,Inverse variance weighted,4,11.896,4.62E-03,0.740771181,0.740261005,0.503840858,1.49E-07
RM34,BannerBBDP,ED,Inverse variance weighted,2,2.972,4.67E-03,NA,0.294847107,NA,1.76E-05
APC,BannerBBDP,ED,Wald ratio,1,0,4.69E-03,NA,NA,NA,9.27E-07
MCTP1,ROSMAP,ED,Weighted median,6,0.268,4.70E-03,0.763235566,0.745325938,0.407548946,5.35E-05
ADA11,ROSMAP,ED,Wald ratio,1,10.092,4.78E-03,NA,NA,NA,7.18E-06
DBF4B,ROSMAP,ED,Wald ratio,1,0.091,4.78E-03,NA,NA,NA,3.29E-05
CCD43,ROSMAP,ED,Wald ratio,1,4327.325,4.78E-03,NA,NA,NA,0.00033514
RED1,BannerBBDP,ED,Wald ratio,1,3.703,4.85E-03,NA,NA,NA,1.39E-07
PLCL2,ROSMAP,ED,Inverse variance weighted,3,63.333,4.88E-03,0.662341223,0.716192003,0.615235815,3.85E-07
MTL26,ROSMAP,ED,Inverse variance weighted,2,23.687,4.91E-03,NA,0.525123786,NA,2.05E-07
GBB1,ROSMAP,ED,Wald ratio,1,74.52,5.01E-03,NA,NA,NA,2.18E-07
EGLN1,ROSMAP,ED,Wald ratio,1,0.121,5.11E-03,NA,NA,NA,7.12E-07
EXOC8,ROSMAP,ED,Wald ratio,1,393.15,5.11E-03,NA,NA,NA,5.11E-05
LRC14,ROSMAP,ED,Wald ratio,1,0.132,5.29E-03,NA,NA,NA,3.09E-06
ALAT1,ROSMAP,ED,Wald ratio,1,0.259,5.29E-03,NA,NA,NA,0.002312308
PP16A,ROSMAP,ED,Wald ratio,1,0.298,5.29E-03,NA,NA,NA,0.028142712
KIFC2,ROSMAP,ED,Wald ratio,1,81.476,5.29E-03,NA,NA,NA,4.06E-06
CH082,ROSMAP,ED,Wald ratio,1,225.077,5.29E-03,NA,NA,NA,3.02E-06
RHG39,ROSMAP,ED,Wald ratio,1,437096.4,5.29E-03,NA,NA,NA,6.61E-06
NDUS4,ROSMAP,ED,Inverse variance weighted,2,14.815,5.29E-03,NA,0.557916362,NA,1.66E-07
RL15,ROSMAP,ED,Inverse variance weighted,2,1610.985,5.35E-03,NA,0.988666761,NA,1.12E-06
SRPK2,BannerBBDP,ED,Inverse variance weighted,2,395.537,5.38E-03,NA,0.939273311,NA,1.02E-07
NDUAC,BannerBBDP,ED,Inverse variance weighted,2,13.822,5.43E-03,NA,0.495363816,NA,5.44E-07
CO3,ROSMAP,ED,Inverse variance weighted,4,2.219,5.51E-03,0.633011364,0.452962652,0.320942908,6.14E-07
CBPC1,ROSMAP,ED,Inverse variance weighted,2,371316.7,5.59E-03,NA,0.481102179,NA,2.04E-07
IF5A1,BannerBBDP,ED,Inverse variance weighted,3,0.008,5.85E-03,0.179464838,0.366852079,0.793593944,1.18E-07
