Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
MGMT,Brain,ED,Wald ratio,1,1.266,7.44E-06,NA,NA,NA,0.99399952
IKZF4,Brain,ED,Wald ratio,1,0.806,2.38E-05,NA,NA,NA,0.980796331
RCAN2,Brain,ED,Wald ratio,1,1.169,7.66E-05,NA,NA,NA,0.948670593
GNB1,Brain,ED,Wald ratio,1,0.892,1.77E-04,NA,NA,NA,0.884118987
ST8SIA5-DT,Brain,ED,Wald ratio,1,0.859,3.22E-04,NA,NA,NA,0.81259578
TYMSP2,Brain,ED,Wald ratio,1,1.176,4.41E-04,NA,NA,NA,0.802938878
CTBP2,Brain,ED,Wald ratio,1,0.875,4.47E-04,NA,NA,NA,0.75664598
IQCK,Brain,ED,Wald ratio,1,1.179,5.49E-04,NA,NA,NA,0.770103323
ATP12A,Brain,ED,Wald ratio,1,1.326,1.12E-03,NA,NA,NA,0.720158424
TRPS1,Brain,ED,Wald ratio,1,0.897,1.31E-03,NA,NA,NA,0.536387291
KIF5C,Brain,ED,Wald ratio,1,0.747,1.43E-03,NA,NA,NA,0.644609068
EPHA10,Brain,ED,Wald ratio,1,0.925,1.81E-03,NA,NA,NA,0.487134688
CHN2,Brain,ED,Inverse variance weighted,2,0.898,1.83E-03,NA,0.653678903,NA,0.05266261
ENSG00000231769,Brain,ED,Wald ratio,1,0.857,2.30E-03,NA,NA,NA,0.420751095
ATXN2,Brain,ED,Wald ratio,1,1.206,2.65E-03,NA,NA,NA,0.434090072
AFF3,Brain,ED,Wald ratio,1,0.824,3.36E-03,NA,NA,NA,0.387070974
LINC01500,Brain,ED,Wald ratio,1,1.084,3.85E-03,NA,NA,NA,0.303910309
ZNF302,Brain,ED,Wald ratio,1,0.902,4.10E-03,NA,NA,NA,0.317061207
ENSG00000285535,Brain,ED,Wald ratio,1,1.13,4.93E-03,NA,NA,NA,0.274665052
LINC01992,Brain,ED,Wald ratio,1,0.905,5.04E-03,NA,NA,NA,0.256315147
PLPP2,Brain,ED,Wald ratio,1,1.178,5.25E-03,NA,NA,NA,0.295936976
MYOCOS,Brain,ED,Wald ratio,1,0.869,5.31E-03,NA,NA,NA,0.257663059
TMEM258,Brain,ED,Wald ratio,1,0.844,7.91E-03,NA,NA,NA,0.228599901
FAM131C,Brain,ED,Wald ratio,1,1.125,7.98E-03,NA,NA,NA,0.195387547
