Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
NEGR1,Lymphocyte,DEP,Wald ratio,1,1.045,4.76E-18,NA,NA,NA,0.999985004
NRGN,Lymphocyte,SCZ,Wald ratio,1,1.084,1.38E-11,NA,NA,NA,0.006958894
CTTNBP2,Lymphocyte,DEP,Wald ratio,1,1.042,3.41E-10,NA,NA,NA,0.999998666
SLC12A5,Lymphocyte,DEP,Wald ratio,1,0.965,7.13E-10,NA,NA,NA,0.99999767
B3GALTL,Lymphocyte,DEP,Wald ratio,1,1.032,2.23E-09,NA,NA,NA,0.999992963
PAX5,Lymphocyte,DEP,Wald ratio,1,0.949,7.75E-08,NA,NA,NA,0.999815004
ZNF167,Lymphocyte,DEP,Wald ratio,1,0.976,5.73E-07,NA,NA,NA,0.998371198
CCDC87,Lymphocyte,DEP,Wald ratio,1,1.121,1.04E-06,NA,NA,NA,0.996912609
C22orf26,Lymphocyte,DEP,Wald ratio,1,1.053,1.12E-06,NA,NA,NA,0.996905265
LOC150381,Lymphocyte,DEP,Wald ratio,1,1.037,1.12E-06,NA,NA,NA,0.996905265
LOC400931,Lymphocyte,DEP,Wald ratio,1,1.024,1.12E-06,NA,NA,NA,0.99667458
FOXP2,Lymphocyte,DEP,Wald ratio,1,0.965,4.80E-06,NA,NA,NA,0.991523493
LOC645323,Lymphocyte,DEP,Wald ratio,1,0.8,6.53E-06,NA,NA,NA,0.986977256
MCC,Lymphocyte,DEP,Wald ratio,1,1.032,1.20E-05,NA,NA,NA,0.970129041
FAM5B,Lymphocyte,DEP,Wald ratio,1,0.919,1.73E-05,NA,NA,NA,0.973932491
UBE2M,Lymphocyte,DEP,Wald ratio,1,1.026,1.78E-05,NA,NA,NA,0.964513152
MGC2752,Lymphocyte,DEP,Wald ratio,1,1.095,1.78E-05,NA,NA,NA,0.964505166
NUCKS1,Lymphocyte,DEP,Wald ratio,1,0.968,2.62E-05,NA,NA,NA,0.937917053
SLC41A1,Lymphocyte,DEP,Wald ratio,1,0.68,2.62E-05,NA,NA,NA,0.937921532
PTCH1,Lymphocyte,DEP,Wald ratio,1,0.963,2.94E-05,NA,NA,NA,0.957011343
FNIP2,Lymphocyte,DEP,Wald ratio,1,0.966,3.20E-05,NA,NA,NA,0.925896153
ZPBP,Lymphocyte,DEP,Wald ratio,1,0.88,3.63E-05,NA,NA,NA,0.931236519
UTRN,Lymphocyte,DEP,Wald ratio,1,0.94,3.85E-05,NA,NA,NA,0.910962481
PRMT6,Lymphocyte,DEP,Wald ratio,1,0.968,4.80E-05,NA,NA,NA,0.89875952
ITIH4,Lymphocyte,DEP,Wald ratio,1,1.028,4.93E-05,NA,NA,NA,0.905482645
RPRD2,Lymphocyte,SCZ,Wald ratio,1,1.061,5.94E-05,NA,NA,NA,0.006958894
TRIM33,Lymphocyte,SCZ,Wald ratio,1,0.963,6.94E-05,NA,NA,NA,0.006958894
HSPA5,Lymphocyte,DEP,Wald ratio,1,1.038,8.49E-05,NA,NA,NA,0.828818529
CYP7B1,Lymphocyte,DEP,Wald ratio,1,1.024,1.03E-04,NA,NA,NA,0.801491081
SLC30A9,Lymphocyte,DEP,Wald ratio,1,1.073,1.14E-04,NA,NA,NA,0.829425104
MYO3A,Lymphocyte,DEP,Wald ratio,1,0.96,1.28E-04,NA,NA,NA,0.882528341
ASCC3,Lymphocyte,DEP,Wald ratio,1,0.617,1.37E-04,NA,NA,NA,0.755329496
EGR2,Lymphocyte,DEP,Wald ratio,1,1.078,1.81E-04,NA,NA,NA,0.703434662
RASGRP1,Lymphocyte,DEP,Wald ratio,1,0.966,1.83E-04,NA,NA,NA,0.745851161
WIPI1,Lymphocyte,DEP,Wald ratio,1,1.021,2.12E-04,NA,NA,NA,0.676770393
TTC12,Lymphocyte,DEP,Wald ratio,1,1.857,2.78E-04,NA,NA,NA,0.698239114
SMYD3,Lymphocyte,DEP,Inverse variance weighted,3,1.013,3.07E-04,0.841111469,0.630673534,0.520016851,0.057086916
STK24,Lymphocyte,DEP,Wald ratio,1,0.974,3.08E-04,NA,NA,NA,0.606539433
CDH6,Lymphocyte,DEP,Wald ratio,1,1.019,3.13E-04,NA,NA,NA,0.58691218
SMYD3,Lymphocyte,DEP,Weighted median,3,1.014,4.31E-04,0.841111469,0.630673534,0.520016851,0.057086916
SOX5,Lymphocyte,DEP,Wald ratio,1,0.98,4.48E-04,NA,NA,NA,0.536211973
JAG1,Lymphocyte,DEP,Wald ratio,1,0.978,4.65E-04,NA,NA,NA,0.551237079
TRPS1,Lymphocyte,DEP,Wald ratio,1,1.021,4.86E-04,NA,NA,NA,0.484764773
RBM24,Lymphocyte,DEP,Wald ratio,1,1.022,5.30E-04,NA,NA,NA,0.464511312
BDNFOS,Lymphocyte,DEP,Wald ratio,1,0.98,5.87E-04,NA,NA,NA,0.468100262
BDNF,Lymphocyte,DEP,Wald ratio,1,0.4,5.87E-04,NA,NA,NA,0.468100262
COL19A1,Lymphocyte,DEP,Wald ratio,1,1.158,5.90E-04,NA,NA,NA,0.500825854
BTBD7,Lymphocyte,DEP,Wald ratio,1,1.058,6.47E-04,NA,NA,NA,0.548815009
SP8,Lymphocyte,DEP,Wald ratio,1,0.955,7.16E-04,NA,NA,NA,0.47719906
DMXL2,Lymphocyte,DEP,Wald ratio,1,0.983,7.46E-04,NA,NA,NA,0.387071291
SNX16,Lymphocyte,DEP,Wald ratio,1,0.555,8.35E-04,NA,NA,NA,0.367861292
CDH4,Lymphocyte,DEP,Wald ratio,1,1.023,8.35E-04,NA,NA,NA,0.367861292
FAM125B,Lymphocyte,DEP,Wald ratio,1,0.986,9.59E-04,NA,NA,NA,0.333508125
COX19,Lymphocyte,DEP,Wald ratio,1,0.981,9.83E-04,NA,NA,NA,0.332309254
ADAP1,Lymphocyte,DEP,Wald ratio,1,0.983,9.83E-04,NA,NA,NA,0.333553525
CYP2W1,Lymphocyte,DEP,Wald ratio,1,0.984,9.83E-04,NA,NA,NA,0.333553547
PCMT1,Lymphocyte,DEP,Wald ratio,1,0.98,1.01E-03,NA,NA,NA,0.333717334
HIST1H2BB,Lymphocyte,DEP,Wald ratio,1,0.939,1.05E-03,NA,NA,NA,0.334358153
CNTLN,Lymphocyte,DEP,Wald ratio,1,1.021,1.09E-03,NA,NA,NA,0.317730256
CYS1,Lymphocyte,DEP,Wald ratio,1,0.955,1.12E-03,NA,NA,NA,0.352663572
KLF11,Lymphocyte,DEP,Wald ratio,1,0.703,1.12E-03,NA,NA,NA,0.352663572
GFRA2,Lymphocyte,DEP,Wald ratio,1,0.927,1.15E-03,NA,NA,NA,0.3013569
LOC100192378,Lymphocyte,DEP,Wald ratio,1,0.966,1.15E-03,NA,NA,NA,0.369796101
B3GALT1,Lymphocyte,DEP,Wald ratio,1,1.016,1.17E-03,NA,NA,NA,0.320724378
OBSCN,Lymphocyte,DEP,Wald ratio,1,0.92,1.22E-03,NA,NA,NA,0.304282575
ACVRL1,Lymphocyte,DEP,Wald ratio,1,0.983,1.26E-03,NA,NA,NA,0.3065244
P2RX4,Lymphocyte,DEP,Wald ratio,1,1.191,1.40E-03,NA,NA,NA,0.274539022
ASTN2,Lymphocyte,DEP,Wald ratio,1,1.288,1.46E-03,NA,NA,NA,0.341211495
CC2D2A,Lymphocyte,DEP,Wald ratio,1,1.078,1.60E-03,NA,NA,NA,0.245857004
MAP3K12,Lymphocyte,SCZ,Wald ratio,1,1.187,1.65E-03,NA,NA,NA,0.006958894
PLCG1,Lymphocyte,DEP,Wald ratio,1,0.969,1.70E-03,NA,NA,NA,0.284083303
CD34,Lymphocyte,DEP,Wald ratio,1,1.042,1.73E-03,NA,NA,NA,0.233138574
GPD1L,Lymphocyte,DEP,Wald ratio,1,0.979,1.76E-03,NA,NA,NA,0.2377258
CALY,Lymphocyte,DEP,Wald ratio,1,1.027,1.79E-03,NA,NA,NA,0.297763817
ZNF511,Lymphocyte,DEP,Wald ratio,1,2.516,1.79E-03,NA,NA,NA,0.2977522
TUBGCP2,Lymphocyte,DEP,Wald ratio,1,1.024,1.79E-03,NA,NA,NA,0.297763837
SNCA,Lymphocyte,DEP,Wald ratio,1,0.983,1.83E-03,NA,NA,NA,0.215994287
BCL6,Lymphocyte,DEP,Wald ratio,1,0.985,1.86E-03,NA,NA,NA,0.220940396
PFDN1,Lymphocyte,DEP,Wald ratio,1,1.05,1.98E-03,NA,NA,NA,0.204023873
OTX2,Lymphocyte,DEP,Wald ratio,1,1.016,2.01E-03,NA,NA,NA,0.206304346
THSD7A,Lymphocyte,DEP,Wald ratio,1,0.962,2.02E-03,NA,NA,NA,0.211988698
BTAF1,Lymphocyte,DEP,Wald ratio,1,0.981,2.05E-03,NA,NA,NA,0.244012173
IDE,Lymphocyte,DEP,Wald ratio,1,1.038,2.08E-03,NA,NA,NA,0.303511606
VWA5B2,Lymphocyte,DEP,Wald ratio,1,0.736,2.22E-03,NA,NA,NA,0.214699635
ALG3,Lymphocyte,DEP,Wald ratio,1,0.984,2.22E-03,NA,NA,NA,0.214173082
C11orf48,Lymphocyte,DEP,Wald ratio,1,0.985,2.32E-03,NA,NA,NA,0.184765766
EML3,Lymphocyte,DEP,Wald ratio,1,0.897,2.32E-03,NA,NA,NA,0.184765766
CTAGE5,Lymphocyte,DEP,Wald ratio,1,1.032,2.38E-03,NA,NA,NA,0.283460029
DFNB31,Lymphocyte,DEP,Wald ratio,1,0.97,2.51E-03,NA,NA,NA,0.174608739
CTNNA1,Lymphocyte,DEP,Wald ratio,1,1.015,2.52E-03,NA,NA,NA,0.18360989
RFTN2,Lymphocyte,DEP,Wald ratio,1,1.044,2.54E-03,NA,NA,NA,0.203840851
BCHE,Lymphocyte,DEP,Wald ratio,1,0.969,2.57E-03,NA,NA,NA,0.233580774
CPN1,Lymphocyte,DEP,Wald ratio,1,0.987,2.70E-03,NA,NA,NA,0.161840427
COL13A1,Lymphocyte,DEP,Inverse variance weighted,2,0.984,2.75E-03,NA,0.329913248,NA,0.008613658
C21orf130,Lymphocyte,DEP,Wald ratio,1,0.981,2.85E-03,NA,NA,NA,0.203679279
BICD1,Lymphocyte,DEP,Wald ratio,1,1.073,2.87E-03,NA,NA,NA,0.186412772
LATS2,Lymphocyte,DEP,Wald ratio,1,1.017,2.88E-03,NA,NA,NA,0.174458832
C14orf102,Lymphocyte,DEP,Wald ratio,1,0.984,2.89E-03,NA,NA,NA,0.16525065
C6orf173,Lymphocyte,DEP,Wald ratio,1,1.018,2.91E-03,NA,NA,NA,0.152637522
CACNA2D4,Lymphocyte,DEP,Inverse variance weighted,2,1.019,3.06E-03,NA,0.871487413,NA,0.005406839
RPS6KL1,Lymphocyte,DEP,Wald ratio,1,0.985,3.12E-03,NA,NA,NA,0.150378667
PPM1B,Lymphocyte,DEP,Wald ratio,1,1.15,3.13E-03,NA,NA,NA,0.147168737
HTR1B,Lymphocyte,DEP,Wald ratio,1,1.038,3.30E-03,NA,NA,NA,0.154941663
HIVEP2,Lymphocyte,DEP,Wald ratio,1,1.051,3.44E-03,NA,NA,NA,0.222478411
FAM83F,Lymphocyte,DEP,Wald ratio,1,0.97,3.58E-03,NA,NA,NA,0.137709866
DAP,Lymphocyte,DEP,Wald ratio,1,0.711,3.64E-03,NA,NA,NA,0.155586844
C1orf52,Lymphocyte,DEP,Wald ratio,1,1.015,3.73E-03,NA,NA,NA,0.142746362
ELMO1,Lymphocyte,DEP,Inverse variance weighted,2,1.014,3.73E-03,NA,0.657087472,NA,0.049413038
PCDH9,Lymphocyte,DEP,Inverse variance weighted,4,1.01,3.81E-03,0.616407254,0.806463381,0.926824609,0.005568148
SEMA3B,Lymphocyte,DEP,Wald ratio,1,0.891,3.93E-03,NA,NA,NA,0.180046885
HYAL2,Lymphocyte,DEP,Wald ratio,1,0.896,3.93E-03,NA,NA,NA,0.180047624
GNAI2,Lymphocyte,DEP,Wald ratio,1,0.97,3.93E-03,NA,NA,NA,0.18004762
TUSC4,Lymphocyte,DEP,Wald ratio,1,0.405,3.93E-03,NA,NA,NA,0.180047624
FAM119A,Lymphocyte,DEP,Wald ratio,1,0.983,4.07E-03,NA,NA,NA,0.145123799
PROZ,Lymphocyte,DEP,Wald ratio,1,1.017,4.10E-03,NA,NA,NA,0.13802648
UCMA,Lymphocyte,DEP,Wald ratio,1,0.961,4.16E-03,NA,NA,NA,0.222333953
THUMPD3,Lymphocyte,DEP,Wald ratio,1,1.154,4.19E-03,NA,NA,NA,0.116982901
ANKS1A,Lymphocyte,DEP,Wald ratio,1,1.015,4.23E-03,NA,NA,NA,0.113721534
CCDC91,Lymphocyte,DEP,Wald ratio,1,0.985,4.40E-03,NA,NA,NA,0.112906699
C6orf105,Lymphocyte,DEP,Wald ratio,1,1.013,4.55E-03,NA,NA,NA,0.107215937
FCER1A,Lymphocyte,SCZ,Wald ratio,1,1.03,4.61E-03,NA,NA,NA,0.006958894
CDH13,Lymphocyte,DEP,Weighted median,3,0.989,4.79E-03,0.024121029,0.009945425,0.532869861,0.063496626
ALDH1A3,Lymphocyte,DEP,Wald ratio,1,0.981,5.00E-03,NA,NA,NA,0.127349609
SESN1,Lymphocyte,DEP,Wald ratio,1,0.967,5.06E-03,NA,NA,NA,0.14305298
SMAD9,Lymphocyte,DEP,Inverse variance weighted,2,0.985,5.08E-03,NA,0.965403386,NA,0.004103861
RAPGEF4,Lymphocyte,DEP,Wald ratio,1,1.013,5.11E-03,NA,NA,NA,0.101646584
ISL1,Lymphocyte,DEP,Wald ratio,1,0.931,5.18E-03,NA,NA,NA,0.098487012
ERGIC1,Lymphocyte,DEP,Inverse variance weighted,2,0.986,5.26E-03,NA,0.77148121,NA,0.002385632
ANKRD56,Lymphocyte,DEP,Wald ratio,1,1.526,5.32E-03,NA,NA,NA,0.102300402
TULP4,Lymphocyte,DEP,Wald ratio,1,1.024,5.37E-03,NA,NA,NA,0.15050092
FAM172A,Lymphocyte,DEP,Wald ratio,1,1.02,5.47E-03,NA,NA,NA,0.129357862
NTM,Lymphocyte,DEP,Inverse variance weighted,5,1.008,5.49E-03,0.717070807,0.601057894,0.322553189,0.00669307
MAGI1,Lymphocyte,DEP,Wald ratio,1,1.02,5.68E-03,NA,NA,NA,0.12733976
MYO18A,Lymphocyte,DEP,Wald ratio,1,0.987,5.86E-03,NA,NA,NA,0.090855716
RNF219,Lymphocyte,DEP,Wald ratio,1,0.879,5.87E-03,NA,NA,NA,0.098061596
RAMP3,Lymphocyte,DEP,Wald ratio,1,1.038,5.96E-03,NA,NA,NA,0.102120158
RINT1,Lymphocyte,DEP,Wald ratio,1,1.025,5.96E-03,NA,NA,NA,0.087854362
CARD17,Lymphocyte,DEP,Wald ratio,1,0.986,6.07E-03,NA,NA,NA,0.075891465
CRADD,Lymphocyte,DEP,Wald ratio,1,0.987,6.07E-03,NA,NA,NA,0.08477783
KIAA0922,Lymphocyte,DEP,Wald ratio,1,1.013,6.16E-03,NA,NA,NA,0.089018671
JOSD1,Lymphocyte,DEP,Wald ratio,1,0.987,6.27E-03,NA,NA,NA,0.086005545
DCBLD1,Lymphocyte,DEP,Wald ratio,1,1.013,6.51E-03,NA,NA,NA,0.079988877
