Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
BTN3A2,Lymphocyte,DEP,Wald ratio,1,1.038,1.84E-12,NA,NA,NA,0.999999931
ZKSCAN8,Lymphocyte,DEP,Wald ratio,1,0.964,5.89E-12,NA,NA,NA,0.999993807
KLC1,Lymphocyte,DEP,Wald ratio,1,1.03,8.12E-09,NA,NA,NA,0.999974077
CCDC36,Lymphocyte,DEP,Wald ratio,1,1.023,5.73E-07,NA,NA,NA,0.997752021
CCS,Lymphocyte,DEP,Wald ratio,1,1.012,7.29E-07,NA,NA,NA,0.27677367
RERE,Lymphocyte,DEP,Wald ratio,1,0.977,1.01E-04,NA,NA,NA,0.229391596
MTHFD1,Lymphocyte,DEP,Wald ratio,1,1.014,1.40E-04,NA,NA,NA,0.392681076
NT5DC2,Lymphocyte,DEP,Wald ratio,1,1.033,1.81E-04,NA,NA,NA,0.701414014
TEC,Lymphocyte,DEP,Wald ratio,1,0.966,4.46E-04,NA,NA,NA,0.515932997
SAMD3,Lymphocyte,DEP,Wald ratio,1,1.006,8.38E-04,NA,NA,NA,0.397124495
DMXL2,Lymphocyte,DEP,Wald ratio,1,1.014,8.82E-04,NA,NA,NA,0.14322767
THEM6,Lymphocyte,DEP,Wald ratio,1,0.975,1.02E-03,NA,NA,NA,0.017489861
CAMK1D,Lymphocyte,DEP,Wald ratio,1,1.02,1.09E-03,NA,NA,NA,0.160614891
ACSF3,Lymphocyte,DEP,Wald ratio,1,0.969,1.35E-03,NA,NA,NA,0.124665937
GRM8,Lymphocyte,DEP,Wald ratio,1,1.013,1.58E-03,NA,NA,NA,0.243784876
NAA40,Lymphocyte,DEP,Wald ratio,1,0.989,1.83E-03,NA,NA,NA,0.00012488
GPR133,Lymphocyte,DEP,Wald ratio,1,1.017,2.01E-03,NA,NA,NA,0.209343518
GSK3B,Lymphocyte,DEP,Wald ratio,1,0.976,2.02E-03,NA,NA,NA,0.032094829
DENND1A,Lymphocyte,DEP,Wald ratio,1,0.985,2.15E-03,NA,NA,NA,0.036142105
RNF157,Lymphocyte,DEP,Wald ratio,1,1.016,2.51E-03,NA,NA,NA,0.02941829
DFNA5,Lymphocyte,DEP,Wald ratio,1,0.985,2.70E-03,NA,NA,NA,0.21187852
SLC1A1,Lymphocyte,DEP,Wald ratio,1,1.018,4.27E-03,NA,NA,NA,0.126434819
PAX5,Lymphocyte,DEP,Wald ratio,1,1.023,4.45E-03,NA,NA,NA,0.109632565
PIEZO1,Lymphocyte,DEP,Wald ratio,1,1.02,4.47E-03,NA,NA,NA,4.65E-05
USP3,Lymphocyte,DEP,Wald ratio,1,0.983,4.83E-03,NA,NA,NA,0.093025637
LAMA2,Lymphocyte,DEP,Wald ratio,1,1.019,4.86E-03,NA,NA,NA,0.066247313
LDLRAP1,Lymphocyte,DEP,Wald ratio,1,1.019,4.89E-03,NA,NA,NA,0.002889831
MAP3K2,Lymphocyte,DEP,Wald ratio,1,1.016,5.11E-03,NA,NA,NA,0.005322426
ACA59,Lymphocyte,DEP,Wald ratio,1,1.005,5.18E-03,NA,NA,NA,0.000140984
BMP8B,Lymphocyte,DEP,Wald ratio,1,0.99,6.16E-03,NA,NA,NA,0.088830035
ADK,Lymphocyte,DEP,Wald ratio,1,1.004,8.96E-03,NA,NA,NA,0.043723239
AMZ1,Lymphocyte,DEP,Wald ratio,1,0.982,9.49E-03,NA,NA,NA,0.000509226
PACSIN2,Lymphocyte,DEP,Wald ratio,1,1.01,1.02E-02,NA,NA,NA,0.056075018
KB-1047C11.2,Lymphocyte,DEP,Wald ratio,1,1.017,1.04E-02,NA,NA,NA,0.051380809
DTD1,Lymphocyte,DEP,Wald ratio,1,0.986,1.09E-02,NA,NA,NA,0.015278958
AHRR,Lymphocyte,DEP,Wald ratio,1,1.019,1.12E-02,NA,NA,NA,0.004031694
TRIM47,Lymphocyte,DEP,Wald ratio,1,1.01,1.21E-02,NA,NA,NA,0.055276252
MCOLN2,Lymphocyte,DEP,Wald ratio,1,1.014,1.28E-02,NA,NA,NA,0.046458783
SPG20,Lymphocyte,DEP,Wald ratio,1,0.988,1.44E-02,NA,NA,NA,0.000661322
UCK2,Lymphocyte,DEP,Wald ratio,1,0.988,1.50E-02,NA,NA,NA,0.040536266
PPP1R13B,Lymphocyte,DEP,Wald ratio,1,0.981,1.50E-02,NA,NA,NA,0.039467519
AC069368.3,Lymphocyte,DEP,Wald ratio,1,1.007,1.56E-02,NA,NA,NA,0.011540819
MSH6,Lymphocyte,DEP,Wald ratio,1,1.016,1.64E-02,NA,NA,NA,0.042550626
INSIG2,Lymphocyte,DEP,Wald ratio,1,1.015,1.70E-02,NA,NA,NA,0.002967472
ITGAE,Lymphocyte,DEP,Wald ratio,1,0.98,1.77E-02,NA,NA,NA,0.034455557
CTA-373H7.7,Lymphocyte,DEP,Wald ratio,1,1.019,1.91E-02,NA,NA,NA,0.00815801
SRCRB4D,Lymphocyte,DEP,Wald ratio,1,0.993,2.00E-02,NA,NA,NA,4.11E-05
USP10,Lymphocyte,DEP,Wald ratio,1,1.011,2.00E-02,NA,NA,NA,3.88E-06
GPATCH2L,Lymphocyte,DEP,Wald ratio,1,0.988,2.08E-02,NA,NA,NA,2.44E-05
MTA3,Lymphocyte,DEP,Wald ratio,1,0.993,2.08E-02,NA,NA,NA,0.026500778
UBOX5,Lymphocyte,DEP,Wald ratio,1,0.987,2.12E-02,NA,NA,NA,0.000476538
ZPBP2,Lymphocyte,DEP,Wald ratio,1,0.987,2.27E-02,NA,NA,NA,0.025299599
DPCD,Lymphocyte,DEP,Wald ratio,1,1.012,2.27E-02,NA,NA,NA,0.014231446
FMNL2,Lymphocyte,DEP,Wald ratio,1,1.012,2.30E-02,NA,NA,NA,0.002679296
AC068610.5,Lymphocyte,DEP,Wald ratio,1,1.008,3.06E-02,NA,NA,NA,6.81E-05
GABPA,Lymphocyte,DEP,Wald ratio,1,1.014,3.65E-02,NA,NA,NA,0.009087354
ANKRD44,Lymphocyte,DEP,Wald ratio,1,1.018,3.67E-02,NA,NA,NA,0.019341678
ENPP7,Lymphocyte,DEP,Wald ratio,1,0.995,3.69E-02,NA,NA,NA,0.019868168
ADCY3,Lymphocyte,DEP,Wald ratio,1,0.986,3.85E-02,NA,NA,NA,0.016043361
RPIAP1,Lymphocyte,DEP,Wald ratio,1,1.012,3.89E-02,NA,NA,NA,1.93E-06
ENO4,Lymphocyte,DEP,Wald ratio,1,0.987,3.90E-02,NA,NA,NA,0.002882892
HSPA4,Lymphocyte,DEP,Wald ratio,1,1.012,3.93E-02,NA,NA,NA,0.012801784
