Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
CD40,Stem-cell-iPSC,DEP,Wald ratio,1,1.034,7.81E-07,NA,NA,NA,0.997440881
SELENBP1,Stem-cell-iPSC,DEP,Wald ratio,1,1.054,7.36E-05,NA,NA,NA,0.813756302
VRK2,Stem-cell-iPSC,DEP,Wald ratio,1,1.034,7.67E-05,NA,NA,NA,0.844943966
ACTN3,Stem-cell-iPSC,DEP,Wald ratio,1,1.017,1.13E-04,NA,NA,NA,0.786781656
GNL3,Stem-cell-iPSC,DEP,Wald ratio,1,1.035,2.61E-04,NA,NA,NA,0.608047709
ACADS,Stem-cell-iPSC,DEP,Wald ratio,1,1.032,9.46E-04,NA,NA,NA,0.169571666
MYLK,Stem-cell-iPSC,DEP,Wald ratio,1,1.023,1.37E-03,NA,NA,NA,0.267409834
SHMT1,Stem-cell-iPSC,DEP,Wald ratio,1,0.972,1.60E-03,NA,NA,NA,0.245772405
CPPED1,Stem-cell-iPSC,DEP,Wald ratio,1,0.958,1.89E-03,NA,NA,NA,0.133730948
DYSF,Stem-cell-iPSC,DEP,Wald ratio,1,0.973,1.95E-03,NA,NA,NA,0.16842843
MDH2,Stem-cell-iPSC,DEP,Wald ratio,1,0.983,2.03E-03,NA,NA,NA,0.214619429
MTAP,Stem-cell-iPSC,DEP,Wald ratio,1,0.945,2.19E-03,NA,NA,NA,0.074070138
EPB41L4A,Stem-cell-iPSC,DEP,Wald ratio,1,1.026,2.35E-03,NA,NA,NA,0.001963688
POLI,Stem-cell-iPSC,DEP,Wald ratio,1,1.021,2.51E-03,NA,NA,NA,0.174608738
CLN8,Stem-cell-iPSC,DEP,Wald ratio,1,0.97,3.71E-03,NA,NA,NA,0.014102813
CSE1L,Stem-cell-iPSC,DEP,Wald ratio,1,1.058,5.86E-03,NA,NA,NA,0.011321961
ATP1B1,Stem-cell-iPSC,DEP,Wald ratio,1,0.97,6.07E-03,NA,NA,NA,0.044559646
PTAR1,Stem-cell-iPSC,DEP,Wald ratio,1,0.965,8.74E-03,NA,NA,NA,0.006861341
ITPA,Stem-cell-iPSC,DEP,Wald ratio,1,1.014,1.27E-02,NA,NA,NA,0.057510199
BCR,Stem-cell-iPSC,DEP,Wald ratio,1,1.025,1.35E-02,NA,NA,NA,0.004127684
CTSC,Stem-cell-iPSC,DEP,Wald ratio,1,0.972,1.39E-02,NA,NA,NA,0.013302332
FUCA1,Stem-cell-iPSC,DEP,Wald ratio,1,1.026,1.42E-02,NA,NA,NA,0.062872999
DHRS1,Stem-cell-iPSC,DEP,Wald ratio,1,0.987,1.52E-02,NA,NA,NA,0.076739984
MAPK3,Stem-cell-iPSC,DEP,Wald ratio,1,0.983,1.64E-02,NA,NA,NA,0.038474123
PLCB3,Stem-cell-iPSC,DEP,Wald ratio,1,0.974,1.68E-02,NA,NA,NA,0.000772995
NUP50,Stem-cell-iPSC,DEP,Wald ratio,1,0.975,1.78E-02,NA,NA,NA,0.013067727
RCN1,Stem-cell-iPSC,DEP,Wald ratio,1,1.022,1.96E-02,NA,NA,NA,0.013308926
IMPA1,Stem-cell-iPSC,DEP,Wald ratio,1,0.983,2.04E-02,NA,NA,NA,0.033379165
PGM2,Stem-cell-iPSC,DEP,Wald ratio,1,0.973,2.19E-02,NA,NA,NA,0.031988869
CUL4A,Stem-cell-iPSC,DEP,Wald ratio,1,1.021,2.23E-02,NA,NA,NA,0.012570289
RDH13,Stem-cell-iPSC,DEP,Wald ratio,1,0.985,2.39E-02,NA,NA,NA,0.029402236
WASL,Stem-cell-iPSC,DEP,Wald ratio,1,0.98,2.41E-02,NA,NA,NA,0.026574967
DDAH1,Stem-cell-iPSC,DEP,Wald ratio,1,0.972,2.47E-02,NA,NA,NA,0.031813603
AIMP2,Stem-cell-iPSC,DEP,Wald ratio,1,1.008,3.24E-02,NA,NA,NA,0.024046928
ATP1A3,Stem-cell-iPSC,DEP,Wald ratio,1,0.977,3.31E-02,NA,NA,NA,0.002251195
HSDL2,Stem-cell-iPSC,DEP,Wald ratio,1,0.976,3.67E-02,NA,NA,NA,0.000922167
NAT10,Stem-cell-iPSC,DEP,Wald ratio,1,1.03,3.81E-02,NA,NA,NA,0.005538269
IQGAP3,Stem-cell-iPSC,DEP,Wald ratio,1,0.987,3.90E-02,NA,NA,NA,0.01881651
CCDC51,Stem-cell-iPSC,DEP,Wald ratio,1,0.973,4.30E-02,NA,NA,NA,0.001035467
KRI1,Stem-cell-iPSC,DEP,Wald ratio,1,1.017,4.33E-02,NA,NA,NA,0.018484394
NUDT19,Stem-cell-iPSC,DEP,Wald ratio,1,1.017,4.75E-02,NA,NA,NA,0.002839832
PNMAL1,Stem-cell-iPSC,DEP,Wald ratio,1,1.018,4.77E-02,NA,NA,NA,0.015836844
NTS,Stem-cell-iPSC,DEP,Wald ratio,1,0.99,5.00E-02,NA,NA,NA,0.014493286
TBRG4,Stem-cell-iPSC,DEP,Wald ratio,1,1.027,5.36E-02,NA,NA,NA,0.005482444
AACS,Stem-cell-iPSC,DEP,Wald ratio,1,0.974,5.46E-02,NA,NA,NA,0.003543077
ASL,Stem-cell-iPSC,DEP,Wald ratio,1,0.974,5.53E-02,NA,NA,NA,0.013389992
STRN,Stem-cell-iPSC,DEP,Wald ratio,1,0.983,5.63E-02,NA,NA,NA,0.013311474
MMAB,Stem-cell-iPSC,DEP,Wald ratio,1,1.011,5.74E-02,NA,NA,NA,0.014950027
SLC27A1,Stem-cell-iPSC,DEP,Wald ratio,1,1.02,5.89E-02,NA,NA,NA,0.008795487
ANK1,Stem-cell-iPSC,DEP,Wald ratio,1,0.983,6.56E-02,NA,NA,NA,0.001261034
WDR25,Stem-cell-iPSC,DEP,Wald ratio,1,1.02,7.03E-02,NA,NA,NA,3.13E-05
ACO1,Stem-cell-iPSC,DEP,Wald ratio,1,0.975,7.23E-02,NA,NA,NA,0.000238624
THEM4,Stem-cell-iPSC,DEP,Wald ratio,1,1.013,7.26E-02,NA,NA,NA,0.000884482
HMGB1,Stem-cell-iPSC,DEP,Wald ratio,1,0.977,7.41E-02,NA,NA,NA,8.22E-05
TBCD,Stem-cell-iPSC,DEP,Wald ratio,1,0.98,7.47E-02,NA,NA,NA,0.014894801
FAM118A,Stem-cell-iPSC,DEP,Wald ratio,1,0.99,7.58E-02,NA,NA,NA,0.011696531
CRABP2,Stem-cell-iPSC,DEP,Wald ratio,1,1.03,7.74E-02,NA,NA,NA,0.003123842
DDX51,Stem-cell-iPSC,DEP,Wald ratio,1,1.016,7.78E-02,NA,NA,NA,0.009171268
ATP5S,Stem-cell-iPSC,DEP,Wald ratio,1,0.989,8.11E-02,NA,NA,NA,0.009736112
PWP1,Stem-cell-iPSC,DEP,Wald ratio,1,0.982,8.35E-02,NA,NA,NA,0.001174258
NMD3,Stem-cell-iPSC,DEP,Wald ratio,1,0.983,8.76E-02,NA,NA,NA,0.007581519
PPP2R4,Stem-cell-iPSC,DEP,Wald ratio,1,1.018,9.01E-02,NA,NA,NA,0.01690112
SPATA20,Stem-cell-iPSC,DEP,Wald ratio,1,0.99,9.56E-02,NA,NA,NA,0.013004676
COA1,Stem-cell-iPSC,DEP,Wald ratio,1,0.984,9.70E-02,NA,NA,NA,0.008551778
CAND1,Stem-cell-iPSC,DEP,Wald ratio,1,0.971,9.71E-02,NA,NA,NA,0.005825439
E2F6,Stem-cell-iPSC,DEP,Wald ratio,1,1.015,9.86E-02,NA,NA,NA,6.34E-05
FARSB,Stem-cell-iPSC,DEP,Wald ratio,1,1.013,9.98E-02,NA,NA,NA,0.008637604
NADSYN1,Stem-cell-iPSC,DEP,Wald ratio,1,1.02,1.01E-01,NA,NA,NA,0.000105427
NUF2,Stem-cell-iPSC,DEP,Wald ratio,1,1.022,1.01E-01,NA,NA,NA,0.005553274
NSFL1C,Stem-cell-iPSC,DEP,Wald ratio,1,1.018,1.02E-01,NA,NA,NA,0.006827658
HYOU1,Stem-cell-iPSC,DEP,Wald ratio,1,1.018,1.05E-01,NA,NA,NA,0.007316014
NARS2,Stem-cell-iPSC,DEP,Wald ratio,1,1.013,1.10E-01,NA,NA,NA,0.005350269
LRWD1,Stem-cell-iPSC,DEP,Wald ratio,1,1.014,1.10E-01,NA,NA,NA,0.004498734
FDPS,Stem-cell-iPSC,DEP,Wald ratio,1,1.013,1.11E-01,NA,NA,NA,0.007894233
CRYZ,Stem-cell-iPSC,DEP,Wald ratio,1,0.994,1.14E-01,NA,NA,NA,0.007445363
ALDH16A1,Stem-cell-iPSC,DEP,Wald ratio,1,0.989,1.15E-01,NA,NA,NA,0.008923018
SUPT5H,Stem-cell-iPSC,DEP,Wald ratio,1,0.977,1.17E-01,NA,NA,NA,7.47E-05
ESD,Stem-cell-iPSC,DEP,Wald ratio,1,1.021,1.25E-01,NA,NA,NA,0.004357061
ORMDL3,Stem-cell-iPSC,DEP,Wald ratio,1,1.013,1.25E-01,NA,NA,NA,5.38E-05
ITM2C,Stem-cell-iPSC,DEP,Wald ratio,1,0.982,1.28E-01,NA,NA,NA,0.000625345
TIMELESS,Stem-cell-iPSC,DEP,Wald ratio,1,0.98,1.31E-01,NA,NA,NA,0.000318929
FHL3,Stem-cell-iPSC,DEP,Wald ratio,1,0.986,1.34E-01,NA,NA,NA,0.00650167
KIAA1524,Stem-cell-iPSC,DEP,Wald ratio,1,0.981,1.34E-01,NA,NA,NA,0.000545226
YBX2,Stem-cell-iPSC,DEP,Wald ratio,1,1.01,1.36E-01,NA,NA,NA,0.008273123
CHMP2B,Stem-cell-iPSC,DEP,Wald ratio,1,0.981,1.36E-01,NA,NA,NA,0.00131064
SLFN13,Stem-cell-iPSC,DEP,Wald ratio,1,1.01,1.37E-01,NA,NA,NA,0.006461301
GULP1,Stem-cell-iPSC,DEP,Wald ratio,1,1.012,1.43E-01,NA,NA,NA,0.006244415
CARS2,Stem-cell-iPSC,DEP,Wald ratio,1,0.991,1.57E-01,NA,NA,NA,0.011421183
TRMT61B,Stem-cell-iPSC,DEP,Wald ratio,1,1.008,1.63E-01,NA,NA,NA,0.005655421
CTSV,Stem-cell-iPSC,DEP,Wald ratio,1,1.017,1.63E-01,NA,NA,NA,0.000211664
HSPBAP1,Stem-cell-iPSC,DEP,Wald ratio,1,0.988,1.63E-01,NA,NA,NA,0.004229449
CPNE1,Stem-cell-iPSC,DEP,Wald ratio,1,1.006,1.63E-01,NA,NA,NA,0.009280349
C11orf54,Stem-cell-iPSC,DEP,Wald ratio,1,0.991,1.66E-01,NA,NA,NA,0.005714584
PLEKHA7,Stem-cell-iPSC,DEP,Wald ratio,1,0.988,1.68E-01,NA,NA,NA,0.004101267
ACTA1,Stem-cell-iPSC,DEP,Wald ratio,1,0.99,1.70E-01,NA,NA,NA,0.001553146
OXSR1,Stem-cell-iPSC,DEP,Wald ratio,1,1.017,1.71E-01,NA,NA,NA,0.002510411
