Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
GNL3,Brain Frontal Cortex,BP,Wald ratio,1,0.797,3.62E-13,NA,NA,NA,0.999999999
PPM1M,Brain Cerebellar Hemisphere,BP,Wald ratio,1,0.782,4.26E-13,NA,NA,NA,0.992412861
GNL3,Brain Cerebellar Hemisphere,BP,Wald ratio,1,0.864,4.26E-13,NA,NA,NA,0.999999999
GNL3,Brain Hypothalamus,BP,Wald ratio,1,0.783,4.26E-13,NA,NA,NA,0.99999987
FADS1,Brain Cortex,BP,Wald ratio,1,1.308,5.32E-13,NA,NA,NA,0.999942425
FADS1,Brain Hypothalamus,BP,Wald ratio,1,1.232,5.32E-13,NA,NA,NA,0.999852997
FADS3,Brain Cerebellar Hemisphere,BP,Wald ratio,1,1.307,2.76E-12,NA,NA,NA,0.984999547
FADS1,Brain Cerebellar Hemisphere,BP,Wald ratio,1,1.092,2.76E-12,NA,NA,NA,0.999999995
FADS1,Brain Cerebellum,BP,Wald ratio,1,1.081,1.45E-11,NA,NA,NA,0.999999973
FADS1,Meta 10 Brain Regions,BP,Wald ratio,1,0.882,1.58E-11,NA,NA,NA,0.999999907
DNAH1,Brain Hippocampus,BP,Wald ratio,1,0.699,2.10E-11,NA,NA,NA,0.982405865
GLYCTK,Brain Hippocampus,BP,Wald ratio,1,0.876,2.10E-11,NA,NA,NA,0.999986101
GLYCTK,Brain Anterior cingulate cortex,BP,Wald ratio,1,0.89,3.27E-11,NA,NA,NA,0.999815696
LMAN2L,Brain Substantia nigra,BP,Wald ratio,1,1.203,5.98E-11,NA,NA,NA,0.99993282
ADD3,Brain Cerebellar Hemisphere,BP,Wald ratio,1,0.91,1.59E-10,NA,NA,NA,0.999999782
PPM1M,Brain Cortex SMR,BP,Inverse variance weighted,2,1.112,1.99E-10,NA,0.470295414,NA,0.999998798
ADD3,Meta 10 Brain Regions,BP,Wald ratio,1,1.18,2.25E-10,NA,NA,NA,0.999956816
FADS1,Brain Frontal Cortex,BP,Wald ratio,1,1.291,2.62E-10,NA,NA,NA,0.999354199
NEK4,Brain Prefrontal Cortex PsychENCODE,BP,Wald ratio,1,0.674,3.29E-10,NA,NA,NA,0.999999415
ADD3,Brain Cortex SMR,BP,Wald ratio,1,1.142,3.56E-10,NA,NA,NA,0.999999526
FADS1,Brain Cortex SMR,BP,Wald ratio,1,0.893,3.97E-10,NA,NA,NA,0.999999317
TMEM258,Brain Cortex SMR,BP,Wald ratio,1,1.198,3.97E-10,NA,NA,NA,0.999999317
