Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
AK3,Brain Prefrontal cortex,BP,Wald ratio,1,0.943,1.44E-03,NA,NA,NA,0.459252799
OAF,Brain Prefrontal cortex,BP,Wald ratio,1,0.917,1.59E-03,NA,NA,NA,0.546463162
MTUS1,Brain Prefrontal cortex,BP,Wald ratio,1,1.068,1.62E-03,NA,NA,NA,0.467364234
DIRAS1,Brain Prefrontal cortex,BP,Wald ratio,1,0.951,2.35E-03,NA,NA,NA,0.375423036
PTPRJ,Brain Prefrontal cortex,BP,Wald ratio,1,1.049,2.70E-03,NA,NA,NA,0.323854636
DOCK1,Brain Prefrontal cortex,BP,Wald ratio,1,1.041,2.80E-03,NA,NA,NA,0.290597236
PRIMA1,Brain Prefrontal cortex,BP,Wald ratio,1,1.091,4.07E-03,NA,NA,NA,0.330333021
PREX1,Brain Prefrontal cortex,BP,Wald ratio,1,1.09,4.63E-03,NA,NA,NA,0.248900123
SPATC1L,Brain Prefrontal cortex,BP,Wald ratio,1,0.964,5.37E-03,NA,NA,NA,0.208826062
ZNF577,Brain Prefrontal cortex,BP,Wald ratio,1,0.928,5.44E-03,NA,NA,NA,0.246334722
KIF1A,Brain Prefrontal cortex,BP,Wald ratio,1,1.039,5.59E-03,NA,NA,NA,0.212755118
UBE2F,Brain Prefrontal cortex,BP,Wald ratio,1,0.94,5.78E-03,NA,NA,NA,0.174463977
ZDHHC14,Brain Prefrontal cortex,BP,Wald ratio,1,1.045,5.78E-03,NA,NA,NA,0.176456215
PRKG1,Brain Prefrontal cortex,BP,Wald ratio,1,0.937,5.81E-03,NA,NA,NA,0.173786532
SLC35E2B,Brain Prefrontal cortex,BP,Wald ratio,1,0.941,6.16E-03,NA,NA,NA,0.194518026
HELZ2,Brain Prefrontal cortex,BP,Wald ratio,1,0.94,7.09E-03,NA,NA,NA,0.153192427
DGKI,Brain Prefrontal cortex,BP,Wald ratio,1,1.058,8.07E-03,NA,NA,NA,0.126572749
JKAMP,Brain Prefrontal cortex,BP,Wald ratio,1,1.054,9.53E-03,NA,NA,NA,0.12207447
RAB11FIP3,Brain Prefrontal cortex,BP,Wald ratio,1,0.969,1.10E-02,NA,NA,NA,0.105686695
UPK3B,Brain Prefrontal cortex,BP,Wald ratio,1,0.939,1.10E-02,NA,NA,NA,0.106750879
KREMEN1,Brain Prefrontal cortex,BP,Wald ratio,1,0.967,1.21E-02,NA,NA,NA,0.114176518
CHAF1A,Brain Prefrontal cortex,BP,Wald ratio,1,0.951,1.26E-02,NA,NA,NA,0.095639259
GPR161,Brain Prefrontal cortex,BP,Wald ratio,1,1.052,1.31E-02,NA,NA,NA,0.093707463
STMN4,Brain Prefrontal cortex,BP,Wald ratio,1,1.036,1.32E-02,NA,NA,NA,0.093376847
SLC66A2,Brain Prefrontal cortex,BP,Wald ratio,1,1.027,1.42E-02,NA,NA,NA,0.087067435
TNR,Brain Prefrontal cortex,BP,Wald ratio,1,1.036,1.47E-02,NA,NA,NA,0.083123444
VIPR2,Brain Prefrontal cortex,BP,Wald ratio,1,0.956,1.49E-02,NA,NA,NA,0.092149039
ATXN7L1,Brain Prefrontal cortex,BP,Wald ratio,1,0.964,1.69E-02,NA,NA,NA,0.093901931
FOXN3,Brain Prefrontal cortex,BP,Wald ratio,1,1.049,1.93E-02,NA,NA,NA,0.069172494
MYOM2,Brain Prefrontal cortex,BP,Inverse variance weighted,2,1.029,2.06E-02,NA,0.658129334,NA,0.017254404
PPP3R1,Brain Prefrontal cortex,BP,Wald ratio,1,1.056,2.18E-02,NA,NA,NA,0.063734972
GSDME,Brain Prefrontal cortex,BP,Wald ratio,1,1.062,2.25E-02,NA,NA,NA,0.060386514
CCDC6,Brain Prefrontal cortex,BP,Wald ratio,1,0.973,2.36E-02,NA,NA,NA,0.057557648
PTPN14,Brain Prefrontal cortex,BP,Wald ratio,1,0.961,2.43E-02,NA,NA,NA,0.066779518
LATS2,Brain Prefrontal cortex,BP,Wald ratio,1,0.946,2.46E-02,NA,NA,NA,0.056951917
TRARG1,Brain Prefrontal cortex,BP,Wald ratio,1,0.954,2.59E-02,NA,NA,NA,0.055999836
RPTOR,Brain Prefrontal cortex,BP,Weighted median,3,0.967,2.83E-02,0.017182972,0.035404128,0.746551641,0.005194816
CARMIL3,Brain Prefrontal cortex,BP,Wald ratio,1,1.03,2.97E-02,NA,NA,NA,0.049122898
MAD1L1,Brain Prefrontal cortex,BP,Wald ratio,1,1.046,3.09E-02,NA,NA,NA,0.048932899
NWD2,Brain Prefrontal cortex,BP,Wald ratio,1,1.038,3.71E-02,NA,NA,NA,0.039430823
MMP11,Brain Prefrontal cortex,BP,Wald ratio,1,0.955,3.73E-02,NA,NA,NA,0.039121723
AFDN,Brain Prefrontal cortex,BP,Wald ratio,1,0.972,3.75E-02,NA,NA,NA,0.041434709
DIP2C,Brain Prefrontal cortex,BP,Wald ratio,1,1.023,4.11E-02,NA,NA,NA,0.036292149
NRCAM,Brain Prefrontal cortex,BP,Wald ratio,1,0.962,4.16E-02,NA,NA,NA,0.040228485
NCEH1,Brain Prefrontal cortex,BP,Wald ratio,1,1.043,4.18E-02,NA,NA,NA,0.042476132
F13A1,Brain Prefrontal cortex,BP,Wald ratio,1,1.033,4.20E-02,NA,NA,NA,0.064511567
DSC1,Brain Prefrontal cortex,BP,Wald ratio,1,1.038,4.23E-02,NA,NA,NA,0.037203933
EEF1A2,Brain Prefrontal cortex,BP,Wald ratio,1,0.953,4.24E-02,NA,NA,NA,0.03827878
FRMD4A,Brain Prefrontal cortex,BP,Wald ratio,1,0.96,4.25E-02,NA,NA,NA,0.02832351
S100A16,Brain Prefrontal cortex,BP,Wald ratio,1,0.965,4.34E-02,NA,NA,NA,0.036820767
TRHDE,Brain Prefrontal cortex,BP,Wald ratio,1,1.053,4.39E-02,NA,NA,NA,0.036136839
NOTCH1,Brain Prefrontal cortex,BP,Wald ratio,1,1.037,4.55E-02,NA,NA,NA,0.036401494
FLACC1,Brain Prefrontal cortex,BP,Wald ratio,1,1.06,4.67E-02,NA,NA,NA,0.031480777
RPTOR,Brain Prefrontal cortex,BP,Inverse variance weighted,3,0.957,4.78E-02,0.017182972,0.035404128,0.746551641,0.005194816
TBC1D1,Brain Prefrontal cortex,BP,Wald ratio,1,0.972,4.86E-02,NA,NA,NA,0.036106032
PRDX1,Brain Prefrontal cortex,BP,Wald ratio,1,1.065,4.90E-02,NA,NA,NA,0.032731724
PLCG2,Brain Prefrontal cortex,BP,Wald ratio,1,1.031,5.13E-02,NA,NA,NA,0.031820577
PLCB4,Brain Prefrontal cortex,BP,Wald ratio,1,1.03,5.28E-02,NA,NA,NA,0.029595727
SORCS3,Brain Prefrontal cortex,BP,Wald ratio,1,0.969,5.30E-02,NA,NA,NA,0.033395256
SLC38A10,Brain Prefrontal cortex,BP,Wald ratio,1,1.052,5.33E-02,NA,NA,NA,0.031891195
TMEM132C,Brain Prefrontal cortex,BP,Wald ratio,1,0.96,5.34E-02,NA,NA,NA,0.024881796
ALDH16A1,Brain Prefrontal cortex,BP,Wald ratio,1,0.975,5.38E-02,NA,NA,NA,0.030024766
PAMR1,Brain Prefrontal cortex,BP,Wald ratio,1,0.959,5.54E-02,NA,NA,NA,0.031750824
HIVEP3,Brain Prefrontal cortex,BP,Wald ratio,1,1.057,5.71E-02,NA,NA,NA,0.032360027
CHRM5,Brain Prefrontal cortex,BP,Wald ratio,1,1.024,5.79E-02,NA,NA,NA,0.028321787
ACYP2,Brain Prefrontal cortex,BP,Wald ratio,1,1.031,5.83E-02,NA,NA,NA,0.027307958
CAB39L,Brain Prefrontal cortex,BP,Wald ratio,1,1.043,6.14E-02,NA,NA,NA,0.025933775
RIMS2,Brain Prefrontal cortex,BP,Wald ratio,1,0.955,6.26E-02,NA,NA,NA,0.033342715
ZNF827,Brain Prefrontal cortex,BP,Wald ratio,1,0.972,6.37E-02,NA,NA,NA,0.027762379
CCDC77,Brain Prefrontal cortex,BP,Wald ratio,1,1.016,6.54E-02,NA,NA,NA,0.025149626
BRD3,Brain Prefrontal cortex,BP,Wald ratio,1,1.035,6.56E-02,NA,NA,NA,0.029634734
EEF2K,Brain Prefrontal cortex,BP,Wald ratio,1,0.967,6.64E-02,NA,NA,NA,0.030114608
PDE2A,Brain Prefrontal cortex,BP,Wald ratio,1,0.969,6.73E-02,NA,NA,NA,0.024347179
PLEKHG7,Brain Prefrontal cortex,BP,Wald ratio,1,1.047,6.73E-02,NA,NA,NA,0.024327739
PIP5K1C,Brain Prefrontal cortex,BP,Wald ratio,1,1.028,6.82E-02,NA,NA,NA,0.047544964
ST7L,Brain Prefrontal cortex,BP,Wald ratio,1,0.972,6.92E-02,NA,NA,NA,0.028911377
PDIA5,Brain Prefrontal cortex,BP,Wald ratio,1,1.021,7.27E-02,NA,NA,NA,0.02825303
MS4A15,Brain Prefrontal cortex,BP,Wald ratio,1,1.037,7.48E-02,NA,NA,NA,0.023399671
NRXN1,Brain Prefrontal cortex,BP,Wald ratio,1,1.052,7.60E-02,NA,NA,NA,0.021854952
KCNMB2,Brain Prefrontal cortex,BP,Wald ratio,1,0.95,7.68E-02,NA,NA,NA,0.023219132
TEX29,Brain Prefrontal cortex,BP,Wald ratio,1,0.979,7.74E-02,NA,NA,NA,0.021771063
C19orf12,Brain Prefrontal cortex,BP,Wald ratio,1,0.952,8.17E-02,NA,NA,NA,0.024695229
CNTN5,Brain Prefrontal cortex,BP,Wald ratio,1,0.969,8.27E-02,NA,NA,NA,0.021304166
TC2N,Brain Prefrontal cortex,BP,Wald ratio,1,0.964,8.30E-02,NA,NA,NA,0.020295012
ANKRD36B,Brain Prefrontal cortex,BP,Wald ratio,1,1.021,8.39E-02,NA,NA,NA,0.022298872
BCAR1,Brain Prefrontal cortex,BP,Wald ratio,1,1.039,8.87E-02,NA,NA,NA,0.019532942
FRY,Brain Prefrontal cortex,BP,Wald ratio,1,0.975,9.38E-02,NA,NA,NA,0.02253875
LCLAT1,Brain Prefrontal cortex,BP,Wald ratio,1,1.042,9.39E-02,NA,NA,NA,0.021864702
MEIS1,Brain Prefrontal cortex,BP,Wald ratio,1,0.959,9.55E-02,NA,NA,NA,0.01985439
DISP3,Brain Prefrontal cortex,BP,Wald ratio,1,1.032,9.65E-02,NA,NA,NA,0.026674177
ASAP2,Brain Prefrontal cortex,BP,Wald ratio,1,0.972,1.05E-01,NA,NA,NA,0.01757525
SV2B,Brain Prefrontal cortex,BP,Wald ratio,1,0.971,1.08E-01,NA,NA,NA,0.016730236
ZFP37,Brain Prefrontal cortex,BP,Wald ratio,1,0.975,1.10E-01,NA,NA,NA,0.02212556
CFAP46,Brain Prefrontal cortex,BP,Inverse variance weighted,2,1.026,1.10E-01,NA,0.850334885,NA,0.007920501
ZNF415,Brain Prefrontal cortex,BP,Wald ratio,1,1.025,1.10E-01,NA,NA,NA,0.021566215
ABR,Brain Prefrontal cortex,BP,Wald ratio,1,0.98,1.12E-01,NA,NA,NA,0.02631046
ANO2,Brain Prefrontal cortex,BP,Wald ratio,1,1.022,1.14E-01,NA,NA,NA,0.016757419
PTPRM,Brain Prefrontal cortex,BP,Wald ratio,1,0.962,1.15E-01,NA,NA,NA,0.016486312
EIF4E3,Brain Prefrontal cortex,BP,Wald ratio,1,0.981,1.16E-01,NA,NA,NA,0.016498411
ZFP30,Brain Prefrontal cortex,BP,Wald ratio,1,0.936,1.20E-01,NA,NA,NA,0.019708517
TBATA,Brain Prefrontal cortex,BP,Wald ratio,1,0.967,1.21E-01,NA,NA,NA,0.01659887
SLC35F1,Brain Prefrontal cortex,BP,Wald ratio,1,1.025,1.23E-01,NA,NA,NA,0.015166018
CAPN9,Brain Prefrontal cortex,BP,Wald ratio,1,0.981,1.23E-01,NA,NA,NA,0.015448665
DLGAP2,Brain Prefrontal cortex,BP,Weighted median,6,1.012,1.27E-01,0.002044568,0.002938603,0.631817477,0.007461051
KCNJ6,Brain Prefrontal cortex,BP,Wald ratio,1,1.031,1.32E-01,NA,NA,NA,0.017136609
UBAC2,Brain Prefrontal cortex,BP,Wald ratio,1,0.974,1.34E-01,NA,NA,NA,0.015052315
XKR4,Brain Prefrontal cortex,BP,Wald ratio,1,1.019,1.35E-01,NA,NA,NA,0.014562579
GRTP1,Brain Prefrontal cortex,BP,Wald ratio,1,0.982,1.36E-01,NA,NA,NA,0.015475144
SCG3,Brain Prefrontal cortex,BP,Wald ratio,1,0.971,1.36E-01,NA,NA,NA,0.013968207
ROBO2,Brain Prefrontal cortex,BP,Wald ratio,1,0.984,1.39E-01,NA,NA,NA,0.014077019
HSD17B4,Brain Prefrontal cortex,BP,Wald ratio,1,1.056,1.41E-01,NA,NA,NA,0.013489825
NINJ2,Brain Prefrontal cortex,BP,Wald ratio,1,0.975,1.42E-01,NA,NA,NA,0.014170747
NPM1,Brain Prefrontal cortex,BP,Wald ratio,1,1.032,1.43E-01,NA,NA,NA,0.013910108
APAF1,Brain Prefrontal cortex,BP,Wald ratio,1,0.971,1.47E-01,NA,NA,NA,0.022196406
ABCA7,Brain Prefrontal cortex,BP,Wald ratio,1,0.962,1.50E-01,NA,NA,NA,0.015000686
HHAT,Brain Prefrontal cortex,BP,Wald ratio,1,1.028,1.51E-01,NA,NA,NA,0.013910328
EXT1,Brain Prefrontal cortex,BP,Wald ratio,1,1.013,1.51E-01,NA,NA,NA,0.015767441
HTATIP2,Brain Prefrontal cortex,BP,Wald ratio,1,1.035,1.57E-01,NA,NA,NA,0.012581863
ZNF385D,Brain Prefrontal cortex,BP,Wald ratio,1,1.027,1.59E-01,NA,NA,NA,0.024091109
NAALADL2,Brain Prefrontal cortex,BP,Inverse variance weighted,2,1.024,1.59E-01,NA,0.248918752,NA,0.022858249
ERBB4,Brain Prefrontal cortex,BP,Wald ratio,1,0.982,1.60E-01,NA,NA,NA,0.012405459
NBPF3,Brain Prefrontal cortex,BP,Wald ratio,1,0.976,1.64E-01,NA,NA,NA,0.012212146
LHCGR,Brain Prefrontal cortex,BP,Wald ratio,1,1.018,1.68E-01,NA,NA,NA,0.014718237
CACNG8,Brain Prefrontal cortex,BP,Wald ratio,1,0.964,1.72E-01,NA,NA,NA,0.01298625
FAM107B,Brain Prefrontal cortex,BP,Wald ratio,1,0.976,1.73E-01,NA,NA,NA,0.016693361
ABCA1,Brain Prefrontal cortex,BP,Wald ratio,1,1.04,1.73E-01,NA,NA,NA,0.016815173
PPP4R4,Brain Prefrontal cortex,BP,Wald ratio,1,1.024,1.78E-01,NA,NA,NA,0.016373583
SLC5A10,Brain Prefrontal cortex,BP,Wald ratio,1,0.958,1.79E-01,NA,NA,NA,0.015080687
NXN,Brain Prefrontal cortex,BP,Inverse variance weighted,2,0.987,1.80E-01,NA,0.296161523,NA,0.025256127
PCNT,Brain Prefrontal cortex,BP,Wald ratio,1,1.034,1.81E-01,NA,NA,NA,0.010843702
NTM,Brain Prefrontal cortex,BP,Weighted median,3,1.014,1.84E-01,0.879195825,0.027346325,0.227462493,0.05918542
ITGB3,Brain Prefrontal cortex,BP,Wald ratio,1,1.036,1.85E-01,NA,NA,NA,0.011279748
GPATCH2,Brain Prefrontal cortex,BP,Wald ratio,1,0.969,1.86E-01,NA,NA,NA,0.011342458
TBX19,Brain Prefrontal cortex,BP,Wald ratio,1,0.968,1.86E-01,NA,NA,NA,0.021965721
SEC14L5,Brain Prefrontal cortex,BP,Wald ratio,1,0.974,1.91E-01,NA,NA,NA,0.010903169
LMF1,Brain Prefrontal cortex,BP,Inverse variance weighted,2,0.979,1.95E-01,NA,0.185607679,NA,0.005604673
BCL11A,Brain Prefrontal cortex,BP,Wald ratio,1,0.977,2.02E-01,NA,NA,NA,0.012087654
SLC8A1,Brain Prefrontal cortex,BP,Wald ratio,1,0.974,2.04E-01,NA,NA,NA,0.01046834
BIN1,Brain Prefrontal cortex,BP,Wald ratio,1,0.949,2.04E-01,NA,NA,NA,0.013832656
HRNR,Brain Prefrontal cortex,BP,Wald ratio,1,0.986,2.05E-01,NA,NA,NA,0.010693663
PLEKHS1,Brain Prefrontal cortex,BP,Wald ratio,1,0.983,2.10E-01,NA,NA,NA,0.010273195
SLC38A9,Brain Prefrontal cortex,BP,Wald ratio,1,0.977,2.11E-01,NA,NA,NA,0.010691703
WDR37,Brain Prefrontal cortex,BP,Wald ratio,1,0.976,2.11E-01,NA,NA,NA,0.015186858
COL19A1,Brain Prefrontal cortex,BP,Wald ratio,1,0.975,2.11E-01,NA,NA,NA,0.010585676
ARHGAP24,Brain Prefrontal cortex,BP,Wald ratio,1,1.012,2.16E-01,NA,NA,NA,0.010707935
DLGAP2,Brain Prefrontal cortex,BP,Inverse variance weighted,6,1.014,2.16E-01,0.002044568,0.002938603,0.631817477,0.007461051
METTL4,Brain Prefrontal cortex,BP,Wald ratio,1,1.021,2.16E-01,NA,NA,NA,0.011625675
CDK14,Brain Prefrontal cortex,BP,Wald ratio,1,1.029,2.19E-01,NA,NA,NA,0.009377583
HOMER1,Brain Prefrontal cortex,BP,Wald ratio,1,0.97,2.19E-01,NA,NA,NA,0.003019494
HPCAL1,Brain Prefrontal cortex,BP,Wald ratio,1,0.961,2.21E-01,NA,NA,NA,0.010232138
BORCS5,Brain Prefrontal cortex,BP,Wald ratio,1,0.98,2.22E-01,NA,NA,NA,0.009879963
C1orf159,Brain Prefrontal cortex,BP,Wald ratio,1,1.013,2.22E-01,NA,NA,NA,0.014037019
WNK2,Brain Prefrontal cortex,BP,Wald ratio,1,1.03,2.23E-01,NA,NA,NA,0.009865967
RNF215,Brain Prefrontal cortex,BP,Wald ratio,1,1.039,2.24E-01,NA,NA,NA,0.011445157
DNAH1,Brain Prefrontal cortex,BP,Wald ratio,1,1.029,2.26E-01,NA,NA,NA,0.014466756
PASK,Brain Prefrontal cortex,BP,Wald ratio,1,1.017,2.28E-01,NA,NA,NA,0.019463741
NTM,Brain Prefrontal cortex,BP,MR Egger,3,1.17,2.28E-01,0.879195825,0.027346325,0.227462493,0.05918542
MTNR1A,Brain Prefrontal cortex,BP,Wald ratio,1,0.962,2.30E-01,NA,NA,NA,0.020260962
HLA-DPB1,Brain Prefrontal cortex,BP,Wald ratio,1,1.029,2.32E-01,NA,NA,NA,0.010950512
RPTOR,Brain Prefrontal cortex,BP,Weighted mode,3,0.97,2.32E-01,0.017182972,0.035404128,0.746551641,0.005194816
FAM120B,Brain Prefrontal cortex,BP,Wald ratio,1,1.018,2.32E-01,NA,NA,NA,0.009867423
COL5A2,Brain Prefrontal cortex,BP,Wald ratio,1,0.972,2.33E-01,NA,NA,NA,0.011922678
TP73,Brain Prefrontal cortex,BP,Wald ratio,1,0.975,2.35E-01,NA,NA,NA,0.013715781
OPRL1,Brain Prefrontal cortex,BP,Wald ratio,1,0.986,2.36E-01,NA,NA,NA,0.009676039
ATP11A,Brain Prefrontal cortex,BP,Inverse variance weighted,2,0.985,2.38E-01,NA,0.828405701,NA,0.006057044
FOXP1,Brain Prefrontal cortex,BP,Wald ratio,1,1.023,2.40E-01,NA,NA,NA,0.010127975
UTS2R,Brain Prefrontal cortex,BP,Wald ratio,1,1.016,2.41E-01,NA,NA,NA,0.022129983
CACNA1C,Brain Prefrontal cortex,BP,Weighted median,3,0.987,2.41E-01,0.297613859,0.206878171,0.39917661,0.037031539
WDR62,Brain Prefrontal cortex,BP,Wald ratio,1,0.978,2.42E-01,NA,NA,NA,0.009209701
MUC12,Brain Prefrontal cortex,BP,Wald ratio,1,1.018,2.42E-01,NA,NA,NA,0.009785327
UNC45B,Brain Prefrontal cortex,BP,Wald ratio,1,0.978,2.43E-01,NA,NA,NA,0.00935857
AP5Z1,Brain Prefrontal cortex,BP,Wald ratio,1,0.962,2.44E-01,NA,NA,NA,0.020814723
CR1,Brain Prefrontal cortex,BP,Wald ratio,1,0.984,2.46E-01,NA,NA,NA,0.011401261
APBA2,Brain Prefrontal cortex,BP,Wald ratio,1,1.014,2.46E-01,NA,NA,NA,0.012620774
ZNF16,Brain Prefrontal cortex,BP,Wald ratio,1,0.987,2.46E-01,NA,NA,NA,0.010906099
TRIO,Brain Prefrontal cortex,BP,Wald ratio,1,1.013,2.46E-01,NA,NA,NA,0.009097899
PKP3,Brain Prefrontal cortex,BP,Wald ratio,1,1.02,2.49E-01,NA,NA,NA,0.010066595
ACOXL,Brain Prefrontal cortex,BP,Wald ratio,1,0.978,2.50E-01,NA,NA,NA,0.011368878
