Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
TMEM258,Brain Hypothalamus,BP,Wald ratio,1,0.803,1.77E-12,NA,NA,NA,0.889013681
FLOT1,Brain Substantia nigra,BP,Wald ratio,1,1.048,1.03E-10,NA,NA,NA,0.999999878
PBRM1,Brain Cortex,BP,Wald ratio,1,1.218,1.10E-10,NA,NA,NA,0.999999799
NT5DC2,Brain Cortex,BP,Wald ratio,1,1.361,1.10E-10,NA,NA,NA,0.999999795
SPCS1,Brain Cortex,BP,Wald ratio,1,1.458,1.10E-10,NA,NA,NA,0.999999799
GNL3,Brain Cortex,BP,Wald ratio,1,0.687,1.10E-10,NA,NA,NA,0.999992336
NEK4,Brain Cortex,BP,Wald ratio,1,1.435,1.10E-10,NA,NA,NA,0.999992173
CUL4A,Brain Cortex,BP,Wald ratio,1,0.812,5.58E-09,NA,NA,NA,0.999992035
PCID2,Brain Cortex,BP,Wald ratio,1,1.299,5.58E-09,NA,NA,NA,0.999992035
TRPT1,Brain Cortex,BP,Inverse variance weighted,2,0.89,2.33E-08,NA,0.430683911,NA,0.034146711
SCN2A,Brain Cortex,BP,Wald ratio,1,0.777,2.66E-08,NA,NA,NA,0.9999763
PRDX5,Brain Cortex,BP,Wald ratio,1,0.739,6.79E-08,NA,NA,NA,0.999923947
DNAJC4,Brain Cortex,BP,Wald ratio,1,2.476,6.79E-08,NA,NA,NA,0.99993975
AP001453.3,Brain Cortex,BP,Wald ratio,1,2.039,6.79E-08,NA,NA,NA,0.999940281
ZNF623,Brain Substantia nigra,BP,Wald ratio,1,0.914,7.21E-08,NA,NA,NA,0.772932291
NT5DC2,Brain Hypothalamus,BP,Wald ratio,1,0.935,9.81E-08,NA,NA,NA,0.999819339
ZSCAN26,Brain Hippocampus,BP,Wald ratio,1,1.065,1.40E-07,NA,NA,NA,0.999837593
ZSCAN16-AS1,Brain Cortex,BP,Wald ratio,1,0.697,2.73E-07,NA,NA,NA,0.999663918
RP1-313I6.12,Brain Cortex,BP,Wald ratio,1,0.848,2.73E-07,NA,NA,NA,0.999663918
ZSCAN26,Brain Cortex,BP,Wald ratio,1,0.476,2.73E-07,NA,NA,NA,0.999663911
UBE2E3,Brain Cortex,BP,Wald ratio,1,0.628,3.30E-07,NA,NA,NA,0.99956353
NDUFA13,Brain Cortex,BP,Wald ratio,1,1.417,3.63E-07,NA,NA,NA,0.999598737
SUGP1,Brain Cortex,BP,Wald ratio,1,1.108,3.63E-07,NA,NA,NA,0.999598737
MAU2,Brain Cortex,BP,Wald ratio,1,0.787,3.63E-07,NA,NA,NA,0.999598734
HAPLN4,Brain Cortex,BP,Wald ratio,1,2.035,3.63E-07,NA,NA,NA,0.999598737
ARFGAP3,Brain Substantia nigra,BP,Wald ratio,1,1.067,3.66E-07,NA,NA,NA,0.99914451
RP11-776H12.1,Brain Cortex,BP,Wald ratio,1,0.787,4.63E-07,NA,NA,NA,0.999360982
LINC01748,Brain Cortex,BP,Wald ratio,1,1.385,4.63E-07,NA,NA,NA,0.999360985
PNPLA6,Brain Spinal cord cervical,BP,Wald ratio,1,1.076,5.99E-07,NA,NA,NA,0.9992895
ARFGAP3,Brain Nucleus accumbens basal ganglia,BP,Wald ratio,1,0.93,6.41E-07,NA,NA,NA,0.999085665
ARFGAP3,Brain Cortex,BP,Wald ratio,1,1.075,9.89E-07,NA,NA,NA,0.998623898
PACSIN2,Brain Cortex,BP,Wald ratio,1,1.323,9.89E-07,NA,NA,NA,0.998611805
ZNF514,Brain Hippocampus,BP,Wald ratio,1,0.906,1.00E-06,NA,NA,NA,0.881385511
PSMD3,Brain Cortex,BP,Wald ratio,1,0.426,1.64E-06,NA,NA,NA,0.99793444
THRA,Brain Cortex,BP,Wald ratio,1,1.073,1.64E-06,NA,NA,NA,0.997934593
MED24,Brain Cortex,BP,Wald ratio,1,0.752,1.64E-06,NA,NA,NA,0.99793181
THRA,Brain Hypothalamus,BP,Wald ratio,1,0.932,1.64E-06,NA,NA,NA,0.997934579
THRA,Brain Nucleus accumbens basal ganglia,BP,Wald ratio,1,0.95,1.64E-06,NA,NA,NA,0.997934593
XPNPEP3,Brain Hypothalamus,BP,Wald ratio,1,1.057,1.76E-06,NA,NA,NA,0.997634678
