Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
EXOS8,ROSMAP,ANX,Wald ratio,1,3.20E+13,5.30E-04,NA,NA,NA,5.85E-05
KAD5,BannerBBDP,ANX,Inverse variance weighted,4,13.341,5.59E-04,0.872815361,0.605644975,0.336745338,1.19E-06
TCAF1,BannerBBDP,ANX,Wald ratio,1,1739.524,1.01E-03,NA,NA,NA,6.63E-06
CMPK2,BannerBBDP,ANX,Inverse variance weighted,8,0.055,1.37E-03,0.935750927,0.901901688,0.357177198,3.44E-07
SYNPO,ROSMAP,ANX,Inverse variance weighted,2,1670063000,1.63E-03,NA,0.548037423,NA,1.74E-07
SEM4A,BannerBBDP,ANX,Inverse variance weighted,2,0.054,1.77E-03,NA,0.912745674,NA,0.000231832
LBP,ROSMAP,ANX,Inverse variance weighted,4,1.807,1.90E-03,0.383260148,0.491618349,0.555389583,1.19E-05
ADSSP,BannerBBDP,ANX,Inverse variance weighted,5,0.086,2.06E-03,0.457026279,0.589075368,0.675590335,4.68E-07
NEDD8,ROSMAP,ANX,Inverse variance weighted,4,0,2.07E-03,0.722361587,0.605481596,0.388715943,1.32E-07
KCNJ3,BannerBBDP,ANX,Inverse variance weighted,4,0.141,2.19E-03,0.648675727,0.727392287,0.574682503,6.65E-07
CALB1,ROSMAP,ANX,Inverse variance weighted,2,32993480000,2.23E-03,NA,0.722271543,NA,4.28E-06
NUD12,ROSMAP,ANX,Inverse variance weighted,5,0.153,2.23E-03,0.571085335,0.413737113,0.258242558,0.00026675
CYLD,ROSMAP,ANX,Inverse variance weighted,4,1913.276,2.29E-03,0.698887882,0.407464869,0.277635224,1.21E-07
HSDL2,BannerBBDP,ANX,Wald ratio,1,16.587,2.35E-03,NA,NA,NA,0.000225244
RINT1,ROSMAP,ANX,Inverse variance weighted,3,0.065,2.46E-03,0.490257242,0.742186786,0.787419926,1.51E-07
PAHX,BannerBBDP,ANX,Inverse variance weighted,3,0.073,2.60E-03,0.857194872,0.912240221,0.763820237,8.76E-06
YIF1B,BannerBBDP,ANX,Inverse variance weighted,2,0,2.65E-03,NA,0.644947769,NA,4.01E-07
BCLF1,ROSMAP,ANX,Wald ratio,1,3.78E+11,2.80E-03,NA,NA,NA,3.67E-07
SMG5,BannerBBDP,ANX,Inverse variance weighted,2,0.001,2.96E-03,NA,0.33062783,NA,2.42E-06
TRHDE,ROSMAP,ANX,Inverse variance weighted,4,0.005,3.01E-03,0.954083661,0.780500658,0.424233897,1.97E-06
MF2L2,BannerBBDP,ANX,Inverse variance weighted,5,6.223,3.19E-03,0.397118538,0.548403914,0.781481499,4.51E-07
RB27B,BannerBBDP,ANX,Inverse variance weighted,3,0.45,3.25E-03,0.954798671,0.996775735,0.963767924,0.195978214
FIP1,BannerBBDP,ANX,Wald ratio,1,6993952000,3.29E-03,NA,NA,NA,3.68E-07
CAD13,ROSMAP,ANX,Inverse variance weighted,22,2.115,3.34E-03,0.247221429,0.218754668,0.234643534,0.000518056
DEN6B,ROSMAP,ANX,Inverse variance weighted,2,221.014,3.59E-03,NA,0.729521433,NA,1.07E-06
ATP5I,BannerBBDP,ANX,Inverse variance weighted,5,0.001,3.63E-03,0.527549551,0.593101309,0.505035013,6.12E-07
IPO13,ROSMAP,ANX,Inverse variance weighted,3,5.486,3.69E-03,0.922268715,0.923675638,0.765287623,7.13E-07
