Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
LARS2,Brain,ANX,Wald ratio,1,1.909,8.39E-04,NA,NA,NA,0.823342299
PPM1F,Brain,ANX,Wald ratio,1,0.815,1.94E-03,NA,NA,NA,0.601212508
SLC22A15,Brain,ANX,Wald ratio,1,0.731,2.40E-03,NA,NA,NA,0.577805331
STAP2,Brain,ANX,Wald ratio,1,0.829,5.07E-03,NA,NA,NA,0.414292662
GPSM1,Brain,ANX,Wald ratio,1,0.605,6.82E-03,NA,NA,NA,0.454974154
ARHGEF10,Brain,ANX,Inverse variance weighted,2,1.289,8.22E-03,NA,0.864392026,NA,0.077091754
SLC28A1,Brain,ANX,Wald ratio,1,0.701,8.85E-03,NA,NA,NA,0.32902642
CROCC,Brain,ANX,Wald ratio,1,1.404,1.05E-02,NA,NA,NA,0.31064364
CD82,Brain,ANX,Wald ratio,1,1.389,1.11E-02,NA,NA,NA,0.321672811
PACRG,Brain,ANX,Inverse variance weighted,2,1.109,1.17E-02,NA,0.497915229,NA,0.278703264
ST8SIA5-DT,Brain,ANX,Wald ratio,1,1.254,1.21E-02,NA,NA,NA,0.242118514
ENSG00000233569,Brain,ANX,Wald ratio,1,0.853,1.28E-02,NA,NA,NA,0.266725389
TOGARAM2,Brain,ANX,Wald ratio,1,1.103,1.64E-02,NA,NA,NA,0.217860572
ENSG00000241449,Brain,ANX,Wald ratio,1,0.666,1.66E-02,NA,NA,NA,0.281626669
LINC02406,Brain,ANX,Wald ratio,1,1.112,1.72E-02,NA,NA,NA,0.194884304
FAM171B,Brain,ANX,Wald ratio,1,1.236,1.76E-02,NA,NA,NA,0.17560347
ENSG00000241525,Brain,ANX,Wald ratio,1,1.157,1.78E-02,NA,NA,NA,0.21374291
ANKS1A,Brain,ANX,Wald ratio,1,1.108,2.03E-02,NA,NA,NA,0.159111152
MED12L,Brain,ANX,Wald ratio,1,0.788,2.29E-02,NA,NA,NA,0.150638018
RALGPS1,Brain,ANX,Wald ratio,1,0.886,2.50E-02,NA,NA,NA,0.143829063
ZNF316,Brain,ANX,Wald ratio,1,0.826,2.58E-02,NA,NA,NA,0.156444766
NUTM2E,Brain,ANX,Wald ratio,1,1.998,2.72E-02,NA,NA,NA,0.238422916
DPP6,Brain,ANX,Wald ratio,1,1.366,2.84E-02,NA,NA,NA,0.210214655
SYTL2,Brain,ANX,Wald ratio,1,1.157,3.28E-02,NA,NA,NA,0.117854033
RPH3AL,Brain,ANX,Wald ratio,1,1.395,3.42E-02,NA,NA,NA,0.16363183
ENSG00000286565,Brain,ANX,Wald ratio,1,1.202,3.50E-02,NA,NA,NA,0.114099808
LINC02930,Brain,ANX,Wald ratio,1,0.808,3.63E-02,NA,NA,NA,0.127058361
LINC01500,Brain,ANX,Wald ratio,1,1.118,3.80E-02,NA,NA,NA,0.098590757
ENSG00000286296,Brain,ANX,Wald ratio,1,1.271,3.82E-02,NA,NA,NA,0.109177679
LURAP1L-AS1,Brain,ANX,Wald ratio,1,0.909,3.94E-02,NA,NA,NA,0.10615483
PLSCR2,Brain,ANX,Wald ratio,1,1.189,3.99E-02,NA,NA,NA,0.096792301
FAM21EP,Brain,ANX,Wald ratio,1,1.202,4.04E-02,NA,NA,NA,0.167831861
LINC00910,Brain,ANX,Wald ratio,1,1.228,4.16E-02,NA,NA,NA,0.10774406
SPATC1L,Brain,ANX,Wald ratio,1,0.834,4.36E-02,NA,NA,NA,0.118283232
MYO3B,Brain,ANX,Wald ratio,1,0.882,4.44E-02,NA,NA,NA,0.09637724
INSR,Brain,ANX,Wald ratio,1,1.199,4.67E-02,NA,NA,NA,0.084547152
ENSG00000290548,Brain,ANX,Wald ratio,1,0.836,4.74E-02,NA,NA,NA,0.137894912
TRIM2,Brain,ANX,Wald ratio,1,0.875,4.75E-02,NA,NA,NA,0.085320113
RMI2,Brain,ANX,Wald ratio,1,1.119,4.85E-02,NA,NA,NA,0.081220292
CALN1,Brain,ANX,Wald ratio,1,0.85,4.90E-02,NA,NA,NA,0.085561773
HRNR,Brain,ANX,Wald ratio,1,1.225,4.95E-02,NA,NA,NA,0.139382028
LINC01841,Brain,ANX,Wald ratio,1,0.813,5.02E-02,NA,NA,NA,0.091335515
CDHR4,Brain,ANX,Wald ratio,1,1.156,5.08E-02,NA,NA,NA,0.096619657
LYPD5,Brain,ANX,Wald ratio,1,0.851,5.11E-02,NA,NA,NA,0.110297414
SMG1P2,Brain,ANX,Wald ratio,1,0.853,5.38E-02,NA,NA,NA,0.118027339
KANK1,Brain,ANX,Wald ratio,1,0.813,5.52E-02,NA,NA,NA,0.085281509
P4HA2,Brain,ANX,Wald ratio,1,0.866,5.55E-02,NA,NA,NA,0.077990544
PLD5,Brain,ANX,Wald ratio,1,0.859,5.68E-02,NA,NA,NA,0.074580444
ROR1,Brain,ANX,Wald ratio,1,1.122,5.69E-02,NA,NA,NA,0.085065725
KAT2A,Brain,ANX,Wald ratio,1,0.796,5.76E-02,NA,NA,NA,0.097294505
ENSG00000223646,Brain,ANX,Wald ratio,1,0.826,5.76E-02,NA,NA,NA,0.084945173
ZNF302,Brain,ANX,Wald ratio,1,0.878,6.02E-02,NA,NA,NA,0.076559685
TIAM1,Brain,ANX,Wald ratio,1,0.831,6.02E-02,NA,NA,NA,0.072847073
ANK2,Brain,ANX,Wald ratio,1,1.189,6.07E-02,NA,NA,NA,0.074141954
RPL13,Brain,ANX,Wald ratio,1,1.13,6.16E-02,NA,NA,NA,0.084656989
PKDCC,Brain,ANX,Wald ratio,1,0.809,6.33E-02,NA,NA,NA,0.093167514
RPS9,Brain,ANX,Wald ratio,1,1.331,6.56E-02,NA,NA,NA,0.092714728
KDM4C,Brain,ANX,Wald ratio,1,1.179,6.64E-02,NA,NA,NA,0.071140382
ENSG00000253235,Brain,ANX,Wald ratio,1,1.126,6.70E-02,NA,NA,NA,0.082869444
KCNK1,Brain,ANX,Wald ratio,1,0.806,6.76E-02,NA,NA,NA,0.089225053
GALNT6,Brain,ANX,Wald ratio,1,1.125,6.87E-02,NA,NA,NA,0.072108486
CNPPD1,Brain,ANX,Wald ratio,1,1.165,6.89E-02,NA,NA,NA,0.069183868
MSC-AS1,Brain,ANX,Wald ratio,1,0.862,7.03E-02,NA,NA,NA,0.061231751
TIMM50,Brain,ANX,Wald ratio,1,0.86,7.05E-02,NA,NA,NA,0.063916823
PFKFB3,Brain,ANX,Wald ratio,1,1.312,7.06E-02,NA,NA,NA,0.096342846
CDSN,Brain,ANX,Wald ratio,1,0.753,7.22E-02,NA,NA,NA,0.105876665
DNAH1,Brain,ANX,Wald ratio,1,0.89,7.22E-02,NA,NA,NA,0.077427564
HLA-J,Brain,ANX,Wald ratio,1,1.736,7.23E-02,NA,NA,NA,0.131484209
SLC39A10,Brain,ANX,Wald ratio,1,1.165,7.26E-02,NA,NA,NA,0.066557101
MYO9B,Brain,ANX,Wald ratio,1,0.823,7.43E-02,NA,NA,NA,0.067118131
ZNF569,Brain,ANX,Wald ratio,1,0.888,7.51E-02,NA,NA,NA,0.061927818
RUBCN,Brain,ANX,Wald ratio,1,1.307,7.56E-02,NA,NA,NA,0.103740692
ZFP82,Brain,ANX,Wald ratio,1,0.824,7.58E-02,NA,NA,NA,0.069315954
ENSG00000239381,Brain,ANX,Wald ratio,1,1.241,7.75E-02,NA,NA,NA,0.07450731
GFOD1,Brain,ANX,Wald ratio,1,0.842,7.81E-02,NA,NA,NA,0.062311357
SMG5,Brain,ANX,Wald ratio,1,1.164,7.86E-02,NA,NA,NA,0.055886079
SLC45A4,Brain,ANX,Wald ratio,1,0.865,7.87E-02,NA,NA,NA,0.05736271
ELL,Brain,ANX,Wald ratio,1,0.818,7.89E-02,NA,NA,NA,0.073538743
ENSG00000258702,Brain,ANX,Wald ratio,1,1.375,8.15E-02,NA,NA,NA,0.088831486
ANXA6,Brain,ANX,Wald ratio,1,0.844,8.18E-02,NA,NA,NA,0.058591913
MARVELD1,Brain,ANX,Wald ratio,1,1.169,8.31E-02,NA,NA,NA,0.066092031
ERGIC1,Brain,ANX,Wald ratio,1,0.939,8.41E-02,NA,NA,NA,0.055617909
SEPTIN9,Brain,ANX,Wald ratio,1,1.111,8.46E-02,NA,NA,NA,0.056765266
RABL2A,Brain,ANX,Wald ratio,1,1.514,8.48E-02,NA,NA,NA,0.104252107
EXOC2,Brain,ANX,Wald ratio,1,0.898,8.65E-02,NA,NA,NA,0.054129025
SLC25A10,Brain,ANX,Wald ratio,1,0.864,8.77E-02,NA,NA,NA,0.067627838
CPB2,Brain,ANX,Wald ratio,1,0.81,8.80E-02,NA,NA,NA,0.066716927
CACNA1C,Brain,ANX,Wald ratio,1,0.882,9.13E-02,NA,NA,NA,0.057242485
ZNF100,Brain,ANX,Wald ratio,1,0.904,9.15E-02,NA,NA,NA,0.056989759
