Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
PLCB4,Brain Prefrontal cortex,ANX,Wald ratio,1,0.876,2.51E-03,NA,NA,NA,0.539145911
CSMD2,Brain Prefrontal cortex,ANX,Wald ratio,1,0.806,2.73E-03,NA,NA,NA,0.527789041
TSNARE1,Brain Prefrontal cortex,ANX,Wald ratio,1,0.885,3.36E-03,NA,NA,NA,0.473972417
ENOSF1,Brain Prefrontal cortex,ANX,Wald ratio,1,1.17,5.38E-03,NA,NA,NA,0.380308911
DNAJC6,Brain Prefrontal cortex,ANX,Wald ratio,1,1.145,5.49E-03,NA,NA,NA,0.361003843
CR1,Brain Prefrontal cortex,ANX,Wald ratio,1,1.112,6.30E-03,NA,NA,NA,0.385770039
NPM1,Brain Prefrontal cortex,ANX,Wald ratio,1,1.173,9.52E-03,NA,NA,NA,0.269466453
PIERCE2,Brain Prefrontal cortex,ANX,Wald ratio,1,0.655,1.03E-02,NA,NA,NA,0.361214128
PLCH1,Brain Prefrontal cortex,ANX,Wald ratio,1,0.83,1.08E-02,NA,NA,NA,0.149870021
COLEC11,Brain Prefrontal cortex,ANX,Wald ratio,1,1.126,1.54E-02,NA,NA,NA,0.238360437
PLCG2,Brain Prefrontal cortex,ANX,Wald ratio,1,1.135,1.73E-02,NA,NA,NA,0.20470319
CHPT1,Brain Prefrontal cortex,ANX,Wald ratio,1,1.124,1.82E-02,NA,NA,NA,0.227345753
F13A1,Brain Prefrontal cortex,ANX,Wald ratio,1,0.9,1.83E-02,NA,NA,NA,0.249305362
ANKRD33B,Brain Prefrontal cortex,ANX,Wald ratio,1,1.132,1.83E-02,NA,NA,NA,0.16799161
PREX1,Brain Prefrontal cortex,ANX,Wald ratio,1,1.239,2.13E-02,NA,NA,NA,0.18996731
OTUD7A,Brain Prefrontal cortex,ANX,Wald ratio,1,1.119,2.22E-02,NA,NA,NA,0.173597524
CHST9,Brain Prefrontal cortex,ANX,Wald ratio,1,0.855,2.32E-02,NA,NA,NA,0.152724087
RPH3AL,Brain Prefrontal cortex,ANX,Weighted median,4,0.892,2.43E-02,0.096089318,0.187467842,0.848754843,0.113713873
TBX19,Brain Prefrontal cortex,ANX,Wald ratio,1,1.198,2.61E-02,NA,NA,NA,0.222313275
ADCY2,Brain Prefrontal cortex,ANX,Wald ratio,1,0.873,2.76E-02,NA,NA,NA,0.119453608
LAPTM5,Brain Prefrontal cortex,ANX,Wald ratio,1,0.866,2.92E-02,NA,NA,NA,0.116218002
NFATC1,Brain Prefrontal cortex,ANX,Wald ratio,1,0.864,3.07E-02,NA,NA,NA,0.133547542
SLC35E2B,Brain Prefrontal cortex,ANX,Wald ratio,1,1.347,3.20E-02,NA,NA,NA,0.205861754
PTPRJ,Brain Prefrontal cortex,ANX,Wald ratio,1,0.911,3.31E-02,NA,NA,NA,0.119368502
KLK7,Brain Prefrontal cortex,ANX,Wald ratio,1,0.85,3.31E-02,NA,NA,NA,0.139316863
TAF4,Brain Prefrontal cortex,ANX,Wald ratio,1,0.949,3.86E-02,NA,NA,NA,0.101177006
TSHR,Brain Prefrontal cortex,ANX,Wald ratio,1,0.857,4.03E-02,NA,NA,NA,0.103868473
ANGPT4,Brain Prefrontal cortex,ANX,Wald ratio,1,1.098,4.45E-02,NA,NA,NA,0.102591524
CD59,Brain Prefrontal cortex,ANX,Wald ratio,1,0.803,4.68E-02,NA,NA,NA,0.141478305
