Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
SPINK8,Oligodendrocytes,ED,Wald ratio,1,0.732,5.95E-07,NA,NA,NA,0.116041675
CCDC71,Pericytes,ED,Wald ratio,1,1.162,5.95E-07,NA,NA,NA,0.076616174
WDR6,Epen1_D52_ROT,ED,Wald ratio,1,1.214,5.96E-07,NA,NA,NA,0.99908488
WDR6,Epen1_D52,ED,Wald ratio,1,1.271,6.18E-07,NA,NA,NA,0.999346883
PRKAR2A,Microglia,ED,Wald ratio,1,0.737,6.42E-07,NA,NA,NA,0.064373171
WDR6,Astro_D52_ROT,ED,Wald ratio,1,1.161,6.91E-07,NA,NA,NA,0.999296082
DALRD3,Oligodendrocytes,ED,Wald ratio,1,1.418,7.17E-07,NA,NA,NA,0.073637685
P4HA1,Oligodendrocytes,ED,Wald ratio,1,1.433,7.24E-07,NA,NA,NA,0.056490195
CACNA2D2,OPCs / COPs,ED,Wald ratio,1,1.325,7.88E-07,NA,NA,NA,0.052976143
RHOA,Excitatory neurons,ED,Wald ratio,1,0.498,8.04E-07,NA,NA,NA,0.049799754
ASB3,OPCs / COPs,ED,Wald ratio,1,0.804,8.50E-07,NA,NA,NA,0.28930886
CCDC117,OPCs / COPs,ED,Wald ratio,1,0.715,8.58E-07,NA,NA,NA,0.051432807
CRACR2A,Excitatory neurons,ED,Wald ratio,1,0.699,9.94E-07,NA,NA,NA,0.052217219
ZMYND10,Oligodendrocytes,ED,Wald ratio,1,1.517,1.05E-06,NA,NA,NA,0.044239725
IFRD2,Oligodendrocytes,ED,Wald ratio,1,1.692,1.05E-06,NA,NA,NA,0.0459137
ADK,Inhibitory neurons,ED,Wald ratio,1,0.699,1.20E-06,NA,NA,NA,0.05729585
WDR6,Oligodendrocytes,ED,Wald ratio,1,0.859,1.24E-06,NA,NA,NA,0.99879581
WDR6,Astrocytes,ED,Wald ratio,1,0.559,1.33E-06,NA,NA,NA,0.041543973
P4HTM,P_FPP_D11,ED,Wald ratio,1,0.857,1.43E-06,NA,NA,NA,0.998628868
P4HTM,DA_D52,ED,Wald ratio,1,0.707,1.43E-06,NA,NA,NA,0.998566315
P4HTM,DA_D52_ROT,ED,Wald ratio,1,0.743,1.43E-06,NA,NA,NA,0.998576666
GPX1,Epen1_D52,ED,Wald ratio,1,0.727,1.52E-06,NA,NA,NA,0.992871046
WDR6,P_FPP_D11,ED,Wald ratio,1,1.207,1.54E-06,NA,NA,NA,0.998528732
WDR6,FPP_D30,ED,Wald ratio,1,1.277,1.54E-06,NA,NA,NA,0.998525612
NDUFAF3,DA_D52_ROT,ED,Wald ratio,1,0.796,1.60E-06,NA,NA,NA,0.993985402
AC005833.1,Microglia,ED,Wald ratio,1,1.259,1.88E-06,NA,NA,NA,0.037850617
EIF4A1,Excitatory neurons,ED,Wald ratio,1,0.595,1.96E-06,NA,NA,NA,0.040167323
WDR6,FPP_D11,ED,Wald ratio,1,1.244,2.13E-06,NA,NA,NA,0.997998934
P4HTM,Epen1_D52,ED,Wald ratio,1,0.733,2.13E-06,NA,NA,NA,0.997850865
MGMT,Oligodendrocytes,ED,Wald ratio,1,1.16,2.15E-06,NA,NA,NA,0.627790047
LINC02666,Inhibitory neurons,ED,Wald ratio,1,1.227,2.29E-06,NA,NA,NA,0.224232226
C11orf71,Inhibitory neurons,ED,Wald ratio,1,0.779,3.04E-06,NA,NA,NA,0.073244206
ATAD2B,OPCs / COPs,ED,Wald ratio,1,0.749,3.63E-06,NA,NA,NA,0.028211276
MST1,Microglia,ED,Wald ratio,1,1.252,3.78E-06,NA,NA,NA,0.040274281
ZBTB16,Excitatory neurons,ED,Wald ratio,1,1.587,4.53E-06,NA,NA,NA,0.052058416
SEC14L2,Endothelial cells,ED,Wald ratio,1,1.292,4.94E-06,NA,NA,NA,0.018086101
CCDC36,Excitatory neurons,ED,Wald ratio,1,1.338,4.98E-06,NA,NA,NA,0.041096979
C3orf62,Pericytes,ED,Wald ratio,1,1.309,4.98E-06,NA,NA,NA,0.017637658
ATAD2B,Pericytes,ED,Wald ratio,1,1.227,5.42E-06,NA,NA,NA,0.020528139
DNAJC22,FPP_D11,ED,Wald ratio,1,0.827,5.67E-06,NA,NA,NA,0.994678925
DNAJC22,P_FPP_D11,ED,Wald ratio,1,0.814,5.67E-06,NA,NA,NA,0.990667624
MGMT,Microglia,ED,Wald ratio,1,1.173,5.84E-06,NA,NA,NA,0.159615271
CTBP2,Astrocytes,ED,Wald ratio,1,1.507,6.58E-06,NA,NA,NA,0.020844281
GPX1,Sert_D52_ROT,ED,Wald ratio,1,0.811,6.78E-06,NA,NA,NA,0.987482687
WDR6,Endothelial cells,ED,Wald ratio,1,0.853,6.79E-06,NA,NA,NA,0.026093259
COL7A1,Oligodendrocytes,ED,Wald ratio,1,0.632,6.79E-06,NA,NA,NA,0.013717144
MGMT,Inhibitory neurons,ED,Wald ratio,1,1.154,6.80E-06,NA,NA,NA,0.514245017
MGMT,Epen1_D52_ROT,ED,Wald ratio,1,0.927,6.80E-06,NA,NA,NA,0.993928357
MGMT,Epen1_D52,ED,Wald ratio,1,0.926,6.80E-06,NA,NA,NA,0.993928357
MGMT,Sert_D30,ED,Wald ratio,1,0.896,6.80E-06,NA,NA,NA,0.993928356
MGMT,FPP_D30,ED,Wald ratio,1,0.888,6.80E-06,NA,NA,NA,0.993928323
MGMT,DA_D52_ROT,ED,Wald ratio,1,0.901,6.80E-06,NA,NA,NA,0.993928037
MGMT,Epen1_D30,ED,Wald ratio,1,0.912,6.80E-06,NA,NA,NA,0.993928356
MGMT,Astro_D52_ROT,ED,Wald ratio,1,0.917,6.80E-06,NA,NA,NA,0.993776673
MGMT,FPP_D11,ED,Wald ratio,1,0.878,6.80E-06,NA,NA,NA,0.993928332
MGMT,P_FPP_D11,ED,Wald ratio,1,0.884,6.80E-06,NA,NA,NA,0.993928356
MGMT,Sert_D52,ED,Wald ratio,1,0.922,6.80E-06,NA,NA,NA,0.993928357
DNAJC22,Epen1_D52,ED,Wald ratio,1,0.788,7.91E-06,NA,NA,NA,0.977582878
RNF123,OPCs / COPs,ED,Wald ratio,1,1.17,8.80E-06,NA,NA,NA,0.029673216
HEATR1,Sert_D30,ED,Wald ratio,1,1.244,9.23E-06,NA,NA,NA,0.533845886
AKR1B1,Excitatory neurons,ED,Wald ratio,1,0.522,9.82E-06,NA,NA,NA,0.010653518
USP4,Oligodendrocytes,ED,Wald ratio,1,0.681,1.01E-05,NA,NA,NA,0.009415721
GMPPB,Microglia,ED,Wald ratio,1,1.439,1.14E-05,NA,NA,NA,0.009230262
VCL,DA_D30,ED,Wald ratio,1,0.889,1.14E-05,NA,NA,NA,0.99016601
Z84492.2,Pericytes,ED,Wald ratio,1,0.814,1.29E-05,NA,NA,NA,0.008369851
FUT11,Pericytes,ED,Wald ratio,1,1.212,1.33E-05,NA,NA,NA,0.008551715
ECD,OPCs / COPs,ED,Wald ratio,1,1.288,1.55E-05,NA,NA,NA,0.006577419
TTLL12,DA_D52,ED,Wald ratio,1,0.83,1.66E-05,NA,NA,NA,0.984543129
DAG1,Endothelial cells,ED,Wald ratio,1,0.785,1.87E-05,NA,NA,NA,0.0055054
CNPY2,Endothelial cells,ED,Wald ratio,1,0.771,2.06E-05,NA,NA,NA,0.005325591
RBM6,DA_D30,ED,Wald ratio,1,1.252,2.07E-05,NA,NA,NA,0.982422577
RBM6,FPP_D30,ED,Wald ratio,1,1.298,2.09E-05,NA,NA,NA,0.972330578
HES7,Endothelial cells,ED,Wald ratio,1,1.149,2.19E-05,NA,NA,NA,0.005037587
IKZF4,Astrocytes,ED,Wald ratio,1,0.833,2.29E-05,NA,NA,NA,0.00505804
ERBB3,OPCs / COPs,ED,Wald ratio,1,0.823,2.29E-05,NA,NA,NA,0.00805278
ANKRD52,Astrocytes,ED,Wald ratio,1,0.771,2.38E-05,NA,NA,NA,0.006218879
AQP11,OPCs / COPs,ED,Wald ratio,1,1.367,2.48E-05,NA,NA,NA,0.007312952
RBM6,Oligodendrocytes,ED,Wald ratio,1,0.828,2.48E-05,NA,NA,NA,0.175244739
PXDNL,Inhibitory neurons,ED,Wald ratio,1,0.847,2.56E-05,NA,NA,NA,0.061039587
RBM6,Astrocytes,ED,Wald ratio,1,0.834,2.66E-05,NA,NA,NA,0.216663205
SLC25A20,Endothelial cells,ED,Wald ratio,1,1.162,2.67E-05,NA,NA,NA,0.00688285
SLC12A5,DA_D52_ROT,ED,Wald ratio,1,0.852,2.77E-05,NA,NA,NA,0.9743131
SLC12A5,DA_D52,ED,Wald ratio,1,0.895,2.77E-05,NA,NA,NA,0.977037629
SLC12A5,Sert_D52,ED,Wald ratio,1,0.842,2.77E-05,NA,NA,NA,0.977037054
SLC12A5,Sert_D52_ROT,ED,Wald ratio,1,0.827,2.77E-05,NA,NA,NA,0.975971151
RBM6,Excitatory neurons,ED,Wald ratio,1,0.644,2.84E-05,NA,NA,NA,0.048531435
AC026523.1,Excitatory neurons,ED,Wald ratio,1,1.194,3.01E-05,NA,NA,NA,0.02175487
RNF227,Microglia,ED,Wald ratio,1,0.812,3.25E-05,NA,NA,NA,0.003573463
SLC12A5,DA_D30,ED,Wald ratio,1,0.863,3.28E-05,NA,NA,NA,0.973358368
KCNS1,Excitatory neurons,ED,Wald ratio,1,0.53,3.33E-05,NA,NA,NA,0.006412915
PTBP2,Epen1_D30,ED,Wald ratio,1,1.394,3.36E-05,NA,NA,NA,0.745943848
MGMT,DA_D30,ED,Wald ratio,1,0.882,3.42E-05,NA,NA,NA,0.972674922
MGMT,Sert_D52_ROT,ED,Wald ratio,1,0.922,3.42E-05,NA,NA,NA,0.972679157
TMEM115,Astrocytes,ED,Wald ratio,1,0.716,3.55E-05,NA,NA,NA,0.003326027
CACNA2D2,Inhibitory neurons,ED,Wald ratio,1,0.756,3.57E-05,NA,NA,NA,0.004318431
AL162725.2,Inhibitory neurons,ED,Wald ratio,1,1.271,3.58E-05,NA,NA,NA,0.00334783
CCDC36,Endothelial cells,ED,Wald ratio,1,1.168,3.59E-05,NA,NA,NA,0.003519697
SPATS2,OPCs / COPs,ED,Wald ratio,1,1.219,3.62E-05,NA,NA,NA,0.003913621
SPATS2,Oligodendrocytes,ED,Wald ratio,1,1.113,3.62E-05,NA,NA,NA,0.369165885
RBM6,Microglia,ED,Wald ratio,1,0.766,3.67E-05,NA,NA,NA,0.0082935
PRICKLE2,Astrocytes,ED,Wald ratio,1,0.651,3.95E-05,NA,NA,NA,0.003736342
RBM6,Epen1_D52_ROT,ED,Wald ratio,1,1.176,4.08E-05,NA,NA,NA,0.965828982
RBM6,DA_D52_ROT,ED,Wald ratio,1,1.176,4.20E-05,NA,NA,NA,0.963037627
ZC3H8,Sert_D52,ED,Wald ratio,1,0.827,4.37E-05,NA,NA,NA,0.93862438
ZC3H8,DA_D52,ED,Wald ratio,1,0.848,4.38E-05,NA,NA,NA,0.969173782
SUOX,Excitatory neurons,ED,Wald ratio,1,1.333,4.93E-05,NA,NA,NA,0.002306487
RPS26,Endothelial cells,ED,Wald ratio,1,0.889,4.93E-05,NA,NA,NA,0.307467397
RPS26,FPP_D11,ED,Wald ratio,1,1.063,4.93E-05,NA,NA,NA,0.961037947
RPS26,Sert_D30,ED,Wald ratio,1,1.05,4.93E-05,NA,NA,NA,0.961037947
RPS26,P_FPP_D11,ED,Wald ratio,1,1.056,4.93E-05,NA,NA,NA,0.961037947
RPS26,DA_D52_ROT,ED,Wald ratio,1,1.045,4.93E-05,NA,NA,NA,0.961037947
RPS26,Sert_D52_ROT,ED,Wald ratio,1,1.045,4.93E-05,NA,NA,NA,0.961037947
RPL41,P_FPP_D11,ED,Wald ratio,1,0.558,4.93E-05,NA,NA,NA,0.955887394
RPS26,Epen1_D30,ED,Wald ratio,1,1.049,4.93E-05,NA,NA,NA,0.961037947
RPS26,Epen1_D52_ROT,ED,Wald ratio,1,1.041,4.93E-05,NA,NA,NA,0.961037947
RPS26,Epen1_D52,ED,Wald ratio,1,1.044,4.93E-05,NA,NA,NA,0.961037947
RPS26,Astro_D52,ED,Wald ratio,1,1.043,4.93E-05,NA,NA,NA,0.961037947
RPL41,FPP_D11,ED,Wald ratio,1,0.713,4.93E-05,NA,NA,NA,0.961035868
RPS26,DA_D30,ED,Wald ratio,1,1.067,4.93E-05,NA,NA,NA,0.961037947
RPS26,Sert_D52,ED,Wald ratio,1,1.049,4.93E-05,NA,NA,NA,0.961037947
RPS26,DA_D52,ED,Wald ratio,1,1.051,4.93E-05,NA,NA,NA,0.961037947
RPS26,Astro_D52_ROT,ED,Wald ratio,1,1.042,4.93E-05,NA,NA,NA,0.961037947
RPS26,FPP_D30,ED,Wald ratio,1,1.049,4.93E-05,NA,NA,NA,0.961037947
SELENBP1,Endothelial cells,ED,Wald ratio,1,1.26,4.96E-05,NA,NA,NA,0.0031689
MCL1,Excitatory neurons,ED,Wald ratio,1,0.691,4.96E-05,NA,NA,NA,0.003059199
HCG20,Excitatory neurons,ED,Wald ratio,1,0.776,5.36E-05,NA,NA,NA,0.002721388
MON1A,Oligodendrocytes,ED,Wald ratio,1,1.413,5.49E-05,NA,NA,NA,0.002203411
GNAI2,Astrocytes,ED,Wald ratio,1,0.657,5.67E-05,NA,NA,NA,0.00314577
RNF123,Excitatory neurons,ED,Wald ratio,1,1.377,5.94E-05,NA,NA,NA,0.003077096
AC040977.1,OPCs / COPs,ED,Wald ratio,1,0.67,5.97E-05,NA,NA,NA,0.00208803
DNAH2,Inhibitory neurons,ED,Wald ratio,1,1.281,5.97E-05,NA,NA,NA,0.002165542
STX19,Endothelial cells,ED,Wald ratio,1,0.85,6.18E-05,NA,NA,NA,0.00314798
NR1D2,Sert_D52,ED,Wald ratio,1,1.229,6.34E-05,NA,NA,NA,0.953325517
NR1D2,FPP_D11,ED,Wald ratio,1,1.376,6.34E-05,NA,NA,NA,0.936944244
RBM6,P_FPP_D11,ED,Wald ratio,1,1.345,6.54E-05,NA,NA,NA,0.949440296
MIR181A2HG,Sert_D52,ED,Wald ratio,1,1.161,6.70E-05,NA,NA,NA,0.953334425
IKZF5,Excitatory neurons,ED,Wald ratio,1,1.506,6.71E-05,NA,NA,NA,0.001769487
PARM1,Inhibitory neurons,ED,Wald ratio,1,0.794,7.62E-05,NA,NA,NA,0.004432235
DLC1,Oligodendrocytes,ED,Wald ratio,1,0.858,7.74E-05,NA,NA,NA,0.798938158
KIFC1,Microglia,ED,Wald ratio,1,1.269,7.89E-05,NA,NA,NA,0.001542106
PNP,Endothelial cells,ED,Wald ratio,1,1.476,8.06E-05,NA,NA,NA,0.003373478
SEMA3F,Endothelial cells,ED,Wald ratio,1,0.799,8.12E-05,NA,NA,NA,0.00220072
C3orf18,Inhibitory neurons,ED,Wald ratio,1,0.7,8.12E-05,NA,NA,NA,0.00138333
TIGAR,Pericytes,ED,Wald ratio,1,0.716,8.54E-05,NA,NA,NA,0.001546179
RBKS,Astrocytes,ED,Wald ratio,1,0.668,8.83E-05,NA,NA,NA,0.002519729
ZC3H8,Oligodendrocytes,ED,Wald ratio,1,1.188,8.92E-05,NA,NA,NA,0.017783597
GLRB,Inhibitory neurons,ED,Wald ratio,1,0.771,9.07E-05,NA,NA,NA,0.001332541
RBM6,OPCs / COPs,ED,Wald ratio,1,0.834,9.16E-05,NA,NA,NA,0.015789279
DOCK3,Inhibitory neurons,ED,Wald ratio,1,0.657,9.16E-05,NA,NA,NA,0.003999037
AP002360.1,Oligodendrocytes,ED,Wald ratio,1,1.341,9.30E-05,NA,NA,NA,0.00219047
NUCB2,Astrocytes,ED,Wald ratio,1,1.245,9.91E-05,NA,NA,NA,0.001311995
HGS,Inhibitory neurons,ED,Wald ratio,1,0.739,1.03E-04,NA,NA,NA,0.001983345
FBXO27,OPCs / COPs,ED,Wald ratio,1,1.187,1.07E-04,NA,NA,NA,0.003178904
AC079584.1,Microglia,ED,Wald ratio,1,0.8,1.07E-04,NA,NA,NA,0.001140549
RASA2,Pericytes,ED,Wald ratio,1,0.847,1.08E-04,NA,NA,NA,0.001544654
GAS1RR,Astrocytes,ED,Wald ratio,1,0.82,1.15E-04,NA,NA,NA,0.001190051
MDH2,Astro_D52_ROT,ED,Wald ratio,1,1.185,1.23E-04,NA,NA,NA,0.920040025
AGBL3,Endothelial cells,ED,Wald ratio,1,0.863,1.26E-04,NA,NA,NA,0.001221369
PYCR1,Pericytes,ED,Wald ratio,1,0.868,1.30E-04,NA,NA,NA,0.001056509
PWWP2A,Excitatory neurons,ED,Wald ratio,1,0.708,1.37E-04,NA,NA,NA,0.001548785
PWWP2A,Sert_D52_ROT,ED,Wald ratio,1,1.146,1.37E-04,NA,NA,NA,0.906713398
PWWP2A,DA_D30,ED,Wald ratio,1,1.172,1.37E-04,NA,NA,NA,0.906720326
FBXO27,Oligodendrocytes,ED,Wald ratio,1,1.162,1.41E-04,NA,NA,NA,0.12311684
TRMT1L,Oligodendrocytes,ED,Wald ratio,1,0.757,1.43E-04,NA,NA,NA,0.000893589
APPL1,Excitatory neurons,ED,Wald ratio,1,0.773,1.44E-04,NA,NA,NA,0.001307753
SLC25A12,Inhibitory neurons,ED,Wald ratio,1,0.781,1.45E-04,NA,NA,NA,0.000931631
NIPBL,Astrocytes,ED,Wald ratio,1,1.246,1.52E-04,NA,NA,NA,0.011500251
ZC3H8,Inhibitory neurons,ED,Wald ratio,1,1.186,1.54E-04,NA,NA,NA,0.008544404
RGPD8,Microglia,ED,Wald ratio,1,0.885,1.54E-04,NA,NA,NA,0.072991845
CD200,OPCs / COPs,ED,Wald ratio,1,1.164,1.57E-04,NA,NA,NA,0.000888977
