Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
CRABP2,Stem-cell-iPSC,ED,Wald ratio,1,0.864,3.78E-03,NA,NA,NA,0.115454399
SELENBP1,Stem-cell-iPSC,ED,Wald ratio,1,0.896,7.58E-03,NA,NA,NA,0.153043129
MCOLN2,Stem-cell-iPSC,ED,Wald ratio,1,1.047,1.70E-02,NA,NA,NA,0.00035091
CCBL2,Stem-cell-iPSC,ED,Wald ratio,1,0.963,1.80E-02,NA,NA,NA,0.097730192
IQGAP3,Stem-cell-iPSC,ED,Wald ratio,1,0.97,1.17E-01,NA,NA,NA,0.023219962
GSTM4,Stem-cell-iPSC,ED,Wald ratio,1,0.944,1.27E-01,NA,NA,NA,0.000521293
ATAD3A,Stem-cell-iPSC,ED,Wald ratio,1,0.902,2.75E-01,NA,NA,NA,0.002113454
SLC25A24,Stem-cell-iPSC,ED,Wald ratio,1,0.989,4.58E-01,NA,NA,NA,0.010311718
S100A13,Stem-cell-iPSC,ED,Wald ratio,1,0.982,5.31E-01,NA,NA,NA,0.008355492
FDPS,Stem-cell-iPSC,ED,Wald ratio,1,1.014,6.06E-01,NA,NA,NA,0.008113529
PPIE,Stem-cell-iPSC,ED,Wald ratio,1,1.015,6.72E-01,NA,NA,NA,0.008116202
ACP6,Stem-cell-iPSC,ED,Wald ratio,1,1.006,8.45E-01,NA,NA,NA,0.000717768
LRRC40,Stem-cell-iPSC,ED,Wald ratio,1,0.994,9.12E-01,NA,NA,NA,0.000469573
