Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
IQSEC1,Lymphocyte,ADHD,Wald ratio,1,1.058,3.67E-04,NA,NA,NA,0.757736294
LINC00271,Lymphocyte,ADHD,Wald ratio,1,0.964,6.39E-04,NA,NA,NA,0.03052884
SRPK2,Lymphocyte,ADHD,Wald ratio,1,1.05,6.52E-04,NA,NA,NA,0.599555247
MARK4,Lymphocyte,ADHD,Wald ratio,1,0.967,1.89E-03,NA,NA,NA,0.005791071
RBM33,Lymphocyte,ADHD,Wald ratio,1,0.964,2.28E-03,NA,NA,NA,0.411204871
ENO4,Lymphocyte,ADHD,Wald ratio,1,0.96,2.30E-03,NA,NA,NA,0.071915467
CCDC36,Lymphocyte,ADHD,Wald ratio,1,1.03,2.53E-03,NA,NA,NA,0.27842124
MNT,Lymphocyte,ADHD,Wald ratio,1,0.942,2.61E-03,NA,NA,NA,0.298852025
GLDC,Lymphocyte,ADHD,Wald ratio,1,0.979,3.21E-03,NA,NA,NA,0.261719863
CIZ1,Lymphocyte,ADHD,Wald ratio,1,1.042,3.51E-03,NA,NA,NA,0.024963428
CTA-126B4.7,Lymphocyte,ADHD,Wald ratio,1,0.971,4.04E-03,NA,NA,NA,0.255839873
AC007969.5,Lymphocyte,ADHD,Wald ratio,1,1.03,4.74E-03,NA,NA,NA,0.110538542
RNU6-1224P,Lymphocyte,ADHD,Wald ratio,1,0.955,4.82E-03,NA,NA,NA,0.198315563
BTD,Lymphocyte,ADHD,Wald ratio,1,0.978,4.91E-03,NA,NA,NA,0.014206234
AGO3,Lymphocyte,ADHD,Wald ratio,1,1.029,5.13E-03,NA,NA,NA,0.035151213
MTFR1,Lymphocyte,ADHD,Wald ratio,1,0.943,6.76E-03,NA,NA,NA,0.16843281
ABCC4,Lymphocyte,ADHD,Wald ratio,1,0.948,8.75E-03,NA,NA,NA,0.033281976
RP5-1031D4.2,Lymphocyte,ADHD,Wald ratio,1,1.034,9.73E-03,NA,NA,NA,0.000300963
ODF1,Lymphocyte,ADHD,Wald ratio,1,0.973,1.11E-02,NA,NA,NA,1.30E-05
PLEKHA7,Lymphocyte,ADHD,Wald ratio,1,1.029,1.49E-02,NA,NA,NA,0.001614308
SP100,Lymphocyte,ADHD,Wald ratio,1,1.034,1.58E-02,NA,NA,NA,0.081167293
VAC14,Lymphocyte,ADHD,Wald ratio,1,1.024,1.72E-02,NA,NA,NA,0.092478241
AK3,Lymphocyte,ADHD,Wald ratio,1,1.031,1.76E-02,NA,NA,NA,0.07598519
CCDC88C,Lymphocyte,ADHD,Wald ratio,1,1.051,1.77E-02,NA,NA,NA,2.40E-05
PDIA6,Lymphocyte,ADHD,Wald ratio,1,0.97,1.77E-02,NA,NA,NA,0.033160499
