Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
PSKH2,Stem-cell-iPSC,ADHD,Wald ratio,1,0.776,1.19E-03,NA,NA,NA,0.463873215
LINC00698,Stem-cell-iPSC,ADHD,Wald ratio,1,1.04,1.33E-03,NA,NA,NA,0.005569234
LINC01478,Stem-cell-iPSC,ADHD,Wald ratio,1,0.954,1.53E-03,NA,NA,NA,0.002418966
FAM179A,Stem-cell-iPSC,ADHD,Wald ratio,1,0.955,1.69E-03,NA,NA,NA,0.000890388
KBTBD8,Stem-cell-iPSC,ADHD,Wald ratio,1,1.081,1.77E-03,NA,NA,NA,0.000795667
PHC2,Stem-cell-iPSC,ADHD,Wald ratio,1,0.956,2.07E-03,NA,NA,NA,0.007778527
DOCK4,Stem-cell-iPSC,ADHD,Wald ratio,1,0.945,2.16E-03,NA,NA,NA,0.000151213
LINGO2,Stem-cell-iPSC,ADHD,Wald ratio,1,1.048,2.21E-03,NA,NA,NA,0.001362258
UFD1L,Stem-cell-iPSC,ADHD,Wald ratio,1,0.948,2.36E-03,NA,NA,NA,0.000588245
RNY1P1,Stem-cell-iPSC,ADHD,Wald ratio,1,0.809,2.37E-03,NA,NA,NA,0.493633332
RNU6-812P,Stem-cell-iPSC,ADHD,Wald ratio,1,0.859,2.62E-03,NA,NA,NA,0.193434735
LINC01559,Stem-cell-iPSC,ADHD,Wald ratio,1,1.059,2.63E-03,NA,NA,NA,0.000267556
LMO4,Stem-cell-iPSC,ADHD,Wald ratio,1,0.965,2.70E-03,NA,NA,NA,0.296960899
CEBPE,Stem-cell-iPSC,ADHD,Wald ratio,1,1.052,2.70E-03,NA,NA,NA,0.000106646
TTC21A,Stem-cell-iPSC,ADHD,Wald ratio,1,0.93,3.14E-03,NA,NA,NA,0.002458922
PKP4,Stem-cell-iPSC,ADHD,Wald ratio,1,0.96,3.21E-03,NA,NA,NA,0.000178767
SEMA6D,Stem-cell-iPSC,ADHD,Wald ratio,1,1.15,3.45E-03,NA,NA,NA,0.298054665
CIZ1,Stem-cell-iPSC,ADHD,Wald ratio,1,0.964,4.17E-03,NA,NA,NA,0.0007821
FAM227A,Stem-cell-iPSC,ADHD,Wald ratio,1,0.966,4.45E-03,NA,NA,NA,0.000714784
FEZ2,Stem-cell-iPSC,ADHD,Wald ratio,1,0.96,4.86E-03,NA,NA,NA,0.035625101
DERA,Stem-cell-iPSC,ADHD,Wald ratio,1,0.906,5.11E-03,NA,NA,NA,0.012292026
ZNF57,Stem-cell-iPSC,ADHD,Wald ratio,1,1.072,5.22E-03,NA,NA,NA,0.000296898
CYCSP17,Stem-cell-iPSC,ADHD,Wald ratio,1,0.88,5.28E-03,NA,NA,NA,0.187010115
TMCC2,Stem-cell-iPSC,ADHD,Wald ratio,1,1.042,5.29E-03,NA,NA,NA,0.000252233
LINC00520,Stem-cell-iPSC,ADHD,Wald ratio,1,0.957,5.36E-03,NA,NA,NA,0.000108748
FAM189A2,Stem-cell-iPSC,ADHD,Wald ratio,1,0.959,5.63E-03,NA,NA,NA,0.000236958
NBAS,Stem-cell-iPSC,ADHD,Wald ratio,1,0.92,5.66E-03,NA,NA,NA,0.000896544
SUMO1P2,Stem-cell-iPSC,ADHD,Wald ratio,1,1.072,5.73E-03,NA,NA,NA,0.00053174
DNAH9,Stem-cell-iPSC,ADHD,Wald ratio,1,0.897,5.74E-03,NA,NA,NA,0.000586069
NRCAM,Stem-cell-iPSC,ADHD,Wald ratio,1,0.964,6.24E-03,NA,NA,NA,0.001697408
WDPCP,Stem-cell-iPSC,ADHD,Wald ratio,1,0.942,6.64E-03,NA,NA,NA,0.000186718
C15orf53,Stem-cell-iPSC,ADHD,Wald ratio,1,1.046,7.05E-03,NA,NA,NA,0.000753342
UNC5CL,Stem-cell-iPSC,ADHD,Wald ratio,1,0.884,7.42E-03,NA,NA,NA,0.000497666
METTL4,Stem-cell-iPSC,ADHD,Wald ratio,1,1.108,8.15E-03,NA,NA,NA,0.021818048
SLC25A21,Stem-cell-iPSC,ADHD,Wald ratio,1,0.934,8.30E-03,NA,NA,NA,6.13E-05
HELZ,Stem-cell-iPSC,ADHD,Wald ratio,1,1.103,9.27E-03,NA,NA,NA,0.0003452
LINC01264,Stem-cell-iPSC,ADHD,Wald ratio,1,0.951,9.73E-03,NA,NA,NA,0.000112149
TBC1D4,Stem-cell-iPSC,ADHD,Wald ratio,1,0.838,1.00E-02,NA,NA,NA,0.000829352
MFSD14A,Stem-cell-iPSC,ADHD,Wald ratio,1,0.886,1.02E-02,NA,NA,NA,0.000397664
ZHX3,Stem-cell-iPSC,ADHD,Wald ratio,1,0.941,1.06E-02,NA,NA,NA,8.41E-05
SP100,Stem-cell-iPSC,ADHD,Wald ratio,1,0.959,1.07E-02,NA,NA,NA,0.000431729
DSC3,Stem-cell-iPSC,ADHD,Wald ratio,1,1.042,1.18E-02,NA,NA,NA,0.000305491
ARHGAP21,Stem-cell-iPSC,ADHD,Wald ratio,1,1.041,1.19E-02,NA,NA,NA,6.94E-05
ACTR3B,Stem-cell-iPSC,ADHD,Wald ratio,1,0.962,1.22E-02,NA,NA,NA,4.35E-05
RNU6-138P,Stem-cell-iPSC,ADHD,Wald ratio,1,0.861,1.25E-02,NA,NA,NA,0.007350674
CYP4X1,Stem-cell-iPSC,ADHD,Wald ratio,1,1.1,1.26E-02,NA,NA,NA,0.012784529
TMC2,Stem-cell-iPSC,ADHD,Wald ratio,1,0.938,1.30E-02,NA,NA,NA,0.005019372
ANKRD50,Stem-cell-iPSC,ADHD,Wald ratio,1,0.95,1.31E-02,NA,NA,NA,0.000299301
CD101,Stem-cell-iPSC,ADHD,Wald ratio,1,1.092,1.36E-02,NA,NA,NA,0.00288284
KSR1,Stem-cell-iPSC,ADHD,Wald ratio,1,1.037,1.38E-02,NA,NA,NA,2.72E-05
IFIT1,Stem-cell-iPSC,ADHD,Wald ratio,1,0.907,1.39E-02,NA,NA,NA,0.029455436
PRKRIR,Stem-cell-iPSC,ADHD,Wald ratio,1,0.907,1.43E-02,NA,NA,NA,0.000319143
LINC01115,Stem-cell-iPSC,ADHD,Wald ratio,1,0.938,1.44E-02,NA,NA,NA,0.000654894
LINC00492,Stem-cell-iPSC,ADHD,Wald ratio,1,1.068,1.44E-02,NA,NA,NA,0.000320209
CDK14,Stem-cell-iPSC,ADHD,Weighted median,3,0.961,1.44E-02,0.052276214,0.137237937,0.854037577,0.000285599
ESCO1,Stem-cell-iPSC,ADHD,Wald ratio,1,1.102,1.45E-02,NA,NA,NA,0.000543322
ASTN2,Stem-cell-iPSC,ADHD,Wald ratio,1,0.936,1.46E-02,NA,NA,NA,0.011036889
TRIM42,Stem-cell-iPSC,ADHD,Wald ratio,1,0.966,1.62E-02,NA,NA,NA,0.000677067
HAGLROS,Stem-cell-iPSC,ADHD,Wald ratio,1,0.958,1.63E-02,NA,NA,NA,7.09E-05
GRK5,Stem-cell-iPSC,ADHD,Wald ratio,1,0.96,1.64E-02,NA,NA,NA,7.13E-05
RPL17P45,Stem-cell-iPSC,ADHD,Wald ratio,1,1.042,1.66E-02,NA,NA,NA,0.000398396
RIMS2,Stem-cell-iPSC,ADHD,Wald ratio,1,0.966,1.67E-02,NA,NA,NA,0.001750012
FAM78B,Stem-cell-iPSC,ADHD,Wald ratio,1,0.951,1.68E-02,NA,NA,NA,9.91E-05
MED30,Stem-cell-iPSC,ADHD,Wald ratio,1,1.04,1.68E-02,NA,NA,NA,0.000667819
MIR1202,Stem-cell-iPSC,ADHD,Wald ratio,1,1.034,1.73E-02,NA,NA,NA,0.000234053
KIAA1429,Stem-cell-iPSC,ADHD,Wald ratio,1,1.072,1.76E-02,NA,NA,NA,0.000298
RPL23AP22,Stem-cell-iPSC,ADHD,Wald ratio,1,1.089,1.77E-02,NA,NA,NA,0.07209401
RPSAP12,Stem-cell-iPSC,ADHD,Wald ratio,1,0.953,1.80E-02,NA,NA,NA,0.000136672
KCNMB2,Stem-cell-iPSC,ADHD,Inverse variance weighted,2,1.073,1.94E-02,NA,0.526431536,NA,0.003736107
MEGF11,Stem-cell-iPSC,ADHD,Wald ratio,1,1.037,1.98E-02,NA,NA,NA,4.16E-05
PDIA5,Stem-cell-iPSC,ADHD,Wald ratio,1,0.96,1.99E-02,NA,NA,NA,0.000526936
GC,Stem-cell-iPSC,ADHD,Wald ratio,1,1.037,2.00E-02,NA,NA,NA,2.99E-05
LINC01588,Stem-cell-iPSC,ADHD,Wald ratio,1,1.08,2.05E-02,NA,NA,NA,0.003088721
CDKAL1,Stem-cell-iPSC,ADHD,Wald ratio,1,1.095,2.06E-02,NA,NA,NA,0.000294717
ARPP21,Stem-cell-iPSC,ADHD,Wald ratio,1,1.04,2.10E-02,NA,NA,NA,0.000466091
LSM1P2,Stem-cell-iPSC,ADHD,Wald ratio,1,1.045,2.15E-02,NA,NA,NA,6.44E-05
ENDOD1,Stem-cell-iPSC,ADHD,Wald ratio,1,0.938,2.26E-02,NA,NA,NA,0.059554257
KRT18P17,Stem-cell-iPSC,ADHD,Wald ratio,1,0.971,2.33E-02,NA,NA,NA,0.001864196
ASAP1,Stem-cell-iPSC,ADHD,Wald ratio,1,1.083,2.34E-02,NA,NA,NA,5.08E-05
DIO2,Stem-cell-iPSC,ADHD,Wald ratio,1,0.962,2.39E-02,NA,NA,NA,0.000107904
MKL1,Stem-cell-iPSC,ADHD,Wald ratio,1,0.932,2.46E-02,NA,NA,NA,0.00170818
TSKU,Stem-cell-iPSC,ADHD,Wald ratio,1,1.047,2.47E-02,NA,NA,NA,0.039382259
KCNH1,Stem-cell-iPSC,ADHD,Wald ratio,1,1.033,2.52E-02,NA,NA,NA,0.000104374
XPR1,Stem-cell-iPSC,ADHD,Wald ratio,1,1.035,2.54E-02,NA,NA,NA,0.000647548
PEPD,Stem-cell-iPSC,ADHD,Wald ratio,1,0.968,2.62E-02,NA,NA,NA,0.066133884
VAV2,Stem-cell-iPSC,ADHD,Wald ratio,1,1.036,2.62E-02,NA,NA,NA,7.00E-05
CD34,Stem-cell-iPSC,ADHD,Wald ratio,1,1.058,2.70E-02,NA,NA,NA,0.000375079
GAPDHP28,Stem-cell-iPSC,ADHD,Wald ratio,1,1.027,2.71E-02,NA,NA,NA,0.003766961
FAM135B,Stem-cell-iPSC,ADHD,Wald ratio,1,1.043,2.77E-02,NA,NA,NA,7.98E-05
MITF,Stem-cell-iPSC,ADHD,Wald ratio,1,1.033,2.83E-02,NA,NA,NA,0.000790286
RNA5SP279,Stem-cell-iPSC,ADHD,Wald ratio,1,1.033,2.83E-02,NA,NA,NA,0.004543212
PCNPP2,Stem-cell-iPSC,ADHD,Wald ratio,1,0.945,2.93E-02,NA,NA,NA,0.001742258
SLC4A2,Stem-cell-iPSC,ADHD,Wald ratio,1,1.048,2.95E-02,NA,NA,NA,4.57E-05
SYNDIG1L,Stem-cell-iPSC,ADHD,Wald ratio,1,1.052,2.98E-02,NA,NA,NA,0.000191186
SH3GL2,Stem-cell-iPSC,ADHD,Wald ratio,1,0.883,2.98E-02,NA,NA,NA,0.046638325
PDZD2,Stem-cell-iPSC,ADHD,Wald ratio,1,1.029,3.02E-02,NA,NA,NA,0.002698702
HTRA1,Stem-cell-iPSC,ADHD,Wald ratio,1,0.927,3.07E-02,NA,NA,NA,0.000129631
LRRC1,Stem-cell-iPSC,ADHD,Wald ratio,1,0.967,3.21E-02,NA,NA,NA,0.000265672
KIAA2012,Stem-cell-iPSC,ADHD,Wald ratio,1,0.938,3.24E-02,NA,NA,NA,0.046648349
SPOCK1,Stem-cell-iPSC,ADHD,Wald ratio,1,1.078,3.28E-02,NA,NA,NA,0.000215831
SPATC1L,Stem-cell-iPSC,ADHD,Wald ratio,1,1.07,3.35E-02,NA,NA,NA,6.43E-05
VTCN1,Stem-cell-iPSC,ADHD,Wald ratio,1,1.079,3.36E-02,NA,NA,NA,0.006225276
CWC22,Stem-cell-iPSC,ADHD,Wald ratio,1,0.936,3.39E-02,NA,NA,NA,0.005340073
ZNRF3,Stem-cell-iPSC,ADHD,Wald ratio,1,0.971,3.42E-02,NA,NA,NA,0.000323419
BTBD11,Stem-cell-iPSC,ADHD,Wald ratio,1,0.971,3.43E-02,NA,NA,NA,5.91E-05
PNLDC1,Stem-cell-iPSC,ADHD,Wald ratio,1,1.035,3.49E-02,NA,NA,NA,4.87E-05
ADGRL2,Stem-cell-iPSC,ADHD,Wald ratio,1,0.931,3.56E-02,NA,NA,NA,0.042636935
RNF138P2,Stem-cell-iPSC,ADHD,Wald ratio,1,1.092,3.60E-02,NA,NA,NA,0.049092162
RPL21P47,Stem-cell-iPSC,ADHD,Wald ratio,1,0.972,3.61E-02,NA,NA,NA,0.001005163
GRXCR1,Stem-cell-iPSC,ADHD,Wald ratio,1,1.074,3.64E-02,NA,NA,NA,0.018488352
PDE1A,Stem-cell-iPSC,ADHD,Wald ratio,1,0.902,3.64E-02,NA,NA,NA,0.029524933
IMMP2L,Stem-cell-iPSC,ADHD,Inverse variance weighted,2,0.975,3.71E-02,NA,0.296628505,NA,2.97E-06
ITPKA,Stem-cell-iPSC,ADHD,Wald ratio,1,0.944,3.71E-02,NA,NA,NA,0.010692724
COX6B1P6,Stem-cell-iPSC,ADHD,Wald ratio,1,1.032,3.72E-02,NA,NA,NA,3.00E-05
AKTIP,Stem-cell-iPSC,ADHD,Wald ratio,1,1.053,3.75E-02,NA,NA,NA,3.34E-05
UGT2B7,Stem-cell-iPSC,ADHD,Wald ratio,1,1.027,3.79E-02,NA,NA,NA,0.001267304
ERICH1-AS1,Stem-cell-iPSC,ADHD,Inverse variance weighted,2,0.94,3.82E-02,NA,0.249891568,NA,4.37E-05
STAU2,Stem-cell-iPSC,ADHD,Wald ratio,1,0.97,4.01E-02,NA,NA,NA,3.01E-05
GUCY2GP,Stem-cell-iPSC,ADHD,Wald ratio,1,1.081,4.01E-02,NA,NA,NA,0.002676828
LINC01500,Stem-cell-iPSC,ADHD,Wald ratio,1,1.118,4.03E-02,NA,NA,NA,0.000273043
EMCN,Stem-cell-iPSC,ADHD,Wald ratio,1,0.96,4.05E-02,NA,NA,NA,0.032023176
CALML3,Stem-cell-iPSC,ADHD,Wald ratio,1,1.037,4.10E-02,NA,NA,NA,0.000117426
TNS3,Stem-cell-iPSC,ADHD,Wald ratio,1,1.075,4.14E-02,NA,NA,NA,2.86E-05
ESRRB,Stem-cell-iPSC,ADHD,Wald ratio,1,0.898,4.23E-02,NA,NA,NA,0.000218956
RAD23BLP,Stem-cell-iPSC,ADHD,Wald ratio,1,1.049,4.30E-02,NA,NA,NA,2.96E-05
SOX5,Stem-cell-iPSC,ADHD,Wald ratio,1,0.951,4.34E-02,NA,NA,NA,6.65E-06
SRRM1P2,Stem-cell-iPSC,ADHD,Wald ratio,1,1.092,4.37E-02,NA,NA,NA,0.014584229
TRIO,Stem-cell-iPSC,ADHD,Wald ratio,1,0.933,4.43E-02,NA,NA,NA,0.016188829
RPL5P26,Stem-cell-iPSC,ADHD,Wald ratio,1,0.967,4.46E-02,NA,NA,NA,0.006947426
TCEA3,Stem-cell-iPSC,ADHD,Wald ratio,1,0.964,4.48E-02,NA,NA,NA,0.000203523
FREM2,Stem-cell-iPSC,ADHD,Wald ratio,1,0.874,4.48E-02,NA,NA,NA,0.036848906
TENM4,Stem-cell-iPSC,ADHD,Inverse variance weighted,3,1.02,4.48E-02,0.334220159,0.569126538,0.735373896,9.51E-05
PIGP,Stem-cell-iPSC,ADHD,Wald ratio,1,0.968,4.55E-02,NA,NA,NA,0.033436701
LOR,Stem-cell-iPSC,ADHD,Wald ratio,1,0.964,4.65E-02,NA,NA,NA,3.43E-05
RIMS1,Stem-cell-iPSC,ADHD,Wald ratio,1,0.944,4.65E-02,NA,NA,NA,0.000102913
NRXN3,Stem-cell-iPSC,ADHD,Wald ratio,1,1.083,4.66E-02,NA,NA,NA,0.001637985
ELP3,Stem-cell-iPSC,ADHD,Wald ratio,1,1.076,4.66E-02,NA,NA,NA,0.032734664
RPL10L,Stem-cell-iPSC,ADHD,Wald ratio,1,1.077,4.67E-02,NA,NA,NA,0.00144146
RPL17P35,Stem-cell-iPSC,ADHD,Wald ratio,1,0.95,4.67E-02,NA,NA,NA,3.39E-05
DCLK2,Stem-cell-iPSC,ADHD,Wald ratio,1,1.077,4.71E-02,NA,NA,NA,9.63E-05
VSX1,Stem-cell-iPSC,ADHD,Wald ratio,1,0.972,4.74E-02,NA,NA,NA,0.029639588
PIP5K1B,Stem-cell-iPSC,ADHD,Wald ratio,1,0.968,4.75E-02,NA,NA,NA,2.86E-05
LAMC2,Stem-cell-iPSC,ADHD,Wald ratio,1,0.968,4.77E-02,NA,NA,NA,0.02936589
TRAM1L1,Stem-cell-iPSC,ADHD,Wald ratio,1,1.027,4.79E-02,NA,NA,NA,7.61E-05
RIIAD1,Stem-cell-iPSC,ADHD,Wald ratio,1,1.035,4.81E-02,NA,NA,NA,0.003359365
RNU6-34P,Stem-cell-iPSC,ADHD,Wald ratio,1,0.971,4.90E-02,NA,NA,NA,0.000188938
RNU1-44P,Stem-cell-iPSC,ADHD,Wald ratio,1,1.037,4.95E-02,NA,NA,NA,0.000322594
TMCO3,Stem-cell-iPSC,ADHD,Wald ratio,1,0.963,4.95E-02,NA,NA,NA,6.51E-05
LRRFIP1,Stem-cell-iPSC,ADHD,Wald ratio,1,0.969,4.98E-02,NA,NA,NA,0.000629653
BACE2,Stem-cell-iPSC,ADHD,Wald ratio,1,1.055,4.99E-02,NA,NA,NA,0.005374713
ZMIZ1,Stem-cell-iPSC,ADHD,Wald ratio,1,1.09,5.08E-02,NA,NA,NA,0.000590877
BCAS1,Stem-cell-iPSC,ADHD,Wald ratio,1,0.96,5.10E-02,NA,NA,NA,6.06E-05
ARHGEF28,Stem-cell-iPSC,ADHD,Wald ratio,1,1.054,5.11E-02,NA,NA,NA,1.48E-05
CUBN,Stem-cell-iPSC,ADHD,Wald ratio,1,0.971,5.13E-02,NA,NA,NA,4.43E-06
RNU6-546P,Stem-cell-iPSC,ADHD,Wald ratio,1,1.051,5.17E-02,NA,NA,NA,0.010722538
CMIP,Stem-cell-iPSC,ADHD,Wald ratio,1,0.929,5.22E-02,NA,NA,NA,6.88E-05
NPC1,Stem-cell-iPSC,ADHD,Wald ratio,1,0.969,5.25E-02,NA,NA,NA,1.48E-05
PAG1,Stem-cell-iPSC,ADHD,Wald ratio,1,1.032,5.37E-02,NA,NA,NA,3.11E-05
PDGFRL,Stem-cell-iPSC,ADHD,Wald ratio,1,1.031,5.40E-02,NA,NA,NA,0.03753157
TTC27,Stem-cell-iPSC,ADHD,Wald ratio,1,0.911,5.43E-02,NA,NA,NA,0.000185407
FER1L6-AS2,Stem-cell-iPSC,ADHD,Wald ratio,1,1.086,5.46E-02,NA,NA,NA,0.000116095
DOK4,Stem-cell-iPSC,ADHD,Wald ratio,1,0.889,5.55E-02,NA,NA,NA,0.000187216
CLDN10,Stem-cell-iPSC,ADHD,Wald ratio,1,0.954,5.63E-02,NA,NA,NA,1.20E-05
TTC28,Stem-cell-iPSC,ADHD,Wald ratio,1,0.935,5.67E-02,NA,NA,NA,0.000563699
STIM2,Stem-cell-iPSC,ADHD,Wald ratio,1,1.03,5.74E-02,NA,NA,NA,0.004545094
NUCB2,Stem-cell-iPSC,ADHD,Wald ratio,1,0.941,5.76E-02,NA,NA,NA,0.037319725
EIF3H,Stem-cell-iPSC,ADHD,Wald ratio,1,0.944,5.79E-02,NA,NA,NA,0.000129052
RN7SKP280,Stem-cell-iPSC,ADHD,Wald ratio,1,1.098,5.83E-02,NA,NA,NA,0.02719542
LPCAT1,Stem-cell-iPSC,ADHD,Wald ratio,1,0.929,5.86E-02,NA,NA,NA,0.011241818
LINC00534,Stem-cell-iPSC,ADHD,Wald ratio,1,1.032,5.88E-02,NA,NA,NA,1.34E-05
DAB2IP,Stem-cell-iPSC,ADHD,Wald ratio,1,0.968,6.02E-02,NA,NA,NA,3.85E-05
TPO,Stem-cell-iPSC,ADHD,Wald ratio,1,1.024,6.08E-02,NA,NA,NA,0.002955663
PLXNA2,Stem-cell-iPSC,ADHD,Wald ratio,1,1.087,6.10E-02,NA,NA,NA,0.032730641
LDHAP3,Stem-cell-iPSC,ADHD,Wald ratio,1,0.972,6.13E-02,NA,NA,NA,7.17E-05
C1orf216,Stem-cell-iPSC,ADHD,Wald ratio,1,1.096,6.14E-02,NA,NA,NA,7.90E-05
TBC1D5,Stem-cell-iPSC,ADHD,Wald ratio,1,1.031,6.14E-02,NA,NA,NA,7.63E-06
DPYSL2,Stem-cell-iPSC,ADHD,Wald ratio,1,1.06,6.17E-02,NA,NA,NA,7.10E-05
VENTXP2,Stem-cell-iPSC,ADHD,Wald ratio,1,1.037,6.20E-02,NA,NA,NA,0.000221742
GSTM2P1,Stem-cell-iPSC,ADHD,Wald ratio,1,0.972,6.23E-02,NA,NA,NA,3.39E-05
MTND5P34,Stem-cell-iPSC,ADHD,Wald ratio,1,1.032,6.25E-02,NA,NA,NA,0.000118438
PLEKHG1,Stem-cell-iPSC,ADHD,Wald ratio,1,1.055,6.28E-02,NA,NA,NA,1.30E-05
