Gene,Cell,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
TFAP2A,Lymphocyte,ADHD,Wald ratio,1,0.848,2.03E-04,NA,NA,NA,0.873104602
C1orf173,Lymphocyte,ADHD,Wald ratio,1,1.202,2.39E-04,NA,NA,NA,0.803990151
C6orf10,Lymphocyte,ADHD,Wald ratio,1,1.05,3.46E-04,NA,NA,NA,0.780688666
PCMT1,Lymphocyte,ADHD,Wald ratio,1,1.049,4.01E-04,NA,NA,NA,0.720960703
PPAP2C,Lymphocyte,ADHD,Wald ratio,1,1.063,4.06E-04,NA,NA,NA,0.73662921
CTNNB1,Lymphocyte,ADHD,Wald ratio,1,1.091,4.12E-04,NA,NA,NA,0.698946676
RBM33,Lymphocyte,ADHD,Wald ratio,1,0.959,4.26E-04,NA,NA,NA,0.719033442
SGK269,Lymphocyte,ADHD,Wald ratio,1,0.964,4.75E-04,NA,NA,NA,0.681789449
SLC12A5,Lymphocyte,ADHD,Wald ratio,1,0.958,5.36E-04,NA,NA,NA,0.675867376
APC,Lymphocyte,ADHD,Wald ratio,1,0.273,5.46E-04,NA,NA,NA,0.645911614
TARS,Lymphocyte,ADHD,Wald ratio,1,1.176,5.53E-04,NA,NA,NA,0.650363311
SLITRK6,Lymphocyte,ADHD,Wald ratio,1,1.066,5.59E-04,NA,NA,NA,0.677077227
SLC22A23,Lymphocyte,ADHD,Weighted median,3,0.953,5.63E-04,0.568666741,0.04134391,0.245888549,0.494524291
CC2D2A,Lymphocyte,ADHD,Wald ratio,1,1.194,5.74E-04,NA,NA,NA,0.642190574
BAI1,Lymphocyte,ADHD,Wald ratio,1,0.774,5.89E-04,NA,NA,NA,0.692529462
TMEM50A,Lymphocyte,ADHD,Wald ratio,1,0.209,6.09E-04,NA,NA,NA,0.62706118
OR4A16,Lymphocyte,ADHD,Wald ratio,1,1.346,6.26E-04,NA,NA,NA,0.668657977
OR5D16,Lymphocyte,ADHD,Wald ratio,1,1.053,6.26E-04,NA,NA,NA,0.668657977
CDH6,Lymphocyte,ADHD,Wald ratio,1,1.039,7.62E-04,NA,NA,NA,0.569834059
HMGA2,Lymphocyte,ADHD,Wald ratio,1,0.937,8.33E-04,NA,NA,NA,0.615230229
CLPS,Lymphocyte,ADHD,Wald ratio,1,0.965,8.47E-04,NA,NA,NA,0.55100581
C6orf127,Lymphocyte,ADHD,Wald ratio,1,0.935,8.47E-04,NA,NA,NA,0.551005811
CACNA2D1,Lymphocyte,ADHD,Inverse variance weighted,2,1.033,8.63E-04,NA,0.588149899,NA,0.45763382
TWSG1,Lymphocyte,ADHD,Wald ratio,1,2.225,8.71E-04,NA,NA,NA,0.663790632
ZNF641,Lymphocyte,ADHD,Wald ratio,1,1.064,9.03E-04,NA,NA,NA,0.541310002
FAM82B,Lymphocyte,ADHD,Wald ratio,1,0.193,9.09E-04,NA,NA,NA,0.556367774
RFTN2,Lymphocyte,ADHD,Wald ratio,1,1.113,1.01E-03,NA,NA,NA,0.569351273
TRPM7,Lymphocyte,ADHD,Wald ratio,1,1.037,1.05E-03,NA,NA,NA,0.498682035
C11orf30,Lymphocyte,ADHD,Wald ratio,1,0.97,1.12E-03,NA,NA,NA,0.470003606
KRT1,Lymphocyte,ADHD,Wald ratio,1,0.955,1.18E-03,NA,NA,NA,0.544547093
SMAD6,Lymphocyte,ADHD,Wald ratio,1,1.083,1.19E-03,NA,NA,NA,0.537451298
HLA-DPB2,Lymphocyte,ADHD,Wald ratio,1,0.93,1.19E-03,NA,NA,NA,0.529139686
MAP7D1,Lymphocyte,ADHD,Wald ratio,1,1.252,1.20E-03,NA,NA,NA,0.483979699
TRAPPC3,Lymphocyte,ADHD,Wald ratio,1,1.082,1.20E-03,NA,NA,NA,0.483979697
CERK,Lymphocyte,ADHD,Wald ratio,1,1.048,1.23E-03,NA,NA,NA,0.464514771
PLXNA2,Lymphocyte,ADHD,Inverse variance weighted,2,1.037,1.27E-03,NA,0.511471633,NA,0.025441535
KCTD16,Lymphocyte,ADHD,Wald ratio,1,0.969,1.29E-03,NA,NA,NA,0.457316496
ARHGEF17,Lymphocyte,ADHD,Wald ratio,1,0.945,1.29E-03,NA,NA,NA,0.543135818
RELT,Lymphocyte,ADHD,Wald ratio,1,0.93,1.29E-03,NA,NA,NA,0.542785094
CACNA1D,Lymphocyte,ADHD,Wald ratio,1,0.943,1.34E-03,NA,NA,NA,0.511821126
MIR548H4,Lymphocyte,ADHD,Wald ratio,1,0.941,1.47E-03,NA,NA,NA,0.42213155
LOC651250,Lymphocyte,ADHD,Wald ratio,1,0.377,1.52E-03,NA,NA,NA,0.466848399
NTNG2,Lymphocyte,ADHD,Wald ratio,1,1.032,1.55E-03,NA,NA,NA,0.417747812
GPC5,Lymphocyte,ADHD,Wald ratio,1,0.897,1.57E-03,NA,NA,NA,0.460834813
RBPJ,Lymphocyte,ADHD,Wald ratio,1,0.932,1.71E-03,NA,NA,NA,0.391399678
TRIM33,Lymphocyte,ADHD,Wald ratio,1,0.968,1.76E-03,NA,NA,NA,0.401086405
SIGLEC14,Lymphocyte,ADHD,Wald ratio,1,3.198,1.77E-03,NA,NA,NA,0.435998342
LOC440839,Lymphocyte,ADHD,Wald ratio,1,1.041,1.91E-03,NA,NA,NA,0.371471464
PWWP2B,Lymphocyte,ADHD,Wald ratio,1,0.945,1.98E-03,NA,NA,NA,0.361990401
GPR177,Lymphocyte,ADHD,Inverse variance weighted,2,0.958,2.19E-03,NA,0.685912857,NA,0.129719194
C13orf16,Lymphocyte,ADHD,Wald ratio,1,0.967,2.24E-03,NA,NA,NA,0.359864044
RFX2,Lymphocyte,ADHD,Wald ratio,1,1.205,2.35E-03,NA,NA,NA,0.480371143
UBE2W,Lymphocyte,ADHD,Wald ratio,1,0.95,2.41E-03,NA,NA,NA,0.414770177
CIZ1,Lymphocyte,ADHD,Wald ratio,1,0.947,2.53E-03,NA,NA,NA,0.316492334
DNM1,Lymphocyte,ADHD,Wald ratio,1,0.9,2.53E-03,NA,NA,NA,0.316492334
FTH1,Lymphocyte,ADHD,Wald ratio,1,0.006,2.54E-03,NA,NA,NA,0.499961863
SEMA3B,Lymphocyte,ADHD,Wald ratio,1,1.305,2.59E-03,NA,NA,NA,0.410253428
TUSC4,Lymphocyte,ADHD,Wald ratio,1,8.129,2.59E-03,NA,NA,NA,0.410254639
GNAI2,Lymphocyte,ADHD,Wald ratio,1,1.072,2.59E-03,NA,NA,NA,0.410254633
HYAL2,Lymphocyte,ADHD,Wald ratio,1,1.288,2.59E-03,NA,NA,NA,0.410254639
CTBP2,Lymphocyte,ADHD,Inverse variance weighted,2,0.955,2.61E-03,NA,0.884475746,NA,0.005366996
BTBD2,Lymphocyte,ADHD,Wald ratio,1,1.041,2.63E-03,NA,NA,NA,0.366177758
C19orf34,Lymphocyte,ADHD,Wald ratio,1,1.044,2.63E-03,NA,NA,NA,0.366177758
CSNK1G2,Lymphocyte,ADHD,Wald ratio,1,1.04,2.63E-03,NA,NA,NA,0.366177758
LRP8,Lymphocyte,ADHD,Wald ratio,1,1.035,2.70E-03,NA,NA,NA,0.305922151
SLCO2A1,Lymphocyte,ADHD,Wald ratio,1,0.745,2.77E-03,NA,NA,NA,0.355680363
SMAP1,Lymphocyte,ADHD,Wald ratio,1,0.8,2.79E-03,NA,NA,NA,0.288509713
LOC285401,Lymphocyte,ADHD,Wald ratio,1,1.031,3.20E-03,NA,NA,NA,0.266187175
SLC41A3,Lymphocyte,ADHD,Wald ratio,1,1.037,3.21E-03,NA,NA,NA,0.301585333
PAPSS2,Lymphocyte,ADHD,Wald ratio,1,0.97,3.21E-03,NA,NA,NA,0.263280936
COPA,Lymphocyte,ADHD,Wald ratio,1,1.061,3.21E-03,NA,NA,NA,0.261046648
ATP11B,Lymphocyte,ADHD,Wald ratio,1,1.032,3.29E-03,NA,NA,NA,0.268875124
CYYR1,Lymphocyte,ADHD,Wald ratio,1,1.037,3.30E-03,NA,NA,NA,0.262207372
IMMP2L,Lymphocyte,ADHD,Inverse variance weighted,2,0.976,3.37E-03,NA,0.654718371,NA,0.096032735
ZNF57,Lymphocyte,ADHD,Wald ratio,1,0.438,3.50E-03,NA,NA,NA,0.341429728
C6orf173,Lymphocyte,ADHD,Wald ratio,1,1.039,3.57E-03,NA,NA,NA,0.243118312
ENPP6,Lymphocyte,ADHD,Inverse variance weighted,2,1.028,3.57E-03,NA,0.768864214,NA,0.063967105
HOOK1,Lymphocyte,ADHD,Wald ratio,1,0.39,3.64E-03,NA,NA,NA,0.349820359
C1orf77,Lymphocyte,ADHD,Wald ratio,1,1.04,3.96E-03,NA,NA,NA,0.22617061
LYG2,Lymphocyte,ADHD,Wald ratio,1,1.034,4.05E-03,NA,NA,NA,0.226208589
TTC21A,Lymphocyte,ADHD,Wald ratio,1,0.138,4.22E-03,NA,NA,NA,0.357556725
WDR48,Lymphocyte,ADHD,Wald ratio,1,0.929,4.22E-03,NA,NA,NA,0.357301116
PLEKHG1,Lymphocyte,ADHD,Wald ratio,1,1.046,4.26E-03,NA,NA,NA,0.300192923
PDE7A,Lymphocyte,ADHD,Wald ratio,1,1.051,4.29E-03,NA,NA,NA,0.220750609
MYPN,Lymphocyte,ADHD,Wald ratio,1,1.031,4.39E-03,NA,NA,NA,0.220464631
XKR5,Lymphocyte,ADHD,Wald ratio,1,1.685,4.66E-03,NA,NA,NA,0.203255804
ZNF7,Lymphocyte,ADHD,Wald ratio,1,0.812,4.67E-03,NA,NA,NA,0.230195717
C2orf40,Lymphocyte,ADHD,Wald ratio,1,0.94,4.69E-03,NA,NA,NA,0.246349417
TTC7A,Lymphocyte,ADHD,Wald ratio,1,0.971,4.73E-03,NA,NA,NA,0.160537138
TNS3,Lymphocyte,ADHD,Inverse variance weighted,2,1.024,5.10E-03,NA,0.320691983,NA,0.006745667
LRP1,Lymphocyte,ADHD,Wald ratio,1,0.971,5.17E-03,NA,NA,NA,0.194673548
KIAA0427,Lymphocyte,ADHD,Inverse variance weighted,2,0.979,5.32E-03,NA,0.375809042,NA,0.121755074
ADNP,Lymphocyte,ADHD,Wald ratio,1,0.922,5.35E-03,NA,NA,NA,0.302054811
RNF7,Lymphocyte,ADHD,Wald ratio,1,1.039,5.36E-03,NA,NA,NA,0.214884033
CTAGE5,Lymphocyte,ADHD,Wald ratio,1,0.94,5.42E-03,NA,NA,NA,0.28133541
SYNPO2L,Lymphocyte,ADHD,Wald ratio,1,1.054,5.50E-03,NA,NA,NA,0.258996529
PNOC,Lymphocyte,ADHD,Wald ratio,1,0.639,5.52E-03,NA,NA,NA,0.229603367
ARSG,Lymphocyte,ADHD,Wald ratio,1,1.035,5.58E-03,NA,NA,NA,0.207406358
FANCF,Lymphocyte,ADHD,Wald ratio,1,0.354,5.60E-03,NA,NA,NA,0.23504195
GAS2,Lymphocyte,ADHD,Wald ratio,1,0.933,5.60E-03,NA,NA,NA,0.23504195
CACNB2,Lymphocyte,ADHD,Inverse variance weighted,2,1.057,5.76E-03,NA,0.28873558,NA,0.509269529
C9orf135,Lymphocyte,ADHD,Wald ratio,1,0.939,5.80E-03,NA,NA,NA,0.226886207
RNASE12,Lymphocyte,ADHD,Wald ratio,1,1.062,5.87E-03,NA,NA,NA,0.302636104
CCDC53,Lymphocyte,ADHD,Wald ratio,1,0.97,5.87E-03,NA,NA,NA,0.188886896
FDX1,Lymphocyte,ADHD,Wald ratio,1,1.027,6.53E-03,NA,NA,NA,0.157046788
C2orf74,Lymphocyte,ADHD,Wald ratio,1,1.032,6.66E-03,NA,NA,NA,0.183678775
IGHMBP2,Lymphocyte,ADHD,Wald ratio,1,3.583,6.79E-03,NA,NA,NA,0.160426861
MRGPRF,Lymphocyte,ADHD,Wald ratio,1,1.105,6.79E-03,NA,NA,NA,0.160426861
HTR6,Lymphocyte,ADHD,Wald ratio,1,0.959,6.86E-03,NA,NA,NA,0.157946663
COMMD7,Lymphocyte,ADHD,Wald ratio,1,0.923,6.95E-03,NA,NA,NA,0.149691809
DNMT3B,Lymphocyte,ADHD,Wald ratio,1,0.831,6.95E-03,NA,NA,NA,0.149691809
LHX6,Lymphocyte,ADHD,Wald ratio,1,1.034,6.95E-03,NA,NA,NA,0.162826607
LOC401052,Lymphocyte,ADHD,Wald ratio,1,0.964,7.00E-03,NA,NA,NA,0.169758913
SLC9A9,Lymphocyte,ADHD,Wald ratio,1,1.034,7.01E-03,NA,NA,NA,0.147334672
STK25,Lymphocyte,ADHD,Wald ratio,1,1.043,7.26E-03,NA,NA,NA,0.190169826
FARP2,Lymphocyte,ADHD,Wald ratio,1,1.064,7.26E-03,NA,NA,NA,0.190174282
HOXD3,Lymphocyte,ADHD,Wald ratio,1,0.954,7.31E-03,NA,NA,NA,0.158038877
HOXD1,Lymphocyte,ADHD,Wald ratio,1,0.845,7.31E-03,NA,NA,NA,0.158033875
HOXD4,Lymphocyte,ADHD,Wald ratio,1,0.84,7.31E-03,NA,NA,NA,0.158038877
TRIM41,Lymphocyte,ADHD,Wald ratio,1,1.085,7.40E-03,NA,NA,NA,0.208154561
TFAP2B,Lymphocyte,ADHD,Wald ratio,1,0.884,8.09E-03,NA,NA,NA,0.191325791
C4orf50,Lymphocyte,ADHD,Wald ratio,1,0.957,8.18E-03,NA,NA,NA,0.128429559
PLCL2,Lymphocyte,ADHD,Wald ratio,1,0.952,8.30E-03,NA,NA,NA,0.135388022
ST8SIA3,Lymphocyte,ADHD,Wald ratio,1,0.889,8.37E-03,NA,NA,NA,0.161620424
GNA12,Lymphocyte,ADHD,Wald ratio,1,1.029,8.42E-03,NA,NA,NA,0.141982607
PGLYRP3,Lymphocyte,ADHD,Wald ratio,1,0.969,8.43E-03,NA,NA,NA,0.128972985
C1orf43,Lymphocyte,ADHD,Wald ratio,1,0.973,8.43E-03,NA,NA,NA,0.128972985
TRPC3,Lymphocyte,ADHD,Inverse variance weighted,2,0.977,8.54E-03,NA,0.59120042,NA,0.013705049
WDR51B,Lymphocyte,ADHD,Wald ratio,1,0.963,8.60E-03,NA,NA,NA,0.146445015
EPHA8,Lymphocyte,ADHD,Wald ratio,1,0.944,8.89E-03,NA,NA,NA,0.130661652
LARP1B,Lymphocyte,ADHD,Wald ratio,1,1.116,9.11E-03,NA,NA,NA,0.1314683
ZNF423,Lymphocyte,ADHD,Inverse variance weighted,2,0.976,9.28E-03,NA,0.55422422,NA,0.013952408
EMP3,Lymphocyte,ADHD,Wald ratio,1,2.497,9.32E-03,NA,NA,NA,0.121564271
CCDC114,Lymphocyte,ADHD,Wald ratio,1,2.686,9.32E-03,NA,NA,NA,0.121483717
CABYR,Lymphocyte,ADHD,Wald ratio,1,1.059,9.66E-03,NA,NA,NA,0.120336736
NPSR1,Lymphocyte,ADHD,Wald ratio,1,0.958,9.68E-03,NA,NA,NA,0.114724436
RIN2,Lymphocyte,ADHD,Wald ratio,1,1.031,9.92E-03,NA,NA,NA,0.115742496
JMJD7-PLA2G4B,Lymphocyte,ADHD,Wald ratio,1,0.967,1.00E-02,NA,NA,NA,0.140051559
ARMC9,Lymphocyte,ADHD,Wald ratio,1,1.028,1.02E-02,NA,NA,NA,0.120269205
TBK1,Lymphocyte,ADHD,Wald ratio,1,0.95,1.04E-02,NA,NA,NA,0.164718858
LARGE,Lymphocyte,ADHD,Wald ratio,1,1.031,1.04E-02,NA,NA,NA,0.112585135
CAMSAP1,Lymphocyte,ADHD,Wald ratio,1,0.959,1.05E-02,NA,NA,NA,0.134962925
KCNT1,Lymphocyte,ADHD,Wald ratio,1,0.962,1.05E-02,NA,NA,NA,0.134962925
C21orf70,Lymphocyte,ADHD,Wald ratio,1,1.039,1.05E-02,NA,NA,NA,0.129351759
NCRNA00162,Lymphocyte,ADHD,Wald ratio,1,1.076,1.05E-02,NA,NA,NA,0.16106762
GCK,Lymphocyte,ADHD,Wald ratio,1,0.97,1.06E-02,NA,NA,NA,0.122657126
AEBP1,Lymphocyte,ADHD,Wald ratio,1,0.967,1.06E-02,NA,NA,NA,0.122657125
SFRS7,Lymphocyte,ADHD,Wald ratio,1,0.945,1.08E-02,NA,NA,NA,0.116720046
ZNF8,Lymphocyte,ADHD,Wald ratio,1,0.436,1.11E-02,NA,NA,NA,0.10907434
CD34,Lymphocyte,ADHD,Wald ratio,1,1.077,1.13E-02,NA,NA,NA,0.110494673
PDE1A,Lymphocyte,ADHD,Wald ratio,1,0.929,1.17E-02,NA,NA,NA,0.100628857
RARS,Lymphocyte,ADHD,Wald ratio,1,1.033,1.18E-02,NA,NA,NA,0.119828866
NPTN,Lymphocyte,ADHD,Wald ratio,1,0.228,1.18E-02,NA,NA,NA,0.173240096
POLR1A,Lymphocyte,ADHD,Wald ratio,1,1.135,1.24E-02,NA,NA,NA,0.095977237
FLJ22536,Lymphocyte,ADHD,Wald ratio,1,0.961,1.24E-02,NA,NA,NA,0.104791675
TNFRSF19,Lymphocyte,ADHD,Wald ratio,1,1.059,1.26E-02,NA,NA,NA,0.095673258
PRR4,Lymphocyte,ADHD,Wald ratio,1,0.96,1.26E-02,NA,NA,NA,0.093856964
ACSL3,Lymphocyte,ADHD,Wald ratio,1,0.975,1.30E-02,NA,NA,NA,0.097099179
SNAR-I,Lymphocyte,ADHD,Wald ratio,1,0.972,1.30E-02,NA,NA,NA,0.095242936
ATXN1,Lymphocyte,ADHD,Wald ratio,1,1.025,1.32E-02,NA,NA,NA,0.093300444
C8orf85,Lymphocyte,ADHD,Wald ratio,1,0.922,1.34E-02,NA,NA,NA,0.093103694
DHDDS,Lymphocyte,ADHD,Wald ratio,1,1.042,1.36E-02,NA,NA,NA,0.091064785
MDGA1,Lymphocyte,ADHD,Wald ratio,1,1.04,1.36E-02,NA,NA,NA,0.089229609
CANX,Lymphocyte,ADHD,Wald ratio,1,1.122,1.36E-02,NA,NA,NA,0.096527944
IFITM5,Lymphocyte,ADHD,Wald ratio,1,0.95,1.38E-02,NA,NA,NA,0.101648901
ATHL1,Lymphocyte,ADHD,Wald ratio,1,0.959,1.38E-02,NA,NA,NA,0.10164891
BET1L,Lymphocyte,ADHD,Wald ratio,1,0.203,1.38E-02,NA,NA,NA,0.101648908
UBASH3B,Lymphocyte,ADHD,Wald ratio,1,0.966,1.39E-02,NA,NA,NA,0.120135561
CHMP4B,Lymphocyte,ADHD,Wald ratio,1,0.974,1.42E-02,NA,NA,NA,0.085192585
TRIOBP,Lymphocyte,ADHD,Wald ratio,1,0.916,1.42E-02,NA,NA,NA,0.092458873
HSBP1L1,Lymphocyte,ADHD,Wald ratio,1,1.049,1.44E-02,NA,NA,NA,0.114785833
LOC732275,Lymphocyte,ADHD,Wald ratio,1,1.04,1.45E-02,NA,NA,NA,0.111368132
OLFM1,Lymphocyte,ADHD,Wald ratio,1,1.048,1.46E-02,NA,NA,NA,0.130925105
DMXL2,Lymphocyte,ADHD,Wald ratio,1,0.974,1.47E-02,NA,NA,NA,0.083218844
CAMK2D,Lymphocyte,ADHD,Wald ratio,1,0.928,1.47E-02,NA,NA,NA,0.156558807
PACSIN1,Lymphocyte,ADHD,Wald ratio,1,0.96,1.49E-02,NA,NA,NA,0.109486491
RNF182,Lymphocyte,ADHD,Wald ratio,1,0.859,1.50E-02,NA,NA,NA,0.084856063
