Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
MAPT,Brain,ASD,Wald ratio,1,0.858,6.80E-06,NA,NA,NA,0.994983448
MNT,Brain,ASD,Wald ratio,1,0.87,1.08E-04,NA,NA,NA,0.927244023
CASP8,Brain,ASD,Wald ratio,1,1.178,1.98E-04,NA,NA,NA,0.880584086
TMCO3,Brain,ASD,Wald ratio,1,0.864,2.08E-04,NA,NA,NA,0.87529834
FAM167A,Brain,ASD,Wald ratio,1,1.082,2.77E-04,NA,NA,NA,0.836778011
TMIGD3,Brain,ASD,Wald ratio,1,0.783,3.22E-04,NA,NA,NA,0.892304832
ADIRF,Brain,ASD,Wald ratio,1,1.183,5.39E-04,NA,NA,NA,0.728718549
CALN1,Brain,ASD,Wald ratio,1,0.862,6.74E-04,NA,NA,NA,0.700923037
ETFB,Brain,ASD,Wald ratio,1,1.329,1.39E-03,NA,NA,NA,0.678512096
CNMD,Brain,ASD,Wald ratio,1,0.742,2.01E-03,NA,NA,NA,0.655969227
TRMT61A,Brain,ASD,Wald ratio,1,0.846,2.21E-03,NA,NA,NA,0.43922468
CTSB,Brain,ASD,Wald ratio,1,1.102,2.82E-03,NA,NA,NA,0.379162557
JMJD6,Brain,ASD,Wald ratio,1,0.86,3.25E-03,NA,NA,NA,0.341673837
TMOD3,Brain,ASD,Wald ratio,1,1.167,3.50E-03,NA,NA,NA,0.324164871
LINC00390,Brain,ASD,Wald ratio,1,1.19,3.51E-03,NA,NA,NA,0.401063649
ZNF584,Brain,ASD,Wald ratio,1,1.147,4.40E-03,NA,NA,NA,0.322997837
CHD1L,Brain,ASD,Wald ratio,1,0.862,5.77E-03,NA,NA,NA,0.238886167
IP6K3,Brain,ASD,Wald ratio,1,1.208,6.35E-03,NA,NA,NA,0.265980346
SCG5,Brain,ASD,Wald ratio,1,1.109,6.46E-03,NA,NA,NA,0.219686374
HELB,Brain,ASD,Wald ratio,1,0.895,6.55E-03,NA,NA,NA,0.215434664
ZFP69,Brain,ASD,Wald ratio,1,1.113,6.56E-03,NA,NA,NA,0.260267835
TXNL4B,Brain,ASD,Wald ratio,1,1.111,8.65E-03,NA,NA,NA,0.20689784
HTRA1,Brain,ASD,Wald ratio,1,0.851,9.27E-03,NA,NA,NA,0.197076297
FAM171B,Brain,ASD,Wald ratio,1,0.886,9.76E-03,NA,NA,NA,0.164187485
ATP23,Brain,ASD,Wald ratio,1,1.101,1.11E-02,NA,NA,NA,0.154498613
SLC39A10,Brain,ASD,Wald ratio,1,1.107,1.19E-02,NA,NA,NA,0.141150755
FGFR2,Brain,ASD,Wald ratio,1,0.909,1.24E-02,NA,NA,NA,0.144843932
MYOM2,Brain,ASD,Wald ratio,1,1.092,1.28E-02,NA,NA,NA,0.133047605
SYNDIG1,Brain,ASD,Wald ratio,1,0.877,1.38E-02,NA,NA,NA,0.145706682
ICE2,Brain,ASD,Wald ratio,1,1.143,1.41E-02,NA,NA,NA,0.132895676
ENSG00000239381,Brain,ASD,Wald ratio,1,0.862,1.55E-02,NA,NA,NA,0.141175067
CRACD,Brain,ASD,Wald ratio,1,0.881,1.60E-02,NA,NA,NA,0.117504118
MIR99AHG,Brain,ASD,Wald ratio,1,0.804,1.62E-02,NA,NA,NA,0.187183256
