Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
PLEKHM1,Brain Cerebellar Hemisphere,ASD,Wald ratio,1,1.108,2.34E-06,NA,NA,NA,0.998263481
ARL17A,Brain Cerebellar Hemisphere,ASD,Wald ratio,1,0.925,2.34E-06,NA,NA,NA,0.998263481
LRRC37A2,Brain Cerebellar Hemisphere,ASD,Wald ratio,1,0.937,2.34E-06,NA,NA,NA,0.998263481
LINC02210,Brain Cerebellar Hemisphere,ASD,Wald ratio,1,0.747,2.34E-06,NA,NA,NA,0.99825172
SPPL2C,Brain Cerebellar Hemisphere,ASD,Wald ratio,1,0.867,2.34E-06,NA,NA,NA,0.998263481
MAPK8IP1P2,Brain Cerebellar Hemisphere,ASD,Wald ratio,1,0.927,2.34E-06,NA,NA,NA,0.998263481
MAPK8IP1P1,Brain Cerebellar Hemisphere,ASD,Wald ratio,1,0.927,2.34E-06,NA,NA,NA,0.998263481
MAPT-AS1,Brain Cerebellar Hemisphere,ASD,Wald ratio,1,1.469,2.34E-06,NA,NA,NA,0.992641317
DND1P1,Brain Cerebellar Hemisphere,ASD,Wald ratio,1,0.877,2.34E-06,NA,NA,NA,0.998247605
LRRC37A4P,Brain Cerebellar Hemisphere,ASD,Wald ratio,1,1.073,2.34E-06,NA,NA,NA,0.998263481
LRRC37A,Brain Cerebellar Hemisphere,ASD,Wald ratio,1,0.928,2.34E-06,NA,NA,NA,0.998263481
FMNL1-DT,Brain Cerebellum,ASD,Wald ratio,1,1.163,2.84E-06,NA,NA,NA,0.997642761
MAPT-IT1,Brain Cerebellum,ASD,Wald ratio,1,0.857,2.84E-06,NA,NA,NA,0.997510234
LRRC37A,Brain Cerebellum,ASD,Wald ratio,1,0.931,2.84E-06,NA,NA,NA,0.997786599
DND1P1,Brain Cerebellum,ASD,Wald ratio,1,0.888,2.84E-06,NA,NA,NA,0.997786598
LRRC37A4P,Brain Cerebellum,ASD,Wald ratio,1,1.073,2.84E-06,NA,NA,NA,0.997786599
MAPK8IP1P2,Brain Cerebellum,ASD,Wald ratio,1,0.93,2.84E-06,NA,NA,NA,0.997786599
FAM215B,Brain Cerebellum,ASD,Wald ratio,1,0.917,2.84E-06,NA,NA,NA,0.997786599
MAPT,Brain Cerebellum,ASD,Wald ratio,1,1.419,2.84E-06,NA,NA,NA,0.895604586
LINC02210,Brain Cerebellum,ASD,Wald ratio,1,0.786,2.84E-06,NA,NA,NA,0.993293484
PLEKHM1,Brain Cerebellum,ASD,Wald ratio,1,1.083,2.84E-06,NA,NA,NA,0.997786599
LRRC37A2,Brain Cerebellum,ASD,Wald ratio,1,0.937,2.84E-06,NA,NA,NA,0.997786599
ARL17A,Brain Cerebellum,ASD,Wald ratio,1,0.934,2.84E-06,NA,NA,NA,0.997786599
KANSL1,Brain Cerebellum,ASD,Wald ratio,1,0.804,2.84E-06,NA,NA,NA,0.977303915
MAPK8IP1P1,Brain Cerebellum,ASD,Wald ratio,1,0.93,2.84E-06,NA,NA,NA,0.997786599
FMNL1,Brain Cerebellum,ASD,Wald ratio,1,1.111,2.84E-06,NA,NA,NA,0.997786599
KANSL1-AS1,Brain Cerebellum,ASD,Wald ratio,1,0.932,2.84E-06,NA,NA,NA,0.997786599
SPPL2C,Brain Cerebellum,ASD,Wald ratio,1,0.897,2.84E-06,NA,NA,NA,0.997786599
MAPK8IP1P1,Brain Hippocampus,ASD,Wald ratio,1,0.934,3.43E-06,NA,NA,NA,0.997366953
MAPT-AS1,Brain Hippocampus,ASD,Wald ratio,1,1.305,3.43E-06,NA,NA,NA,0.947444906
MAPK8IP1P2,Brain Hippocampus,ASD,Wald ratio,1,0.936,3.43E-06,NA,NA,NA,0.997366953
LRRC37A2,Brain Hippocampus,ASD,Wald ratio,1,0.935,3.43E-06,NA,NA,NA,0.997366953
ARL17A,Brain Hippocampus,ASD,Wald ratio,1,0.892,3.43E-06,NA,NA,NA,0.997348827
DND1P1,Brain Hippocampus,ASD,Wald ratio,1,0.925,3.43E-06,NA,NA,NA,0.997366953
CRHR1,Brain Hippocampus,ASD,Wald ratio,1,1.359,3.43E-06,NA,NA,NA,0.987002015
LRRC37A4P,Brain Hippocampus,ASD,Wald ratio,1,1.069,3.43E-06,NA,NA,NA,0.997366953
LRRC37A,Brain Hippocampus,ASD,Wald ratio,1,0.899,3.43E-06,NA,NA,NA,0.997306428
LINC02210,Brain Hippocampus,ASD,Wald ratio,1,0.903,3.43E-06,NA,NA,NA,0.997366953
KANSL1-AS1,Brain Hippocampus,ASD,Wald ratio,1,0.932,3.43E-06,NA,NA,NA,0.997366953
MAPK8IP1P2,Brain Hypothalamus,ASD,Wald ratio,1,0.935,4.75E-06,NA,NA,NA,0.996426522
LRRC37A,Brain Hypothalamus,ASD,Wald ratio,1,0.916,4.75E-06,NA,NA,NA,0.996425299
DND1P1,Brain Hypothalamus,ASD,Wald ratio,1,0.926,4.75E-06,NA,NA,NA,0.996426522
KANSL1-AS1,Brain Hypothalamus,ASD,Wald ratio,1,0.931,4.75E-06,NA,NA,NA,0.996426522
LRRC37A2,Brain Hypothalamus,ASD,Wald ratio,1,0.941,4.75E-06,NA,NA,NA,0.996426522
MAPK8IP1P1,Brain Hypothalamus,ASD,Wald ratio,1,0.934,4.75E-06,NA,NA,NA,0.996426522
ARL17A,Brain Hypothalamus,ASD,Wald ratio,1,0.927,4.75E-06,NA,NA,NA,0.996426522
MAPT-AS1,Brain Hypothalamus,ASD,Wald ratio,1,1.156,4.75E-06,NA,NA,NA,0.996426522
LINC02210,Brain Hypothalamus,ASD,Wald ratio,1,0.904,4.75E-06,NA,NA,NA,0.996426522
