Gene,Tissue,Psychiatry,Method,Nsnp,OR,Pvalue,Q_Pvalue(MREgger),Q_Pvalue(IVW),Pvalue(Intercept),PPH4
SLC38A10,Brain Prefrontal cortex,ASD,Wald ratio,1,1.158,2.14E-04,NA,NA,NA,0.87201902
LDLRAD4,Brain Prefrontal cortex,ASD,Wald ratio,1,1.053,5.97E-04,NA,NA,NA,0.747289883
KIF26A,Brain Prefrontal cortex,ASD,Wald ratio,1,0.923,1.25E-03,NA,NA,NA,0.611596979
HPCAL1,Brain Prefrontal cortex,ASD,Wald ratio,1,1.156,3.58E-03,NA,NA,NA,0.335556335
OSTN,Brain Prefrontal cortex,ASD,Wald ratio,1,1.122,3.92E-03,NA,NA,NA,0.319416768
EIF3H,Brain Prefrontal cortex,ASD,Wald ratio,1,0.913,4.05E-03,NA,NA,NA,0.302970508
TACC3,Brain Prefrontal cortex,ASD,Wald ratio,1,0.914,4.06E-03,NA,NA,NA,0.342695456
PDE11A,Brain Prefrontal cortex,ASD,Wald ratio,1,1.059,4.22E-03,NA,NA,NA,0.3650061
NEK4,Brain Prefrontal cortex,ASD,Wald ratio,1,1.091,4.87E-03,NA,NA,NA,0.264615399
FOXP1,Brain Prefrontal cortex,ASD,Wald ratio,1,1.083,6.11E-03,NA,NA,NA,0.24484284
FLACC1,Brain Prefrontal cortex,ASD,Wald ratio,1,1.124,6.20E-03,NA,NA,NA,0.215942178
HPR,Brain Prefrontal cortex,ASD,Wald ratio,1,1.075,8.95E-03,NA,NA,NA,0.201376256
UNC45B,Brain Prefrontal cortex,ASD,Wald ratio,1,0.931,1.00E-02,NA,NA,NA,0.159777783
LRBA,Brain Prefrontal cortex,ASD,Wald ratio,1,1.067,1.23E-02,NA,NA,NA,0.137088796
CHPT1,Brain Prefrontal cortex,ASD,Wald ratio,1,1.063,1.64E-02,NA,NA,NA,0.155558895
RNF215,Brain Prefrontal cortex,ASD,Wald ratio,1,1.119,1.65E-02,NA,NA,NA,0.123907106
CHST9,Brain Prefrontal cortex,ASD,Wald ratio,1,1.081,1.76E-02,NA,NA,NA,0.102763434
FOXN3,Brain Prefrontal cortex,ASD,Wald ratio,1,1.075,1.77E-02,NA,NA,NA,0.106271925
CTNNA2,Brain Prefrontal cortex,ASD,Wald ratio,1,0.936,2.07E-02,NA,NA,NA,0.123859544
PTPRJ,Brain Prefrontal cortex,ASD,Wald ratio,1,1.055,2.15E-02,NA,NA,NA,0.097712362
EXOC2,Brain Prefrontal cortex,ASD,Wald ratio,1,1.04,2.31E-02,NA,NA,NA,0.098472598
SLC17A5,Brain Prefrontal cortex,ASD,Wald ratio,1,0.924,2.38E-02,NA,NA,NA,0.082560804
MATN2,Brain Prefrontal cortex,ASD,Wald ratio,1,1.077,2.39E-02,NA,NA,NA,0.079363901
TNS1,Brain Prefrontal cortex,ASD,Wald ratio,1,1.046,2.42E-02,NA,NA,NA,0.081339197
FREM1,Brain Prefrontal cortex,ASD,Wald ratio,1,1.061,2.65E-02,NA,NA,NA,0.075698956
UBAC2,Brain Prefrontal cortex,ASD,Wald ratio,1,0.945,2.67E-02,NA,NA,NA,0.077908557
TRARG1,Brain Prefrontal cortex,ASD,Wald ratio,1,0.933,2.83E-02,NA,NA,NA,0.075611782
GABRG3,Brain Prefrontal cortex,ASD,Wald ratio,1,0.942,2.99E-02,NA,NA,NA,0.06793811
GOLGA8B,Brain Prefrontal cortex,ASD,Wald ratio,1,1.06,3.15E-02,NA,NA,NA,0.064651346
ARHGAP24,Brain Prefrontal cortex,ASD,Wald ratio,1,0.97,3.29E-02,NA,NA,NA,0.067023995
CAPN9,Brain Prefrontal cortex,ASD,Wald ratio,1,0.962,3.46E-02,NA,NA,NA,0.060944063
RPTOR,Brain Prefrontal cortex,ASD,Inverse variance weighted,3,0.963,3.70E-02,0.955621393,0.582181155,0.487923667,0.010106185
NTM,Brain Prefrontal cortex,ASD,Inverse variance weighted,3,0.974,3.74E-02,0.591857304,0.39229469,0.42743002,0.007537244
SIPA1L3,Brain Prefrontal cortex,ASD,Wald ratio,1,1.071,3.76E-02,NA,NA,NA,0.053382667
PRKG1,Brain Prefrontal cortex,ASD,Wald ratio,1,1.076,3.77E-02,NA,NA,NA,0.056621083
TRIO,Brain Prefrontal cortex,ASD,Wald ratio,1,0.966,3.83E-02,NA,NA,NA,0.055453968
ABCA7,Brain Prefrontal cortex,ASD,Wald ratio,1,0.926,4.28E-02,NA,NA,NA,0.055839911
NTM,Brain Prefrontal cortex,ASD,Weighted median,3,0.969,4.49E-02,0.591857304,0.39229469,0.42743002,0.007537244
CHCHD3,Brain Prefrontal cortex,ASD,Wald ratio,1,1.044,4.63E-02,NA,NA,NA,0.047654828
PPP3R1,Brain Prefrontal cortex,ASD,Wald ratio,1,1.073,4.63E-02,NA,NA,NA,0.050189398
CAB39L,Brain Prefrontal cortex,ASD,Wald ratio,1,0.936,4.78E-02,NA,NA,NA,0.046393841
MAD1L1,Brain Prefrontal cortex,ASD,Wald ratio,1,0.94,4.85E-02,NA,NA,NA,0.049271149
CLUL1,Brain Prefrontal cortex,ASD,Wald ratio,1,1.062,5.09E-02,NA,NA,NA,0.029860271
ARHGAP32,Brain Prefrontal cortex,ASD,Wald ratio,1,0.944,5.16E-02,NA,NA,NA,0.056997466
SCG3,Brain Prefrontal cortex,ASD,Wald ratio,1,1.058,5.22E-02,NA,NA,NA,0.042942723
EHMT1,Brain Prefrontal cortex,ASD,Wald ratio,1,0.961,5.59E-02,NA,NA,NA,0.043175727
CTNND2,Brain Prefrontal cortex,ASD,Wald ratio,1,0.955,5.63E-02,NA,NA,NA,0.041876739
NRCAM,Brain Prefrontal cortex,ASD,Wald ratio,1,1.054,5.77E-02,NA,NA,NA,0.044486992
TMBIM4,Brain Prefrontal cortex,ASD,Wald ratio,1,0.968,5.85E-02,NA,NA,NA,0.039557523
HLA-DPB1,Brain Prefrontal cortex,ASD,Wald ratio,1,0.94,5.90E-02,NA,NA,NA,0.041492197
SLC35E4,Brain Prefrontal cortex,ASD,Wald ratio,1,1.044,5.96E-02,NA,NA,NA,0.076079686
PASK,Brain Prefrontal cortex,ASD,Wald ratio,1,0.962,6.22E-02,NA,NA,NA,0.074557026
EGFR,Brain Prefrontal cortex,ASD,Wald ratio,1,1.041,6.56E-02,NA,NA,NA,0.056451416
WDR7,Brain Prefrontal cortex,ASD,Wald ratio,1,1.048,6.68E-02,NA,NA,NA,0.036792825
ITGB3,Brain Prefrontal cortex,ASD,Wald ratio,1,1.073,7.09E-02,NA,NA,NA,0.033937892
CHRM5,Brain Prefrontal cortex,ASD,Wald ratio,1,0.967,7.21E-02,NA,NA,NA,0.034659905
DLEC1,Brain Prefrontal cortex,ASD,Wald ratio,1,1.043,7.41E-02,NA,NA,NA,0.068317481
GMDS,Brain Prefrontal cortex,ASD,Wald ratio,1,1.092,7.41E-02,NA,NA,NA,0.032703939
TPO,Brain Prefrontal cortex,ASD,Wald ratio,1,0.949,7.77E-02,NA,NA,NA,0.03182052
DLGAP2,Brain Prefrontal cortex,ASD,Weighted median,6,0.978,7.98E-02,0.002144489,0.004919353,0.947496204,0.661469168
MTFR1,Brain Prefrontal cortex,ASD,Wald ratio,1,1.056,8.01E-02,NA,NA,NA,0.03687064
SORCS1,Brain Prefrontal cortex,ASD,Wald ratio,1,1.057,8.04E-02,NA,NA,NA,0.030532159
VPS53,Brain Prefrontal cortex,ASD,Inverse variance weighted,2,1.025,8.30E-02,NA,0.526388484,NA,0.017443454
GPR161,Brain Prefrontal cortex,ASD,Wald ratio,1,1.054,8.32E-02,NA,NA,NA,0.030880854
ARHGEF10,Brain Prefrontal cortex,ASD,Inverse variance weighted,2,1.037,8.87E-02,NA,0.170120818,NA,0.104201124
RPTOR,Brain Prefrontal cortex,ASD,Weighted median,3,0.966,9.06E-02,0.955621393,0.582181155,0.487923667,0.010106185
KIF26B,Brain Prefrontal cortex,ASD,Wald ratio,1,0.965,9.19E-02,NA,NA,NA,0.040831954
TECPR1,Brain Prefrontal cortex,ASD,Wald ratio,1,0.925,9.40E-02,NA,NA,NA,0.041593813
SCFD1,Brain Prefrontal cortex,ASD,Wald ratio,1,1.03,9.47E-02,NA,NA,NA,0.028360635
VIPR2,Brain Prefrontal cortex,ASD,Wald ratio,1,0.955,9.60E-02,NA,NA,NA,0.030268208
GSDME,Brain Prefrontal cortex,ASD,Wald ratio,1,1.068,9.69E-02,NA,NA,NA,0.027501063
KCNIP1,Brain Prefrontal cortex,ASD,Wald ratio,1,1.06,9.71E-02,NA,NA,NA,0.034634534
TAF4,Brain Prefrontal cortex,ASD,Wald ratio,1,0.978,9.93E-02,NA,NA,NA,0.027708334
HLA-DQB1,Brain Prefrontal cortex,ASD,Wald ratio,1,1.038,9.98E-02,NA,NA,NA,0.032338832
PGS1,Brain Prefrontal cortex,ASD,Wald ratio,1,0.946,1.00E-01,NA,NA,NA,0.033150762
CARS1,Brain Prefrontal cortex,ASD,Wald ratio,1,1.036,1.02E-01,NA,NA,NA,0.026314465
MUC4,Brain Prefrontal cortex,ASD,Wald ratio,1,1.077,1.05E-01,NA,NA,NA,0.067096452
PRKAG2,Brain Prefrontal cortex,ASD,Wald ratio,1,1.051,1.05E-01,NA,NA,NA,0.021681828
MMP11,Brain Prefrontal cortex,ASD,Wald ratio,1,1.053,1.07E-01,NA,NA,NA,0.024054596
EIF3B,Brain Prefrontal cortex,ASD,Wald ratio,1,0.972,1.09E-01,NA,NA,NA,0.024338212
RNF213,Brain Prefrontal cortex,ASD,Wald ratio,1,1.038,1.10E-01,NA,NA,NA,0.024343684
CUBN,Brain Prefrontal cortex,ASD,Wald ratio,1,1.046,1.10E-01,NA,NA,NA,0.024343801
EXT1,Brain Prefrontal cortex,ASD,Wald ratio,1,0.979,1.12E-01,NA,NA,NA,0.030387551
CCDC149,Brain Prefrontal cortex,ASD,Wald ratio,1,0.962,1.16E-01,NA,NA,NA,0.023866443
PCGF3,Brain Prefrontal cortex,ASD,Inverse variance weighted,2,1.033,1.16E-01,NA,0.392958538,NA,0.051688537
TMEM132D,Brain Prefrontal cortex,ASD,Inverse variance weighted,2,0.979,1.19E-01,NA,0.6914434,NA,0.02492068
WIPF1,Brain Prefrontal cortex,ASD,Wald ratio,1,1.045,1.25E-01,NA,NA,NA,0.021526837
RGS14,Brain Prefrontal cortex,ASD,Wald ratio,1,0.967,1.28E-01,NA,NA,NA,0.022729651
GPAT4,Brain Prefrontal cortex,ASD,Wald ratio,1,1.042,1.28E-01,NA,NA,NA,0.021323768
BSPRY,Brain Prefrontal cortex,ASD,Wald ratio,1,1.056,1.30E-01,NA,NA,NA,0.022910374
CKMT2,Brain Prefrontal cortex,ASD,Wald ratio,1,1.046,1.37E-01,NA,NA,NA,0.015409477
HHAT,Brain Prefrontal cortex,ASD,Wald ratio,1,1.044,1.37E-01,NA,NA,NA,0.021949908
WDR33,Brain Prefrontal cortex,ASD,Wald ratio,1,0.953,1.37E-01,NA,NA,NA,0.017344422
DGKI,Brain Prefrontal cortex,ASD,Wald ratio,1,1.049,1.38E-01,NA,NA,NA,0.019103731
NOTCH1,Brain Prefrontal cortex,ASD,Wald ratio,1,1.041,1.39E-01,NA,NA,NA,0.022037645
ZDHHC14,Brain Prefrontal cortex,ASD,Wald ratio,1,1.035,1.43E-01,NA,NA,NA,0.01988219
AK8,Brain Prefrontal cortex,ASD,Wald ratio,1,1.038,1.47E-01,NA,NA,NA,0.020390183
NAV3,Brain Prefrontal cortex,ASD,Wald ratio,1,0.96,1.50E-01,NA,NA,NA,0.018031439
GIGYF2,Brain Prefrontal cortex,ASD,Wald ratio,1,0.962,1.53E-01,NA,NA,NA,0.019485767
